wilcoxon,t-test,t-test_overestim_var
Cdc25b,Kif21b,Depdc1a
Smc4,Sgo2a,Sgo2a
Parpbp,Spdl1,Aurkb
Mki67,Kif11,Ccar1
Cdk1,Kif23,Kif23
Melk,Sapcd2,Cdk1
Plec,H3f3b,Kif21b
Cdc25c,Jpt1,Jpt1
Kif11,Aurkb,Ubb
Espl1,Vcp,Smc4
Kif23,Parpbp,Kifc1
Kif21b,Runx3,Rad21
Depdc1b,Rad21,Cdc25c
Aurkb,Acin1,H3f3b
Miip,Smc4,Runx3
Nup37,Kifc1,Knstrn
Kif18b,Cdk1,Sf3b1
Nucks1,Tuba1a,Espl1
Rad21,Knstrn,Nup37
Ccar1,Psmc1,Melk
Odf2,Hp1bp3,Numa1
Klf3,Numa1,Vcp
Knstrn,Nup37,Hp1bp3
Cip2a,Prkar1a,Cip2a
Tubb3,Hspa5,Psmc1
Gtse1,Kcnn4,Kcnn4
Sh2d3c,Melk,Acin1
Numa1,Ctcf,Tuba1a
Runx3,Add3,Add3
Tubb5,Cdc25c,Cdkn2d
Spag5,Ubc,Ctcf
Triobp,Espl1,Prkar1a
G2e3,Cdkn2d,Ubc
Cdkn2d,Tln1,Bptf
Lrif1,Uba1,Smtn
Kcnn4,Cip2a,Odf2
Ubald1,Bptf,Hspa5
Top2a,Xrn2,Depdc1b
Nomo1,Ddx5,Dbf4
Psme4,Dbf4,Uba1
Srbd1,Odf2,Frmd8
Rnf6,Chd4,Ncapg
H3f3b,Son,Klf3
Ppp2r5d,Tsc22d4,Ddx5
Troap,Frmd8,Chd4
Ska2,Arhgap30,Tubb3
Psmc1,Depdc1b,Shcbp1
Mis18bp1,Shcbp1,Tln1
Frmd8,Ncapg,Son
Ubb,Rock1,Arhgap30
Ift46,Ddx39,Triobp
Hp1bp3,Triobp,Tsc22d4
Cog2,Klf2,Gtse1
Prkar1a,Eef1d,Kif18b
Ctcf,Nuf2,Xrn2
Csnk1g1,Klf3,Ddx39
Shcbp1,Nudcd2,Nuf2
Dbf4,Tuba4a,Stk38
Stat6,Kif18b,Mis18bp1
Arhgap11a,Tubb3,Nudcd2
Atp6v1b2,Rbbp6,Klf2
Add3,Rpl3,Tuba4a
Slain2,Stk38,Troap
Med13,Cxcr3,Ska1
Diaph3,Il2rb,Pimreg
Atl2,Cct8,Acap1
Shc1,Acap1,Rbbp6
Ncapg,Gtse1,Cxcr3
Srgap2,Mis18bp1,Cct8
Tuba1a,Rbm7,Rock1
Hsp90ab1,Apobec3,Eef1d
Fbxl8,Ifngr1,Nucks1
Oas3,Snrnp200,Rassf3
Nlrc3,Ska1,Rbm7
Mcm3ap,Brd8,Diaph3
Cdc27,Smtn,Il2rb
Nuf2,Copb1,Rnf6
Dennd1c,Diaph3,Mki67
Hsp90aa1,Rpl8,Brd8
Bptf,Dnaja1,Apobec3
Chd4,Spag5,Ifngr1
Bet1l,Stk4,Spag5
Acin1,Stip1,Cep89
Tmem71,Dgka,Snrnp200
Rassf3,Miip,Miip
Parp14,Nucks1,Atp8b4
Med31,Fcho1,Rpl3
Ddx39,Rangap1,Fcho1
Sf3b1,Atp8b4,Stip1
Uso1,Rnf6,Dgka
Ahdc1,Arhgap11a,Dnaja1
Usp19,Troap,Arhgap11a
Cpsf1,Gtf2f1,Rangap1
Jarid2,Cmah,Cmah
Stk38,Dnm2,Ccdc77
Trib2,Lrp10,Stk4
Vcp,Sec31a,Copb1
Inpp4a,Yme1l1,Psme4
Hyls1,Cyfip2,Csnk1g1
Sec23ip,Pten,Sh2d3c
Coq3,Cmas,Kif15
Rpl3,Kif15,Dnm2
Pimreg,Psme4,Tnfaip8l1
Poc5,Ddb1,Bms1
Faap24,Sh2d3c,G2e3
Ccdc77,S1pr1,Gtf2f1
Ube4a,Pimreg,Inpp4a
Dnaja1,Rassf3,Sec31a
Rnf40,Bms1,Tmem71
Nup35,Cnih4,Krit1
Tnfaip8l1,Pdia4,Cmas
Ubc,Mki67,Rpl8
Exoc1,Krit1,Cnih4
Mad1l1,Celf2,Pten
Uba1,Copb2,S1pr1
Pnrc2,Pak2,Tubd1
Acbd3,Gnb2,Cyfip2
Sun2,Myh9,Lrp10
Hspa5,Rps9,Gas2l3
Pex13,Ska2,Ddb1
Foxm1,Cep89,Yme1l1
Brd8,Lman2,Hbs1l
Acap1,Aco2,Ubald1
Sit1,G2e3,Hsp90ab1
Cct8,Nde1,Srgap2
Lysmd3,Rae1,Slain2
Arhgap30,Polr2a,Ska2
Foxo1,Chordc1,Srbd1
Leo1,Hbs1l,Nde1
Golgb1,Med13,Ift46
Emc9,Eif3c,Asxl1
Rbm7,Arhgef1,Pdia4
Creb3,Slain2,Myh9
Nudcd2,Csnk1g1,Dennd1c
Tdp1,Lrrc59,Med13
Nde1,Ccdc77,Itga4
Fcho1,Gnai3,Chordc1
Asxl1,Asxl1,Rps9
Slc25a3,Cd48,Poc5
Hbs1l,Hnrnpul2,Srrt
Ska1,Srrt,Uso1
Atp5a1,Tmem71,Smad7
Ess2,Dennd1c,Mad1l1
Tubd1,Hspa4,Copb2
Stk16,Itga4,Aco2
Rbbp6,Cct3,Gnai3
Pik3cg,Stk16,Eif3c
Tuba1b,Psmd2,Snx20
Fibp,Sys1,Cct3
Cmah,Ubald1,Lrif1
Trpc4ap,Smarce1,Lrrc59
Cenpc1,Dhx36,Atp5a1
Apeh,Wasf2,Hnrnpul2
Cep89,Mrpl22,Rae1
Ass1,Fmnl1,Cmtm7
Pus10,Atp5a1,Pak2
Atp8b4,Adprh,Hsp90aa1
Plin3,Hsp90ab1,Hspa4
Phf8,Tubd1,Polr2a
Aftph,Spn,Lman2
Tubb2a,Atp5b,Celf2
Ehd3,Srgap2,Cd48
Ccng2,Tnfaip8l1,Shc1
Tsc22d4,Psmd12,Stk16
Lpcat3,Trap1,Arhgef1
Sgk1,Cmtm7,Mrpl22
Snrnp200,Smad7,Trpc4ap
Gata3,Uso1,Atp6v1b2
Washc4,Kif5b,Dhx36
Cul2,Ift46,Psmd2
Micu1,Trpc4ap,Pif1
Bms1,Srbd1,Spn
Faf2,Lrif1,Trap1
Card11,Shc1,Atp5b
Sec31a,Selenos,Arid4b
Katnb1,Vdac2,Mcm3ap
Ccnk,Mrpl48,Xrn1
Itga4,Xrn1,Fmnl1
Alas1,Chd2,Adprh
Pten,Poc5,Ahdc1
Katnbl1,Inpp4a,Usp19
Eef1d,Acbd3,Chd2
Son,Arid4b,Wasf2
Ccnf,Mob4,Sys1
Apobec3,Pbrm1,Pnrc2
Baz2a,Ddx46,Satb1
Anapc7,Mad1l1,Gnb2
Rap1gap2,Supt4a,Spc25
Il2rb,Gas2l3,Pbrm1
Cep70,Ppp4r2,Mrpl48
Mecr,Rcsd1,Smarce1
Mon2,Polr2b,Kif5b
Kif15,Snx20,Cog2
Plin2,Mcm3ap,Hsph1
Spn,Anxa7,Oas3
Tuba4a,Sf3a1,Top2a
Zmiz1,Atp6v1b2,Psmd12
Tmem127,Nt5c,Tubb2a
Golga2,Hopx,Acbd3
Kif3b,Hsph1,Polr2b
Ifnar1,Lcp2,Selenos
Xbp1,Smu1,Rcsd1
Tecpr1,Ppp2r5d,Atl2
Atp2b4,Hsp90aa1,Sf3a1
Ints9,Ubxn4,Ppp2r5d
Med19,Usp19,Stat6
Skap2,Dusp11,Kpna4
Bcl9l,Ik,Anxa7
Ppp1r10,Hdgf,Ep300
Ctr9,Hnrnpm,Virma
Snx20,Kpna4,Cep70
Tob1,Virma,Lcp2
Gpr108,Pnrc2,Nup35
Smad7,Ptpn1,Ppp4r2
S1pr1,Ep300,Hspd1
Ifnar2,Spc25,Gm10184
Xrn1,Cdc27,Ess2
Cspp1,Sptan1,Mob4
Cdkal1,Satb1,Serpinb9
Rnf26,Psma3,Smu1
Atg7,Pif1,Ubxn4
Stxbp3,Dnajc7,Supt4a
Sacm1l,Csnk1a1,Ik
Cdk19,Msn,Zmiz1
Rad17,Atl2,Cdc27
Actr6,Nup35,Vdac2
Nfe2l1,Cog2,H2ax
Epas1,Vbp1,Pkm
Cxcr3,Def6,Dnajc7
Bcat2,Map4k4,Fibp
Gtf2f1,Psmc5,Ube4a
Ccdc61,Tomm22,Hopx
Ubn2,Grk2,Jarid2
Taf1b,Serpinb9,Hnrnpm
Ehmt2,Oas3,Hdgf
Bspry,Stat6,Apeh
Cmtm7,Pkm,Dusp11
Rangap1,Thoc2,Map4k4
Gpatch11,Setx,Exoc1
Ric8a,Tfg,Slc25a3
Cyfip2,Ndfip1,Ccnk
Rcor1,Zmiz1,Sptan1
Tnfrsf13c,Lrrfip1,Faap24
Map4k4,Hspd1,Ddx46
Ap1g1,Rchy1,Sun2
Lin37,Ralbp1,Ptpn1
Rock1,Snx6,Adk
Krit1,Kdm1a,Tfg
Mrps31,Trappc4,Thoc2
Bicral,Top2b,Rchy1
Myh9,Apeh,Card11
Htra2,Asrgl1,Def6
Kmt5b,Rac1,Vbp1
Polh,Ahdc1,Nipbl
Abcd1,Prpf8,Psmc5
Shprh,Map2k2,Ralbp1
Taok1,Copa,Faf2
Ruvbl2,Fibp,Nt5c
Cmas,Nipbl,Grk2
Ddx5,Ndufs2,Baz2a
Kidins220,Ccnk,Setx
Rpap1,Prrc2c,Psma3
Eif3c,Cdk12,Taco1
Eps15l1,Sun2,Tubb2b
Ccnc,Ube4a,Csnk1a1
Stip1,Ppp2ca,Nomo1
Ep300,Faap24,Asrgl1
Chmp7,Srp72,Kdm1a
Dgka,Rala,Prpf8
Kpna6,Ankrd44,Snx6
Dnm2,Exoc1,Rala
Ttk,Kmt2e,Crebbp
Zmpste24,Baz2a,Nrbp1
Cyhr1,Znrf2,Tmem218
Itch,Ppp2r5c,Alas1
Cdk12,Nomo1,Top2b
Kctd10,Ywhab,Pex13
Slc35c2,Fgfr1op2,Lbr
H1f0,Cep70,Trpv2
Trak1,Sdhd,Lrrfip1
Jaml,Faf2,Sec23ip
Chordc1,Dnaja2,Prrc2c
Dlat,Crebbp,Kmt2e
Ano10,Slc25a3,Cdk12
Fars2,Ess2,Nlrc3
Sel1l,Jarid2,Supt6
Tbc1d31,Sec23ip,Copa
Hmg20b,Adk,Srp72
Dele1,Nrbp1,Ccnf
Akap8l,Leo1,Msn
Wdr3,Cntrl,Zmpste24
Wasf2,Ppp1r35,Ruvbl2
Cnih4,Polr2e,Trappc4
Klhl28,Zmpste24,Dnaja2
Fyttd1,Top2a,Rnf40
Srrt,Tubb2a,Map2k2
Tollip,Lbr,Xbp1
Rcsd1,Glyr1,Fyb
Cwf19l2,Trpv2,Leo1
Ms4a4c,Ehmt2,Ppp2r5c
Ddx52,Ptprc,Glyr1
Dlgap4,Pex13,Znrf2
Insl6,Pcbp2,Tecpr1
Prkcd,Prpf38a,Sdhd
Pif1,Cyc1,Ppp1r35
Arhgap18,Lrrc8c,Foxo1
Ccdc18,H2ax,Med31
Gcat,Snrnp27,Cenpc1
Rnf213,Rnf10,Ywhab
Ubr4,Ube2f,Plin2
Mrpl48,Ruvbl2,Cntrl
Irgm1,Srsf5,Rras2
Washc5,Rap1b,Ehmt2
Fam114a2,Supt6,Cyc1
Opa3,Gm10184,Zcchc8
Snupn,Atp11b,Pik3r1
Med17,Mkrn1,Ube2f
Gbp2,Fyb,Ndufs2
Etv3,Cenpc1,Tomm22
Dync1li2,Pik3r1,Resf1
Trpv2,Pdlim2,Prpf38a
Kdm7a,Kdelr1,Srsf5
Itpr2,Ap1m1,Ppp1r10
Cd48,Zcchc8,Creb3
Erich1,Card11,Ppp2ca
B9d2,Wdr1,Snrnp27
Gpn2,Rab2a,Ptprc
Nrbp1,Agfg1,Ndfip1
Zcchc8,Anxa6,Lrrc8c
Tnrc18,Leprotl1,Chchd10
Rgs14,Ccnf,Pcbp2
Cdk5rap2,Med31,Taf1b
Virma,Nlrc3,Atp11b
Sec24c,Diablo,Ankrd44
Rb1cc1,Ccdc47,Rac1
Pak2,Nup88,Ccdc47
Cct3,Ddx52,Ap1m1
Irf4,Os9,Snupn
Tnip1,Gdi2,Polr2e
Rrad,Ngdn,Pdlim2
Rmnd5b,Dync1i2,Agfg1
4833439L19Rik,Cdc37,Nup88
1500009L16Rik,Xbp1,Ctr9
Traf7,Psmd11,Mkrn1
Klf2,Sytl3,Med30
Ifngr1,Cltc,Cse1l
Golm1,Resf1,Diablo
Mapkapk3,Gna13,Ass1
Nfyc,Cse1l,Parp14
Tmem19,Grb2,1500009L16Rik
Adk,Alas1,Abi1
Rab3gap1,Rras2,Ddx52
Cks1b,Eif4g2,Fgfr1op2
Polr2a,Nmt1,Os9
Tmem214,Foxo1,Psmd11
Polr2b,Med30,Kdelr1
Spc25,Rnf40,Dync1i2
Mrpl22,Gna15,Msrb1
Gpr89,Actr10,Gna13
Mad2l1bp,Abi1,Wdr1
Wdr48,Macf1,Cltc
Mindy2,Keap1,Arhgap15
Syne3,Dusp2,Mecr
Chchd10,Chchd10,Gna15
Smc2,Ctr9,Trib2
Atp5b,Ppp1r10,Ngdn
Lrp10,Znrd1,Rnf10
Stk4,Ccnc,Birc2
Samd4b,Psma5,Fbxl8
Fam216a,Fbxl8,Dusp2
Arid4b,Slu7,Macf1
Rnf14,Sppl2a,Cpsf1
Kdm1a,Rab11b,Ccnc
Hdgf,Birc2,Emc9
Gsto1,Taf11,Zfp622
H2bc4,Zfp622,Hsp90b1
Ptger4,Tdp1,Sppl2a
Srp68,Sugt1,Copg1
Xrn2,Taf1b,Srsf3
Ube2f,Hadha,Slu7
Synrg,Taco1,Keap1
Sys1,Parp14,Ifnar1
Lrch3,Cpsf1,Ehd3
Yme1l1,Chd7,Rab2a
Sf3a1,Nars,Tdp1
Mtmr14,Msrb1,Ncald
Ap1m1,Copg1,Bcl9l
Stam2,Saraf,Atp2b4
Gas2l3,Mcl1,Hadha
Tfg,Suclg1,Anxa6
Zbtb38,Csnk2a2,Rap1b
Ddhd2,Dock11,Sytl3
Ccdc66,Tpst2,Itch
Ostm1,Creb3,Naa35
Fbxo3,Akap13,Actr10
Adprh,Srsf3,Mrps31
Pqlc1,Tubb2b,Kif3b
Lin7c,Sash3,Cdc37
Serpinb9,Arid4a,Nmt1
Naa35,Anapc7,Gdi2
Med14,Ehd3,Zyx
Ncstn,Frg1,Lin37
Nploc4,Tecpr1,Sugt1
Wdr92,Smc1a,Taf11
Ndufaf3,Atp2b4,Arid4a
Slc4a1ap,Trib2,Sash3
Aco2,Rpl9,Znrd1
Heatr1,Myo1g,Anapc7
Parp9,Mark2,Hyls1
Ppp4r2,Med21,Rab11b
Pom121,Mecr,Aftph
Copg1,Emc9,Nup214
Sp4,Mtpn,Gimap8
Cybc1,Ass1,Rnf125
Gatd1,Snupn,Leprotl1
Ube2h,Cox19,Rb1cc1
Nup214,Arhgap15,Tnfaip8l2
Rpl8,Srp68,Smc1a
Pdlim2,Rrp1,Csnk2a2
Dhx36,Plin2,Dock11
Rsu1,Naa35,Ube2h
Ireb2,Pdcd10,Med21
Sptan1,Rnf20,Suclg1
Stambp,Hsp90b1,Ctsz
Nabp1,Mrps30,Plin3
Pcf11,Psmb6,Rsu1
Supt6,Nup214,Frg1
Crebbp,Mrpl1,Ifnar2
Ndufaf7,Ncald,Myo1g
Plekhg2,Rsu1,Srp68
Gpr146,Exoc3,Chd7
Nrbf2,Sars,Pold4
Kat5,Canx,Rnf20
Copb1,Smarca4,B9d2
Ubxn6,Rnf125,Mrps30
Trap1,Zyx,Golgb1
Kmt2b,Cul3,Rap1gap2
Tbc1d22a,Hyls1,Wdr3
Rnf125,Ifnar1,Ttc33
Mlx,B9d2,Cox19
Kdm5c,Ric8a,Smc2
Cir1,Rap1gap2,Mlx
Ttc33,Mlx,Grb2
Mrpl1,Gimap1,Mcl1
Ppfia1,1500009L16Rik,Bspry
Mxd1,Nfyc,Ric8a
Ubr2,Lin37,Phgdh
Hsph1,Selenok,Nars
Ncald,Wdr3,Psma5
Ppp1r21,Tnfaip8l2,Pus10
Usp9x,Phgdh,Eif4g2
Ngrn,Rab1a,Mtpn
Hspd1,Vav1,Ubxn6
Hsp90b1,Akirin1,Ms4a4c
Tln1,Idnk,Synrg
Arhgap25,Rnf7,Pcf11
Ddb1,Synrg,Vav1
Asrgl1,Ndufaf3,Psmb6
Jak2,Huwe1,Trafd1
Vav1,Taok3,Ubr2
Stard3,Bspry,Ndufaf3
Slc25a12,S1pr4,Mark2
Crybg1,Aprt,Selenok
Clp1,Golgb1,Nfyc
Otud7b,Chmp2a,Pdcd10
Clpb,Pold4,Mrpl1
Fbh1,Aftph,Exoc3
Ptpn9,Eif4g1,Smarca4
Smtn,Gimap8,Rab3gap1
Usp22,Arih1,Akap13
Gnai3,Lsm12,Saraf
Ercc6l2,Sit1,Akirin1
Gtf3c1,Psmd1,Gbp2
Cant1,Gorasp2,Bicral
Fbrs,Emc7,Mef2d
Pold4,Itch,Tpst2
Sigirr,Rb1cc1,Senp6
Lbr,Plin3,S1pr4
Gpr160,Tmem218,Cul3
Tbcc,Atrx,Idnk
Dclre1c,Pafah1b2,Cbl
Xrcc4,Uqcrc1,Nabp1
Rexo4,Ubr2,Huwe1
Diablo,Dld,Psmd1
Cdca2,Ablim1,Uqcrc1
Cpt1a,Add1,Uevld
Hnrnpul2,Senp6,Lpcat3
Rae1,Cbl,Rpl9
Mvp,Was,Ablim1
Rnf20,Srrm2,Gsto1
Susd3,Fbl,Insl6
Slu7,Cd2bp2,Snx1
Acadm,Coq3,Rrp1
Ptpn12,Traf7,Atrx
Trafd1,Klf13,Canx
Tgfbr2,Lpcat3,Psmd10
Arl5c,Hltf,Traf7
Gmpr2,Snx1,Was
Lrrc59,Rps27a,Arih1
Scd2,Kif3b,Dld
Ttc21b,Pcf11,Pafah1b2
Chd2,Ctsz,Ccdc66
Rxrb,Mrps31,Gorasp2
Tmem97,Pus10,Rnf7
Nup88,Ndufs1,Lsm12
Rnasel,Bcl9l,Emc7
Med30,Fam207a,Ndufs1
Cby1,Mff,Hltf
Keap1,Csnk2a1,Sit1
Ubxn4,Nabp1,Ccng2
Actg1,Mef2d,Klf13
Gpalpp1,Foxm1,Sars
Smad4,Eif3m,Rab1a
Gna15,Trafd1,Rabac1
Cept1,Tmem97,Ints9
Ino80b,Rab3gap1,Aprt
Arhgef1,Clns1a,Chmp2a
Maf1,Trabd,Gimap1
Cpne3,Ifnar2,Washc4
Cwc27,Pgd,Ano10
Spg11,Osbpl3,Phf8
Cryzl1,Nrd1,Taok3
St3gal1,Wnk1,Nrd1
Pdia4,Epn1,Spata13
Fbxo38,Hmg20b,Rab11a
Cenpn,Nudt4,Coq3
Lmnb1,Arhgdib,Cdk19
Gipc1,Cdc26,Dync1li2
N4bp2,Dlat,Rmnd5b
Stxbp2,Glipr1,Cyhr1
Dus3l,Ubxn1,Vrk3
Lias,Insl6,Micu1
Mob4,Smc2,Fbl
Cpt2,Rab11a,Sec24c
Mtmr4,Ikzf1,Pgd
Ccser2,Rab5if,Fam207a
Map2k4,Ints9,Sacm1l
Midn,Cd47,Atp6v0b
Plekho2,Usp9x,Cct6a
Clpx,Vrk3,Dlat
Snap23,Sec24c,Fth1
Setx,Gpr171,Usp9x
Fra10ac1,Pik3cg,Tnip1
Pef1,Pmpcb,Mff
Nfrkb,Atp6v0b,Cdkn1b
Vps72,Psmd10,Tmem97
Cep164,Ddx47,Osbpl3
Skil,Wapl,Sel1l
Srf,Bicral,Cd2bp2
Kif5b,Fxr1,Tbc1d31
Dalrd3,Ube2h,Glipr1
Armc5,Rmnd5b,Clint1
Ints14,Ccng2,Trabd
Atp6v1a,Micu1,Grk6
Gnpat,Psmc2,Cd47
Rhbdf2,Ttc33,Eif4g1
Cse1l,Sacm1l,Epn1
Amn1,Snx4,Add1
Tmub1,Tnip1,Gpr171
Wbp1l,Iqgap1,Clns1a
Ddx58,Grk6,Ttk
Yif1a,Rabac1,Hmg20b
Twf1,Clint1,Cks1b
Adar,Gsto1,Stard3
Sppl2a,Rdm1,Gcat
Sp140,Grap2,Foxm1
Ralgapa2,Eno1,Rrbp1
Dtx3l,Adap1,Rab5if
Tbcd,Picalm,Plac8
Ptgr2,Ubxn6,Sell
Rras2,Cyhr1,Grap2
Prkce,Qars,Picalm
Men1,Cct6a,Vsir
Car5b,Pfkp,Srrm2
Cog6,Stxbp2,Jaml
Cul5,Spop,Fxr1
Atf7ip,Sema4d,Csnk2a1
Mef2d,Washc4,Eno1
Sidt1,Fth1,Pik3c2b
Ankrd40,Rrbp1,Wnk1
Taco1,Gls,Arhgap18
Glyr1,Spata13,Pik3cg
Hmgcs1,Phf8,Ankzf1
Ubp1,Mlf2,Arhgef39
Hmg20a,Ttk,Cdc26
Hspa4,Ccdc66,Calr
Heatr6,G3bp2,Ddx47
Dhx8,Dync1li2,Snx4
Ext2,Rhof,Rdm1
Taf13,Trip12,Parp9
Tob2,Sel1l,Kdm7a
Def6,Plac8,Fbh1
Wdr44,Bet1l,Pmpcb
Paf1,Ppp1r12a,Arl4c
Tprkb,Dtd1,Gpx1
Acad9,Dpp3,Iqgap1
Pyroxd1,Ppp4r3b,Stxbp3
Zfp830,Ppp2cb,Stxbp2
Inpp5d,Fam114a2,Adap1
Scyl1,Rab10,Rps27a
Smu1,Cdkn1b,Rnf26
Ube4b,Mrpl2,Sidt1
Cad,Parp9,Nudt4
Dgcr2,Mrps18a,Psmc2
Cdkn1b,Gpx1,Ikzf1
Ppp1r35,Tmod3,Pfkp
Mul1,Arl4c,Wsb1
Jagn1,Eif4e,Cit
Myd88,Papola,Rhof
Fdxr,Rnf26,Spop
Zmym5,Cit,Skap2
Cep19,Ano10,Qars
Pip5k1c,Vsir,Ccdc18
Il17ra,Gcat,Mon2
Dcp1a,Mrps17,Zfp638
Ccdc47,Cwc15,Cspp1
Bloc1s6,Morf4l2,Tbcc
Cyth1,Pom121,Mrpl2
Tspan31,Flii,Ubxn1
Araf,Cspp1,Fnta
Prpf6,Ube2b,Katnbl1
Tmem138,Mocs2,Ppp4r3b
Cox19,Rbm42,Dpp3
Satb1,Rbm6,Arl5c
Elk3,Tbcc,Bet1l
Dcaf7,Tbc1d31,Trip12
Blzf1,Cul2,Wapl
Rrm2b,Katnbl1,Ppp1r12a
Cnppd1,Gpatch11,Fam216a
Fmnl1,Atp6v1e1,Dtd1
Tbc1d2,Cks1b,Ppp2cb
Creb1,Cdk19,Tob1
Rps9,2410004B18Rik,Morf4l2
Zfand2b,Bcat2,Psrc1
Letm2,Calr,Tbc1d2
Nosip,Sirt7,Dhx8
Eif5a,Sp100,Nubpl
Gpr132,Necap2,Bcat2
Kpna4,Clta,Prpf6
Cenpl,Psma2,G3bp2
Dhx38,Wsb1,Mocs2
H2bu2,Prmt1,Rbm42
Mtmr12,Imp4,Eif4e
Ik,Riok3,Sp100
Stx5a,Ddx6,Gls
Tnfaip8l2,Fbh1,Cul2
Srsf3,Cdc40,Cul5
Hgs,Fnta,Tmem127
Errfi1,Stx11,Trak1
Ocel1,Bin2,Tubb5
Rala,Prpf6,Golm1
Tnks,Eef1g,Eif4g3
Gpr171,Tm9sf2,Mlf2
Capn7,Lars,Stx11
Mtfmt,Stard3,Actg1
Vsir,Dcaf7,Mad2l1bp
Nlk,Mad2l1bp,Fam114a2
Runx1,Ythdc1,Med17
Terf2ip,Zfp638,Dlgap4
Anxa7,Crybg1,Lars
Sqstm1,Acads,Sema4d
Ly75,Mon2,Ttc21b
Ubash3a,Golm1,Tmod3
Mocs2,Trak1,Necap2
Rps6ka3,Rpap1,Prmt1
Dpf2,Tob1,Gpatch11
Nup160,Glo1,Acads
Copb2,Mrps5,Rpap1
Elp5,Stxbp3,Tnfrsf13c
Sirt6,Ddx10,Grb7
Fbxo9,Klf6,Mrps17
Mia3,Jaml,Syne3
Wdr83,Phf20l1,Ube2b
Snx27,Cct5,Akap8l
Lrrc8c,4930523C07Rik,Imp4
Golga5,Creb1,Ppp1r21
Dnajc4,Pigx,Rab10
Zdhhc7,Eif4g3,Flii
Gtf2h4,Malsu1,Susd3
Ubr3,Hcfc1,Pom121
Podnl1,Sidt1,Abcd1
0610009B22Rik,Gbp2,Atp6v0c
Gosr1,Dhx8,Ddx6
Cbl,Thrap3,Atp6v1e1
Zfp384,Pcnt,H2bc4
Prpf39,Cul5,Rbm6
Evi2a,Ms4a4c,Tnks1bp1
Snx1,Atp6v0c,Rhbdf2
Golga3,Nsd1,Eif3m
Tmem50b,Ccdc18,Golga2
Ciz1,Tnfrsf13c,2410004B18Rik
Ubash3b,Arhgap18,Malsu1
Mtg2,Med17,Eef1g
Eif2b4,Med4,Papola
Sun1,Safb,Cct5
Atp8b2,Diaph1,Supt20
2410004B18Rik,Rars,Mrps18a
Sh2b1,Supt20,Klf6
Jkamp,Med19,Wdr48
Armt1,Atf7ip,Kmt5b
Thoc2,Cdk2ap2,Cdca2
Crk,Syne3,Sp140
Rara,Psmc4,Fars2
Pdcd7,Cdc5l,Hcfc1
Anapc4,Zfr,Rnf138
Dnph1,Emp3,Cwf19l2
Strada,Cdca2,Dcaf7
Chchd6,Vta1,Atf7ip
Sp2,Cyth4,Cpt2
Gpcpd1,Cops2,Mrps5
Cep85,Khdrbs1,Rtkn2
Cercam,Adam19,Pcnt
Hax1,Skap2,Cdc40
Smpd1,Cebpzos,Riok3
Sik1,Immt,Pigx
Wdr37,Nsfl1c,Tm9sf2
Agpat1,Gbp7,4930523C07Rik
Pitrm1,Dlgap4,Ythdc1
Sntb2,Ezr,Arhgdib
2510039O18Rik,Trip13,Rcor1
Exoc3,Ubl3,Glo1
Parp4,Elf1,Mvp
