wilcoxon,t-test,t-test_overestim_var
H1f5,Ska1,Rad21
Ckap2l,Ckap2l,Aurka
Bub1b,Ybx1,Pdia6
Ckap2,Smc4,Kif20a
Rrm1,Dbf4,Ect2
Aurka,Tuba1c,Depdc1a
Kif20a,Sdf2l1,Tuba1c
Ect2,Eif5a,Fabp5
Snrpd1,Fabp5,Kif20b
Asf1b,Ccdc34,Dbf4
Atp5b,Aspm,Ybx1
Spc25,Cmtm7,Spc25
Cmtm7,Aurka,H2ac8
Rad21,Tuba4a,Kif2c
Hmgb1,Ezh2,Ccdc34
Hspe1,Kif20a,Selenoh
Selenoh,Depdc1a,Sdf2l1
Smc4,Lsm3,Mis18bp1
H2ac8,Kif20b,Smc4
Sdf2l1,Hspa5,Gzma
Hnrnpab,Spc25,Eif5a
Kif20b,Ect2,Hist1h2ap
Ppia,Racgap1,Ckap5
Hspa5,Ncapd2,Ezh2
Ccdc34,Hnrnpab,Ncapd2
Tuba1c,Gzma,Ndc80
Ndc80,H2ac8,Tuba4a
Arhgap11a,Canx,Cmtm7
Mxd3,Ndc80,Ckap2
Fabp5,Ckap5,Nek2
Mis18bp1,Hsph1,Cdc25b
Gzma,Hspe1,Lsm3
Kif2c,Cdc25b,Racgap1
Dbf4,Anp32b,Hsph1
Hist1h2ap,Ptges3,Arhgap11a
Ncapd2,Cmc2,Melk
Chchd2,Lsm2,Mad2l1
Ckap5,Kif2c,Hspa5
Melk,Mis18bp1,Mxd3
Canx,Mad2l1,Anp32b
Trip13,Hist1h2ap,Trip13
Cdc25b,Alyref,Hnrnpab
Cdkn3,Snrpd1,Hspe1
Ezh2,Atp5b,Canx
Alyref,Rangap1,Lsm2
Nek2,Tyms,Cmc2
Diaph3,Ckap2,Ptges3
Anp32a,Anp32a,Foxm1
Cip2a,Arhgap11a,Tyms
Pdia3,Gmnn,Arhgap19
Jpt1,Ppia,Rangap1
Lsm3,Trip13,Cdkn3
Esco2,Nek2,Snrpd1
Arhgap19,Dctpp1,Alyref
Nme1,Rpl41,Atp5b
Ptges3,Fkbp4,Ccnf
Rpl41,Mxd3,Diaph3
Ranbp1,Cdkn3,Gmnn
Tmem97,Hmgb1,Reep4
Ncaph,Hmgn2,Dctpp1
Fbxo5,Ranbp1,Esco2
Rps27l,Uchl3,Tmem97
Cdca5,Melk,Fkbp4
Reep4,Stip1,Ppia
Racgap1,Ddx39,Kif14
Tuba4a,Ssrp1,Ncaph
Hsph1,Smc1a,Anp32a
Chchd10,Tk1,Cdca5
Spag5,Reep4,Chchd10
Manf,Tmem97,Cip2a
Sgo1,Diaph3,Spag5
Ccnf,Foxm1,Hmgb1
Cit,Rad51,Tk1
Foxm1,Ppih,Uchl3
Lsm2,Ncaph,Stip1
Kpna2,Banf1,Fbxo5
Rad51,Jpt1,Ranbp1
Mad2l1,Arhgap19,Rpl41
Ddx39,H4c9,Rad51
Ywhae,Cenpw,Kpna2
Kif14,Esco2,Cit
Cenph,Chchd10,Ddx39
Banf1,Cip2a,Hmgn2
Ssrp1,Cdca5,H4c9
Rangap1,Cit,Sgo1
Cmc2,Fbxo5,Prr11
Tyms,Lbr,Ssrp1
E2f8,Ccnf,Ppih
Tk1,Pgam1,Smc1a
Ywhaq,Spag5,Cenpw
Pgk1,Ywhaq,Uhrf1
H4c9,Manf,Jpt1
Mif,Nasp,Kifc1
Dctpp1,Pdia4,Banf1
Fos,Kif14,E2f8
Lbr,Pcna,Cenph
Atp5a1,Hdgf,Manf
Hnrnpc,Chchd2,Pgam1
Hmgn2,Uhrf1,Pmm1
Clspn,Nme1,Pdia4
Prr11,Pmm1,Lbr
Fkbp4,Sgo1,Nasp
Cenpm,Kpna2,Kif18b
Uhrf1,Hnrnpc,Clspn
Nup37,Cenph,Pcna
Gmnn,Clspn,Nup37
Pgam1,Dek,Chchd2
Mrpl18,Pdia3,Ywhaq
Uchl3,Calm2,Hdgf
Kifc1,Prr11,Nme1
Smc1a,Rps27l,Creld2
Dek,Atad2,Pdia3
Npm1,Npm1,Cenpm
Hnrnpu,Creld2,Atad2
Cdca2,Hnrnpu,Hnrnpc
Calm2,Nup37,H2-Q10
Tubg1,Mrpl18,Dek
Calr,Mcm5,Tpi1
Creld2,Tpi1,Rps27l
Ldha,Dbi,Espl1
Set,Pgk1,Psat1
Cenpw,E2f8,Mcm5
Stip1,Kifc1,Ncapg2
Pmm1,H2-Q10,Npm1
Prdx1,Tcp1,Calm2
Nasp,Psat1,Lig1
Fzr1,Calr,Pgk1
Ggt1,Exosc8,Mrpl18
Ass1,Lig1,Mif
Knstrn,Cenpm,Pkm
Dbi,Ywhae,Tcp1
Pcna,Mif,Ywhae
H2-Q10,Pkm,Calr
Fosb,Cct3,Dbi
Rcc1,Gars,Hnrnpu
Eef1d,Pdap1,Cct3
Psat1,Pebp1,Gars
Pkm,Ncapg2,H4c4
Ppih,U2af1,Exosc8
Pebp1,Set,Pdap1
Ncapg2,G3bp1,Pebp1
Hdgf,Kif18b,Ppid
Tpi1,Lrrc59,G3bp1
G3bp1,Rpa3,Fzr1
Pdap1,Nudc,Lrrc59
Cenpn,Ppid,Rfc5
Ywhah,Rasgrp2,Set
Cct8,Rfc5,Bub3
H4c4,Anapc15,Ipo5
H2ac20,Rfc4,Prdx4
Nup107,Mcm7,Anapc15
Rasgrp2,Bub3,Rfc4
Rdm1,Atp5a1,U2af1
Kif18b,Eif1ax,Rpa3
Bub3,Ipo5,Nudc
Espl1,Fkbp2,Rasgrp2
Atad2,Snrpa1,Tubg1
Shmt2,Sf3b5,Mcm7
Tcp1,Metap2,Lyar
Mns1,Prdx4,H2ac20
H3c3,Cct8,Cdca2
Cox5a,Lyar,Cdc25c
Oat,Tubg1,Fkbp2
Pdia4,Espl1,Eif1ax
Cenpp,Erh,Dnph1
Hmgb3,H4c4,Atp5a1
U2af1,Fzr1,Cenpn
Cct3,Eif2s1,Snrpa1
Prdx4,Rbbp7,Knstrn
Ncl,Pa2g4,Cct8
Plk4,H3f3b,Gcat
Ppid,Dnajb11,Metap2
Ipo5,Ldha,Erh
Rad51ap1,Supt16,Rcc1
Hnrnpa2b1,Med30,Pa2g4
Eif1ax,Eef1d,Plk4
Nudc,Smc3,Ggt1
Tpm3,Knstrn,Ldha
Traip,Eif4a1,Rbbp7
Dynll1,mt-Nd1,Supt16
Exosc8,Dnmt1,Cdkn2d
Ska2,Plk4,Eif2s1
H3f3b,Cdkn2d,Dnajb11
Mcm10,Cnih4,Sf3b5
Fdps,Cct4,H3f3b
Anapc15,Ppa1,Med30
Snrpg,Cyc1,Cnih4
Mcm5,Cdca2,Nup107
Kif18a,Ncl,Sapcd2
Rfc5,Siva1,Eef1d
Uck2,Atpif1,Smc3
Sf3b5,Prdx1,Dnmt1
Srsf3,H2ac20,Ttk
Lig1,Phgdh,Ppa1
Supt16,Rcc1,Ass1
Idi1,Ywhah,Hmgb3
Park7,Tkt,Siva1
Rfc4,Cenpn,Ncl
Dnaja1,Hmgb3,Cct4
Cdc45,Mlec,Cyc1
Gars,Mcm3,Eme1
Hmbs,Hat1,Phgdh
Fkbp2,Ggt1,Fos
Med30,Cbx5,Eif4a1
Eif4a1,Nup107,Hat1
Snrpa1,Hnrnpa3,H1f4
Hjurp,Dnaja1,Mlec
Gcat,Pgp,Cbx5
Sapcd2,Smarca5,mt-Nd1
Cox7a2,Hjurp,Atpif1
Tcf19,Cdc25c,Prdx1
Neil3,Uck2,Cenpp
Bora,Rbbp4,Uck2
Dut,Xpo1,Tkt
Mybl2,Hmgn1,Mcm3
Gadd45b,Srsf3,Pgp
Metap2,Tpm3,Hjurp
Rpl22l1,Gcat,Ywhah
Hirip3,Dut,Hmgn1
Tdp1,Snrpg,Xpo1
Dnajb11,Smarcc1,Rdm1
Uap1,H1f4,Dnaja1
Lyar,Rpn1,Hnrnpa3
Rps17,Hnrnpa2b1,Smarcc1
mt-Nd1,Sptbn1,Dut
1700025G04Rik,Lsm5,Smarca5
Lrrc59,Aldoa,Mrpl28
Hnrnpa3,Rdm1,Hnrnpa2b1
Atpif1,Cisd1,Rbbp4
Tkt,Mrpl28,Cisd1
Emp1,Aurkaip1,Rpn1
Dhfr,Park7,Srsf3
Cenpk,Vdac3,Nudt5
Aldoa,Nudt5,Mybl2
Ndufa4,Hpf1,Tpm3
Rpa3,Sapcd2,Hmbs
Ttk,Ass1,Parp1
Poc1a,Cdk2ap1,Sptbn1
Cenpl,Ttk,Aldoa
Mid1,Anapc5,Traip
Snrpf,Dnph1,Lsm5
Cse1l,Cacybp,Snrpg
Fignl1,Cenpp,Neil3
Haus8,Cox7a2,Cdk2ap1
Mcm7,Hprt,Shmt2
Smc3,Cbx3,Mns1
Erh,Cct6a,Cct6a
H1f4,Parp1,Lrr1
Pa2g4,Ndufa4,Mid1
Pola1,Hmbs,Cacybp
Cdkn2d,Fbl,Hpf1
Eif2s1,Fos,Ncapd3
Hnrnpf,Vdac1,Kif18a
Rbbp7,Cd69,Park7
Adk,Snrpf,Vdac1
Rpsa,Ncapd3,Cd69
Cct4,Ubald2,Eri1
Tagap,Eri1,Magt1
Ppa1,Lman2,Anapc5
Cyc1,Magt1,Vdac3
Cbx3,Dynll1,Cbx3
Cnih4,Nudt21,Fh1
Cdc25c,Mns1,Aurkaip1
Dnmt1,Fth1,Dynll1
Smarca5,Dpy30,Hprt
Fth1,Fh1,Pbk
Phgdh,Cdc34,Ubald2
Lrr1,Eme1,Fbl
Ube2t,Shmt2,Cox7a2
Nsmce1,Slbp,Cdc34
Mlec,Ndufs5,Haus4
Aimp2,Haus4,Ndufa4
Lsm5,Cox5a,Snrpf
Hat1,Rpsa,1700025G04Rik
Atp5pb,Nudt4,Vps35
Pgp,Sumo2,Cox5a
Dtl,Kmt5a,Dhfr
Siva1,Vps35,Oat
Ncapd3,Mybl2,Lman2
Sass6,Tex30,Nudt4
Nudt4,Gltp,Fth1
Brd8,Dhfr,Dpy30
Rbbp4,Traip,Slbp
Cct6a,Tipin,Cenpi
Hprt,Chchd1,Tex30
Cbx5,Oat,Mcm10
Gapdh,Kif18a,H3c3
Parp1,Vcp,Nudt21
H1f1,Neil3,Kmt5a
Rpl14,Dtl,Fdps
Haus4,Nsmce1,Dtl
Prep,Nudcd2,Ndufs5
Suv39h1,Raly,H1f1
Cdkn2c,Lrr1,Tipin
Sigmar1,Psmc1,Rpsa
Ywhaz,Cct5,Nsmce1
Serbp1,Hnrnpa1,Arl6ip1
Arl6ip1,Atic,Gltp
Scd2,Mid1,Nudcd2
D030056L22Rik,Sdhd,Parpbp
Snrpe,Eef1g,Chchd1
Hmgn1,Bsg,Sumo2
Cd69,Rpl22l1,H2ac4
Ints11,Ahsa1,Ska3
Gpsm2,Rbbp8,Brd8
Xpo1,Arl6ip1,Atic
Cpox,Brd8,Rbbp8
Nxn,Fdps,Psmc1
Cacybp,Fen1,Gtse1
Klhdc4,Cs,Fen1
Brip1,Rps17,Fosb
Parp2,Serbp1,Cdc45
Rnf26,Mcm10,Rpl22l1
Cisd1,Hdlbp,Vcp
Smarcc1,Top1,Cct5
Marcksl1,Cyb5b,Rpl14
Odf2,Snrpb,Rps17
Rbmx2,Mapre1,Sdhd
Sumo2,Psmd1,Fignl1
Aurkaip1,Rpl14,Depdc1b
Sptbn1,Fkbp3,Ska2
Mdh2,Fignl1,Ahsa1
Magt1,Eif4g1,Cs
Ruvbl2,Pmf1,Raly
Rras2,Tsfm,Mtfr2
Eme1,Grb2,Cyb5b
Hpf1,H3c3,Pmf1
Prps1,Mcm4,Hnrnpa1
Ttll12,Pbk,Psmd1
Samd1,Cetn3,Cenpl
Usp39,Ywhaz,Idi1
Nup205,Suz12,Eef1g
Eef1g,Cdc45,Tsfm
Blm,Map2k3,Bsg
Tex30,Pola1,Pola1
Pcnt,Ube2m,Hdlbp
Syce2,Lcp1,Serbp1
Bard1,Gspt1,Mcm4
Prim2,Hspa4,Hirip3
Vps35,1700025G04Rik,Top1
Cenps,Cct7,Map2k3
Gclm,Srsf2,Fkbp3
Nudt5,Ska2,Eif4g1
Ppp1r15a,Lsm4,Mapre1
Wdr5,Cdk4,Suz12
Mrpl28,Sfxn1,Cetn3
Nudt21,Cenpi,Poc1a
Rpp30,Hmgn5,Sfxn1
Hnrnpa1,Calm3,Nt5dc2
Vdac1,Pcbp1,Prps1
Nup93,Mpp6,Rad51ap1
Map3k8,Etf1,Ywhaz
Ndufs5,mt-Nd4l,Snrpb
Mbnl3,Fosb,Gspt1
Pbk,Dazap1,Gpsm2
Clpb,Idi1,Hspa4
Lsm4,Cct2,Adk
Ska3,Prps1,Mpp6
Cct5,Bcas2,Ube2m
Pmf1,H1f1,Gpx1
Cdk2ap1,Psmd6,Grb2
Pdlim1,Uchl5,Hmgn5
Atic,Swi5,Orc6
Hint1,Mdh2,Cct7
Cdc16,Rpa1,Srsf2
Gemin6,Gpx1,Haus8
Lcp1,Hirip3,Uchl5
Ctsz,Ska3,Etf1
Isoc1,Hspa14,Cdk4
Slc25a5,Rars,C1qbp
Cdk2,Wbp11,Cse1l
Mcm3,Orc6,Mdh2
Prmt5,Cdv3,Wbp11
Ubfd1,Magoh,Rars
Slbp,Rad51ap1,Gadd45b
Rbbp8,Ppp1r14b,Lcp1
Ak6,Slc25a4,Alg8
Trim37,Parpbp,Dazap1
Bcat2,Hnrnpd,Psmd6
Atad5,C1qbp,Lsm4
Tmem109,Txnl1,Ppp1r14b
Ppp2r5d,Haus8,Pcbp1
Mthfd1,Klf6,Bcas2
Depdc1b,Grpel1,mt-Nd4l
Fh1,Cse1l,Hspa14
Cinp,Dnajc9,Swi5
Brca1,Exosc3,Rpa1
Gltp,Cenpl,Calm3
Ubald2,Mrpl27,Hnrnpd
Rpn1,Rnpep,Cdv3
Tsfm,Emc8,Rnpep
Vdac3,Hnrnpdl,Bora
Anapc5,Psmd12,Tcf19
Ticrr,Depdc1b,Cct2
Stil,Larp7,Exosc3
Hnrnpd,Ndufc2,Magoh
Rfwd3,Poc1a,Emc8
Lman2,H2ac4,Slc25a4
Hmgn5,Strap,Klhdc4
Nup62,Gadd45b,Larp7
Chaf1a,Adk,Mrpl27
Raly,Hnrnpf,Txnl1
Eri1,Ilf2,Klf6
Gen1,Gtse1,Grpel1
Fen1,Topbp1,H2bc18
Kmt5a,Klhdc4,Oip5
Dck,Mtfr2,Cenpk
Sephs2,Rnaseh2b,Anln
Carhsp1,Rfc2,Tdp1
Ppp1ca,Ndufab1,Dnajc9
Bsg,Kcnn4,Hnrnpf
Haus5,Cenpk,Kcnn4
Trap1,Ints11,Hnrnpdl
Magoh,Ppm1g,Psmd12
Snrpb,Psmb2,Topbp1
Dpy30,Rpn2,Stil
Polh,Tfdp1,Ilf2
Fkbp3,Naa50,Ints11
H2ac4,Sephs2,Ndufab1
Umps,Gpsm2,Strap
Morf4l2,Selenos,Rnaseh2b
Srsf2,Bora,Sephs2
Cldnd1,Mrpl12,Scd2
Calm3,Impdh2,Impdh2
Ahsa1,Tcf19,Ndufc2
Strbp,Smchd1,Rpn2
Fbl,Psmd2,Tfdp1
Nop9,Mrpl51,Rfc2
Sfxn1,Akirin2,Naa50
Cdc34,Pnp,Ppm1g
Prpf4,Ddost,Akirin2
Slc43a3,Ssb,Mrpl12
Tipin,Rcc2,Aimp2
Atp5j2,Hint1,Samd1
Bcas2,mt-Cytb,Selenos
Utp23,Atp5j2,Ube2t
Znhit3,Ddb1,Ppp1r15a
Nudcd2,Tdp1,Dap3
Lman1,Pbdc1,Mrpl51
Esm1,Nhp2,Rcc2
Acyp1,Snrpd3,Esm1
Nup43,Eno1,Psmd2
Apip,Dap3,Pnp
Aifm1,Srrt,Psmb2
Cct7,Aimp2,Uap1
Tubb3,Snrpe,Srrt
Swi5,Ddx3x,Gen1
Agpat5,Ppp1r15a,Brip1
Galk1,Nt5dc2,Ddost
Coq7,Kpnb1,Ddx3x
Sephs1,Alg8,Ddb1
Cars,Rdx,Pbdc1
Fcgrt,Ndufa12,Rpp30
Hyou1,Usp14,Hint1
Pdzd11,Prelid3b,Cdkn2c
Rnpep,Ppil1,Smchd1
Asf1a,Slc25a5,Kpnb1
Pelp1,Ndufs2,Atp5pb
Phpt1,Baz1b,Atp5j2
Pabpc4,Atp5pb,Eno1
Btbd10,Rpp30,mt-Cytb
Orc6,Samd1,Pif1
Tmem14c,Stil,Snrpe
Rbm10,Usp39,Ssb
Aunip,Ndufb9,Usp14
Hdlbp,Oip5,Ppil1
Vcp,Uba2,Usp39
Map2k3,Paics,Nhp2
Gins2,mt-Nd3,Troap
Mrps5,mt-Nd2,Cinp
Oip5,Rac1,Suv39h1
Slc16a1,Ube2t,Rdx
Mrps22,Bex3,Snrpd3
Nup160,Uap1,Prelid3b
Faap24,Uqcrb,Cldnd1
Srbd1,Hnrnpk,Slc25a5
Mpp6,Srp19,Ndufa12
Myl4,Psma7,Baz1b
Alg8,Scd2,Paics
Rars,Ppp1cc,Odf2
Kcnn4,Snrnp25,Fcgrt
Psmc1,Srsf6,Bex3
Ddx3x,Lsm6,Uba2
Dnph1,Cldnd1,Trap1
Lap3,Trap1,Ndufs2
Mapre1,Polr2k,Zwilch
Faf1,Cinp,Ndufb9
4930579G24Rik,Tma7,Snrnp25
Ndufb9,H2bc18,Pdlim1
Ercc6l,Srsf9,Lsm6
Mcm4,Nans,mt-Nd3
Rbm14,Brip1,Srsf6
Mtfr2,Actl6a,Sass6
Thoc6,Anln,Tagap
Lin54,Usp1,Lman1
Parpbp,Mrps14,D030056L22Rik
Tfdp1,Cdkn2c,Aunip
Psmd1,Odf2,Usp1
Mastl,Eif3b,Hnrnpk
Emc9,Cbx1,Actl6a
Dna2,Ppp1ca,Tma7
Mrto4,Suv39h1,Gclm
Cs,Pdlim1,Nans
Timmdc1,Mrpl54,mt-Nd2
Larp7,Lman1,Dck
Nrm,Ssr2,Ppp1cc
Cdk5rap2,Gen1,Polr2k
Gtf2e2,Thrap3,Srp19
Gpx1,Tmem14c,Srsf9
Tbc1d31,Glrx3,Fam83d
Cenpi,Ndufc1,Eif3b
Ubac1,Abcf1,Psma7
Gtse1,Vdac2,Uqcrb
Rhno1,Mydgf,Mrto4
Chchd1,Tagap,Rac1
Tob1,Mrto4,Cbx1
Tma7,Dnajc2,Rnf26
Prkce,D030056L22Rik,Mthfd2
Zwilch,Uqcr11,Gzmk
Nudt1,Glo1,Tmem14c
C1qbp,Nars,Bard1
H1f3,Gclm,Glrx3
Gart,Eif3c,Carhsp1
Cep83,Mthfd2,Mrpl54
Ube2m,Khsrp,Mrps14
Rmi2,Snx3,Ppp1ca
Mars,Snu13,Glo1
Cyb5b,Ppp2ca,Khsrp
H2bc18,Chordc1,Ssr2
Sdhd,Sass6,Mydgf
Cct2,Khdrbs1,Ticrr
Sypl,Hnrnpa0,Thrap3
Pbdc1,Gtf2f1,Nars
Slc25a4,Dck,Ndufc1
Rad54l,Sec61b,Chordc1
Top1,Carhsp1,Uqcr11
Topbp1,Psmc3,Prpf38a
Pop4,Gzmk,Gtf2f1
Ppp1r35,Prpf38a,Cpox
Akirin2,Atp5o-1,Nup93
Dscc1,Ezr,Eif3c
Wbp11,Esm1,Prep
Hspa4,Mrps18a,Vdac2
Klf6,Hars,Ak6
Mt3,Zcchc17,Dnajc2
Grb2,Ak6,Snx3
Kpnb1,Ppp1r35,Abcf1
Get4,Smc6,Snu13
Dap3,Sec61a1,Morf4l2
Mogs,Srsf7,Ppp1r35
Kntc1,Troap,Hars
Xrcc5,Rps27a,Psmc3
Mthfd1l,Txnl4a,Ezr
Rgcc,Cpox,Pcnt
Mrpl1,Krtcap2,Timm8a1
Stx11,Ctcf,Sec61a1
2610318N02Rik,Morf4l2,Sec61b
Iqgap2,Bard1,Txnl4a
Lin9,Ubl4a,Mrps18a
Naa50,Psmd7,Rps27a
Fancd2,Zwilch,Emp1
Saal1,Hnrnph1,Atp5o-1
Suz12,Rps12,Khdrbs1
Haus1,Cox6a1,Ubl4a
Cdv3,Cops3,Cops3
Eif4g1,P4hb,Pimreg
Lsm6,Aunip,Parp2
Pcbp1,Nup93,Ppp2ca
Gpn2,Pcnt,Hnrnpa0
Hsdl2,Etfa,Smc6
Rcn2,Idh3a,Chaf1a
1190007I07Rik,Timm8a1,Rfc1
Ddx1,Rfc1,Rps12
Apoo,Rnf26,Zcchc17
Leo1,Eif3a,Psmd7
Entpd5,Txn1,Krtcap2
Meaf6,St13,Nfkbia
Pole,Ranbp2,Odc1
Pradc1,Prep,Ctcf
Sap30,Mrps15,Rras2
Etf1,Vars,Cox6a1
Mrpl10,Timm13,Hnrnph1
Il2ra,Timm8b,Prim1
H2bu2,Fcgrt,Txn1
Aars,Pdcd5,Idh3a
Atl2,Chaf1a,Srsf7
Rsu1,Uqcrfs1,P4hb
Htatsf1,Parp2,Etfa
Gspt1,Odc1,Ranbp2
Pitrm1,Nfkbia,Eif3a
Ppp1r14b,Ticrr,Vars
Sec61b,Pif1,Ruvbl2
Uchl5,Surf4,Ppp2r5d
Ripk3,Gmps,Gemin6
Tomm6,Prim1,Timm8b
Ilf2,Rnaseh2c,Mrps15
Anln,Emp1,St13
Epb41l2,Psmd14,Pdcd5
Rpn2,Rras2,Umps
Edem2,Rps15,Ercc6l
Hspa14,Nop58,Mbnl3
Kpna3,Micos10,Mrps28
Psma7,Psma4,Nup205
Ssb,Tmco1,Timm13
Timm8a1,Mrps28,Fancd2
Mrps28,Ywhab,Surf4
Mecr,Nolc1,Nop58
Eif2b5,Polr2c,Psma4
Rfc3,Mrps12,Nolc1
Mad1l1,Commd1,Blm
Exosc3,Rab5if,Gmps
Rad18,Phf5a,Rps15
Emc8,Atp5k,Brca1
Htra2,Lat,Polh
Bud23,Polr3k,Haus5
Nup88,Psmc6,Psmd14
Gpn3,Sec11a,Tmco1
Pigf,Sfr1,Mrps12
Nolc1,Umps,Micos10
Agfg2,Ruvbl2,Uqcrfs1
Trim28,Ssr1,Rab5if
Cnot9,Actn4,Commd1
Smchd1,Nrm,Cenps
Psmd6,Dnaja2,Rplp1
Gzmk,Brd9,Rnaseh2c
Gmppb,Prkar1a,Pdzd11
Toe1,Lsm12,Sigmar1
Taf5,Mbnl3,Ankle1
Ubqln1,Nsmce4a,Atad5
Pdk3,Utp3,Marcksl1
Psmd12,Rplp1,Polr2c
Cad,Pdzd11,Polr3k
Rcc2,Gemin6,Lat
Net1,Rbm17,Cenpu
Txn1,Psmd13,Phf5a
Cfap298,Ppp2r5d,Nrm
Rpa1,Ebna1bp2,Brd9
Impdh2,Pin1,Psmc6
Nudt2,Nup62,Mrps5
Shc1,Timm50,Ywhab
Rfc1,Mrps5,Nup62
Cetn3,Nup205,Actn4
Hdac2,Cenps,Suv39h2
Plrg1,Blm,Timm50
Polr2b,Fam83d,Rbm17
Nup155,Eed,Ssr1
Cox6a1,Snrpa,Dnaja2
Cyp51,Lsm8,Cdc16
Ddb1,Got2,Wdr5
Ndufa12,Edf1,Pin1
Prpf19,Atad5,Atp5k
Spg7,Smarce1,Dna2
Mthfd2,Gnb2,Utp3
Cdc27,Polh,Strbp
Nfkbia,Eif3l,Lsm12
Cdk4,Sigmar1,Eed
Cmss1,Prpf19,Prkar1a
Oxct1,Ddx1,Phpt1
Nr4a1,Rbmx2,Psmd13
mt-Cytb,Bcap31,Ebna1bp2
Nup133,Marcksl1,Mthfd1
Mms22l,Ercc6l,Rbmx2
Ss18l2,Cdc16,Sec11a
Ndufab1,Dnajc3,Ddx1
Srp68,Brca1,Nsmce4a
Rfc2,Asf1a,Sfr1
Pafah1b3,Mrpl20,Prpf19
Ndufc2,Fancd2,Gas2l3
Acat2,Haus5,Asf1a
Psmg2,Wdr5,Lsm8
Ltn1,Syncrip,Got2
Eno1,Rbm8a,Mad1l1
Selenos,D8Ertd738e,Map3k8
Rnaseh2b,Mthfd1,Snrpa
Timeless,Pfdn6,Trim37
Psma4,Snrpd2,Eif3l
Med9,Sf1,Ctsz
Dbr1,Znhit3,Syce2
Krtcap2,Pimreg,Smarce1
Mrpl49,Nudt1,Znhit3
Mtrex,Map3k8,Tbc1d31
Trim59,Gtf2e2,Nudt1
Eed,Strbp,Edf1
Hnrnpk,Syce2,Dnajc3
Csrp2,Zwint,Coq7
Txnl1,Ube2n,Gtf2e2
Actg1,Cenpu,Tubb3
Hnrnpdl,Psip1,Ttll12
Mycbp,Cdk2ap2,Rbm8a
Srrt,Pop4,Syncrip
Usp14,Nop56,BC030867
Mrpl12,Eif4a3,Bcap31
Snrnp25,Coq7,Mrpl20
Zw10,U2surp,Pop4
Prim1,Phpt1,Kntc1
Nqo2,Acot7,Zwint
Hbs1l,Mtrex,Gnb2
Vdac2,Ctsz,Tmem109
Psmb2,Dna2,Cdk2
Wdr3,Drg1,Snrpd2
Nfatc2ip,Sfpq,Sf1
Ppm1g,Ndufa10,Pfdn6
Agpat1,Trim37,Galk1
Dhx29,Psmc4,Ube2e3
Odc1,Ttll12,Nop56
Elovl5,Eif4b,Mtrex
Nelfe,Eprs,Drg1
Cops3,Tmem109,Psip1
Rps12,Vbp1,Ube2n
Cacna1s,Ube2e3,Eif4a3
Hars,Timm23,Acot7
Gale,Suv39h2,D8Ertd738e
Mrpl27,Sec11c,Htatsf1
