gene_names,3,5,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.41541844606399536,0.6892855167388916,-0.9461790323257446,2.117348736146706e-12,-7.308111190795898,-0.9461790323257446,8.240305585213995e-17,-8.815454483032227,-0.9461790323257446,1.753206467461868e-28,-11.477815628051758
Lypla1,0.2014448046684265,0.34850189089775085,-0.901716411113739,2.5345271229845225e-11,-6.956319808959961,-0.901716411113739,6.541633481869733e-08,-5.763533115386963,-0.901716411113739,6.493951276873704e-14,-7.773987770080566
Gm37988,0.0,0.0009480037842877209,-19.8552188873291,0.9892455037189816,0.029211165383458138,-19.8552188873291,0.4461954723853911,-1.0,-19.8552188873291,0.1390833072790918,-1.716688632965088
Tcea1,0.36347758769989014,0.5282162427902222,-0.6668962836265564,2.3970452219772096e-08,-5.876763820648193,-0.6668962836265564,1.4500968671585515e-07,-5.603931903839111,-0.6668962836265564,2.563038402497533e-12,-7.271159648895264
Atp6v1h,0.2750559151172638,0.3762316107749939,-0.5288327932357788,4.701399114287792e-07,-5.340710163116455,-0.5288327932357788,0.0006595798805480439,-3.7330169677734375,-0.5288327932357788,3.4403823908835667e-06,-4.896556377410889
Rb1cc1,0.4991830289363861,0.3723509907722473,0.5210189819335938,0.5139017796160604,1.142233967781067,0.5210189819335938,0.00026865698617623137,3.968085289001465,0.5210189819335938,2.135022364596982e-06,4.995006084442139
Pcmtd1,0.3804442584514618,0.1594691425561905,1.4209692478179932,0.00035981336676863587,3.8957247734069824,1.4209692478179932,2.5682525356944615e-16,8.604640007019043,1.4209692478179932,3.2129566296700037e-23,10.314386367797852
Rrs1,0.21079352498054504,0.2481650859117508,-0.26345792412757874,0.0011981898954822458,-3.5755627155303955,-0.26345792412757874,0.22259922788549358,-1.5406116247177124,-0.26345792412757874,0.07755212804130361,-2.0241098403930664
Adhfe1,0.0010701905703172088,0.0,20.030210494995117,0.9892455037189816,0.1445082128047943,20.030210494995117,0.4461954723853911,1.0,20.030210494995117,0.4258987693628714,1.0
Mybl1,0.0011628317879512906,0.015445561148226261,-3.741793632507324,0.9378201463182193,-0.6304581761360168,-3.741793632507324,0.05720743835477782,-2.2310478687286377,-3.741793632507324,0.0005540607772412181,-3.71262264251709
Vcpip1,0.24204416573047638,0.2308560013771057,0.07666581124067307,0.03511164371033169,-2.4875917434692383,0.07666581124067307,0.8145648503927158,0.4599957764148712,0.07666581124067307,0.7026707196861026,0.5863693952560425
Sgk3,0.11769837886095047,0.041089944541454315,1.5742294788360596,0.63353841910084,0.9848611950874329,1.5742294788360596,3.608220396118652e-07,5.407279968261719,1.5742294788360596,6.02432744705377e-09,6.089136600494385
Mcmdc2,0.0025117278564721346,0.0025734330993145704,-0.03505855053663254,0.9991344010927126,0.0016443370841443539,-0.03505855053663254,1.0,-0.023846210911870003,-0.03505855053663254,1.0,-0.029452674090862274
Ppp1r42,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.2530716061592102,0.5672492980957031,-1.4065115451812744,3.134041989127373e-22,-9.95704174041748,-1.4065115451812744,2.3664411811229815e-25,-11.179113388061523,-1.4065115451812744,8.188701333674368e-48,-15.166797637939453
Cspp1,0.2541464865207672,0.17513597011566162,0.5962162613868713,0.9096981445989947,-0.6612169742584229,0.5962162613868713,0.0030413814596233664,3.2826294898986816,0.5962162613868713,0.00017541283895774568,4.007777214050293
Arfgef1,0.3595484793186188,0.2802683711051941,0.41960957646369934,0.9912668586415617,0.022246913984417915,0.41960957646369934,0.009483928846654931,2.914923667907715,0.41960957646369934,0.0006979717610143783,3.6462292671203613
Prex2,0.0009763767593540251,0.0010830335086211562,-0.1496448516845703,0.9892455037189816,0.058422330766916275,-0.1496448516845703,1.0,-0.07314403355121613,-0.1496448516845703,1.0,-0.09175042808055878
A830018L16Rik,0.0009221413056366146,0.0,19.81529426574707,0.9892455037189816,0.1445082128047943,19.81529426574707,0.4461954723853911,1.0,19.81529426574707,0.4258987693628714,1.0
Slco5a1,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.29346978664398193,0.22158992290496826,0.4593930244445801,0.9899545285834599,0.025245411321520805,0.4593930244445801,0.017212374537062324,2.7053184509277344,0.4593930244445801,0.0013298928599306018,3.4662258625030518
Tram1,0.5340589284896851,0.8810173273086548,-1.0017050504684448,2.725747181187097e-14,-7.887691497802734,-1.0017050504684448,9.850545667768463e-22,-10.178851127624512,-1.0017050504684448,3.412187102243294e-37,-13.257818222045898
Lactb2,0.10570913553237915,0.16965049505233765,-0.7296477556228638,0.00016592545631256107,-4.088595867156982,-0.7296477556228638,0.004595464503657111,-3.159043788909912,-0.7296477556228638,3.975492805178521e-05,-4.361380100250244
Xkr9,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.0,0.0031796377152204514,-21.602725982666016,0.9892455037189816,-0.05697144195437431,-21.602725982666016,0.2812532293844319,-1.3854079246520996,-21.602725982666016,0.03408005869617169,-2.3783140182495117
Trpa1,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.189228355884552,0.1931917369365692,-0.032854922115802765,0.051689764471568804,-2.3351521492004395,-0.032854922115802765,1.0,-0.17108187079429626,-0.032854922115802765,0.9784044426073975,-0.22441644966602325
Sbspon,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Rpl7,3.5832793712615967,3.073610305786133,0.7629680633544922,9.481668496794769e-108,22.271869659423828,0.7629680633544922,1.2482387552598892e-93,26.671855926513672,0.7629680633544922,4.277180295876416e-236,38.843936920166016
Rdh10,0.02342168428003788,0.019243361428380013,0.2865086793899536,0.9892455037189816,-0.31406837701797485,0.2865086793899536,0.762957987773016,0.5293328166007996,0.2865086793899536,0.6437939850844875,0.6676826477050781
Stau2,0.0,0.005170681048184633,-22.305654525756836,0.9892455037189816,-0.2293366640806198,-22.305654525756836,0.10391001323888277,-1.954343557357788,-22.305654525756836,0.0019795353956591805,-3.354999303817749
Ube2w,0.1417262852191925,0.08067900687456131,0.8576942682266235,0.9892455037189816,-0.05281223729252815,0.8576942682266235,0.000758870314932164,3.6876957416534424,0.8576942682266235,3.342512491990212e-05,4.405378818511963
Eloc,0.49252334237098694,1.1468944549560547,-1.755165696144104,7.7293394737154e-50,-15.083407402038574,-1.755165696144104,1.82719267512091e-71,-20.422040939331055,-1.755165696144104,1.8646805230512505e-127,-26.505382537841797
Tmem70,0.14853568375110626,0.2025381326675415,-0.4874776601791382,0.00013993168895904475,-4.130574703216553,-0.4874776601791382,0.025896547084410283,-2.551718235015869,-0.4874776601791382,0.0016888047264332368,-3.396556854248047
Ly96,0.0022291159257292747,0.03354658931493759,-3.9342799186706543,0.362589536806216,-1.374569058418274,-3.9342799186706543,0.0006962601839429958,-3.7400054931640625,-3.9342799186706543,3.02015360881796e-09,-6.209402561187744
Pi15,0.0,0.002001693705096841,-20.934234619140625,0.9892455037189816,0.029211165383458138,-20.934234619140625,0.4461954723853911,-1.0,-20.934234619140625,0.1390833072790918,-1.716688632965088
Il17a,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Il17f,0.0010805149795487523,0.0,20.044069290161133,0.9892455037189816,0.1445082128047943,20.044069290161133,0.4461954723853911,1.0,20.044069290161133,0.4258987693628714,1.0
Mcm3,0.19264961779117584,0.8707079291343689,-2.708383321762085,7.514291220290192e-49,-14.93067741394043,-2.708383321762085,4.753010756367142e-50,-17.54147720336914,-2.708383321762085,8.497468224080744e-129,-26.78365707397461
Paqr8,0.01867569237947464,0.00182725815102458,3.3655829429626465,0.9892455037189816,0.4673786461353302,3.3655829429626465,0.003325861520100958,3.252850294113159,3.3655829429626465,0.0017225287239566764,3.3954365253448486
Efhc1,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Tram2,0.013098147697746754,0.023251337930560112,-0.8352971076965332,0.853172304557939,-0.7259264588356018,-0.8352971076965332,0.2864056385821899,-1.3709890842437744,-0.8352971076965332,0.09759588787412893,-1.9158892631530762
Tmem14a,0.016754543408751488,0.04163539782166481,-1.3312933444976807,0.18060134707211484,-1.7673722505569458,-1.3312933444976807,0.016186257638595863,-2.7307803630828857,-1.3312933444976807,0.0003179191881608042,-3.854731798171997
Gsta3,0.0018898526905104518,0.0,20.851205825805664,0.9892455037189816,0.17362265288829803,20.851205825805664,0.27237139404863114,1.4139976501464844,20.851205825805664,0.2389080630261249,1.4139976501464844
Khdc1a,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1c,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1b,0.0,0.0,0.0,0.9892455037189816,0.11539377272129059,0.0,1.0,0.0,0.0,1.0,0.0
Kcnq5,0.0023220772854983807,0.003954132087528706,-0.769122838973999,0.9892455037189816,-0.08434481918811798,-0.769122838973999,0.7350066747777052,-0.5686457753181458,-0.769122838973999,0.5778242849423083,-0.7626771330833435
Ogfrl1,0.029220271855592728,0.010192863643169403,1.5331804752349854,0.9892455037189816,0.2569034993648529,1.5331804752349854,0.016563460398498795,2.716156005859375,1.5331804752349854,0.0053800804807409355,3.041663408279419
B3gat2,0.006249384954571724,0.012953310273587704,-1.0563781261444092,0.9892455037189816,-0.42462587356567383,-1.0563781261444092,0.35133301980792353,-1.2354744672775269,-1.0563781261444092,0.1390833072790918,-1.7208644151687622
