gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Slc40a1,-1.299778,1.0,-0.072508246,-1.299778,0.43378757024391407,-1.1768532,-1.299778,0.832140957157556,-0.6956385,-0.0005695702
Dnah7b,,,,,,,,,,
Dnah7c,,,,,,,,,,
Slc39a10,0.35024574,0.4112322085743706,1.534811,0.35024574,0.27337804159876683,1.5505257,0.35024574,0.6097075210614797,1.1678867,0.0013044933
Tmeff2,,,,,,,,,,
Cavin2,-19.756437,1.0,-0.025489682,-19.756437,0.3318751204288044,-1.4059553,-19.756437,0.8732229197908623,-0.55922353,-0.0004972595
Nabp1,-0.25361976,0.3389270150410861,-1.6632497,-0.25361976,0.03257377231563644,-2.661097,-0.25361976,0.24773947589352519,-1.8896768,-0.019870456
Myo1b,0.67819047,1.0,-0.11013587,0.67819047,0.8471632224966402,0.36801124,0.67819047,0.9097988433692874,0.3374503,-0.0013174998
Stat4,0.5420983,3.965109515022931e-09,6.4532976,0.5420983,9.627452534670373e-12,7.4311905,0.5420983,3.0523884982909924e-06,5.3622837,0.004633729
Stat1,-0.09406519,1.0,-0.15744191,-0.09406519,0.31438469242510814,-1.454754,-0.09406519,0.7139117493678077,-0.9628926,0.015588098
Gls,0.17760223,0.4101979635888389,1.5375261,0.17760223,0.039591988442507824,2.5819325,0.17760223,0.27062858232764375,1.8357692,0.005845739
Nab1,0.3046575,0.010604784909652967,3.1969109,0.3046575,0.0005191918016902726,4.001703,0.3046575,0.031826713369883325,2.8760219,0.018656569
Nemp2,-0.15349358,1.0,-0.042802222,-0.15349358,0.5558836520289535,-0.8796187,-0.15349358,0.8515645714533043,-0.6272724,-0.0021843342
Mfsd6,0.5355531,0.07830328540182017,2.4313579,0.5355531,0.05229892687847722,2.4622345,0.5355531,0.255890282865104,1.8696288,0.006204153
Inpp1,0.14986344,0.14854939943518083,2.1307201,0.14986344,0.33132876892066804,1.4109478,0.14986344,0.6877160771260312,1.0280994,0.012649165
Hibch,0.80347097,2.3335935500928496e-05,4.8364596,0.80347097,4.7800608273214436e-06,5.1231246,0.80347097,0.0009094702638050579,4.0273647,0.0100525
