All_ranked,All_ranked_likelihood,Arm_ranked,Arm_ranked_likelihood,Cl13_ranked,Cl13_ranked_likelihood,Arm_unique,Cl13_unique,Arm-Cl13_common,Union_likelihood_genes,Arm_Ms,Cl13_Ms,All_Ms,Arm_Mu,Cl13_Mu,All_Mu,Arm_Velocity,Cl13_Velocity,All_Velocity
Cd80,0.19764395184852496,Notch3,0.05979773926130636,Itgb1,0.25223652370065525,,,,Trp73,0.008526952937245369,0.0057322620414197445,0.007440706714987755,0.015597190707921982,0.01679009385406971,0.01579347252845764,0.005447191324674739,0.006863261107355356,
Ly86,0.19741767795559081,Klra8,0.05729713269600223,Rnf20,0.25011251076644947,,,,Brip1,0.47931164503097534,0.5452320575714111,0.5050478577613831,1.3896714448928833,1.1762621402740479,1.3096054792404175,0.062197606116684935,-0.42091378569602966,0.028200675340297913
Cd9,0.19649716567854036,Klra9,0.047859544244745415,Skil,0.24860912749358685,,,,Ifngr1,3.2003190517425537,3.90497088432312,3.493760585784912,4.192431449890137,3.7439980506896973,4.013950347900391,-0.0022174882081770204,0.4310362637042999,0.2752052128109312
Cd200,0.19369827967392872,Klra6,7.728537270299623e-06,Brca2,0.2480890908347923,,,,Mcm8,0.1185261458158493,0.11727490276098251,0.11737548559904099,0.17652353644371033,0.16317974030971527,0.17174357175827026,,0.0011965734884142876,
Mybl1,0.19142011130714043,,,Rora,0.24791763941125125,,,,Cxcr6,1.3086676597595215,1.9387283325195312,1.5744839906692505,0.21766342222690582,0.3453337252140045,0.27251020073890686,,0.02860020101070404,0.08896040201014493
Cd22,0.19004327728189077,,,Smad7,0.2457155083692627,,,,Cd226,0.699394941329956,1.4482942819595337,1.0090283155441284,0.5695299506187439,1.4989323616027832,0.960098147392273,0.13323348048019074,-0.6747933030128479,0.12548076117275236
Il18rap,0.18836428893205742,,,Mybl1,0.24318414541901281,,,,Sp100,2.245023727416992,2.1470189094543457,2.204665184020996,2.4432899951934814,2.0329582691192627,2.2735233306884766,0.06451998314662895,-0.06485193967819214,0.20245665641389646
Kmt2a,0.1882429965372666,,,Cd86,0.2403821506833324,,,,Batf,1.4215784072875977,2.4578380584716797,1.8579390048980713,1.035921573638916,1.853488564491272,1.3800615072250366,0.1418614237199989,0.1757173389196396,-0.025066685690462154
Tsc22d3,0.18753079351464255,,,Polr2b,0.2393210866664044,,,,Rel,0.8118910193443298,1.425492763519287,1.0725524425506592,3.4074747562408447,3.6534106731414795,3.5041964054107666,,0.05115789547562599,
Smyd2,0.18716342412792952,,,Ahr,0.23857737749246985,,,,Ccr2,0.19102463126182556,0.08268120139837265,0.14657717943191528,0.26033371686935425,0.0490763820707798,0.17173875868320465,0.025354557684883084,0.013871580362319946,0.028411287022490236
Cd86,0.18621542422913648,,,Atf7ip,0.2367826375453664,,,,Ncr1,0.0004406037915032357,0.0,0.0002636654826346785,0.0003494899719953537,0.0,0.0002091412607114762,0.00035429070997271484,0.0,0.00034481311054906943
Ms4a1,0.18493313370029593,,,Tcf12,0.23557062732787476,,,,Tgif1,0.2552120089530945,0.4675649106502533,0.3445605933666229,0.11707437038421631,0.12136011570692062,0.11946863681077957,,-0.009595809504389763,
Klra8,0.1819205996477744,,,Pbx3,0.23480662545007772,,,,H2-Ab1,0.034479428082704544,0.018228253349661827,0.02770160883665085,0.002104602986946702,0.0016241730190813541,0.0017627542838454247,0.01499035011984627,0.0006928543443791568,0.016687865658450072
Scml4,0.17851227072472753,,,Zfhx2,0.23431276365098402,,,,Tox,0.13332703709602356,1.1631429195404053,0.5695112943649292,1.9444928169250488,11.195783615112305,5.7805585861206055,0.022230091083831467,1.4115475416183472,0.06590366440528521
Pou6f1,0.17105335117287176,,,Rbl1,0.23272195229852713,,,,Cd80,0.018415803089737892,0.05866013467311859,0.035478610545396805,0.15677809715270996,0.36037784814834595,0.24682871997356415,,0.14639446139335632,0.009104432872506098
Tnf,0.17066697070344436,,,Ctla4,0.23134265275444493,,,,E2f6,0.030445748940110207,0.03339216113090515,0.0322309210896492,0.0436025932431221,0.03904072567820549,0.04223179444670677,,0.0004081538354512304,
Cx3cr1,0.16879292067123047,,,Tox,0.2242256936570083,,,,S1pr1,1.3696582317352295,1.2742584943771362,1.3335524797439575,0.3840724229812622,0.3386697471141815,0.36436644196510315,,-0.00044969553709961474,0.010166568692585375
Cd8b1,0.15794979501460782,,,Cd46,0.22413990734916858,,,,E2f1,0.4154815077781677,0.4394097626209259,0.4232143759727478,0.23091258108615875,0.19934502243995667,0.2174937129020691,0.049397610006349506,0.005438986234366894,0.10451614480798005
Pax5,0.15683473908927412,,,Eed,0.2233711345272889,,,,Fkbp5,0.8813387155532837,1.0937230587005615,0.9765093922615051,1.1835026741027832,1.8129218816757202,1.4415127038955688,0.047119413978279824,-1.5491904020309448,
Klra9,0.14980503845497783,,,H2-Eb1,0.22219394874197373,,,,Tlr1,0.010834072716534138,0.014851191081106663,0.012315226718783379,0.004559169057756662,0.0030833955388516188,0.0039382497780025005,,5.3990024753147736e-05,0.007189131436562156
Tshz3,0.13653196043258783,,,Khdrbs1,0.22178615152747713,,,,Timeless,0.5726226568222046,0.46574801206588745,0.5263375043869019,0.2802414298057556,0.23409967124462128,0.25797945261001587,0.05419369566059907,-0.0059018745087087154,0.05765490170253208
Tlr1,0.13227841122291867,,,Phc2,0.2195925573555376,,,,Bard1,0.46260976791381836,0.47286465764045715,0.46728718280792236,0.6953665614128113,0.7463592886924744,0.7163606882095337,,0.06631731241941452,0.0017583348299726122
Fcgr2b,0.13099253320516835,,,Cd22,0.21869829194959284,,,,Mbd4,0.1778382509946823,0.17741410434246063,0.18125027418136597,0.204290509223938,0.17147663235664368,0.191115140914917,,0.0035983386915177107,
Ncr1,0.12900679925307174,,,Nt5e,0.21779942134432123,,,,Myc,0.2693432569503784,0.3657597303390503,0.31247544288635254,0.03594275191426277,0.01962781883776188,0.029726441949605942,-0.006081377020487082,-0.009827661328017712,
H2-Eb1,0.11480930277603389,,,Kmt2a,0.21766052047432757,,,,Lair1,0.330695778131485,0.21628856658935547,0.2805463373661041,0.1225065290927887,0.05048954114317894,0.09175481647253036,,-0.0042521231807768345,
Cxcr5,0.10654716814681092,,,Arid5b,0.21617205858953023,,,,Slamf6,0.5059016346931458,0.8815746903419495,0.6705416440963745,0.2826927602291107,0.46884676814079285,0.3603198528289795,-0.0005322886733092144,0.09259132295846939,0.13167735314514198
Notch3,0.03080030144729063,,,Ikzf3,0.2114040739415442,,,,Izumo1r,0.0010812148684635758,0.0006972883711569011,0.0008388881105929613,0.011085744015872478,0.01164821907877922,0.011097859591245651,,0.009052027016878128,
Klra4,0.019860774721715616,,,Jade1,0.21078389202711106,,,,Cd84,0.1999923288822174,0.2604905068874359,0.22592034935951233,0.26681429147720337,0.40451768040657043,0.3246428072452545,,0.02869310788810253,0.028292772153030627
Tnfrsf25,0.0031629146334860134,,,Zfp382,0.210756155459496,,,,Crtam,0.20545923709869385,0.397443562746048,0.2879742980003357,0.2609257102012634,0.3065778613090515,0.2798793613910675,-0.017604192645785555,-0.1308032125234604,-0.020699663908252654
Sell,0.001189109060846651,,,Izumo1r,0.20951335441515595,,,,Mcm4,0.89580899477005,0.8551025390625,0.8732457160949707,1.5378466844558716,1.1744983196258545,1.380192756652832,0.06817664304115988,-0.04768072068691254,0.0694483536118436
Klra6,0.0002590718679515305,,,Chd7,0.20842078787240936,,,,Cd53,2.941906452178955,3.006248712539673,2.9674925804138184,1.8876476287841797,1.2063193321228027,1.5942398309707642,-0.011998885481157162,0.17196473479270935,
