,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Arid5b,,,0.03436423056469866,,,,,0.022978992023675957,,,0.02319965967485823,,,0.031129946967911094,,,0.03499868677185748,,,0.03528385350776072,,,0.031214838152462458,,,0.038991138137633496,,,0.0287229059147365,,,0.03551330393699853
Psip1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nsd1,0.05722813759070363,0.05336071886636398,,-0.005107758556006592,0.05337831193043859,-0.03427938401148994,-0.020936830614301582,,-0.03546032599425824,-0.05039074238038039,,-0.04142347186373469,-0.03573740696047004,,-0.042432182268196415,-0.0276441217465451,,-0.04255311474129985,-0.026349080579907955,,-0.01609916977321087,0.005033530639235839,,0.04298532091347252,0.01705736292781427,,-0.002503946672328153,0.04007223795174522,,0.017059505451568795,0.03927718095963602,
Nfe2l1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sema7a,0.0015225365265569017,-0.002769762919811616,,-0.005307728260571987,-0.005148060104659849,0.06917666641331839,0.0257656205762624,,0.07841325675917457,0.008240444337198099,,0.06840564719060327,0.021840563931718744,,0.0765419170169067,0.031079503843091525,,0.07601721094923054,0.012929026172042614,,0.04997342183313495,0.013340982827333545,,0.0632956089793173,-0.020231868731467723,,0.024186922120967187,-0.019020319608316603,,-0.01124897291453278,-0.007481122684747395,
Tnfrsf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fcgr2b,0.06356248598509473,0.0007333921813191367,-0.019438969426411296,-0.002816250146228515,-0.003220685355008743,0.06701265356507263,0.068222491517669,0.0047699445174190285,0.0614856228541915,0.0638213030149984,0.01660170511748435,0.045684226134969946,0.044272440076423086,0.012400109870618764,0.04075882970601372,0.03936523838939179,0.015952807166164776,0.0697411652177326,0.0713308354089052,0.014663910847130457,0.021728140975867116,0.10610909648133535,0.0022305381638350937,0.06944239560781029,0.10709075420219169,-0.003300464264620448,0.09835809857606137,0.1048999675509314,-0.010403497508515299,0.019688403254131237,-0.0044924625709780956,-0.020456002023335404
Setbp1,-0.0024741014234765492,0.009513605569656382,0.01942061469556732,-0.002790690633625283,0.002912274496147879,0.027653663047797403,0.01850214508080313,0.01892040588461822,0.03821226225643958,0.02483652529901611,0.01820583584603108,0.031137136901208333,0.02125019056916153,0.014819733358318541,0.038315026575646394,0.02279601263413296,0.018825950527023374,0.03860825185963064,0.024484933221256694,0.018639019957107986,0.038794770660843185,0.023448855018403533,0.021487337022101732,0.035804405075581996,0.014158763572297436,0.0260555755218205,0.020340586592980284,0.014241412790199645,0.02588605528257516,0.02704886821470741,0.02225263173902608,0.028362044348331436
Ski,0.03045437964488795,,,0.02365170652581954,,0.04638899908540457,,,0.03984035397067325,,,0.046637307028011235,,,0.032113501349124,,,0.04894134579101509,,,0.04085183115263352,,,0.052382503323146944,,,0.03543992148359111,,,0.012072159319486648,,
Ash1l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Il7r,1.3166082595365824,0.6311572777815974,0.0,0.8653670921714331,0.4676258664761065,0.358632670125803,0.3360053686203818,0.13832532834691127,0.467439210538845,0.4263140432159463,0.1543810446235207,0.31521812240279395,0.2650275037357092,0.1959768501360143,0.47488430444081553,0.37763884321331836,0.2651881965259691,0.5920713459979035,0.5337530916926496,0.1972750086944953,0.9497231993823871,0.2258046481337625,0.32690387372129626,1.1127715602836359,0.5831621749762294,0.20977886111891592,-0.6154387033336254,-0.48915027089786195,0.20602306916713564,-0.15493938164544085,-0.13597359898696587,0.355408937943101
Gtf2h2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gatad2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phf19,0.007759587648637767,0.0001420702884342978,-0.015141748218859483,0.002613722829188745,-0.0008352812361062454,0.027571659840393385,0.004786583651033328,0.02118972757549014,0.032635855244876444,0.011082430889152756,0.019520078883281708,0.0321384447429529,0.011506281949311858,0.02592507148800224,0.03035468861858699,0.01103495501039807,0.01863019401162608,0.02949173116319553,0.010635288261943555,0.021066073297484274,0.0022746104224833823,-0.0023022698584588158,0.0043188127315845195,0.02441826601517579,0.0015180878098909785,0.018373886875354992,0.002227947468779079,-8.473986602025882e-05,0.0025292441568232223,0.0063702126961467445,0.0030471122278891145,0.012085445242665478
Plrg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brwd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub1,1.1470868552688447,,,1.6582346173549252,,1.0985123723799266,,,0.11892450168057331,,,0.5220768864871527,,,0.49519028702981005,,,0.6369748903629248,,,0.7930061902567557,,,0.7554273039709962,,,1.4448822215554706,,,1.6895636160526684,,
Trps1,0.026566726387099768,,0.035807497856051196,0.0139352161199165,,0.06536038615913664,,0.03955325706666877,0.06363997588411456,,0.0011429086256361503,0.06549474870471277,,0.009522830598284397,0.0645079524868842,,0.005620780187043154,0.06523323194747961,,0.04057022128942233,0.05022233155506861,,0.036692344044693126,0.056048235702660425,,0.022784940142927628,0.06618572671884311,,0.03881999139386375,0.06501994370635726,,0.0426138904805198
Foxk2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zfp131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ssrp1,-0.24400971105035432,-0.24602068681387776,,-0.2227606915816374,-0.26721371037636243,0.15993081335189283,0.11408232410872379,,-0.3511983376781845,-0.35876955328408455,,-0.13399262981454366,-0.1834698210007491,,-0.09816940400914649,-0.0992670406118265,,-0.22630279220653915,-0.19184069725241434,,-0.18584851630989094,-0.048697165428818384,,-0.29572292609297246,-0.11411696092781845,,0.1355335376365408,0.10984307051356566,,-0.2515184494185067,-0.2690201621693291,
Ddit3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zranb2,,-0.056428401750781676,,,-0.034711957144204886,,0.01694355049621118,,,0.041453976288413734,,,0.0256005692224189,,,0.005580520381003458,,,0.035881338451717704,,,0.042515183853332666,,,-0.04956154364920945,,,0.024145075306802072,,,0.07714269308660052,
H2-Ab1,0.004998710531009247,-0.0013718682954465438,0.0,0.15926264284676214,-0.0006314104595572137,0.016416088663438255,-0.0003758512936001266,0.03527935957395039,1.2660552551953819,0.09556043666265698,0.0488098939718789,0.7980672487361715,0.03592094011007151,0.12541098361246733,0.3757874669323693,0.00037711635112809767,0.2455454970134728,0.0023385067539623302,0.010945105240496824,0.029740637735036147,-0.012225453997905283,0.04380663726099621,0.037671874912821125,0.04876268336931708,0.07220858653827596,-0.03657077165892404,0.03824222752140774,0.0291513448649777,0.016220095178386674,-0.002986937569049572,-0.0009203096540090446,0.18870297524389357
Patz1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wbp11,-0.08786839033681534,,0.09608143175666722,0.04369846268402498,,0.04279489862698919,,0.047844265189453776,0.0018426270236942452,,0.020292944056287145,0.029928919774795927,,0.025988529266993174,0.012097670058176265,,0.02142901271134578,0.03923228467235179,,0.0729282575689986,0.09810994145970175,,0.08798343171473662,0.017998096364808317,,0.07608523324726744,0.09915245127899365,,0.08527267379520725,-0.04475280201154705,,0.035683090730082585
Daxx,0.03996437338640671,-0.06745486813791392,,-0.047112533732103966,-0.06346055218706974,0.06542525602138469,0.08821617164462539,,0.05395509975647445,0.09097426476690598,,0.0643974090900469,0.08614423998249468,,0.05705518743217704,0.08203268935723748,,0.05843991508688398,0.0666240294447744,,0.021898453623294074,-0.003042538910679422,,0.033585099750050626,0.06650334211626927,,0.009155794697545488,0.03082852030358602,,0.05279379314317663,0.07686767864169443,
Top2b,0.03055897063007076,,,-0.004388154988237212,,-0.12848687474633352,,,-0.08587033313726772,,,-0.0890349396929772,,,-0.08341770545124828,,,-0.005166158604467002,,,-0.08214818020022079,,,0.005593356064332186,,,0.016603053854851862,,,0.014319210113470614,,
Xpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taf4b,,0.010962589284033217,,,0.010357679028243146,,0.018318704496533025,,,0.013106800136065827,,,0.01699723173027966,,,0.017199212684498956,,,0.016654254321927277,,,0.020533944332764772,,,0.016178755528759255,,,0.018663762655022745,,,0.01573862775573992,
Zmym2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rnf20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gtf2f2,,,0.051947623649898134,,,,,0.04637257225981317,,,0.0524039948411548,,,0.04594920505275973,,,0.04106918106410197,,,0.03683762813194658,,,0.030727676467216785,,,0.020935418684222596,,,0.006100838449779957,,,0.028966539620881034
Cd6,-0.0910253365751795,-0.1182694529509361,,-0.05505309527610071,-0.07798624673042891,-0.08752015837259283,-0.10014366832715504,,0.04057903567647485,-0.03403844086462421,,-0.049275481965159316,-0.10588964995190443,,-0.04282689857948213,-0.11430854672440492,,0.0004804291137328469,-0.10891570075291467,,0.01532060275334004,-0.03548790074647732,,-0.03713025237994827,-0.03056716642997017,,0.06206484349654243,0.033434381472189835,,0.06586349471437315,0.051276634301680245,
Tial1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fkbp5,,0.1017617564248835,,,0.09609046275977418,,0.06194754732433694,,,0.009350813749011914,,,-0.016053879927630157,,,0.01744780045474905,,,0.08674259907096013,,,0.11199255824905846,,,0.13919380841679857,,,0.14330373267412938,,,0.14618728834291608,
E4f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klra8,-8.486516183858573e-05,-0.00019088107033532267,,-0.0016962988185278262,-0.0016631342542119672,0.0008011008613711984,2.0673451381475014e-05,,0.015970480816655887,-0.0008625951752085944,,0.016484328534316372,0.006362694054819957,,0.00889420612821951,0.008974155396542558,,0.025867928904905104,0.02647316588478112,,0.0007397511939636541,0.0008516196249026793,,0.004052626400716931,0.0,,0.018436569819635085,0.010482042486551373,,0.009646307262105145,0.013775592206833283,
Cxcr5,0.03285617739283318,0.03455505476978202,-0.033518923480705766,0.04099043383578199,0.03577873778474503,0.007972800142059127,0.007949269096207958,0.014739061959401042,0.020207163340692058,0.023742708907877056,0.01168127832503679,0.014953055299790867,0.014534979358275739,0.00809838241572744,0.020266337983719695,0.016605421367038204,0.014942297576518907,0.019284987655098822,0.019364390350558973,0.013443810198556488,0.024048160590349258,0.011439558207396037,0.01965135922874842,0.0023041042358835574,-0.006564251283186368,0.004897734805403535,0.003609706129624792,0.0030784788351254895,0.019023789621204167,0.029445123816978846,0.024056749424943635,0.020807690216806285
Tfrc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tardbp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tshz3,0.0036985048911906894,,,0.006167973716051256,,0.002150364240817713,,,0.002512397740147831,,,0.0006160280061527541,,,0.0019223699648333774,,,0.002538496901955801,,,0.006755707214003624,,,0.008567386567846577,,,0.0017131533348978354,,,0.005636760557638672,,
Zfp282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klra4,0.0,0.0,,2.280624613328456e-06,1.993808957671016e-06,8.436227028602117e-05,0.0003224477031783363,,0.0007378093333957057,0.0013359649773050332,,0.0013056160697313237,0.0015425923200173771,,0.0018439550312366751,0.00203425735139534,,0.0024897189332165866,0.0031668754408682733,,5.244318239687227e-05,0.00010141291586064454,,0.0005258385545103102,0.0008443008716236225,,0.001981576762553265,0.0016434873988551352,,0.008332247097438773,0.010152908384339684,
Cd55,0.11275246441214551,0.04268981489015086,,0.04332898510249245,0.016313585487670947,-0.023081458085841867,-0.01328000110974793,,0.05607806929764357,0.06433776082492436,,-0.0137690118793306,0.015777141699427705,,-0.020010977560002557,-0.02588365978542503,,-0.04991863906797533,-0.0261926168063362,,-0.018878685413454006,-0.008534858992453482,,-0.05380020371622528,-0.021080451458665384,,-0.031190560121160418,-0.0215662212126707,,-0.027803130375156537,-0.01410823387114099,
Cbx4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
