,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Nr4a3,0.066328146,0.12158776,0.06651147,0.30447233,0.30595383,0.08073598,0.078764774,0.08183574,0.123497725,0.10816433,0.1399571,0.12085169,0.11788476,0.13591903,0.11226093,0.09494445,0.14458503,0.08816196,0.07902823,0.103405006,0.21839264,0.2675281,0.2053391,0.13330238,0.30959252,0.129231,0.28070834,0.28141332,0.2191684,0.24298929,0.24326216,0.23446453
Mtf2,0.5194468,0.45656124,0.31953615,0.46508068,0.46461973,0.53632355,0.5288653,0.60218775,0.53346705,0.5168401,0.551315,0.5004529,0.48879308,0.5596664,0.52983624,0.49669844,0.5916934,0.38292384,0.38976553,0.37150592,0.42127243,0.4107211,0.4240755,0.46574336,0.29278728,0.4697377,0.3227486,0.32228237,0.32679048,0.40431997,0.40448076,0.3332268
Ets1,4.815281,4.514157,3.3031142,4.8451953,4.843462,2.4016626,2.3261302,2.4531178,3.6552072,3.4071662,3.921463,3.0128462,2.964479,3.258476,2.840763,2.6650226,3.1688118,3.7345192,3.4917636,4.139648,4.3510413,4.7874675,4.235099,4.338706,4.670996,4.331032,5.636157,5.648125,4.712512,6.608974,6.610435,5.7977877
Zfp444,0.15526164,0.16980839,0.20703647,0.15273802,0.15292716,0.11655235,0.11422626,0.11564014,0.08177657,0.07460488,0.08947491,0.09143333,0.09035187,0.09692549,0.11119422,0.10558617,0.12166259,0.08833304,0.088867664,0.087440826,0.16399169,0.17181209,0.1619141,0.1757592,0.10685697,0.17735048,0.15452488,0.15468335,0.13017151,0.14991039,0.14985502,0.07012268
Mxd3,0.030281952,0.08055002,0.0,0.032843772,0.032154344,0.3957499,0.41298255,0.3384437,1.2733055,1.2683569,1.2786175,0.7606335,0.74586284,0.83564556,0.5657837,0.5832325,0.5332125,0.19646734,0.22887436,0.14238411,0.08817989,0.12237566,0.0790953,0.07838283,0.024214104,0.07963383,0.019464534,0.01865264,0.07349942,0.01727905,0.017333442,0.0
Taf1a,0.084172666,0.110101305,0.0,0.081075996,0.08130985,0.036795843,0.036090996,0.040910047,0.02954453,0.030960793,0.028024266,0.036087707,0.0367044,0.03295589,0.033101533,0.030080536,0.038740728,0.04477524,0.044062357,0.045964945,0.03186938,0.0484823,0.027455924,0.037906308,0.045251667,0.03773667,0.03729511,0.0376668,0.015124475,0.039919935,0.039973415,0.034396637
Notch2,0.26553088,0.25875658,0.11485179,0.22494149,0.2244418,0.16624562,0.16081385,0.16602725,0.19691256,0.21058415,0.18223701,0.17840163,0.17664331,0.18733118,0.2165398,0.21538188,0.21870126,0.18681167,0.1794665,0.19906986,0.16313636,0.18426928,0.1575221,0.20084871,0.26508704,0.19936515,0.2952796,0.295295,0.27748716,0.47892198,0.4787929,0.5857001
Smad1,0.29747197,0.23695008,0.2931077,0.14688641,0.14521314,0.057775404,0.052898232,0.05776596,0.02351856,0.019060181,0.028304338,0.031779654,0.032577176,0.027729504,0.043243505,0.0399367,0.049416214,0.023536222,0.026252784,0.019002622,0.07102121,0.05249379,0.07594328,0.019153288,0.0035945536,0.01951261,0.018510463,0.01852001,0.015588608,0.027208997,0.027294649,0.0
Fos,3.055727,6.362016,2.8201594,10.159764,10.203685,1.6191986,1.6285014,1.284236,1.6338177,1.9790916,1.2631888,1.8028386,1.9124398,1.2462358,1.5886104,1.7629182,1.2632357,1.2539567,1.4114013,0.99120134,1.8086358,3.0510998,1.4785577,0.4976682,1.0282042,0.48541564,2.9253442,2.9501905,1.275882,3.110269,3.1121407,2.6701705
Aatf,0.29341325,0.25891662,0.380584,0.28941557,0.28974557,0.4396498,0.4397575,0.49004024,0.24909678,0.24699502,0.25135288,0.31482944,0.31061104,0.3362523,0.32181796,0.32025033,0.32474422,0.28441256,0.29268464,0.2706075,0.31153056,0.2721441,0.32199413,0.24210438,0.21736395,0.24267575,0.22522299,0.2254361,0.2031648,0.23115079,0.23129287,0.2790246
Pax5,0.0,0.0,0.0,0.0,0.0,0.0023342874,0.0026777014,0.0,0.0004733698,3.903312e-05,0.0009396016,0.0020281987,0.0013580025,0.0054317433,0.0,0.0,0.0,0.000111146415,9.425927e-05,0.00013932894,0.0040412466,0.0011068091,0.0048208213,0.018091928,0.004207734,0.018412579,0.00047015297,0.0004141545,0.0041486183,0.0,0.0,0.0
Nfya,0.178971,0.18088496,0.22949621,0.13699594,0.13714263,0.14906551,0.14428261,0.17008874,0.21643595,0.23603065,0.19540235,0.1745735,0.17669955,0.16377646,0.17545238,0.17868105,0.16942555,0.11922406,0.12077861,0.11662969,0.11503847,0.13324258,0.11020228,0.09145254,0.091255486,0.09145709,0.12213166,0.122614585,0.09741948,0.1312757,0.13133353,0.12891549
Ube2b,1.8674049,1.9300431,1.7731616,2.4029713,2.404097,2.0457335,2.0682535,1.8709775,2.3857102,2.400831,2.3694792,2.262095,2.2703238,2.220306,2.0547202,2.0710828,2.0241761,2.5131776,2.5364826,2.4742846,2.6834967,2.8574035,2.6372957,2.693395,2.7448094,2.6922076,3.31225,3.3185635,2.9432561,3.215476,3.2156286,3.0048385
Foxk2,0.103389,0.12889878,0.064600386,0.13714178,0.13784432,0.22927536,0.23209946,0.24653332,0.17757276,0.17166132,0.18391831,0.18864281,0.18646425,0.19970654,0.23008305,0.22538066,0.23886083,0.17035317,0.17513348,0.16237544,0.14237039,0.18047224,0.13224809,0.17259602,0.18818882,0.17223592,0.14700733,0.14697315,0.14180234,0.12015821,0.11979667,0.27322787
Smad4,1.1535172,1.2324973,1.2584974,0.9530745,0.95434415,0.33531997,0.3212225,0.33992228,0.4344567,0.40801337,0.4628419,0.37641853,0.3742281,0.38754243,0.3082054,0.29825354,0.32678226,0.36758122,0.3577736,0.38394886,0.5670879,0.6597483,0.5424713,0.54202247,0.57848537,0.5411804,0.76963925,0.77085024,0.6460286,1.0887014,1.0890341,0.9271462
Zfp36l2,1.6768101,1.5529531,1.2063065,2.0172265,2.0129259,1.0760214,1.039392,0.80128753,1.8685902,1.9377109,1.7943938,1.4482038,1.4960879,1.2050276,1.3517882,1.3758022,1.3069621,1.5961759,1.5924907,1.602326,1.7714704,2.0859737,1.6879182,2.309414,1.8419031,2.320211,3.5945406,3.612999,2.3726385,3.880145,3.8804393,3.7358685
Nfkb2,0.2512136,0.32651514,0.29379874,0.5138439,0.51544327,0.22963247,0.22580439,0.23573521,0.3284821,0.29928714,0.35982093,0.27147338,0.26007697,0.32934922,0.2574138,0.2301223,0.30835792,0.2551782,0.2214692,0.3114343,0.48790804,0.46023405,0.49526003,0.23461953,0.3290561,0.23243853,0.51319873,0.5140514,0.47207138,0.3865167,0.38634032,0.5370367
Padi2,0.25632563,0.19505164,0.22093323,0.17657241,0.17631266,0.11555149,0.112505175,0.105064295,0.16307917,0.1805129,0.14436522,0.14218277,0.14917845,0.106655665,0.14962338,0.15161616,0.1459035,0.19297712,0.19760336,0.18525648,0.13596107,0.18526322,0.12286326,0.25213233,0.40803793,0.24853173,0.36876827,0.36915568,0.3514752,0.31474742,0.31456932,0.36264408
Psip1,1.4685847,1.1875597,1.4045705,1.1996382,1.200132,2.078462,2.1077173,2.0354276,1.9737687,2.0273154,1.9162898,1.9017437,1.9184464,1.8169197,2.1600695,2.2015312,2.082674,1.6825669,1.766116,1.543134,1.1937655,1.2506759,1.1786464,1.2085986,1.0746238,1.2116927,1.1658021,1.165384,1.1017231,1.5641327,1.5649607,1.2870927
Baz1a,0.78267354,0.6736656,0.8959267,0.7919683,0.79165107,2.3409324,2.3665621,2.426163,2.2682016,2.0956714,2.4534016,2.4004536,2.3243232,2.787077,2.411341,2.2761624,2.663674,2.1175408,2.043503,2.2411008,1.6985028,1.6057386,1.7231468,2.3549378,2.544101,2.3505692,1.5349324,1.5207201,2.4451163,1.5210482,1.5201117,1.916703
Gtf3c4,0.07054391,0.04715199,0.056037422,0.037197035,0.036939293,0.08208607,0.07800286,0.08698757,0.055482186,0.048955508,0.06248815,0.056619328,0.054606725,0.066840194,0.0639821,0.066328615,0.059601944,0.05080762,0.05505305,0.043722533,0.05626551,0.0468791,0.05875914,0.07117574,0.0679956,0.07124919,0.05478886,0.054999888,0.040622704,0.06579666,0.06571042,0.099351406
Arntl,0.06605716,0.08062493,0.10029543,0.079392664,0.07969219,0.061065484,0.058730442,0.053593177,0.0841147,0.07167563,0.09746722,0.06281052,0.06338542,0.0598909,0.07494937,0.06154141,0.09997755,0.082410716,0.07633669,0.092547506,0.120198496,0.12722781,0.11833105,0.149997,0.17299077,0.14946596,0.24418265,0.24468297,0.19702137,0.35099244,0.35121125,0.19052741
Hif1a,0.14306611,0.12479879,0.08207251,0.13985339,0.14005594,0.4635359,0.4508721,0.634568,0.45084253,0.35350347,0.5553296,0.44241962,0.4053102,0.6308773,0.38639912,0.32449344,0.50195634,0.41331643,0.3527306,0.5144265,0.67099434,0.48861414,0.7194462,0.41783807,0.37319186,0.41886917,0.28982946,0.28827223,0.3870081,0.2165039,0.21598643,0.38422197
Thrap3,1.1612852,1.156058,0.6136531,1.1146383,1.114939,1.6037589,1.6170985,1.6272593,1.5238007,1.4653925,1.586498,1.578098,1.5555177,1.6927714,1.3954594,1.3517951,1.4769663,1.2810633,1.2476357,1.3368497,1.3505217,1.4411737,1.3264388,0.9789826,0.9589346,0.97944564,1.0400296,1.0369437,1.1836635,1.0177349,1.0170883,1.1971599
Pcmt1,0.36510178,0.4342056,0.33551082,0.39424747,0.39531645,0.6072179,0.6101671,0.65823275,0.80158395,0.74716043,0.86000395,0.7080015,0.6845385,0.8271571,0.7397912,0.6879411,0.83657813,0.75581646,0.68793917,0.869095,0.47836024,0.45268852,0.48518032,0.7793178,0.56191707,0.7843386,0.49052522,0.48775217,0.67156816,0.48437205,0.48460144,0.4870059
Trim27,0.64847594,0.6014732,0.50341034,0.6285563,0.62791777,1.0563937,1.0709002,1.0371475,0.6756999,0.72892874,0.6185622,0.8602655,0.87593776,0.78067476,0.9197117,0.9380707,0.8854415,0.7752189,0.8128731,0.7123788,0.6240463,0.6278775,0.6230285,0.5746065,0.5719249,0.5746684,0.58200556,0.58148307,0.614462,0.52726126,0.52737385,0.36564487
Rest,0.7194441,0.5006271,0.5135048,0.5330096,0.5327076,0.5857475,0.57962334,0.6001209,0.4288548,0.382764,0.4783302,0.48708484,0.48841977,0.48030537,0.47667083,0.46550864,0.4975069,0.5683649,0.5846208,0.541236,0.7861895,0.76493394,0.7918363,0.4980058,0.5366984,0.4971122,0.64046854,0.63886493,0.739932,0.6173775,0.6167618,0.88970155
Taf6,0.12660876,0.085684985,0.06398753,0.075989924,0.07567332,0.19523871,0.19294478,0.22564475,0.2639193,0.2589061,0.26930067,0.21882816,0.21608984,0.23273446,0.222199,0.2236129,0.21955967,0.17946628,0.18078394,0.17726727,0.15561184,0.16758564,0.15243083,0.14148648,0.21022218,0.13989906,0.077987924,0.07704828,0.14360605,0.123621516,0.123738244,0.12981172
S1pr1,3.1719599,2.6344135,3.251371,2.435955,2.433012,0.9223523,0.9005459,0.6794318,1.5145092,1.606715,1.4155324,1.3411475,1.3552009,1.2697788,1.0822109,1.126839,0.99890506,1.3118975,1.3198735,1.2985868,0.9879288,1.1838677,0.9358749,1.5098826,1.1969486,1.5171098,1.8143173,1.8155279,1.6636392,1.877761,1.8774695,1.646081
Bcor,0.3497672,0.30469686,0.5333585,0.23898983,0.23853816,0.26393232,0.26385027,0.26426372,0.15065464,0.14443524,0.15733077,0.17514403,0.18159853,0.14236537,0.1995773,0.19609858,0.2060709,0.1517004,0.15844919,0.14043756,0.20319471,0.18896042,0.20697625,0.1747007,0.18505575,0.17446156,0.19915634,0.199614,0.16062029,0.2308897,0.23073822,0.33036584
Cd80,3.714016e-05,0.0027917018,0.0,5.1613155e-05,5.192408e-05,0.020485763,0.018793274,0.038692877,0.051729493,0.03339963,0.07140539,0.02152721,0.018364504,0.037588794,0.019428572,0.014697693,0.028259544,0.04495715,0.034998506,0.06157687,0.036173075,0.028440975,0.038227215,0.17093566,0.10562241,0.17244406,0.06768267,0.06724736,0.099834576,0.0822812,0.08225622,0.03322259
Fbxo7,0.16390084,0.15348879,0.31143248,0.2382566,0.2381399,0.21642558,0.21947174,0.20159382,0.20177653,0.19854663,0.20524362,0.21859807,0.21958953,0.21356298,0.25829545,0.26093352,0.25337106,0.21991739,0.22180991,0.21675898,0.22944923,0.24068473,0.22646436,0.16930938,0.21498074,0.16825461,0.20515074,0.20527773,0.2014101,0.15562797,0.1556549,0.18202141
Gtf2ird1,0.0413655,0.018611072,0.080101,0.0051209438,0.004860819,0.02978631,0.029525004,0.029698063,0.0088014025,0.0059822663,0.01182756,0.018305052,0.018857013,0.015501956,0.014709783,0.013166211,0.017591115,0.013938999,0.013095546,0.015346616,0.011927199,0.012115085,0.011877284,0.0037675963,0.0019583134,0.0038093813,0.0018716311,0.0018971923,0.00030844827,0.0,0.0,0.0
Cd274,0.31658387,0.6235028,0.46185145,0.70114505,0.7051032,0.15590027,0.1547971,0.16815107,0.255384,0.19928092,0.31560698,0.2108683,0.19973135,0.26742655,0.20245579,0.17173897,0.25979385,0.2553877,0.22271024,0.3099223,0.45681906,0.45584074,0.45707896,0.44249013,0.35494268,0.444512,0.42614877,0.42617884,0.4312675,0.30755442,0.3068417,0.6008452
Ankrd10,0.5411032,0.5856047,0.5471324,0.4643251,0.46281958,0.47642064,0.47582898,0.4105764,0.43761343,0.45733884,0.41643947,0.49356946,0.50426483,0.43925378,0.49351186,0.49380758,0.49295983,0.39468637,0.3947842,0.39452308,0.4659562,0.49097914,0.4593085,0.4949963,0.46827367,0.49561346,0.60083854,0.60333455,0.42766848,0.6779345,0.67803514,0.6906745
Cnbp,3.7627122,3.9080997,3.7188218,4.113169,4.1179895,3.9002094,3.8664782,4.276002,2.5258813,2.447456,2.6100657,2.905503,2.907534,2.8951893,3.3103395,3.250768,3.4215393,2.9462864,2.9289672,2.9751897,2.9835377,2.9968622,2.9799979,3.2661624,3.2342649,3.266899,3.4411137,3.4456525,3.0357294,3.6154993,3.6150792,3.8193421
Rara,0.3292999,0.22482651,0.43336165,0.3598396,0.35793737,0.15839157,0.15267324,0.08981706,0.19614954,0.26753956,0.11951706,0.2204835,0.23549333,0.14425704,0.19590788,0.22290975,0.14550437,0.24764949,0.27819586,0.19667144,0.1162129,0.17929439,0.0994544,0.15211047,0.23835853,0.1501186,0.5101882,0.5121453,0.3744617,0.8468937,0.8468872,0.802245
Tnfsf8,0.4680131,0.48500863,0.6166015,0.5900489,0.58847797,0.11222195,0.08476324,0.22329208,0.11529005,0.037676606,0.19860297,0.06823131,0.057631634,0.12206104,0.10309363,0.066505484,0.1713915,0.057589646,0.028411835,0.10628375,1.4091161,0.89711785,1.5451357,0.15977092,0.046224535,0.16239324,0.08455012,0.08404031,0.11111829,0.03091573,0.031013051,0.0
Klf13,3.9067283,3.293808,3.2232833,3.2526658,3.2593694,1.1417043,1.1227638,1.0005989,1.5114094,1.5704663,1.4480158,1.4565514,1.4896606,1.2884086,1.2668062,1.2728782,1.2554718,1.5382787,1.5406352,1.5343459,1.3467815,1.7381661,1.2428045,2.3287501,1.6714959,2.3439293,3.0236127,3.0317972,2.4676738,2.9113097,2.9111733,2.826056
Mta3,0.32695112,0.29542023,0.4597877,0.20687973,0.20616253,0.15230782,0.14574368,0.15401296,0.20719893,0.20668188,0.20775396,0.18206502,0.18243541,0.1801841,0.1476493,0.15294808,0.13775826,0.18640944,0.18503357,0.18870558,0.16104937,0.16274953,0.1605977,0.24808905,0.29882047,0.24691743,0.25172994,0.25200436,0.23370296,0.24394353,0.24402875,0.24398996
Ppard,0.06501313,0.086355515,0.06651147,0.067393646,0.06762033,0.040884774,0.039878517,0.044922963,0.046484172,0.04496724,0.048112497,0.054762587,0.05220613,0.06774538,0.04322981,0.045064636,0.039804805,0.040662255,0.037710376,0.045588568,0.06396392,0.05669355,0.0658954,0.043128297,0.036584772,0.04327942,0.06773744,0.067927085,0.05913125,0.06541605,0.06552981,0.0
Men1,0.098500416,0.07576676,0.0,0.056187596,0.056526076,0.07474943,0.07631515,0.075312674,0.05323708,0.047899127,0.05896702,0.06305002,0.062744595,0.06460107,0.06097084,0.06269836,0.057746146,0.05888836,0.056769222,0.06242493,0.05413158,0.04656094,0.056142826,0.042832524,0.056715533,0.042511903,0.03245853,0.03232225,0.043150045,0.042312767,0.04234136,0.014800229
Bmpr1a,0.013693239,0.018959623,0.0,0.02605819,0.02536715,0.0145404,0.010631439,0.010224477,0.004312454,0.0068444354,0.0015945383,0.0065720137,0.0068285447,0.0052692387,0.0050801714,0.0069125355,0.0016597583,0.0029634784,0.0042792386,0.00076764065,0.0068506263,0.009105346,0.006251628,0.0005580356,0.0,0.00057092326,0.010179093,0.010277792,0.0009798158,0.008364664,0.008390996,0.0
Tfrc,0.3275926,0.25308368,0.22257036,0.24977626,0.25025812,0.47899222,0.4832516,0.53185475,0.21071818,0.19913416,0.22315289,0.32278037,0.32139814,0.3298,0.36693475,0.3542704,0.39057484,0.25984952,0.25307328,0.27115822,0.23173958,0.22687414,0.23303217,0.15742092,0.23641759,0.15559652,0.122130774,0.121610954,0.15861998,0.11841058,0.1184288,0.059697628
Kdm5b,0.42864752,0.3798961,0.19280353,0.354243,0.3536045,0.07900502,0.06730663,0.052046817,0.019982046,0.01804532,0.022060994,0.048206095,0.050704714,0.035517033,0.016910996,0.016170293,0.01829364,0.058942597,0.05055668,0.072937645,0.28543022,0.30791292,0.27945736,0.1903812,0.2739655,0.18845084,0.33788553,0.3379968,0.3246757,0.35532147,0.35578188,0.056673333
Cd6,1.1010033,1.0931906,0.74978715,1.0945768,1.0942951,0.7386229,0.7344087,0.6745989,0.8086516,0.81278723,0.8042124,0.72612077,0.7294125,0.7094039,0.72266567,0.69882405,0.76717013,0.83004135,0.8348811,0.82196444,1.0260686,1.1073958,1.0044628,1.0847836,1.216623,1.0817388,1.257108,1.2609949,1.012148,1.350298,1.3506454,1.3344182
Sp100,2.2921355,2.2417912,2.2966328,2.2789743,2.2759004,1.236899,1.2130772,1.0125301,2.631263,2.761898,2.491035,1.9030529,1.9151841,1.841445,1.6757182,1.6865594,1.6554812,1.8942163,1.9142796,1.8607332,2.5458045,2.8371203,2.4684124,3.1285615,3.3559816,3.1233091,4.3765626,4.3874884,3.6246567,4.9609723,4.9631934,3.3858323
Upf1,0.5252571,0.48167354,0.288756,0.45783648,0.45661187,0.6896528,0.6948342,0.6843467,0.55685157,0.5624973,0.55079126,0.635675,0.6413257,0.6069786,0.6309522,0.6376955,0.6183647,0.5857832,0.6084638,0.54793215,0.4907883,0.5503478,0.47496548,0.43850926,0.59799916,0.4348259,0.5631835,0.56408834,0.5104911,0.58163553,0.5817506,0.38866875
Zfp280b,0.06462417,0.078768656,0.056037422,0.06509265,0.06455393,0.12565973,0.1248441,0.1403758,0.07695973,0.065831065,0.088905625,0.0903186,0.0878904,0.10265,0.10152865,0.09248897,0.118402734,0.09471267,0.091137365,0.1006794,0.07546735,0.08633621,0.072579876,0.13495864,0.07390131,0.13636874,0.061698593,0.061312973,0.08211022,0.06181763,0.061916396,0.04566454
Irf4,0.031648785,0.09170616,0.0,0.13237509,0.13317253,0.34331614,0.35369667,0.3245191,0.33784285,0.34650898,0.32854033,0.36611393,0.36662197,0.363534,0.32334292,0.31566253,0.33767962,0.33623898,0.32525292,0.35457334,0.31742167,0.3108213,0.31917518,0.29634416,0.45548952,0.29266876,0.27064782,0.2695556,0.35692036,0.15080573,0.15066513,0.22297993
Kat2b,0.19677293,0.19896907,0.15354201,0.2200599,0.22006574,0.10102102,0.09967673,0.09943916,0.115494326,0.115780495,0.11518714,0.09545823,0.09477357,0.09893527,0.10714325,0.09784618,0.12449778,0.09872423,0.09048546,0.1124737,0.118475094,0.13570645,0.11389734,0.17761196,0.11212037,0.17912447,0.16361277,0.16437228,0.11114224,0.22310892,0.22349413,0.0814967
Cd5,1.2933811,1.1161221,1.1718321,1.2839231,1.2842592,0.9966739,0.9871951,1.0074055,1.5460627,1.4752405,1.6220857,1.2294933,1.1980261,1.3892971,1.1520963,1.0960319,1.2567497,1.3268512,1.2698786,1.4219314,1.749908,1.7221888,1.757272,1.4250321,1.6680808,1.4194189,1.7867905,1.7875099,1.7293656,1.4379317,1.4373833,1.542551
Supt16,1.2260549,1.4040344,1.0121211,1.076091,1.0773425,3.8045874,3.8727534,3.9821455,2.9859304,2.9290552,3.0469823,3.4946775,3.4463804,3.739951,3.0898502,3.0251994,3.2105317,2.6703575,2.742579,2.5498292,1.9697453,1.9635552,1.9713898,1.6411098,1.604913,1.6419457,1.1599035,1.1545727,1.4574412,1.1798798,1.1792324,1.3520899
Hdac6,0.014976224,0.009802541,0.0,0.026658429,0.026358806,0.047705352,0.04706267,0.05149165,0.05499666,0.049355138,0.061052468,0.046593342,0.044739675,0.056007065,0.042603128,0.038627367,0.050024543,0.03757267,0.04156465,0.030910565,0.022583853,0.022955213,0.022485197,0.03991182,0.018976348,0.04039532,0.018524613,0.018417113,0.02217552,0.03123031,0.031231564,0.04624812
Ccr6,0.0020748854,0.0031992402,0.0,0.00085221656,0.0008573504,0.0036234772,0.0025399816,0.013781958,0.0067248303,0.0017457545,0.01206954,0.0017790347,0.0012781484,0.004322752,0.0050534247,0.003538816,0.007880694,0.0017418814,0.00086862245,0.0031992407,0.16694866,0.06025407,0.19529359,0.0013804549,0.0,0.001412336,0.00081925455,0.0007614971,0.004631835,0.0,0.0,0.0
Rora,0.18046948,0.16983913,0.22293043,0.28401375,0.28294677,1.0293964,1.0144926,1.1578176,1.5538173,1.3929155,1.7265348,1.3695995,1.3100249,1.6721445,1.4560843,1.3150122,1.7194189,1.4723954,1.2506008,1.8425428,1.8705914,2.2104113,1.7803134,2.1300075,1.8853909,2.1356568,3.9710498,3.9879177,2.8526242,4.3906283,4.3932114,3.7408595
Pirb,0.0158263,0.00391644,0.0,0.0024139092,0.0024284509,0.033319574,0.029509114,0.063091755,0.003501265,0.003013258,0.0040251086,0.033666715,0.03216952,0.041270122,0.0038217132,0.0052522263,0.0011514224,0.006347421,0.007320124,0.0047241026,0.009901976,0.009576798,0.009988365,0.0077747945,0.0,0.007954351,0.0128088,0.013016097,0.0,0.008099048,0.00794573,0.08520491
Mafk,0.22204684,0.34204304,0.3820733,0.45755044,0.45913416,0.13177447,0.13045494,0.13144523,0.14725474,0.13556561,0.15980226,0.14769202,0.14805624,0.14584237,0.15380265,0.14534552,0.16958927,0.18429068,0.16672532,0.21360503,0.3254464,0.32731313,0.3249505,0.17041877,0.15537806,0.17076613,0.2915631,0.29236397,0.23924689,0.18579336,0.1858083,0.16725485
Zfp207,0.3232601,0.31747836,0.0,0.28483176,0.28567925,0.3916519,0.39210144,0.43809763,0.36833593,0.3308385,0.40858698,0.38011163,0.37315196,0.41545585,0.33270153,0.3144944,0.3666882,0.34378275,0.32601795,0.37342998,0.3301338,0.30961233,0.3355856,0.3964328,0.27269185,0.39929053,0.23930573,0.23873651,0.27712202,0.28077772,0.28113496,0.13691944
Deaf1,0.12833914,0.1658826,0.12141754,0.08814596,0.088270515,0.08824773,0.088840246,0.08470528,0.12959623,0.13652563,0.12215798,0.11311537,0.11311002,0.11314251,0.1165544,0.1120401,0.1249811,0.115107186,0.11657367,0.112659805,0.12389318,0.15639977,0.115257345,0.15512025,0.12273769,0.15586811,0.18276583,0.18386695,0.107289314,0.15851538,0.15863836,0.060615763
Prmt7,0.15621229,0.2223646,0.05907129,0.17429787,0.17377125,0.31291583,0.3117457,0.36238495,0.15172535,0.15924922,0.14364897,0.22576578,0.22475919,0.23087773,0.21183094,0.20567581,0.22332051,0.20361668,0.20637408,0.19901493,0.16988406,0.16892654,0.17013843,0.13668382,0.15507711,0.13625903,0.10638758,0.1063121,0.11060432,0.068518296,0.06867671,0.02729209
