wilcoxon,t-test,t-test_overestim_var
Fau,Chd7,Gtf2i
Actg1,Gtf2i,Chd7
Mkrn1,Sqstm1,Igf2r
Mrps16,Cox4i1,Zc3hav1
Ubald2,Lpin1,Cwc15
Peak1,Knstrn,Ccndbp1
Mob1a,Zc3hav1,Il18r1
Tnfaip8l2,Il18r1,Ngly1
Atp6v1e1,Dpm2,Sqstm1
Atp2a3,Acsbg1,Leprotl1
Cops9,Nucb1,S1pr1
Tmed9,Leprotl1,Csnk2b
Psmb1,Junb,Cd96
Smad7,Cd96,Nucb1
Rnaseh2c,Cwc15,Paip2
Uqcrh,Lonp2,Dpm2
Trbc1,Cox7b,Knstrn
Ndufa2,S1pr1,Tmem258
Chmp4b,Csnk2b,Tln1
Cmpk1,Paip2,Lpin1
Rnf138,Tmem258,Mbnl1
Hmgn2,Mical1,Lonp2
Vrk3,Tln1,Mical1
Dock2,Fcgrt,Psmb3
Sft2d1,Art2b,Ier2
Ilk,Borcs8,Acsbg1
Fermt3,Snapc5,Borcs8
Flna,Crot,Lamtor2
Vps29,Heca,Snapc5
Ndfip2,Gstp3,Cd247
Ube2b,Lamtor2,Heca
Spcs1,Mbnl1,Gstp3
Lck,Tm6sf1,Fcgrt
Xaf1,Cd247,Sept6
4930453N24Rik,Ier2,Crot
Grap,Sept6,Tm6sf1
Esd,Atp6v1e1,Ppp1r15a
Lrp10,Psmb3,Arl4c
Arl4c,Ppp1r15a,Atp6v1e1
Sla,Cd9,Art2b
Dapk2,Arl4c,Ppp1r12a
Selenok,Tapbpl,Ypel3
Fasl,Selenow,Selenow
Ghitm,Rhoh,Rhoh
Cox20,Oas1a,Tapbpl
Dpm2,Flot1,Msrb1
Fam189b,Mob1a,Mob1a
Stard10,Ppp1r12a,Itk
Dhrs7,Dhrs1,Cd9
Bcl2a1b,Susd1,Flot1
Clint1,Taf7,Gabarapl2
Fbxw2,Gabarapl2,Macroh2a1
1810058I24Rik,Itk,Klf3
Lcp1,Ypel3,Taf7
Ifi213,Trp53inp1,Dhrs1
9930111J21Rik2,St3gal6,Tes
Inpp1,Tes,St3gal6
Ggt1,Grap,Grap
BC031181,Msrb1,Trp53inp1
Ndufa7,Klf3,Dnajb9
Apobec3,Dnajb9,Susd1
Med10,Macroh2a1,Oas1a
Ncald,Ebp,mt-Cytb
Mpnd,Tap1,Ebp
Pfdn5,Rnh1,Ly6c2
Sin3b,Ndufs8,Klf13
Ier5,mt-Cytb,Ndufs8
Nucb1,Capn1,Rnh1
Serpinb9,Ypel5,Tap1
Ube2h,Trim12c,Ubc
Znrf2,Isoc2b,Fam189b
Mical1,Klf13,Cytip
AA467197,Cytip,Tapbp
Resf1,Tapbp,Capn1
Edf1,Rcbtb2,Trim12c
Riok3,Ly6c2,Ypel5
Pdlim2,Ilk,Hmgn2
Sh2d2a,Mkrn1,Ilk
Zfand6,Fam189b,Rcbtb2
Pstpip1,Ubc,Tram1
Swi5,Tram1,Mkrn1
Ift20,Lrp10,Lrp10
Cd226,Pstpip1,Ddx58
Aip,Ddx58,Pstpip1
Ndufa3,Tmem37,Aip
Otulinl,Aip,Fbxw2
Mrps21,Ric1,Isoc2b
Pik3ap1,Fbxw2,Add3
Tapbpl,Add3,Higd2a
Borcs8,Rhoc,Cope
Lamtor5,Higd2a,Spcs2
Lsm4,Otulinl,Ptbp3
Commd3,Cope,Lcp1
Mtch1,Hmgn2,Smim14
Itpkb,Tmem128,Ubald2
Krit1,Smim14,Otulinl
Clta,Spcs2,Tmem128
H2-M3,Ptbp3,Ric1
Fam32a,Emc9,Tmem37
Rab2a,Ubald2,Vamp8
Sugt1,Syf2,Med10
Cox7a2,Med10,Syf2
Klrk1,Riok3,Cdkn1b
Jakmip1,Dtx3l,Emc9
Smpdl3a,Naxe,Riok3
Armc7,Atp6v0d1,Hopx
Ccr2,Slfn8,Dtx3l
Isg15,Cdkn1b,Rhoc
Grk6,Rap1gap2,4930453N24Rik
Knstrn,1700020L24Rik,Naxe
Sqstm1,Tmem140,Resf1
Phf20l1,Nmb,Krit1
Mcl1,4930453N24Rik,Atp6v0d1
Ngly1,Vamp8,Bcl10
Sys1,Rnf6,Slfn8
Bcl10,Bcl10,Sidt1
Chd2,Sun2,Fermt3
Klf3,Qsox1,Rnf6
Pik3cd,Krit1,Sun2
Atp2b1,Lcp1,Tpt1
Wdr1,Hopx,Maf1
Zdhhc18,Fermt3,Nmb
Srp9,Arhgap18,Rap1gap2
Smap1,Maf1,Cox20
Eif4e2,Resf1,1700020L24Rik
Fgfr1op2,Sidt1,Mrpl58
Dgka,Sh2d3c,Ift20
Rsbn1l,Cox20,Sh2d3c
Sytl2,Mrpl58,Flna
Lag3,Ift20,Gpr18
Psmb8,Zfp53,Lrrfip1
Glrx,Esyt2,Arhgap18
Eva1b,Gpr18,Qsox1
Iah1,Snx10,Cops9
Anapc13,Nod1,Esyt2
Ccndbp1,Cops9,Cflar
Mdh1,Nr1h2,Zfp53
Tpst2,Cflar,Bcl2a1b
Gnptg,Lrrfip1,Nod1
Cd5,Rcn3,Tmem140
Nop53,Armc3,Snx10
Taf10,Ccpg1,Nr1h2
Dad1,Flna,Klrk1
Ms4a6d,Clint1,Trbc1
Nfatc3,Il18rap,Rcn3
Cd7,Klrk1,Clint1
Snrpc,Gpr68,Ier5
2310009A05Rik,Bcl2a1b,Il18rap
Sf3b6,Serpinb1a,Mrps16
Sp140,4833420G17Rik,Pik3cd
Cflar,Cd200r4,Armc3
H2aj,Padi2,Ghitm
H2az1,Gm4070,Rnf125
Tmem30a,Ier5,4833420G17Rik
Ufc1,Rnf125,Ccpg1
Prelid1,Ghitm,Selenok
Gstp3,Pik3cd,Gpr68
Rtp4,Trbc1,Zfand6
Gbp4,Mrps16,Gimap8
Gm2a,Irak2,Igtp
Ifi208,Irf7,Irf7
Tecr,Map3k8,Padi2
Plac8,Igtp,Map3k8
Stmn1,Zfand6,Rora
Gimap8,Dgkh,Chmp4b
Tut7,Gimap8,Arhgap25
Oga,Selenok,Gm4070
Ssu72,Tpt1,Psmb1
Il2rb,Arhgap25,Chfr
Tsc22d4,Letm2,Atg12
Cd96,Chmp4b,Irak2
Trappc4,Zmat5,Capg
Mindy3,Rora,Glrx
Anxa11,Pea15a,Zmat5
Prkag1,Gpbp1l1,Gpbp1l1
Rbm42,Entpd1,Letm2
Wipf1,Chfr,Edf1
Rora,Capg,Ube2b
mt-Nd4,Atg12,Spcs1
Pqlc3,Gpr107,Dgkh
Smim14,Psmb1,Serpinb1a
Zmat5,Glrx,Gpr107
Capn1,Plcxd2,Tmed9
Ndufs4,Maf,Cd5
Wasf2,Ptger4,Anapc13
Dnajb9,Bet1l,Dock2
Snf8,Ube2b,Sh2d2a
Dpm3,Anapc13,Cd200r4
Stat1,Sh2d2a,Plcxd2
Sidt1,Spcs1,Fam32a
Tm6sf1,Dock5,Itpkb
Mat2b,Fryl,Fryl
Fmnl1,Acot8,Lax1
Ddx6,Cd5,Pea15a
Rcbtb2,Nfkbib,Psap
Cib1,Lax1,Chd2
Cdkn1b,Syap1,Acot8
Ndufa11,Fam32a,Bet1l
Lonp2,Abcb9,Entpd1
Krtcap2,Tmed9,Ptger4
Tbcb,Cd55,Dgka
Slc9a3r1,Trdc,Nfkbib
Bcl11b,Oga,Sin3b
F2r,Dock2,1810058I24Rik
Commd6,Edf1,Znrf2
Taf7,Mthfsl,Maf
Chfr,Chd2,Oga
Cmas,Nckap1l,Trdc
Sytl3,Znrf2,Dock5
Irf1,Itpkb,Syap1
Eif1,Lgals3bp,Rnf138
Atp6v0e,Serp2,Abcb9
Zfp622,Ap1s2,Ndufa2
Ube2d3,Dgka,Nckap1l
Il18rap,Sin3b,Mthfsl
Txndc5,Grk6,Cd55
Trabd,1810058I24Rik,Grk6
Rnf125,Mcub,Lgals3bp
Peli1,Sirt2,Tut7
Kdm5a,Psap,BC031181
Esyt2,Gsap,Vps29
Mxd1,Tut7,Ap1s2
Pnisr,BC031181,Sirt2
4833420G17Rik,Ndufa2,Zdhhc18
Irf9,Hcfc1r1,Cir1
Mxd4,Vps29,Hcfc1r1
Nckap1l,Cir1,Serp2
Commd4,Rnf138,Rnaseh2c
Lgals3bp,Il3ra,Gsap
Atxn1,Zfp655,Mcub
Smim15,Zdhhc18,Stmn1
Birc2,Rnaseh2c,Commd4
Cited2,Prag1,Pold4
Ndufb9,Amn1,Cdk5rap3
Igf2r,Commd4,Pnrc2
Myh9,Kremen2,Zeb2
Bcl2l11,Pnrc2,Zfp655
Tomm7,Acbd5,Amn1
Itgb1bp1,Cdk5rap3,Acbd5
Ten1,Slc25a20,Kremen2
Itgam,Pold4,Atp2b1
Iqgap1,Flt3l,Commd3
Akirin1,Zeb2,Gramd1a
Sdhb,Ndel1,Ndel1
Snx10,Zfp260,Il3ra
Gm17018,Pramef8,Irf1
Limd2,Ctso,Flt3l
Gpr18,Commd3,Ctso
Sar1a,Gramd1a,Prag1
Maf1,Ebpl,Phf20l1
Rab19,Atp2b1,Zfp260
Naxe,Tspoap1,Ebpl
Nt5c,Irf1,Serpinb9
Rgs1,Phf20l1,Esd
Vta1,Xdh,Slc25a20
Ostc,Hint3,Rnf114
Heca,Rnf114,Xdh
Klrg1,Slu7,Hint3
Pold4,Serpinb9,Jpt1
Ikzf3,Esd,Lck
Trp53inp1,Stmn1,Arhgef18
Ddx58,Jpt1,Pramef8
Tor1aip1,Arhgef18,Uqcrh
Sirt2,Ppp3cc,Slu7
Rbm3,Crbn,Ppp3cc
Arhgap15,Cmpk1,Cmpk1
Cd9,Zfp945,Tspoap1
Atp6v1d,Arl5b,Crbn
Dok2,Pced1b,Zfp945
Nfkbib,Lck,Trav14-1
Fryl,Esm1,Nfatc3
Map4k4,Uqcrh,Atxn1
Chmp5,Trav14-1,Rsbn1l
Capg,Nfatc3,Arl5b
Pitpna,Mindy3,Gm2a
Cdk5rap3,Orai3,Esm1
Usp3,N4bp1,Cd7
Dbnl,Atxn1,Mindy3
Txn1,Rsbn1l,Spata13
Tpm3,Gm2a,N4bp1
Dctn3,2610318N02Rik,Orai3
Fundc2,Spata13,Txn1
Nsd3,Nipal3,Pced1b
Ubac2,Zfp524,Pglyrp2
Nedd8,Cblb,Cblb
Fnbp1,Slc35b3,Cited2
St3gal6,Sla2,Ndufa7
Lbr,Pglyrp2,Ppp1r16b
Ucp2,Ptpn4,Ptpn4
Dnajc1,Ppp1r16b,Sla2
D8Ertd738e,Cited2,Nipal3
Slc35b1,Mpp1,Slc35b3
Arl2bp,Ndufa7,Eif4e2
Trim12c,Apobec2,Apobec3
Fcgrt,Cd1d1,2610318N02Rik
Osbpl3,Lysmd3,Rbm42
Sun2,Sh3bgrl,Lysmd3
Copa,Neb,Zfp524
Ier3ip1,Cib1,Dpm3
Rac1,Dpm3,Sh3bgrl
Klhl6,Rbm42,Cib1
Jund,Cd7,Prelid1
Med30,Golm1,Sugt1
Atp6v0d1,Irak3,Mpp1
Nr1h2,Tmem9b,Apobec2
Arhgef18,Itga1,Man2b1
Dhrs1,Il10ra,Cd1d1
Azi2,Man2b1,Tmem9b
Ankrd44,Sugt1,Il10ra
Bud31,Apobec3,Golm1
Art2b,Eif4e2,Atf7ip
Man2b1,Kctd2,H2az1
Klf6,Ifit1,Lfng
Nrbp1,Ildr1,Nop53
Crot,Nop53,Rab2a
Grap2,Atf7ip,Itga1
Arhgap9,Crybb1,Cmas
Yipf4,Cmas,Nrbp1
Rnf6,Smap1,Ifnar1
Rab7,Rab2a,Kctd2
Haao,Lfng,Smap1
Tmem9b,Prkag1,Prkag1
Srpk2,Samsn1,Tpst2
Dtx3l,Nrbp1,Samsn1
Atp5md,Nrbf2,Tmem30a
Slu7,Ifnar1,Nrbf2
Ube2c,Mctp2,Kdm5a
Lamtor1,Tpst2,Sys1
Rps6ka1,Ocel1,Irak3
Ankrd11,Tmem30a,Neb
Itgb1,Rnf19a,Mctp2
Use1,Kdm5a,Ubash3b
