wilcoxon,t-test,t-test_overestim_var
Eif4a1,Dlgap5,Sec61b
Lsm3,Sept7,Sec11c
Tyms,Gzmb,Zbtb32
Lsm6,Mcm4,Rad51
Anapc15,Ostc,Orc6
Ostc,Cacybp,Cisd1
Nasp,Mcm6,Mrpl18
Sept7,Atp5a1,Lsm6
Psma4,Gnai2,Rps26
Mcm6,Hdgf,Ppil1
Prelid1,Exosc8,Cacybp
Hint1,Lsm4,Prelid1
Park7,Cisd1,Exosc8
Zbtb32,Atp5j2,Uchl3
Dctpp1,Cd48,Cox7a2
Srsf3,Ppil1,Hdgf
Eif1ax,Cenpm,Bub1b
Mcm4,Rpl10,Gzmb
Tipin,Uchl3,Fignl1
Gzma,Ccdc34,Cenpf
Tk1,Zbtb32,Atp5pb
Ndufb9,Reep5,Ostc
Cacybp,Psmb6,Sept7
Hmgn5,Rfc5,Atp5a1
Rfc5,Rfc3,Nek2
Exosc8,Ndufb8,Knl1
Dlgap5,Tmem14c,Prdx4
Rps8,Orc6,Cdca7
Ccdc34,Ckap2,Lsm4
Ppa1,Hspa5,Nans
Ppil1,H2az2,Hmgn5
Hdgf,Slc25a5,Ppa1
Cisd1,Nans,Gnai2
Uchl3,Psma4,H2az2
Reep5,Dap,Hspa5
Psma7,Cycs,Gzma
Rfc3,Eif4a1,Dap
Tma7,Hmgn5,Atp5j2
Ndufb8,Ppa1,Psmb6
Rdm1,Snrpa1,Cd48
Mdh2,Supt16,Creld2
Orc6,Tcp1,Lrrc59
Crip1,Park7,Rpl10
Ppp1ca,Ndufb9,Ndufb8
H2az2,Rad51,Supt16
Slbp,Gzma,Snrpa1
Ckap2,Rbbp7,Dhfr
Tmed2,Psma7,Clspn
Cycs,Magoh,Racgap1
Dnajc9,Lrrc59,Reep5
Dap,Mtch1,Cycs
Nans,Racgap1,Tmem14c
Psmb6,Prdx4,Rpl41
Tmem14c,Rpl41,Rdm1
Racgap1,Pdap1,Psma4
Supt16,Mdh2,Bub1
Cenpf,Hint1,Tcp1
Mt1,Crip1,Rbbp7
Clic1,Fignl1,Slc25a5
Prdx4,Rpa3,Eif4a1
Creld2,Cenpf,Mt1
Tcp1,Dnajc9,Rpa3
Snrpa1,Metap2,Plk1
Chchd2,Pomp,Psmc1
Lrrc59,Erh,Mtch1
Magoh,Rps8,Ncapd2
Pomp,Creld2,Slbp
Cox6a1,Slbp,Cenph
Mtch1,Bub1b,Ska1
Oaz1,Lcp1,Park7
Rbbp7,Psmc1,Erh
Pmf1,Pgam1,Pdap1
Rpa3,Cdca7,Dnajc9
Cenpm,Rdm1,Magoh
Sf3b6,Ndufs5,Metap2
Hnrnpf,Knl1,Pgam1
Pdap1,Srsf3,Ndufb9
Psmc1,Tma7,Siva1
Elob,Clic1,2610318N02Rik
Lcp1,Cct8,Psma7
Ptms,Oaz1,Mdh2
Erh,Ndufc1,Rps8
Metap2,Nek2,Srsf3
Pgam1,Dhfr,Pmf1
Magt1,Tmed2,Hint1
Pycard,Mt1,Depdc1a
Ndufs5,Ptms,Ptms
Lyar,Sf3b6,Ndufs5
Tuba1a,Psmb2,Crip1
Cct8,Spcs2,Psat1
Spcs2,Clspn,Cenps
Selenos,Elob,Prelid3b
Siva1,Siva1,Ndufc1
Ftl1,Cox6a1,Lyar
Snrpd2,Tuba1a,Dtl
Prelid3b,Ndufa12,Diaph3
Ndufc1,Prelid3b,Pomp
Ncapd2,Ncapd2,Cct8
Atp5g3,Pycard,Shcbp1
Rexo2,Selenos,Tuba1a
Psmb2,Eloc,Kif20a
Uqcrq,Uqcrq,Rexo2
Hnrnpa3,Eif2s1,Ncapg2
Knl1,Rexo2,Tnfrsf9
Pdia4,Lman2,Impdh2
Srsf2,Lyar,Pdia4
Rom1,Acadl,Tma7
Impdh2,Pmf1,Selenos
H4c9,Med30,Tmed2
Psat1,Pdia4,Lcp1
Dhfr,Ybx3,Prim1
Ndufa12,Snrpd2,Spcs2
Ybx3,Nudt21,Ndufa12
Clspn,Atp5g3,Oaz1
Rad51,Psmb5,Eif2s1
Rad21,Magt1,Clic1
Psmb5,Impdh2,Cip2a
Rars,Cenph,Magt1
Med30,Bub1,Sf3b6
Tnfrsf9,Rad21,Rad21
Eif2s1,Plk1,Psmb2
Cdca7,Srsf9,Med30
Cct7,Mrpl54,Ncapg
Prim1,Atp5o-1,Acadl
Capg,Psat1,Cdc6
Srp9,Ppp1ca,Srsf9
Acadl,Cct7,Eloc
Dtl,Ciao2a,Lman2
Dtymk,Mrpl51,Pycard
Fignl1,Nhp2,Trip13
Lman2,Ska1,Cox6a1
Ndufb7,Dtl,Ybx3
Rpl22l1,2610318N02Rik,Elob
Eloc,Ddost,Chaf1a
Sec61g,Psmd14,Kif4
Nudt21,Ndufb7,Mrpl51
Srsf9,Lbr,Uqcrq
Atp5o-1,Mrps36,Rom1
Lbr,Prim1,Nudt21
Snrpb,Arpc5,Rars
Rps20,Tnfrsf9,Nhp2
Ssrp1,Rars,Dtymk
Mrpl27,Dpy30,Psmb5
Nhp2,Arhgdia,Mrpl54
Ciao2a,Ftl1,Snrpd2
Rbmxl1,Dtymk,Cct7
Bub1b,Mrpl27,Ddost
Cmc2,Diaph3,Ciao2a
Ezh2,Rom1,Atp5g3
Cnih4,Cct4,Mrpl27
Psma1,Psmd13,Ezh2
Ptges3,Ncapg2,Timeless
Hsph1,Sec61g,Lbr
Sf3b5,Commd1,Psmd14
Mrpl28,Cenps,Dpy30
Mrpl51,Psma1,Ppp1ca
Mrpl54,Srp9,Mrps36
Tkt,Srsf2,Atp5o-1
Hnrnpk,Ebna1bp2,Commd1
Ubl4a,Ssrp1,Ssrp1
Fen1,Depdc1a,Mrpl28
Arhgdia,Chchd2,Cenpk
Dpy30,Sept11,Ebna1bp2
Commd1,Ezh2,Rbmxl1
Prpf38a,Hnrnpa3,H4c9
1810037I17Rik,Shcbp1,Cct4
Cct4,Tkt,Ftl1
G3bp1,Kif20a,Ndufb7
Diaph3,1810037I17Rik,Ptges3
Ddost,Smc1a,Psmd13
Eno1,Mrpl28,Srsf2
Cbx1,Ptges3,Hsph1
2610318N02Rik,Smdt1,Cnih4
Rpn1,Cbx1,Gltp
Tfdp1,Gltp,Cmc2
Ebna1bp2,Vdac1,Cbx1
Gltp,Rbmxl1,Tkt
Psmd13,Cip2a,Fen1
Psmd14,Sdhb,Vdac1
Mrps36,St13,St13
Vdac1,Snrpa,Snrpa
Csrp1,Cmc2,Sept11
Cox7c,Atp5k,Smc1a
Smc1a,Snrpb,Psma1
Ncapg2,Ncapg,Srp9
St13,Rpn2,Sec61g
Snrpa,G3bp1,Arhgdia
Atp5k,Cdc6,Tfdp1
Smdt1,Hsph1,Prpf38a
Sept11,Chaf1a,Acsl5
Rpl31,Cct5,Chchd2
Acsl5,H4c9,Rpn2
Larp7,Acsl5,Hnrnpa3
Nek2,Cnih4,Arpc5
Tmco1,Prpf38a,G3bp1
Arpc5,Sf3b5,Nrgn
Hnrnpu,Txnl1,Ubl4a
Micos10,Hnrnpf,1810037I17Rik
Txnl1,Mrps14,Sdhb
Rpn2,Trip13,Tmco1
Hmbs,Eno1,Rpn1
Hmgn1,Micos10,Csrp1
Cenph,Tmco1,Tmem97
Cct3,Rnaseh2c,Txnl1
Fh1,Psmb4,Atp5k
Cbx5,Ubl4a,Snrpb
Psmb4,Ssr1,Cdc45
Cct5,Fen1,Eno1
Timm8a1,Ywhab,Smdt1
Cenpk,Cenpk,Ssr1
Plk1,Timeless,Hnrnpf
Cyb5b,Kif4,Cct5
Nudt5,Rpn1,Sf3b5
Rangap1,Ndufc2,Capg
Ssr1,Hnrnpk,Rnaseh2c
Bub1,Cct3,Polr3k
mt-Cytb,Ube2n,Cct3
Vdac3,Tfdp1,Mcm10
Sdhb,Csrp1,Idi1
Polr3k,Polr3k,Mrps14
Ndufc2,Psmd6,Micos10
Psma3,Pdcd5,Psmd6
Ska1,Bzw1,Nuf2
Mrpl20,Mrpl20,Ndufc2
Gar1,Strap,Ywhab
Bzw1,Snrpc,Ube2n
Psmd6,Vdac3,Hmgn1
Hprt,Il2rb,Psmb4
Rnaseh2c,Rps20,Strap
Fkbp4,Hprt,Vdac3
Tagln2,Psmd7,Pdcd5
Timeless,Sdhd,Cyb5b
Kcnn4,Cyb5b,Atad5
Rbx1,Rpl22l1,Hnrnpk
Plp2,Capg,Cbx5
Mrps14,Aurkaip1,Gins2
Ncapg,Dazap1,Larp7
Serbp1,Hmgn1,Bzw1
Ywhab,Pebp1,Mrpl20
Pebp1,Larp7,Snrpc
Idi1,Tmem97,Psmd7
Ak6,Npm3,Sdhd
Bex3,Uqcr11,Fkbp4
Pa2g4,Nudc,Fh1
Tmem97,Snx3,Rangap1
Ripk3,Cyc1,Pebp1
Ube2n,Fkbp4,Hmbs
Ggt1,Ndufab1,Poc1a
Chaf1a,Rpl31,Nudt5
Pdcd5,Psma3,Timm8a1
Pmm1,Cox7c,Dazap1
Cenps,Tpm4,Pa2g4
Kdelr2,Rangap1,Nudc
Surf4,Pa2g4,Il2rb
Dnmt1,Rbx1,Rps20
Cdk2ap1,Cdc45,Hprt
Depdc1a,Tmem258,Cyc1
Srsf7,Hnrnpu,Arhgap19
Tmsb4x,Cbx5,Ndufab1
Psmd7,Surf4,Npm3
Nop58,Chchd1,Bex3
Atic,Idi1,Rpl22l1
Sdhd,Cct6a,Kdelr2
Psmb3,Nudt5,Chek1
Npm3,Bex3,Surf4
Psmd1,Hnrnpc,Uqcr11
Magohb,Kdelr2,Snx3
Ppid,Psmd12,Chchd1
Tpm4,Fh1,Aurkaip1
Snx3,Psmb3,Rfc2
Cip2a,mt-Cytb,Melk
Rfc2,Rfc2,Dnmt1
Tsfm,Actl6a,Cct6a
Il2rb,Nrgn,Ccne1
Shcbp1,Mapre1,Dscc1
C1qbp,Psmb7,Tpm4
Actb,Srsf7,Cit
Ehd1,Dnajc2,Psmd12
Cox8a,Hmbs,C1qbp
Haus4,Psmc2,Actl6a
Ndufab1,Timm8a1,Cdk2ap1
Gtf2f1,Actb,Dnajc2
Dazap1,Rsl1d1,Hnrnpu
Nudc,Dnmt1,Rad51ap1
H2ax,C1qbp,Rpl31
Uqcr11,Cdk2ap1,Nup37
Dnajc2,Raly,Tmem258
Actl6a,Gins2,Psmc2
Nip7,Mcm10,Chchd10
Hnrnpc,Cox6c,Cox7c
Cct6a,Nuf2,mt-Cytb
Lman1,Nop58,Psma3
Emc8,Tomm5,Nop58
Cyc1,Atad5,Actb
Ccne1,Srp19,Rbx1
Tceal9,Cdc42,Psmb7
Strap,Mrps21,Gar1
Ssb,Ywhaz,Mapre1
Hat1,Tmed9,Ppid
Snrpc,Anp32a,Srsf7
Nol12,Ppid,Psmd1
Aurkaip1,Ube2l3,Hnrnpc
Chchd1,Psmd1,Tmsb4x
Psmd12,Psmc5,Rsl1d1
Snrnp25,Gdi2,Syce2
Kif20a,Mrpl42,Pmm1
Havcr2,Ssb,Plp2
Pbdc1,Cox8a,Ak6
Sumo3,Ppp1r14b,Ppp1r14b
Ppp1r14b,Psmc3,Psmb3
Tubg1,Gar1,Atic
Mapre1,Edf1,Ggt1
Cdc6,Pfdn6,Kcnn4
Hdlbp,Plp2,Ripk3
A430005L14Rik,Poc1a,Raly
Ywhaz,Romo1,Cyp51
Psmc2,Ccne1,Mrpl42
Cdc42,Pmm1,Magohb
Adap1,Kcnn4,Tomm5
Ube2e3,Tmsb4x,Mrps21
Nrm,Sumo3,Psmc5
Tmem258,Atic,Cacna1s
Pcbd2,Ak6,Srp19
Thoc6,Magohb,Psmc3
Chchd10,Rilpl2,Anp32a
Mrpl42,Nup37,Sumo3
Topbp1,Taf12,Hat1
Cs,Chchd10,Pfdn6
Tmed9,Snf8,Aspm
Raly,Uqcr10,Romo1
P4hb,Prmt1,Tmed9
Anp32a,Ndufa11,Ssb
Sfxn1,Selenof,Emc8
Nup37,Cit,Cdc42
Kif4,Ripk3,Cox6c
Rsl1d1,Hdlbp,Gtf2f1
Cox6c,Ggt1,Cenpp
Gins2,Hat1,Ywhaz
Psmb7,P4hb,Taf12
Uchl5,Gtf2f1,Topbp1
Pkm,Chek1,Ube2l3
Ube2l3,Emc8,Prmt1
Tomm5,Arhgap19,Gdi2
Ckap5,Pkm,Hdlbp
Psmc3,Elof1,P4hb
Ywhaq,Anapc11,Tsfm
Dbf4,Commd3,Cox8a
Srp19,Arf1,Adap1
Slc35b1,Mrps33,Snf8
Elof1,Mrpl13,Lman1
Ehd4,Uqcrb,Cdk1
Romo1,Mrps12,Haus4
Tuba4a,Ndufs2,Mrpl13
Mrpl13,Topbp1,Elof1
Ncbp2,Dscc1,Rilpl2
Mlec,Rad51ap1,Tubg1
Prmt1,Ube2a,Mrps12
Uqcr10,Tmem167,Pkm
Taf12,Tsfm,Tuba4a
Rpf2,Ssr3,Commd3
Selenof,Grpel1,Anapc11
Vars,Timm8b,Edf1
Ddb1,Melk,Mybl2
Chaf1b,Uqcc2,Ndufa11
Umps,Ndufs8,Coq7
Cdt1,Syce2,Selenof
Pfdn6,Serbp1,Ssr3
Rnpep,Polr2k,Ube2a
Trip13,Eif2s2,Timm8b
Ormdl2,Rac1,Uqcr10
Usp1,Tuba4a,Grpel1
Commd3,Cs,Kif2c
Fkbp5,Ywhaq,Snrnp25
Gdi2,Cyp51,H2ax
Mrps21,Haus4,Ndufs2
Nrgn,Ssna1,Cs
Ncaph2,Ndufb6,Mrps33
Cyp51,Ube2m,Ehd1
Mrps12,Ndufs6,Rcc1
Cdk1,Lman1,Uqcc2
Atad5,Adap1,A430005L14Rik
Rps12,Ehd1,Polr2k
Etfa,Exosc3,Pcbd2
Anapc11,Pcbd2,Pbdc1
Snf8,Timm23,Uqcrb
Hnrnpa1,Snrnp25,Cenpn
Cnpy2,C1d,Ndufs8
Timm8b,Tubg1,Exosc3
Cox6b1,Sec11a,Serbp1
Dera,Mdh1,Ssna1
Cpox,Ndufa8,Sptbn1
Uqcrb,Snrnp40,Arf1
Gspt1,Tagln2,Snrnp40
Eif2s2,Ahsa1,Ube2m
Cdc45,Ctsc,C1d
Sptbn1,Sptbn1,Ywhaq
Tomm34,Pbdc1,Ahsa1
Slc25a3,Bola3,Nip7
Psmc5,Hnrnpa1,Tagln2
Nup62,H2ax,Ndufb6
Ube2a,Pfdn1,Ckap2l
Cit,A430005L14Rik,Eif2s2
Bola3,Myo1g,Mlec
Exosc3,Mrpl12,Tceal9
Ahsa1,Psma6,Tmem167
Slirp,Cdk1,Usp1
Rpp30,Sar1b,Bola3
Carhsp1,Nip7,Ctsc
Ino80c,Etfa,Cpox
Ufm1,Gspt1,Ndufs6
Snrnp40,D8Ertd738e,Umps
Nr2c2ap,Bsg,Rac1
Rac1,Gars,Etfa
Ndufs2,Ufm1,Thoc6
Sec11a,Mlec,Ckap5
Uqcc2,Eif1b,Gspt1
Cbfb,Ddx39b,Mdh1
Ssr3,Idh3a,Mrpl12
Rilpl2,Tceal9,Timm23
Sf3a3,Usp1,Ube2e3
Cnih1,Rdx,Ufm1
Fdps,Coq7,Slc35b1
Ruvbl1,Cox6b1,Sar1b
Nup93,Psma2,Gars
Ndufa11,Hnrnpm,Pfdn1
Ube2m,Slc35b1,Sec11a
Reep4,Aspm,Ndufa8
Edf1,Cacna1s,Sfxn1
Grpel1,Polr2f,Myo1g
Polr2k,Polr2j,Kif11
Mrps33,Cenpp,Pole2
Pfdn4,Serinc3,Hnrnpa1
Gars,Sfxn1,Eif1b
Sae1,U2af1,Idh3a
Prkar1a,Tsn,Rdx
Ssna1,Eif4e2,Dbf4
Naa50,Ube2e3,Havcr2
Coq7,Rcc1,Uchl5
Mrpl35,Prkar1a,Nrm
Arpc1a,Thoc6,Ddx39b
C1d,Umps,Tubb3
Bak1,Psmb9,Serinc3
Oat,Ckap5,Psma6
Hras,Uchl5,Nol12
Eif1b,Sae1,Polr2f
Hspa8,Cpox,Bsg
Arf1,Mybl2,Spdl1
Ndufs8,Dbf4,Fkbp5
Blmh,Nol12,Sae1
Ctsc,Ndufv2,Ndc80
D8Ertd738e,Havcr2,D8Ertd738e
Mdh1,Blmh,Polr2j
Rdx,Rnf7,Hnrnpm
Idh3a,Smarca5,U2af1
Mns1,Cdk2ap2,Tsn
Got2,Nrm,Kif22
Golt1b,Slc25a3,Cox6b1
Hikeshi,Gtf2h5,Blmh
Nuf2,Fkbp5,Ddb1
Rpl7l1,Tbcb,Dera
Hnrnpd,Mydgf,Psma2
Smarca5,Ndufb11,Eif4e2
Psma2,Cbfb,Ormdl2
Smn1,Psmd2,Cbfb
Pfdn1,Ddb1,Zfp367
Mpp6,Dera,Prkar1a
Fam111a,Actr3,Smarca5
Ipo5,Phf5a,Rnf7
Fcf1,Taf10,Mydgf
Mrpl12,Sem1,Rnpep
Hars,Kif2c,Vars
U2af1,Rnpep,Ncbp2
Stard3nl,Arpc1a,Cep89
Pih1d1,Ndufa5,Psmd2
Serinc3,Hras,Tbcb
Ndufs6,Cenpn,Pdcd1
Polr2f,Eif3i,Fdps
Klhdc4,Ncbp2,Hras
Parp1,Hikeshi,Chaf1b
Ndufb6,Pole2,Cdk2ap2
Rpa1,Ormdl2,Ndufa5
Timm23,Kif11,Ndufv2
Tuba1c,Vars,Cdt1
Sar1b,Eif6,Rpf2
Psmd2,Snrpb2,Psmb9
Cisd3,Vps29,Gtf2h5
Ints11,Mrpl35,Arpc1a
Azin1,Sf3a3,Slc25a3
Nudt1,Ncaph2,Hikeshi
Yif1b,Ndc80,Ncaph2
Poc1a,Efhd2,Reep4
Ap1s1,Arpp19,Sf3a3
Pole3,Chaf1b,Spag5
Tmem167,Bak1,Mrpl35
Mydgf,Ckap2l,Nup62
Myo1g,Vbp1,Phf5a
Ndc80,Got2,Rpp30
Mrps18a,Eif3l,Snrpb2
Bsg,Luc7l3,Nup93
Syce2,Ptbp1,Pafah1b3
Ndufa5,Cdt1,Orc1
Cdc123,Pfdn4,Bak1
Cinp,Serp1,Naa50
Taf10,Rpf2,Pfdn4
Kif11,Chmp2a,Taf10
Bcl7c,Ppib,Vbp1
Tsn,Hdac1,Ndufb11
Cd160,Naa50,Got2
Polr2h,Pnp,Gcat
Sem1,Hnrnpd,Eif6
Smarcb1,Yeats4,Sem1
Spcs3,Cox17,Arhgap11a
Stt3a,Fdps,Eif3i
Snrpb2,Reep4,Luc7l3
Psma6,Eif3c,Carhsp1
Ddx39b,Pcbp1,Vps29
Psmb9,Nup62,Pnp
Aldoa,Dcun1d5,Eif3l
Hnrnpm,Cnpy2,Cnpy2
Ndufa8,Serpinb9,Actr3
Nudcd2,Hspa8,Ptbp1
Casp8ap2,Cct2,Serp1
Tfg,Kif22,Hdac1
Srrt,Rpp30,Ehd4
Mrps22,Rtn3,Efhd2
Aimp2,Anapc16,Arpp19
Anapc16,Esd,Mxd3
Xpo1,Uqcrfs1,Ruvbl1
2410004B18Rik,Zfp367,Hspa8
Rcc1,Nup93,Hnrnpd
Vbp1,Carhsp1,Yeats4
Fmc1,Tubb3,Parpbp
Mrpl17,Hspa14,Chmp2a
Pafah1b3,Tomm34,Tuba1c
Zcchc17,Pdcd1,Mrps22
Xbp1,Gnb2,Tomm34
Ppib,Fcf1,Dcun1d5
Top2a,Ehd4,Cnih1
Fnta,Rpa2,E2f8
Srsf1,Pafah1b3,Ppib
Polr2j,Cnih1,Rtn3
Cldnd1,Psmc6,Anapc16
Pnp,Sarnp,Hspa14
Cops5,Ruvbl1,Pcbp1
Rnf7,Cwc15,Mt2
Cd9,Ccdc124,Eif3c
Morf4l2,Snrpd3,Serpinb9
Dynll2,Azin1,Cox17
Edem2,Rpa1,Fcf1
Kmt5a,Spdl1,Mt3
Smarcc1,Rbbp4,Slirp
Mrpl22,Ppm1g,Azin1
Itpa,Rbm8a,Rpa1
Eif3i,Tuba1c,Cct2
Mrpl11,Llph,Psmc6
H1f5,Srsf1,Rpa2
Fxn,Gnb1,Uqcrfs1
Gmps,Bud31,Rpl7l1
Uck2,Ciao2b,Srsf1
Ppp1r7,Cep89,Rbbp4
Pdcd1,Psmc4,Brca1
Mcm10,Idh3g,E2f1
Yeats4,Slirp,Esd
Hspa14,Pcnp,Ciao2b
Hdac1,Ezr,Eif3b
Ddx1,Zcchc17,Bud31
Luc7l3,Rpl7l1,Ccdc124
Rad51ap1,Gmps,Idh3g
Eif3b,Eif3b,Mns1
Cdk2ap2,Mrps22,Fam111a
Arpp19,Cox4i1,Ppm1g
Pole2,Ppp1cc,Cinp
Phf5a,Etf1,Sarnp
Gtf2h5,Gcat,Zcchc17
Nmt1,Lsm12,Rbm8a
Apip,Bcas2,Psmc4
Ppat,Arhgap11a,Gpsm2
Tbcb,Fam111a,Mpp6
Arsb,Spag5,Gmps
Mrps28,Orc1,Etf1
Ptbp1,Cdc123,Gnb2
Pspc1,Aldoa,Pcnp
Txnl4a,Prpf40a,Ung
E2f4,Gtf3a,Cdc123
Khsrp,Ssbp1,Snrpd3
Serpinb9,Mpp6,Gnb1
Rnps1,Eif3a,Llph
Far1,Top1,Ipo5
Actr3,Mns1,Psmc3ip
Etf1,Mt3,Apip
Rgs16,Rtraf,Tcf19
Tfam,Snu13,Ino80c
Polr2d,Cops5,Pold1
Rad50,Cinp,Ezr
1700017B05Rik,Ipo5,Nudt1
Eif3l,Bcl7c,Cwc15
Kif23,Srrt,Ect2
Atp5g2,Akt1,Lsm12
Cenpv,Casp8ap2,Aimp2
Ppp1r35,Mien1,Gtf3a
Ptpa,Ino80c,Aldoa
Anxa7,Mt2,Bcas2
Ppa2,Hars,Smarcc1
Abce1,Cdk4,Ssbp1
Akt1,Glrx3,Bcl7c
Serp1,Smarcc1,Rgs16
Ciao2b,Ebp,Casp8ap2
Naa38,Rnps1,Prpf40a
Unc13d,Nudt1,Ppp1cc
Eef1d,Batf,Kif23
Stoml2,E2f8,Brca2
Pmpcb,Atp5mpl,Cops5
Mt3,Mrps18a,Gins1
Idh3g,Mxd3,Hars
Mrpl40,Mrpl33,Srrt
Cops3,Timm13,Nup43
Ndufb11,Polr2c,Parp1
Nars,Kmt5a,Kntc1
Eif3c,Hspa4,Top1
Cct2,Apip,Akt1
Chek1,Atp5g2,Cdk4
Rbbp4,Pnn,Cox4i1
Mms22l,Aimp2,Faap24
Dck,Nudcd2,Oat
Eri1,Sumo1,Kmt5a
