"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Xkr4",62.1185185987783,2.66454603416134,0.875175669498858,3.04458422123081,0.00233002181514877,0.00836167430808363
"Rp1",61.640305899532,2.51574832668887,0.7799815424109,3.22539469192151,0.00125799106701495,0.00500602008778082
"Mrpl15",262.005628866905,0.988951823837329,0.309250421543182,3.19789967917388,0.00138432429869108,0.00542129836455639
"Lypla1",381.663425028608,-0.150538635463853,0.190239169963226,-0.791312511997148,0.428761648876929,0.518123419856085
"Gm37988",1010.41541575702,-0.172372721000431,0.229760820525309,-0.750226781947983,0.453118131302934,0.541288767607868
"Tcea1",867.952050657125,-0.297102952694623,0.32202077901478,-0.922620439598982,0.356205040168057,0.446811281015099
"Rgs20",30.0583780035866,2.36948500303463,0.758550345251175,3.12370170005003,0.00178591413205013,0.0066972788942915
"Atp6v1h",1195.93717274901,-0.571022046208001,0.343764064866411,-1.66108707851679,0.0966959592164864,0.16129601399662
"Oprk1",1.75796439056369,3.25714355469085,2.40717725681956,1.3530966801316,0.176024746119519,0.256561672121853
"Rb1cc1",1314.95523097193,-1.5942014233925,0.351564118175231,-4.53459651021013,5.77137081099655e-06,4.14051566094582e-05
"Alkal1",7.14916698021457,3.11752133072327,1.22671971567992,2.54134770222988,0.0110426042918338,0.029159926101001
"St18",159.171183675487,0.0923284850403036,0.476656385092582,0.19370030052649,0.846410556514248,0.883706619066453
"Pcmtd1",831.678889379714,-1.57672335286651,0.355884274634177,-4.43043839036513,9.40417126611632e-06,6.43782252433722e-05
"Sntg1",156.432677728905,2.31789397924609,0.69899107555364,3.31605661404215,0.000912973317103307,0.00381033179678377
"Rrs1",90.1515107743977,2.31293960404119,0.397381683209964,5.82044845489042,5.86899411167563e-09,7.2194283387061e-08
"Adhfe1",169.18727701016,1.58669671314761,0.226776185337945,6.99675193311456,2.61964508436892e-12,5.60185444974456e-11
"Vxn",2.37763585027308,2.66854799093809,1.7019480377473,1.56793740569788,0.116895741088348,0.186843375592016
"Mybl1",79.7604192998486,-2.66066590930337,0.374258955878363,-7.10915762338657,1.167533473322e-12,2.60403903982598e-11
"Vcpip1",534.379088840436,-0.875079176078678,0.237923725740582,-3.67798198080006,0.000235086563038227,0.00117112771751916
"Sgk3",315.578576032101,-1.8996833331249,0.311538037100002,-6.09775727807873,1.07566908787723e-09,1.49119906802295e-08
"Mcmdc2",37.4749063802567,-0.428502259651454,0.754941573957161,-0.567596585528311,0.570308926179143,0.648598884313391
"Tcf24",1.58548870064982,2.19163064132593,2.5521286823329,0.858746134745274,0.390480591399725,0.480781318870348
"Ppp1r42",7.81023081267529,0.758644431903562,0.994012744864369,0.763213988777455,0.445335787476038,0.534252278522019
"Cops5",265.087612289342,-0.172924597225714,0.330950477182786,-0.522508982908058,0.601315993669226,0.676353121327672
"Cspp1",1273.82175383773,-0.545563324611549,0.308633372684845,-1.76767444124923,0.077115345194669,0.135269771475723
"Arfgef1",2979.22842124438,-0.63729279729768,0.280358683024589,-2.27313379568767,0.023018118388325,0.052237781254905
"Cpa6",58.8609820413753,2.46345837093546,0.868391847979921,2.8368050398746,0.00455674271522202,0.0144418141264074
"Prex2",45.4635522138312,1.95920088810968,0.77257769176463,2.53592733649182,0.0112150002057499,0.0295138673569836
"A830018L16Rik",95.9677127089813,1.80740905391103,0.654544946122692,2.76132153279546,0.00575679698989207,0.0174480893607797
"Sulf1",20.7128835031037,3.11054159250733,0.968242229054122,3.21256551219216,0.00131555141461132,0.00519891883164093
"Slco5a1",19.612776388083,0.625620384340708,0.739906364839699,0.845539941363053,0.397809441984106,0.487644964193267
"Prdm14",6.52822887504146,0.7627073244629,1.04854628891926,0.727394996790292,0.466984018546937,0.553786379173006
"Ncoa2",7696.14020888708,-0.918217058873539,0.183810328546208,-4.99545953775231,5.86958300092309e-07,5.04401140949341e-06
"Tram1",455.208910515588,-1.8046095751438,0.248594301742601,-7.25925559231976,3.89226391377548e-13,9.2666036420646e-12
"Lactb2",479.109866555497,-0.887976278093029,0.325350447010929,-2.72929171068021,0.00634705308437615,0.0189104796574881
"Xkr9",4.15560327086601,1.57582754659848,1.4584491770563,1.08048163171451,0.279927761984099,0.369846139735497
"Eya1",17.5905023957761,2.57310243035249,1.05560862594505,2.4375534332612,0.0147870286579736,0.0368790984895
"Trpa1",18.7959113003363,-1.9273112267712,0.896481422114501,-2.1498618702274,0.0315661424812165,0.0669746283510174
"Kcnb2",51.7857451714566,2.75559783119093,0.925187183881753,2.97842196606036,0.00289736796301817,0.00999146383589434
"Terf1",752.609963118739,-2.08219337892513,0.316446566096129,-6.57992091559812,4.70698562682769e-11,8.23052892429702e-10
"Sbspon",10.0936701263413,0.351822042738161,0.786529735896053,0.447309270942374,0.654651774055263,0.72344775830268
"4930444P10Rik",9.9538742526591,0.803659114086277,0.842516565677603,0.95387930258668,0.340144741344832,0.430876033728314
"Rpl7",327.997684373723,0.581796015536448,0.279115637716534,2.08442644165754,0.0371213947401799,0.0762366861780379
"Rdh10",212.073335513262,-0.212247878071345,0.239032583709243,-0.887945378733474,0.374570133369142,0.464945653816609
"Stau2",97.8679409637031,0.0742730588240984,0.454087983755867,0.163565347424014,0.870073325993862,0.902374798221384
"Ube2w",1166.68495041443,-0.37988493398733,0.281484941846448,-1.34957462198656,0.177152469138606,0.257888242204231
"Eloc",317.916799513965,-0.303693915506641,0.274751476989961,-1.10534042922629,0.269012105777256,0.358380449844877
"Tmem70",162.160822204026,0.0833295572723516,0.278914814780528,0.298763467755995,0.76512052700984,0.816962230564397
"Ly96",16.3194004212233,-1.17788561512735,0.676106493999383,-1.74215988987147,0.0814804703408512,0.140945160516635
"Jph1",17.5657155940529,2.54162018424003,0.942743037817196,2.69598404049192,0.00701810291226838,0.0205104613818566
"Gdap1",1.90275192603518,2.20639822594462,2.1472170972042,1.02756178162771,0.304156009679583,0.395050471557843
"Pi15",3.46692463843915,3.03815106396998,1.81704874662276,1.67202507341468,0.0945193779293874,0.158397753722506
"Crispld1",5.16000210947021,3.76065551486321,1.62038896397082,2.32083505780463,0.0202957476192192,0.04720219144966
"Crisp4",3.85705134915676,2.30542357795099,1.96482882438685,1.17334576393464,0.240657177204294,0.328005355115241
"Defb41",30.7840684207345,0.989337133732904,0.496127102212977,1.99412031578191,0.0461389075585487,0.0905534041427034
"Tfap2d",11.1757215571094,2.22643947560485,0.998518096271816,2.22974374116778,0.025764460209571,0.057071512426188
"Tfap2b",3.48999347378353,3.87052550574857,1.41381150891301,2.73765313222296,0.0061879304017808,0.0184939643752823
"Pkhd1",90.7636678382183,2.38568522044976,0.667715717918775,3.57290558905185,0.000353042071084852,0.00167175412547627
"Il17f",12.3073967733557,-0.567877253023816,0.659849214038257,-0.860616699910006,0.389449185160394,0.479842573400028
"Mcm3",636.054881249441,-2.85598495653449,0.279164514009244,-10.2304727614482,1.44810709668077e-24,1.35762085662829e-22
"Paqr8",86.4164535374022,-2.31650437834004,0.36984314822185,-6.26347788103537,3.76484579617455e-10,5.73154597630463e-09
"Efhc1",12.6486483054498,0.0952911153582686,0.728864814206389,0.130739080143448,0.895981716175019,0.922384800434783
"Tram2",345.230153315531,-1.61552797548684,0.267224628874713,-6.04558038789257,1.48873097808075e-09,2.01500830752627e-08
"Tmem14a",12.8100504361496,-1.80364073709368,0.647147308426211,-2.78706364626615,0.00531880315120256,0.0163566010917448
"Gsta3",6.16943208625725,0.821134409941239,0.89076022313764,0.921835516014457,0.35661437881066,0.447121949526565
"Kcnq5",16792.0643397249,0.661243565270398,0.324150609133785,2.03992695567475,0.0413576015018148,0.0830555535908404
"Cox5b",10195.4181060103,0.739631575501733,0.26317380352597,2.81043008685606,0.00494753366261649,0.015432213082229
"Rims1",31.6471866840099,2.01866603718988,0.876501771619999,2.30309407527935,0.0212735505917555,0.0490024012381442
"Ogfrl1",23.8540631174923,-0.886637465381281,0.463365659574763,-1.91347253958129,0.0556875856990508,0.104985207576693
"B3gat2",12.7693110080179,2.28693847844102,0.913793771834662,2.50268556093289,0.0123254994656527,0.0318185031320849
"Smap1",772.927604086399,-1.01105796307525,0.308614706244423,-3.27611725111535,0.00105244857870551,0.00429415581879499
"Sdhaf4",16.5247555951277,-0.767049767578385,0.514268633852519,-1.49153519597767,0.135821037804435,0.210263485523537
"Fam135a",21.2661290612947,0.568396123579008,0.667799417182883,0.851147977901494,0.394687156663548,0.48460515558083
"Col9a1",8.58827930306783,2.85457734987825,1.24791267227211,2.28748165901772,0.0221677247737831,0.050668212795614
"Col19a1",41.2764693378636,2.47140227642723,0.959555076010838,2.5755710518479,0.0100074709910045,0.027024243063422
"Lmbrd1",1140.27238307831,-0.341554785312055,0.300807115674882,-1.1354611228054,0.256182162246001,0.344664083047685
"Adgrb3",98.0995199081808,2.54831958829474,0.945940030822557,2.69395469613313,0.00706097615067227,0.0206139757642955
"Phf3",1994.29497341247,-0.985142025036916,0.333304014916726,-2.95568604321508,0.00311974480603685,0.0106171134764921
"Ptp4a1",237.198789336652,0.696826356874403,0.430280380585136,1.61947043908159,0.105346081831745,0.171989684714124
"4931428L18Rik",29.3485963906277,2.09356646438216,0.820443963875779,2.55174826869607,0.0107183929480265,0.0284953411496331
"Lgsn",2.82216666331674,2.12256065812823,1.90979710939101,1.11140636232562,0.26639347497702,0.355491220246777
"Khdrbs2",62.0526775339986,2.6686259100124,0.849721344595947,3.14058947322474,0.00168608195876806,0.00638786393237379
"Prim2",3018.09900130394,-2.7030007502783,0.242436286628791,-11.1493241703418,7.21522857943908e-29,1.05955312431161e-26
"Rab23",127.117080593261,-0.801839124206428,0.29076262500597,-2.75771043197166,0.00582077349799874,0.0175969967982859
"Bag2",109.945036110417,-0.3145070899269,0.310992741535,-1.01130041934276,0.31187266543034,0.403354224170995
"Zfp451",1080.98007966925,-0.166311544099926,0.19625499221093,-0.847425801638608,0.396757828037695,0.486563326363632
"Bend6",10.7139832274749,0.969830775628847,0.998267837806887,0.971513594747764,0.33129258665593,0.42247678403925
"Dst",246.431493567748,0.886007887417873,0.381725445566045,2.32106058872771,0.0202835740573763,0.0471804917168633
"Ccdc115",51.9513987558391,1.51383253444051,0.41170953776322,3.67694307658022,0.000236045687612373,0.0011755528632172
"Imp4",359.112358393348,1.4648348026747,0.256587975786591,5.70889886084541,1.13709433267777e-08,1.33538169543205e-07
"Ptpn18",71.3302482253955,-0.182684345971107,0.375806324834454,-0.486113015930696,0.626887039014347,0.699802457141209
"Prss39",1.57833294312102,1.38436200063169,2.24520419111795,0.616586235723345,0.537507675604636,0.617901099340723
"Prss40",1.83558515614409,2.16633632190418,1.75176027522613,1.23666254597795,0.216212389050476,0.301169175178678
"Arhgef4",145.632359816629,0.580053001453759,0.362354700526094,1.60078784851306,0.109423915900205,0.177062941048074
"Fam168b",1255.05187044594,-0.484299255884559,0.200495629199266,-2.41551029226293,0.015713178401543,0.0387205943562821
"Plekhb2",371.502700021347,-1.08206501419046,0.223661620007051,-4.83795572148834,1.3118135475832e-06,1.06602517182153e-05
"Hs6st1",741.000424991555,1.0674901427749,0.305561284701259,3.49353860001787,0.000476664068709972,0.00218140197357233
"Uggt1",2326.2400272632,-0.783008899989609,0.265203517688393,-2.95248308474408,0.0031522934051078,0.010708118068446
"Neurl3",316.92045420116,0.853293206923285,0.297574868276838,2.86749083302779,0.00413740790110204,0.0133468403403747
"Arid5a",2604.27015994331,0.372676149158108,0.337279643184148,1.10494705710607,0.269182530439759,0.35852114215566
"Kansl3",1174.64449849936,0.228229900218399,0.228467751073998,0.998958930288933,0.317814586901587,0.409457706137029
"Fer1l5",5.74215896098315,1.75465418293172,1.14803687194458,1.52839532057853,0.126414415953142,0.198817251286744
"Lman2l",453.515889438027,0.680226905367337,0.204534722376244,3.32572825515685,0.000881878606195443,0.00369997128761965
"Cnnm4",265.506411260803,0.0730360725315075,0.267058336174323,0.273483590056643,0.784481504950897,0.8333269501626
"Cnnm3",362.999836678193,0.452474179796805,0.320786177786333,1.41051644718366,0.15838724344354,0.236016336000548
"Ankrd23",112.111365244813,1.10230839916439,0.437773338111462,2.51798888420136,0.0118027045866534,0.0307463233769115
"Gm42417",194.800878138959,0.864131899156847,0.353747472043691,2.44279314326837,0.0145740881310948,0.0364636534337933
"Ankrd39",148.935830367435,0.750345780559939,0.293654031367274,2.55520340404072,0.0106125761922845,0.0282945194946607
"Sema4c",166.827038274408,-0.0822068242123836,0.49192630823103,-0.167112071131141,0.867281868186117,0.900144144110846
"Fam178b",17.0278104708186,1.56687028863814,0.9085813518735,1.72452393548167,0.0846133017893872,0.14525896233117
"Actr1b",562.059792092002,1.20383574254521,0.342270073477665,3.51721005086284,0.000436108521211149,0.00201919218777283
"4933424G06Rik",14.0711291413628,1.0155522407215,0.66283621609525,1.53213149200581,0.125489989897133,0.197681877003325
"Zap70",2802.57726491595,1.73700955280123,0.29456428313302,5.89687770128202,3.70444213129741e-09,4.71046074534477e-08
"Tmem131",3234.43109591246,-0.28386033982168,0.157867812623749,-1.7980887623889,0.0721629427659339,0.12867739869524
"Vwa3b",128.875770355015,-1.34711133553328,0.527430835071923,-2.55410045442183,0.0106462536609941,0.0283734105636143
"Cnga3",5.10127958063882,2.49902095106775,1.41269598735372,1.76897292371372,0.0768983932229975,0.134964706006447
"Inpp4a",1289.48800288052,-0.943386990923588,0.211347334919802,-4.46368056300102,8.05636458571302e-06,5.59595286460117e-05
"Coa5",155.20916329017,1.13533518125116,0.327104192409725,3.47086710472075,0.000518780680927993,0.00235208924025113
"Unc50",212.777232580299,0.0401790634267297,0.284689985369954,0.141132689913616,0.887765119289824,0.915971795653506
"Mgat4a",1260.37914058749,-1.7931702036767,0.247792261535143,-7.2365867786488,4.60117303878082e-13,1.07844234420909e-11
"2010300C02Rik",19.1245620322002,0.481023492187694,0.739902958571305,0.650117000635479,0.515616648542973,0.598247983912886
"Tsga10",68.2516261303809,-0.630932335484887,0.492657877384768,-1.28067034842544,0.200309478947216,0.283660649739725
"Lipt1",13.8530247876401,0.564308385029205,0.578629737244092,0.975249539916326,0.329436493875175,0.420889428870412
"Mitd1",171.747055209857,-0.937629210623126,0.287706626821265,-3.25897676039842,0.00111814826866625,0.00452284030784109
"Mrpl30",112.738258290519,0.707722282299799,0.326201404733749,2.1695868626852,0.0300381574939067,0.0643892364828235
"Txndc9",325.94365920824,0.229372393045414,0.224895139735626,1.01990818171994,0.307772008880583,0.399097837284918
"Eif5b",1341.87068580308,0.48944653299409,0.236113838843983,2.07292607409387,0.0381791600158973,0.0779747669296985
"Rev1",1416.8344121425,-0.636150060308585,0.262831708993091,-2.42037029225156,0.0155047095779225,0.0383321142336183
"Aff3",20119.9221057471,-3.30957342309158,0.281376203338178,-11.7620942490076,6.11972419825599e-32,1.1808221319286e-29
"Lonrf2",6.64487453016722,2.72790452137496,1.00543807578425,2.71315020494641,0.00666468895272228,0.0196611286189286
"Chst10",130.526885608576,-0.267051542661255,0.348644291377287,-0.765971361832121,0.443693342499659,0.532637439444357
"Pdcl3",67.4271520167503,0.00705170881008973,0.331258948686771,0.0212876024573683,0.983016233405435,0.987778332150284
"Npas2",228.234630267348,-3.68996903844206,0.539331107543251,-6.84175080360286,7.82310910312273e-12,1.5546906881104e-10
"Rpl31",515.815577552158,1.24220165229547,0.223546723336221,5.5567875643928,2.74784850331878e-08,3.00620537061858e-07
"Tbc1d8",40.0683915623742,0.773665250464452,0.554935282887781,1.39415401096582,0.16327110209699,0.241990056109098
"Cnot11",178.998952207988,0.00145322497654049,0.348643156782562,0.00416823031879217,0.996674243013132,0.997575993036969
"Rnf149",576.016947092904,0.778529513607399,0.232299898599732,3.35139842204088,0.000804045303977168,0.00342110968569157
