UniqueCount	AmbigCount
0	0
4	488
13	0
12	1475
0	864
0	801
0	864
0	801
0	862
0	801
0	8
0	0
0	0
0	864
0	0
72	878
1	945
1	895
0	491
0	299
1	70
0	239
18	71
0	156
0	296
28	991
0	488
139	1966
8	1936
0	1745
3	79
0	92
1	2
0	10
0	90
0	0
0	27
0	0
0	0
7907	6942
0	6942
6787	72
2140	10395
17	10395
10913	8964
103	55
0	46
0	30
271	56
125	0
0	0
0	0
0	0
0	0
0	0
38	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	2
2	0
0	0
0	4
1	4
0	0
0	0
0	16
1	16
0	4
0	4
0	5
0	5
0	6
0	6
9	2
1	2
55	332
50	332
49	0
0	1
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
5	1
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
2	2
0	1
0	1
1	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	1
0	1
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
1	0
1	0
0	0
0	0
0	0
1	2
0	0
0	0
2	0
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
13	0
14	0
15	0
6	0
26	0
17	0
19	0
20	0
31	0
34	0
38	0
23	0
34	0
23	0
34	0
28	0
23	0
29	0
23	0
29	0
24	0
30	0
30	0
37	0
3	0
20	0
31	0
27	0
91	0
60	0
0	41
3	41
42	0
0	20
6	20
36	0
28	0
19	0
11	0
4	20
0	20
7	123
0	123
27	0
29	0
30	0
40	0
28	0
22	0
18	0
25	0
24	0
26	0
46	0
29	0
21	0
202	0
165	0
0	61
37	61
52	0
67	0
62	0
40	36
0	36
102	0
19	0
46	0
59	0
10	0
61	0
1	0
0	0
3	0
0	0
6499	19
32	0
1903	60
1108	504
6	168
15	1412
6	28868
28	7800
503	2
3	18318
49022	46914
1721	12
6977	0
10	0
0	0
0	7
0	12
3	112
0	0
0	0
2	0
0	2
0	198
47	16396
0	2
5	26
0	0
1	0
55	2435
0	3
0	220
0	0
0	4
0	5
0	0
1	0
0	1
0	0
0	0
13	199
494	30079
0	19
18	3
0	0
455	19
5	229
0	0
0	0
0	0
85	1003
38	1003
4	0
0	0
0	2
0	1
78	2456
0	2
0	0
2	0
4	11
4124	24447
0	0
0	0
0	1
31	2632
0	12
0	14
0	0
0	8
0	0
0	0
391	0
0	0
0	0
0	0
0	0
547	0
0	0
47	1247
0	0
0	2
109	25437
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
115	0
0	308
154	10310
7	18222
0	9
0	22
0	7
1	0
0	0
0	0
2	23
0	0
0	0
0	0
1503	0
1	32
0	0
0	1
9	1
5	2506
0	0
0	42
8	0
0	0
0	0
0	0
5	721
0	0
0	0
0	0
0	0
21	1411
0	0
0	0
0	5
0	0
0	926
5	25
0	0
1	3093
0	0
0	0
0	0
0	0
0	0
2	23
0	0
0	0
0	0
0	0
5	10
0	0
0	0
0	0
31	2705
0	0
0	0
0	0
6	11
199	29047
159	5750
37	8597
246	8861
18	5151
67	12078
77	18982
5	9779
48	8311
0	7
0	0
0	0
0	0
0	0
1	559
0	0
10	25
0	0
5	0
1067	0
26	0
0	6
2	0
7	1
0	0
0	0
6	0
0	57
3	0
0	0
10	73
0	73
1	0
0	0
52	18649
11	7
1	0
0	220
0	0
2	0
0	0
105	1652
0	8
160	41181
0	0
0	0
1	4
0	0
0	0
318	5
0	0
0	202
0	796
0	0
0	0
3	315
0	0
49	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
485	16339
240	15932
1232	40221
0	1
0	0
0	7
27317	45011
37	158
41	294
35	524
0	243
0	522
21	1130
0	165
64	784
18	205
0	0
0	0
0	0
0	0
0	0
0	0
8	2
0	1
0	1
0	1
0	2
0	2
0	12
10	12
10	12
28	1
0	0
0	0
0	0
0	0
0	0
0	22
9	184
0	639
0	616
1	170
0	303
9	588
2	110
1	102
15	3
78	531
0	51
29	93
0	26
0	26
0	623
18	141
0	597
0	89
0	198
1	597
46	212
0	182
46	0
36	5075
0	2891
0	5093
0	360
0	223
0	345
6	4562
61	4598
0	3213
2	3069
62	3370
6	1742
0	1784
15	69
12	75
0	2081
275	1361
10	240
21	3
1041	34
310	18
0	0
0	0
0	0
6	149
3	8
0	0
12	0
0	0
0	0
0	0
72	9
915	73
0	0
0	0
0	4
0	5
0	4
0	5
0	42
0	42
0	42
0	42
68	2764
2	979
58	2056
86	2046
10	178
1	644
12	16
2	423
12	58
0	0
68	3685
1	3684
1	3488
0	1281
0	478
3	720
3	888
1	971
0	589
36	774
158	400
1	0
0	1
9	6
2	3633
4193	13347
9	5163
49	2915
60	84
1	84
0	0
0	0
0	16
0	15
0	15
5	3
0	0
2	4
14	70
0	1
0	1
0	70
916	168
0	91
44	7
0	34
2	41
0	34
4	30
0	34
0	63
563	192
4	64
0	163
10	261
107	761
29	631
4	43
12	277
2	7
0	0
0	0
0	0
0	4
54	532
0	4
0	82
0	119
2	119
0	111
0	74
1	0
0	8
0	63
0	42
1	8
1	26
8	0
0	0
36	227
0	5
13	5
0	25
0	208
4	162
1	63
0	173
0	173
0	173
0	361
0	4
9	260
0	0
9	581
0	0
0	0
0	0
0	361
0	607
86	690
1	664
0	0
0	0
0	0
1	0
0	167
0	167
0	1
0	1
0	1
0	1
0	0
30	1539
0	0
0	167
0	833
1	1421
13	239
0	3383
2	1077
1	1909
0	3546
110	349
49	3459
242	2601
24	3185
11	997
249	892
1	718
12	425
74	1877
14	123
0	707
0	3562
0	3709
59	449
3	447
2	8
8	20
0	20
0	3
0	174
0	101
5	3
1	180
0	183
0	156
1	180
1	180
0	183
1	8
0	183
0	129
0	133
107	93
0	71
2	29
710	252
1	200
30	172
6	75
1273	495
0	495
0	0
0	0
0	0
0	0
7	0
49	3930
9064	4215
3	1379
1	1441
43	239
529	1447
23	69
242	310
0	44
0	284
7	39
0	111
0	111
58	77
7	61
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	1903
11	2705
20	4143
388	3820
2	3805
1	2344
61	1410
0	2839
0	0
0	0
0	792
0	120
9	592
3	841
0	843
185	30
10	12
1	12
0	0
0	409
13	385
0	300
0	312
0	407
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	7
43	83
0	406
19	358
0	439
0	454
0	479
0	446
99	70
4	335
0	113
0	386
0	59
4	23
1	90
9	164
0	159
0	73
2	494
8	2761
124	3352
226	1473
2	1340
21	863
0	578
1	355
86	462
523	1810
62	1809
27	73
0	0
0	0
539	1921
2	495
0	235
11	1612
1	338
45	703
16	363
15	81
40	157
5	156
3	77
0	0
0	0
0	0
0	0
83	720
0	720
0	347
0	229
0	74
15	4
67	55
0	0
0	0
0	0
23	1614
3	129
0	178
0	135
4	80
1	16
0	2
4	0
0	0
0	2
0	2
52	958
1	958
4	203
3	120
16	40
3	201
15	73
0	0
0	73
0	39
761	352
3	133
0	45
10	78
2	78
0	95
0	262
4	3
4	262
0	25
0	210
0	88
3	0
0	0
0	22
0	0
0	22
0	0
0	0
0	27
1	27
0	20
0	1
0	1
11	66
0	7
0	2
0	8
0	2
0	2
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	8
0	6
0	8
0	1
0	1
9	61
16	9
0	129
1	64
0	120
15	20
73	176
0	90
0	0
0	0
0	0
0	244
13	394
0	221
11	148
7	313
4	245
14	246
4	147
89	1300
0	43
0	32
2	202
0	286
0	239
23	211
4	221
1	108
0	0
49	384
0	0
645	1619
1	1575
5	93
45	700
3	110
0	683
57	231
28	426
1	683
0	6
6	130
0	0
0	12
4	12
0	1
0	15
0	13
13	15
0	28
0	26
0	0
0	0
0	0
0	0
0	139
0	139
0	139
0	0
0	0
0	310
0	305
14	309
0	124
0	123
10	33
0	45
0	46
9	160
5	0
0	0
0	0
0	0
2	185
3	2
3	56
0	0
0	1
0	0
0	41
2	24
2	23
335	168
0	168
73	47
6	0
0	2
0	1
0	1
454	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
557	714
13	691
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	2
726	630
11	60
1	620
0	192
42	7852
16	6432
129	6880
0	6227
9	6352
0	3959
3	5035
0	2879
1	47
0	42
0	42
2	47
5	16
3	4
2	33
0	13
0	7
1	0
0	0
0	1804
126	2007
13	1352
30	1269
0	755
39	1167
4	377
22	23
0	556
0	580
4	580
16	580
1	532
1	311
7	141
7	71
0	125
18	62
27	4891
0	4787
8	4544
0	4648
1	588
23	124
46	663
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	37
0	0
105	411
0	0
0	0
0	0
0	4
0	524
2	584
55	765
1	532
0	470
5	420
8	73
4	79
0	125
0	37
0	93
0	68
0	347
7	6
9	508
1	23
14	109
0	527
1	508
0	11
0	508
449	887
0	718
4	218
245	2088
2	174
201	1540
0	17
0	940
0	940
0	940
0	2
0	2
0	0
2	1
0	1
0	0
0	0
0	3
0	3
0	2
0	31
0	30
0	25
0	22
0	1
0	1
16	28
0	0
1200	764
10	101
0	663
12	1
0	0
0	0
0	0
0	0
0	0
0	77
0	0
0	0
0	0
416	4
20	4
38	756
0	0
0	0
12	221
74	2895
12	10
10	617
0	0
1	134
2566	722
6	74
9	146
28	182
3	266
3	96
0	165
1	451
0	506
190	487
0	112
0	95
0	38
0	30
0	4
2	1
0	6226
14	216
0	160
1	223
0	104
0	92
3	224
0	84
0	103
2	1075
308	2486
0	817
3	805
0	950
0	0
0	0
0	2
0	1
0	1
0	0
0	0
4	257
0	256
0	256
2	151
0	30
0	0
0	30
0	0
0	0
0	0
0	0
1	1
0	1
0	31
0	1
0	0
0	30
0	0
19	397
0	0
0	524
0	812
0	779
0	879
0	848
1	797
0	795
0	442
58	586
0	191
7	267
0	138
0	212
6	78
1	79
0	93
5	48
2	798
0	610
130	1037
45	2048
3	533
75	7435
1373	7885
0	841
28	1211
24	2342
8	2270
18	1955
47	482
11	389
0	73
38	0
0	0
0	0
2	1
0	2
0	2
0	879
12	438
0	885
0	0
1	135
23	216
205	675
0	150
2	331
10	219
8	222
7	748
0	185
0	90
0	0
0	1441
0	1444
0	0
150	885
4	708
0	335
2	207
3	250
0	204
1	154
1	65
0	20
46	66
0	0
0	0
0	0
0	0
379	0
8	4
14	8
1	0
0	0
0	0
0	0
289	2316
43	2065
0	0
0	0
0	5
11	381
6749	1635
32	1075
101	69
11	491
7	281
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	37
6	37
2	14
0	160
0	152
0	22
2	24
0	3
15	136
0	0
0	0
0	2
0	29
0	29
0	2
0	0
0	1
1	0
0	27
11	751
0	199
0	252
44	689
0	506
15	209
11	115
0	0
0	0
0	0
0	0
0	1
0	35
0	0
3	35
0	2
0	1
1	1
0	161
0	96
0	11
0	11
0	10
0	9
0	8
60	1625
0	6
0	161
331	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
20	287
1040	775
0	79
1	61
13	60
0	798
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1678
4	1771
0	2054
18	2128
0	2136
0	2108
0	249
3	258
0	249
0	249
0	249
0	249
0	61
0	61
0	61
55	103
5	1553
0	48
206	617
72	209
151	157
8	70
1	551
0	128
31	10
0	411
1890	3182
12	3182
112	98
0	271
0	73
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	939
0	945
0	801
23	848
0	1427
27	2566
4	663
4	1000
23	471
16	1228
12	26
1	187
0	146
3	36
1	174
1	39
9	5
0	0
0	0
680	1840
7	218
2	0
1	677
19	701
23	630
2	607
0	26
55	110
11	265
13	28
7	106
4	18
880	136
0	113
171	206
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
4	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
112	21
0	9
2	9
0	10
0	3
420	1493
15	1280
2	467
7	522
0	502
0	442
0	237
0	438
0	103
7	167
48	2480
21	2094
1	119
17	170
26	2442
0	1
0	1
0	1
0	2
1	0
0	2
29	1454
72	545
18	1038
29	1370
30	73
18	10
1	0
0	0
46	260
0	223
0	167
0	172
0	170
0	175
0	169
0	167
0	164
0	172
0	148
4	12
3	2
0	173
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
15	61
0	35
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	5
0	5
0	1
0	16
5	23
1	1
0	1732
0	1732
0	1
5	1
0	0
0	0
0	0
0	153
1	146
1	153
109	0
22	17
5	7
3	7
1	5
0	17
0	194
3	197
0	140
23	49
7	46
12	51
1	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	3
5	5
0	4
202	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
5990	1371
215	1368
0	220
8	122
8	207
0	22
2	0
22	26
0	11
0	196
0	0
0	0
54	266
2	65
6	46
1	8
0	97
14	5
6	58
5	102
0	2
0	34
56	606
8	43
4	42
0	10
0	0
0	0
2827	0
10	563
44	633
26	607
0	511
63	216
19	39
2	2
0	3
0	3
0	1
0	1
0	1
1	1
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
98	141
101	320
45	112
7	33
0	306
356	173
16	173
0	110
0	110
0	110
0	110
112	54
6	50
11	22
2	28
20	30
0	3171
0	3065
2	1967
436	2273
2	676
419	913
1	369
0	3193
0	3243
0	5
0	4
0	5
0	1142
1	4
111	638
0	1143
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
2	12
18	135
0	0
0	0
0	0
0	0
6	1660
0	1456
43	211
3	1570
2	299
82	1304
0	102
7	1266
64	2044
200	266
0	239
0	27
69	5
0	5
0	0
0	0
1	0
9	320
2	86
20	43
0	377
8	373
7	260
0	220
1	60
157	5633
0	1589
0	5633
0	0
103	170
0	72
11	153
13	162
2	43
105	5888
77	1921
0	560
79	141
26	610
41	3548
0	277
291	1634
0	153
110	488
32	109
2	166
45	193
13	269
33	89
68	48
8	48
51	22
2	95
14	95
492	2268
224	2883
79	548
26	363
3	432
1	186
6	0
1	2
0	2
0	0
0	0
0	0
0	1
0	0
0	0
16	0
197	53
7	53
132	26
1	0
0	10
0	10
0	26
0	0
0	0
297	1397
52	1397
0	0
0	0
0	1086
8	1742
0	0
0	0
0	1
0	0
0	0
6	103
4	14
1	96
7	0
2	4
31	128
0	128
0	7
754	74
4	66
5	48
102	349
7	340
0	130
7	61
27	39
8	140
6	12
1	3
13	10
1	87
7	46
3	16
77	2269
16	828
0	1965
113	1690
0	1926
53	389
0	1953
0	2058
1	2080
21	56
0	345
26	172
0	244
0	239
5	245
156	381
3	85
247	1262
1	144
0	0
0	23
9	294
2	272
1	22
0	0
42	508
0	217
0	188
0	444
1	44
23	256
0	72
0	72
0	72
0	0
1	1
0	1
0	0
2	4
0	0
0	1
0	1651
3	1718
0	44
0	1466
0	62
69	25
12	97
18	163
0	414
43	271
35	395
59	206
5	153
44	173
0	218
37	257
4	218
159	2610
825	2465
17	2513
2	347
0	1228
0	118
343	1845
2	352
1	217
1	406
0	96
0	493
717	2183
3	263
3	1617
308	813
0	153
148	895
106	37
0	24
6	208
20	226
75	1111
0	2
0	2
0	2
0	0
0	0
0	0
1	0
0	2
0	2
0	2
0	0
0	54
0	54
38	175
1247	17362
234	497
52	16483
10	5926
0	402
36	594
21	450
51	788
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	18
1	2504
0	1221
0	21
0	30
0	136
0	52
0	11
0	8
0	1281
0	103
0	509
0	420
0	396
3	1213
0	161
0	1888
0	307
0	502
0	377
0	1055
0	986
0	1006
0	611
0	989
0	731
70	470
2	308
0	2217
0	2233
0	2166
0	2
0	1
0	1
0	1
0	2
0	1
0	1
0	227
0	227
0	0
0	0
0	0
0	0
0	0
6	19
0	0
0	0
0	0
0	0
0	0
0	0
0	227
0	0
1	19
0	3
0	0
0	3
224	302
0	294
9	63
7	100
6	220
0	165
1	109
24	69
0	0
257	1215
642	1736
0	257
0	1118
96	116
123	276
0	175
0	3914
253	3827
5	3308
2	2983
12	221
7	262
45	220
0	0
0	0
0	0
0	0
0	0
0	0
6	3
0	3
0	3
361	1363
81	1087
1	294
10	433
1	157
0	481
0	481
15	643
0	642
75	1063
0	0
0	0
0	0
22	114
0	0
0	0
1887	2752
35	2285
2	324
13	198
6	14
0	639
1	742
89	2292
7	2210
2	1457
0	302
0	348
12	333
0	7
4	26
0	0
0	0
0	8
0	2
2	420
60	648
6	286
2	661
14	353
7	160
5	263
0	66
4	68
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	517
0	504
0	498
0	112
7	16
6	58
4	70
1	14
0	328
0	6
0	325
0	329
0	2
3	1
0	3
1	5
0	3
0	0
0	5
0	1640
123	952
1	993
2	565
3	1602
0	298
72	1969
1	148
18	126
0	25
0	23
34	26
9	17
18	17
17	13
137	607
0	463
1	602
2	394
4	359
123	82
0	95
19	499
277	79
0	57
4	22
0	0
0	288
2	43
0	272
0	53
0	161
0	67
0	22
0	18
68	83
64	47
0	32
34	5291
253	6044
69	1665
41	5
0	352
5	1222
0	177
1	154
0	280
0	131
0	159
150	613
141	102
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
467	614
1	491
1	437
11	101
3	61
1	1
0	0
2	1309
0	1277
20	958
13	47
6	137
0	169
14	25
5	122
14	98
0	0
0	0
0	0
2	14
2	9
1	9
0	7
0	620
0	603
14	17
1	588
1	115
10	93
14	27
16	1568
0	0
0	0
20	997
280	2774
14	261
0	64
1	93
4	67
123	571
1	156
2	300
0	185
0	165
15	108
2	54
1	68
16	185
34	11
1	182
83	55
51	441
1	45
0	46
0	4
0	2
0	0
0	8
0	18
0	9
0	19
489	100
24	100
0	0
0	0
5	13
0	3
0	0
1	10
7	3043
1	3045
117	3013
100	680
0	199
2	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
93	787
0	31
0	30
3	26
0	7
1	0
17	58
1	5
0	0
0	0
0	0
0	0
0	0
0	1425
1	1435
0	0
0	0
1155	0
14	703
0	0
0	0
0	0
0	0
0	0
200	609
81	1144
0	1099
0	1163
0	619
2	158
0	7
0	7
0	4
0	2
0	1
20	34
0	0
0	0
0	0
0	0
1	56
394	102
1	74
0	0
0	0
13	213
0	0
0	563
0	0
0	563
0	0
0	3
0	3
11	312
13	364
0	291
20	931
0	299
3	255
35	309
5	118
4	2
4	36
0	55
2	46
0	37
97	610
0	610
0	0
0	0
0	0
0	0
0	32
0	32
0	0
0	25
0	25
0	19
0	19
0	5
0	0
0	25
3	608
2	619
14	621
96	602
1	280
38	6
55	97
0	0
0	0
0	0
893	2488
129	2076
14	2616
115	483
1484	2063
43	348
0	422
414	484
1	323
0	0
0	0
0	0
34	1212
25	1155
0	530
29	190
9	115
16	611
0	203
0	463
0	240
0	627
0	627
0	627
0	0
0	39
0	39
0	0
0	0
0	243
0	243
1	6
0	6
1	7
0	8
0	2
2	8
0	0
0	0
0	0
0	7
0	4
0	1
0	3
0	2
0	12
0	65
13	77
0	0
0	36
0	0
0	0
0	0
0	36
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	48
1	16
11	265
413	1653
1	1477
18	310
129	19
43	11
6	134
17	31
0	66
209	251
0	122
98	100
0	27
30	207
0	436
25	449
0	43
1	0
93	262
0	32
0	0
0	0
0	0
0	0
157	468
0	43
9	54
3	23
1	342
0	122
0	44
72	345
3	7
1	38
0	356
0	15
0	345
0	195
1	194
0	0
0	0
0	0
0	157
0	157
0	14
0	0
0	2
0	0
0	0
0	157
0	0
0	118
16	235
20	230
0	123
5	13
26	13
0	195
37	14
183	1296
0	4
2	640
0	208
0	250
0	731
8	183
7	137
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	198
0	62
0	367
5	0
35	10
0	206
0	86
0	92
1	166
0	19
323	873
13	41
1281	67
1	431
0	6
0	99
24	341
2	151
5	184
4	170
22	176
13	708
0	657
24	657
40	57
0	19
6	443
1	300
0	443
4011	1083
20	777
3	465
1	1220
0	106
9	1220
19	91
0	91
2	89
0	89
0	26
5	11
2	0
0	0
0	0
0	0
0	0
0	0
0	0
40	159
0	0
1	65
2	64
1	63
0	39
0	5
0	16
0	2
0	12
0	4
9	11
0	3
0	1
10	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
143	280
0	115
0	207
0	155
27	39
1	23
0	17
0	157
74	989
0	346
17	1
0	0
0	0
250	783
3	763
5	76
2052	396
25	396
31	969
2	949
0	362
13	280
0	265
25	152
4	38
0	33
0	6
0	0
1	6
3	8
0	1
0	30
0	3
0	0
0	0
0	3
0	3
0	3
0	3
0	1
0	3
0	1
0	0
1	237
0	191
378	1118
5	153
12	573
0	671
0	432
1	636
0	593
47	184
4	312
11	408
1	1264
90	1314
1	751
1	766
3	297
7	192
0	0
0	0
0	0
0	0
0	0
0	0
1	129
0	9
0	0
0	0
0	0
0	0
34	281
5	67
15	67
11	55
107	475
2	153
0	0
6	697
0	7
48	1507
0	2
0	0
0	0
0	0
0	0
1	293
1	44
2	76
6	117
0	21
1	14
0	0
0	0
0	0
0	0
0	0
0	0
0	362
1	348
1	268
3	203
1	200
0	233
1	128
16	131
0	130
35	102
0	80
0	84
7	63
0	0
0	0
0	0
95	814
0	374
17	32
0	41
70	182
20	17
9	238
47	997
3	0
0	0
0	941
2	980
0	1074
13	716
0	494
1	111
3	299
3	218
3	153
1	36
0	0
0	0
14945	646
39	615
3	31
0	273
64	525
0	0
0	0
30	15
0	0
0	0
0	0
751	2026
27	516
0	549
1	546
38	317
0	682
1918	452
1	452
10	4
0	373
0	0
0	0
0	0
27	1194
3	1091
2	284
1	109
19	74
0	423
0	423
0	245
0	245
0	0
565	76
0	324
0	145
3	74
0	330
0	279
37	3616
296	3664
4	3317
60	3066
10	131
0	3611
0	0
0	0
0	0
25	577
1	564
3	624
1	259
2	16
0	0
0	0
0	0
44	273
148	266
0	142
0	64
25	89
183	698
0	184
2	586
11	198
22	60
5	22
1	71
200	71
0	54
0	54
0	54
0	54
0	54
0	54
4	1856
0	1713
0	1710
3	1734
1	1173
13	1005
16	0
0	0
101	500
0	513
0	525
0	503
6	556
0	496
0	434
0	476
0	431
0	204
0	211
6	34
1	435
5	252
0	90
0	104
8	44
2	36
208	48
56	166
0	62
0	13
0	13
1	54
3	433
0	397
4	367
0	364
7	334
0	161
11	57
2	21
0	364
32	423
0	436
1	398
205	176
34	109
4	148
283	439
23	383
21	289
2	221
2	68
60	1053
2	111
0	12
0	3
0	69
0	63
0	67
0	93
8	41
0	26
0	38
0	23
0	11
528	211
0	56
0	166
0	176
0	141
970	6859
412	99
2	99
486	204
0	505
33	248
18	922
10	6859
4	6
0	6
0	0
0	0
0	0
