gene_name,0_A5P,0_A5T,0_A8P,0_A8T,0_C5P,0_C8P,0_NP14B,10_A5P,10_A5T,10_A8P,10_A8T,10_C5P,10_C8P,1_A5P,1_A5T,1_A8P,1_A8T,1_C5P,1_C8P,2_A5P,2_A5T,2_A8P,2_A8T,2_C5P,2_NP14B,3_A5T,3_A8P,3_A8T,3_C8P,3_NP14B,4_A5P,4_A5T,4_A8P,4_A8T,4_C5P,4_C8P,5_A5P,5_A5T,5_A8P,5_A8T,5_C5P,5_C8P,6_A5P,6_A5T,6_A8P,6_A8T,6_C5P,6_C8P,6_NP14B,7_A5P,7_A5T,7_A8P,7_A8T,7_C5P,7_C8P,8_A5P,8_A8T,8_C5P,8_C8P,9_A5P,9_A5T,9_A8T,9_NP14B
Crybb1,0.0377196,-0.070863806,0.18569641,0.13714792,-0.19753313,-0.195701,-0.19506715,0.104697555,0.021417756,-0.19735758,0.25859058,-0.20349528,-0.20169964,0.17170732,0.06314658,-0.06440256,0.054126944,-0.044764273,-0.15070346,-0.19631782,-0.19562502,0.073798425,0.07160435,-0.19543594,-0.19505878,-0.19526437,-0.20064732,-0.19533682,-0.19533315,-0.18720593,0.07158365,0.16576704,0.4681067,0.1932862,-0.04088799,-0.04165752,0.12009557,0.12857543,-0.19558735,0.6019067,-0.1100663,-0.19640501,-0.14564875,-0.058091078,-0.19534846,-0.19561101,-0.20247433,-0.2018651,-0.19550765,0.0066921543,-0.19779672,-0.19593476,-0.041346308,-0.11432901,-0.19715433,-0.19582967,-0.19629128,-0.19751732,-0.083672866,-0.19570644,-0.19578825,-0.19559802,-0.19588032
Grk3,-0.034139935,-0.03819142,-0.040151637,-0.040344663,-0.036264315,-0.040313996,-0.041715074,-0.02161571,0.08652887,-0.036652327,0.7974631,-0.023085693,-0.027054712,-0.030930307,-0.03272936,-0.03738939,-0.036990274,-0.032101884,0.040467367,-0.03895061,-0.040481966,-0.04106942,-0.041063555,-0.04089988,-0.041733585,-0.04127916,8.18622,-0.041119017,-0.041127097,-0.04090207,-0.033697065,-0.034079146,-0.0377711,-0.03673222,-0.03455979,-0.03722381,-0.03346834,-0.03519416,-0.040565226,0.26458693,-0.0009985917,-0.038757883,-0.024268253,0.13726458,-0.041093294,0.34568393,0.2535473,-0.02668899,-0.0407414,-0.032579686,-0.035681684,-0.039797314,-0.03896344,-0.035769567,0.05582144,-0.040029597,-0.03900928,-0.03629926,-0.03890904,-0.040301986,-0.04012118,-0.040541638,-0.039917644
Cmklr1,0.08607855,-0.09526088,0.04180965,0.098453894,0.09937415,1.0106524,-0.25590944,0.12407072,0.19308145,0.27062222,0.4346828,-0.10485994,-0.26308626,0.13391523,0.16886008,0.44681022,0.3457935,-0.10401708,-0.095923185,-0.25726277,-0.2565131,0.118480474,0.29686725,-0.2563085,-0.25590038,-0.25612283,-0.26194757,-0.25620124,-0.25619727,-0.2470099,0.14553438,0.020330926,0.93911606,0.26867655,-0.16053766,-0.1089311,0.020862244,0.15190007,0.35773295,0.88301516,-0.081039935,-0.13822104,-0.06825645,-0.06524786,-0.25621384,-0.012572851,-0.19668113,-0.26326528,-0.2563861,-0.26038158,-0.15708984,-0.25684828,-0.25725648,-0.25882,-0.25816792,-0.25673455,0.44370103,-0.2585607,-0.08240111,-0.2566012,-0.25668973,-0.25648388,-0.2567894
Ssh1,-0.34098366,0.025303392,-0.057123408,0.002700472,-0.11947568,-0.43516743,-0.4435036,0.046301033,0.047374688,2.580235,0.8739394,0.31478018,-0.20223053,-0.014834858,-0.017962243,-0.008008586,0.1378551,0.09114634,0.1851738,-0.42705554,-0.43616682,0.14086796,0.15500131,2.750845,-0.44361374,-0.44090998,-0.37011674,-0.43995714,-0.44000524,-0.18277119,-0.20257814,-0.07222812,0.22660607,-0.17767479,-0.088295944,0.19449264,-0.037567023,0.041147757,-0.0015572608,0.31872678,0.050969444,0.299908,-0.024180355,-0.09505137,0.041903533,-0.06048809,0.14958954,-0.07622011,0.34104252,0.18779245,0.14151116,0.17098834,0.28401104,-0.005269545,0.6503252,-0.43347532,0.67006093,0.21740876,0.36928028,-0.435096,-0.19581434,-0.3101827,-0.43280923
Usp30,-0.2348355,0.024403451,0.021823307,0.060873464,-0.08527443,-0.26128328,-0.26728505,-0.02941377,0.018429587,2.2334373,-0.25480446,-0.075430974,-0.20448461,-0.0019975412,0.023099482,-0.17394742,-0.0071191657,-0.014353479,0.036029372,-0.25544298,-0.26200283,0.16141935,0.082391396,2.1185591,-0.26736438,-0.26541775,-0.2144487,-0.26473173,-0.26476637,-0.055675898,-0.08589248,-0.063833095,-0.2503903,-0.24594006,-0.03677445,0.16871901,0.014841509,-0.10428384,0.14379753,0.04408937,-0.07318606,0.12533472,0.047755975,0.02339813,-0.26462156,0.1696957,0.13319361,0.3233028,-0.26311412,-0.03720022,-0.13033576,-0.0079442635,0.57813114,-0.05194941,0.039791573,-0.26006502,-0.25569427,-0.11829255,0.1295517,-0.26123184,0.000441439,-0.21665753,-0.25958544
Tchp,-0.2505815,0.041299902,-0.08476763,-0.066976234,0.52681565,1.0748161,-0.24979919,-0.11386411,0.1473213,-0.25032204,0.47658315,0.15402783,-0.0467364,0.050858658,0.024301806,-0.2502459,-0.08388771,-0.016494684,0.07258546,-0.25008467,-0.24992654,-0.045957495,-0.043865222,-0.24988337,-0.24979728,-0.2498442,-0.25107297,0.5047869,-0.24985991,0.08884392,-0.054473095,-0.041920505,0.11311631,-0.16900678,-0.09142877,-0.250263,-0.09029838,-0.075042665,0.24778464,-0.25001436,0.023969896,-0.07019218,0.067346565,0.04118914,0.20575924,0.3379137,-0.016950015,-0.0532373,0.19038591,-0.19075991,0.05222341,-0.010831101,0.22550355,0.07096305,0.0017299143,-0.24997325,-0.25007862,-0.1452064,0.0141888205,-0.24994513,0.22462192,-0.027993744,-0.24998483
Git2,-0.12392463,0.16400835,0.11086811,-0.02369845,-0.2787958,0.6400032,1.5928007,0.12988012,0.26839498,-0.007202029,-0.33570766,0.23960541,0.7881413,0.07390307,0.10365989,0.2880772,0.1640974,0.13004422,0.25654858,-1.0159194,-0.6271394,-0.14319678,-0.08127899,-1.0552726,2.7400858,-1.0629296,-0.25598353,-0.8483729,-1.0598598,0.3815417,-0.131027,-0.12108486,0.08672154,-0.2321148,-0.12338317,0.03178588,-0.17251201,-0.17102188,-0.10607679,-0.31280708,-0.24417824,-0.2118129,-0.07026119,-0.11782802,0.09596808,-0.058813788,-0.0066160406,-0.006561796,0.11664833,0.35869944,0.14659084,0.16902469,0.4417538,-0.11916349,0.23167676,1.626632,-0.4662063,-0.22859104,0.043556564,0.7912142,-0.20436078,-0.10251251,0.17849827
Oasl2,-0.16342282,0.20221655,-0.11836342,-0.14709249,-0.20146658,3.1750674,-0.29907954,0.11566653,0.17556864,-0.20841508,0.6315896,0.07493447,1.244845,-0.09355295,-0.08117541,-0.1706188,-0.09854608,-0.046229284,-0.17630225,-0.24957311,-0.27699688,-0.28751704,-0.28741202,-0.284481,-0.29941106,-0.29127312,-0.07819492,0.26324502,5.5458255,0.06542033,-0.13971035,-0.109606445,-0.22845024,-0.12938501,-0.16215853,-0.21864928,-0.15139578,-0.1577559,-0.2784879,-0.26176912,-0.12992974,-0.04985037,0.026298905,0.20353927,-0.28794464,-0.27755162,-0.005874805,0.3879572,-0.28164282,-0.13548164,-0.04536547,0.9572127,-0.07519566,0.06333768,0.47232866,-0.26889578,-0.25062376,-0.100677595,-0.033686362,-0.2737738,1.0093063,0.47225967,-0.26689088
Oasl1,0.09607285,0.16191617,0.047969826,0.04007118,-0.08052241,2.0025616,-0.28952792,0.10820427,0.0050685178,0.25374445,0.7716588,0.06745683,1.2004621,-0.027112901,-0.10910181,-0.24895634,-0.18120465,-0.017742338,-0.012191406,-0.26359937,-0.2779623,-0.1310096,-0.1846917,-0.28188205,-0.28970155,-0.28543937,-0.17384163,0.59743446,-0.28401312,-0.020402025,-0.14133078,-0.1084579,-0.25253645,-0.24279258,-0.14064275,0.22826155,-0.06982577,-0.1136997,-0.2787432,-0.2699869,-0.058133442,-0.088499576,0.011238991,0.12623867,0.025859753,-0.085335806,0.029798618,0.03349874,-0.2803956,0.15349732,0.30909377,0.87116945,0.25643238,0.2433654,0.6845699,4.6000996,-0.26414964,-0.12951209,0.1575389,4.8809156,0.00108017,0.12167758,-0.27266937
Sppl3,0.42331272,-0.1477685,0.09410494,0.024076397,-0.018763509,-0.06052977,-0.7395817,0.021541897,0.04742066,-0.4887829,-0.45446417,0.18047224,0.18194912,0.14142983,0.05076041,0.3897531,0.3069621,0.046068083,0.0878662,-0.7274173,-0.73415565,0.33863917,0.22156446,0.847135,-0.7396632,0.59535015,0.049080648,-0.3825506,-0.7369944,-0.24582605,-0.072640434,0.018798858,0.19920817,0.3953406,-0.054309163,0.26333728,-0.14457755,-0.13822104,0.0037507368,0.10859326,-0.038493924,-0.021467337,-0.04291457,0.0022537143,0.31918058,0.46150094,0.005080072,-0.08559481,-0.06639257,0.14776571,-0.07583238,-0.6243852,-0.23793896,-0.006678532,0.11274739,-0.7321651,0.05946276,0.14145121,0.124910794,-0.7333637,-0.29877645,-0.3885417,0.27306902
Gm10401,-0.0417441,0.036235623,-0.05244222,-0.052785724,-0.045524545,-0.05273115,-0.055224434,-0.019456636,0.04145013,-0.046215024,-0.05003969,-0.022072542,-0.029135607,-0.036032416,-0.03923392,-0.04752667,-0.046816424,0.022170715,-0.046351697,-0.05030493,-0.05303006,-0.054075457,-0.030520972,-0.05377376,-0.055257376,-0.0544487,-0.03327493,-0.054163717,-0.054178096,-0.053777654,0.027393045,0.010407827,0.62217444,-0.046357203,-0.04249126,-0.047232006,0.0012943689,0.0024992374,-0.05317822,-0.05151686,-0.044898584,-0.049961966,0.005097114,-0.027141161,-0.054117948,-0.053085186,-0.026088417,-0.028484782,-0.05349173,-0.038967565,-0.04448772,-0.051811688,-0.050327767,-0.010128688,-0.047014527,-0.052225042,-0.05040934,-0.04558673,0.02311245,-0.052709777,-0.012023768,-0.05313625,-0.052025817
Dynll1,-0.0073904353,-0.069345586,-0.25194713,-0.19184385,0.33211237,0.59748983,0.9189418,-0.53821516,-0.36373344,-1.7749923,-0.27980372,-0.7009548,-1.0393468,0.037604988,0.18733962,0.32236958,-0.022539496,-0.032365132,0.05351487,0.2639935,-0.8870734,-0.4206884,-0.45908543,-0.5129311,0.021317644,0.59983855,-0.746442,-0.7023491,-2.2075768,-0.57609123,0.5934616,0.47272632,0.23368935,0.21939582,0.3567594,-0.0021545363,0.73903894,0.7328758,0.8803811,0.6481013,0.66397667,1.0217705,0.02380228,0.0029185219,0.36542496,-0.36354226,-0.22370769,-0.67600995,-0.34482494,-0.12552987,0.06775783,-0.41599405,-0.37766182,0.23955965,-0.3155848,-0.16054717,-0.051804837,0.42151898,0.10133395,-0.030232757,-0.563429,-0.774186,-1.3449558
Bicdl1,-0.24535857,0.14840175,-0.04454727,-0.052770313,0.4809725,-0.42760035,-0.4262673,-0.013349347,-0.026866391,-0.4310843,0.2887081,-0.0051481407,0.43952486,-0.12335714,-0.049223404,-0.05171791,0.014231552,-0.049343444,-0.16477409,2.2491782,-0.42744052,-0.20110756,-0.11840201,-0.4270429,-0.42624965,1.50366,-0.43800294,1.5919034,-0.42682672,0.1295447,0.069854945,-0.037670765,0.04664772,-0.015760718,0.051412564,-0.30717498,-0.09038124,-0.13472208,-0.4273613,-0.33491433,-0.042999588,-0.35254472,0.031046143,-0.08432105,0.028079178,0.0109622795,-0.0008565622,0.17298645,0.21848693,0.40148023,0.34712216,0.055094033,0.38130063,0.30761397,0.15150818,-0.42787096,-0.17893493,-0.3273094,-0.1687032,-0.42761177,0.28974527,0.13745534,-0.42797744
Taok3,-0.0006233198,0.092356265,0.16678478,0.10854281,0.23785357,0.93875945,2.7961602,0.048236996,0.051765412,0.85637015,-0.29577062,0.26431683,0.19524029,0.10376555,0.05545972,-0.036888603,-0.18038675,0.16310209,0.08856846,0.38397998,-0.3662176,0.12327269,-0.019073565,-1.0520653,1.6694947,-1.0500596,2.4306512,-0.029150652,1.2141763,-0.22953153,-0.109935544,-0.19149403,0.14518414,0.20116363,-0.055318553,-0.013517585,0.037455767,-0.09213756,-0.60668457,-0.3177991,-0.024617514,-0.046094052,-0.113706626,-0.09401189,-0.15724576,0.20066234,-0.080555096,-0.12375674,0.15728055,-0.12251127,0.09698275,-0.030476257,-0.16416991,0.10527368,0.15232651,0.70024973,0.080128014,0.25241265,0.24498257,0.8038398,-0.10659038,-0.46075264,0.48434293
Ksr2,-0.03641087,-0.058729142,-0.0695273,-0.07059063,-0.048113376,-0.0704217,-0.07813975,0.03258086,0.01406442,-0.05025078,-0.062090177,0.024483215,0.0026192213,-0.018730113,0.015616922,-0.054311026,-0.052112434,-0.025183935,-0.050673857,-0.06291125,-0.071346976,-0.07458305,-0.07455075,-0.07364914,-0.07824173,-0.075738445,-0.010194216,-0.07485627,-0.07490078,0.050978232,-0.03397125,-0.036076013,-0.056413725,-0.050690897,-0.038723722,-0.053398885,-0.03271127,-0.042218238,-0.071805626,-0.066662826,-0.046175685,-0.061849587,0.017968897,0.008793108,-0.074714586,-0.071517624,0.01205192,0.0046338746,-0.07277611,-0.02781598,-0.04490384,-0.06757546,-0.06298193,-0.045387957,0.040315717,-0.06885503,-0.06323445,-0.048305865,-0.06268226,-0.07035554,0.011562881,-0.0716757,-0.06823832
Tesc,0.7669432,0.2965935,0.12926771,0.11063885,-0.39742574,-0.49187607,-0.49619034,0.034757752,0.07229143,-0.4806008,-0.16741455,-0.1959314,0.10934298,0.048889276,0.12214468,0.03206271,-0.018531037,-0.16478515,-0.19470316,3.080017,-0.49239326,0.08848574,0.13774987,-0.49368015,-0.49624732,-0.49484804,-0.45820978,0.9667255,-0.4943798,-0.0060753045,0.011400518,0.14694665,0.3303147,0.7145257,-0.12078612,0.59605926,-0.02155419,0.16345386,0.0106465975,-0.35161218,-0.2599287,-0.19945325,0.017344775,0.048547067,-0.027994988,0.527089,-0.30652323,0.22644517,-0.015963431,-0.05709497,-0.067309715,0.13228458,0.14741547,-0.23786622,-0.122717015,-0.4910003,-0.008174658,-0.055558465,-0.087592214,-0.49183908,-0.25032607,0.052629802,-0.49065557
Med13l,0.4766938,-0.06481332,0.0057843765,0.05258617,0.49314898,0.40487283,2.578491,0.24471608,0.12947688,0.8323877,0.8290926,0.30748942,0.25252783,0.08301995,-0.022217862,0.11481944,0.038447063,0.085608,-0.04936368,-0.7114225,-0.21246143,0.46105382,0.15321109,0.23327404,-0.7602815,-0.75230336,0.1666625,0.44670886,-0.7496338,-0.041980844,-0.0723449,-0.08037791,0.12449498,-0.0011157736,-0.015417743,-0.038446687,-0.17987199,-0.18645045,-0.16860297,-0.19311257,-0.18683481,-0.059514657,-0.038508937,0.003915276,0.22405027,-0.2927962,-0.03770894,0.24162854,-0.29659924,-0.09157004,-0.3140549,-0.23167607,-0.0074912244,-0.1720603,-0.283629,2.6078362,0.22088961,-0.027423268,0.046415966,-0.73514783,0.06385814,-0.25890306,-0.7284001
Tpcn1,-0.2843264,0.0111923395,-0.060593322,-0.09265952,0.07214312,-0.32197273,-0.33051577,-0.024895256,0.04724183,-0.2996457,-0.31275064,-0.0009395427,0.48606738,0.098974384,0.009077405,-0.13140854,-0.14374775,0.009581089,0.04387991,-0.31365946,2.2138252,-0.057620436,-0.08509086,-0.32554513,-0.33062866,-0.3278578,-0.2553074,-0.32688132,5.1664906,0.4730042,-0.031907666,-0.0955654,-0.17032743,-0.21916525,-0.1679404,-0.12829344,-0.028446972,-0.046553012,-0.32350457,-0.22452357,-0.16754311,-0.25162503,0.058278646,-0.026262503,-0.3267245,-0.3231858,0.21510413,0.43119988,0.26337478,0.072393104,0.36472243,-0.31882226,0.071948886,-0.11906427,0.061196636,-0.3202386,-0.3140172,-0.17519356,-0.07262435,-0.3218995,0.045255117,0.24771759,-0.31955594
Dtx1,-0.07435077,0.37110096,0.10455836,-0.09740826,0.45623586,-0.28531706,-0.8054997,0.16769232,0.2353034,-0.7769243,0.23173964,0.24653396,-0.3466215,0.13286684,0.20859665,-0.119802415,-0.15123269,0.027761208,-0.3879698,-0.78989637,-0.7985397,0.040615052,-0.21387704,-0.80089855,-0.8056041,0.30821145,-0.73588204,0.451728,1.6121814,0.2625114,-0.052727096,-0.0018104994,0.020734757,-0.25450116,0.039952043,-0.45522115,-0.021013157,0.07747021,-0.6651369,-0.34404808,0.11160911,-0.51163346,-0.1154346,-0.10186137,-0.6852748,0.11829796,-0.100009024,-0.6158266,-0.43467802,-0.29421407,-0.5074014,-0.56688726,-0.42308852,-0.15901825,-0.31169912,2.082157,-0.41511342,0.13759835,-0.3363326,1.1841013,0.12033136,0.10422555,-0.7953545
Oas2,-0.096049726,0.17191769,-0.08329562,-0.10256839,-0.12075447,-0.16784878,-0.18414208,0.092043765,0.113529034,-0.12526667,-0.1502604,0.032501597,2.2565775,-0.027757592,-0.017566532,-0.008616326,-0.12919673,-0.060180448,-0.06562171,-0.15199374,-0.16980211,-0.17663366,-0.17656547,-0.17466211,-0.18435736,-0.17907277,-0.04070469,0.82003164,-0.1773044,0.051647816,-0.090899535,-0.06427348,-0.13827704,-0.12619579,-0.08336432,0.034863494,-0.05315983,-0.04481785,-0.17077033,-0.15991355,-0.06572537,-0.1497525,0.03783395,0.1102063,0.419823,-0.17016235,0.0062583345,-0.009401636,-0.17281908,-0.07790537,-0.11397894,0.70473737,0.20245112,-0.09841696,0.034442667,-0.16454144,-0.15267602,-0.12116083,-0.06413603,-0.16770913,0.4179176,0.17336226,-0.16323951
Oas3,0.3361241,0.32709283,0.12745325,0.15011896,0.5619304,0.018748522,-0.555834,0.18055896,0.16129048,0.5435958,0.10084059,0.26291102,0.3030651,0.38151297,0.36350486,0.016582571,-0.17713258,0.3929578,0.052359946,-0.5632678,-0.5591499,-0.34192148,-0.36141884,-0.55802613,-0.5557842,-0.55700624,-0.5890018,0.0576033,2.5023746,-0.28401926,-0.17661925,-0.070275486,-0.038881604,-0.22531642,0.028352903,0.0063800053,-0.27638635,-0.17886262,-0.021366524,-0.3850154,-0.22766842,-0.05285219,-0.3329337,-0.14355819,-0.557506,-0.20222677,-0.24368641,-0.31101856,-0.27106577,0.40889093,0.19639051,0.9905478,0.4051997,0.7483859,0.6609274,-0.5603664,0.32738382,0.07105791,-0.013261484,-0.5596339,0.035450432,-0.009373004,-0.5606674
Oas1a,0.1259855,0.31624407,0.13152015,0.13128386,0.1325963,0.32120693,-0.4690743,0.08258958,0.0065402375,-0.44035354,0.18679959,0.16260575,-0.2912159,0.015698725,-0.020979295,-0.14656842,-0.34149706,0.20658463,0.11632392,-0.4533916,-0.46207896,-0.093065836,-0.27100334,-0.46444976,-0.46917933,-0.46660137,-0.3991023,-0.4656929,-0.46573874,-0.3612588,-0.12540874,-0.1568301,-0.0813219,-0.10564734,0.009880243,0.033985768,-0.0026665505,-0.08263271,0.7044842,-0.026200969,0.22603744,0.121145405,-0.14144093,-0.14220431,-0.23137107,-0.23424973,-0.21127547,-0.13606332,-0.4635507,0.23208751,0.47417408,0.7647099,0.2819519,0.8142823,0.42352194,-0.45951265,0.1926092,0.33902872,0.1982954,-0.46105793,-0.35656965,-0.33849236,-0.45887756
Ptpn11,0.24521701,-0.2546288,-0.043926444,-0.062179606,0.22282106,-0.026904657,-0.6256698,-0.11621713,-0.21120785,-0.4652264,-0.40922958,0.3646113,0.16687769,-0.0656201,-0.14221351,0.06811952,0.0022724993,0.39658806,0.44546065,-0.66354483,-0.095653154,-0.15355432,-0.03640999,-0.6368385,-0.62541616,-0.6316421,-0.056140136,-0.3126287,-0.63372546,-0.25841743,-0.12147679,-0.25281394,-0.29544306,-0.027907077,0.32403928,0.0680612,-0.04235183,-0.21517068,0.32926872,-0.15833843,0.4687616,0.4642592,-0.13033941,-0.17807354,-0.4177029,-0.08146911,0.2818816,0.29471147,-0.24412555,0.10711124,-0.2217456,-0.31903037,0.23230158,0.6212995,1.2523923,-0.648762,0.071839504,0.41168153,0.33398265,-0.6450301,-0.28222963,-0.24458514,-0.65029585
Hectd4,-0.27854362,0.13751999,0.104157016,0.15259805,0.06590107,0.6156875,-0.40370634,0.10153977,0.047897935,0.011787425,0.26790246,0.06070574,0.029694555,-0.007906431,0.004849866,-0.14095232,-0.038434606,-0.030295305,-0.06847325,-0.38154855,-0.39382273,-0.025991237,0.046589047,1.2638475,-0.40385473,-0.4002124,0.90000135,0.6440084,-0.39899358,0.024592126,-0.12949291,-0.08419819,-0.23820998,0.068371594,-0.041177135,-0.020253807,-0.050716028,-0.15903665,-0.13102646,-0.01881966,-0.15358748,0.062898204,-0.018017426,-0.011617657,-0.036497593,-0.17794819,-0.21903405,-0.08842464,0.38264504,0.028750956,-0.002081052,0.16939959,0.5914073,-0.048105538,0.102051295,-0.3901969,1.0026441,0.15977806,0.0069454135,-0.39238015,0.14751524,-0.08622498,-0.38929954
Trafd1,-0.054835685,0.13632408,0.15168032,0.22074975,0.69883084,1.6213948,-0.66171867,0.0020287565,0.073474474,1.1578563,0.5688807,0.031564593,0.2814232,0.154245,0.14944404,0.22032729,0.06731179,0.2098605,0.3896839,-0.6777598,-0.6688739,-0.21436037,-0.1851017,-0.6664489,-0.66161126,-0.6642481,1.0377204,0.24281311,-0.66513044,-0.33278155,-0.12667693,-0.11251793,-0.4437437,0.11582331,-0.08256242,-0.06527965,0.030608755,0.017910693,0.3650293,-0.18439645,-0.043209374,0.053904064,-0.15389018,-0.14921775,0.040136926,-0.31127906,-0.033494875,-0.31327334,-0.37792924,-0.0424852,-0.11455164,0.6118184,0.010805332,0.26292145,0.52437156,-0.67149884,0.5712109,-0.15736108,0.18623531,-0.6699183,-0.10682626,-0.097084925,-0.67214847
Tmem116,-0.053080767,-0.06068442,-0.044472232,-0.04594441,-0.057067715,-0.06466798,-0.06729746,0.03440109,0.07140116,-0.05779591,0.7769675,0.17849745,-0.039783534,0.007890483,0.038161043,0.22027016,-0.05843016,-0.04925584,-0.05794005,-0.062109232,-0.06498321,-0.06608572,-0.066074714,-0.06576754,-0.0673322,-0.066479355,-0.044148967,-0.0661788,-0.06619396,-0.020480223,-0.05224961,-0.019089157,-0.059895575,-0.057945855,-0.053868737,-0.058868445,-0.051820345,-0.008922701,-0.06513947,-0.063387364,-0.019129628,-0.061747532,0.035266526,-0.03768014,-0.06613053,-0.065041356,-0.03656989,-0.039097156,0.60541236,-0.05015256,-0.055974253,-0.06369829,-0.062133312,0.013007177,0.22070736,-0.064134225,-0.06221934,-0.057133295,-0.013066587,-0.06464544,-0.023882482,-0.06509521,-0.06392412
Aldh2,-0.15012017,-0.14316073,-0.12538315,-0.12654106,-0.14647101,-0.13951467,-0.13710797,-0.012535017,0.082921565,-0.14580451,-0.14211267,0.0081127845,0.8579112,-0.0916749,-0.02274293,-0.14453842,-0.015773894,-0.06358827,-0.03372928,-0.14185663,-0.13922614,-0.07023007,-0.13822712,-0.13850826,-0.13707617,-0.13785675,7.7913175,-0.13813186,-0.13811797,-0.08678079,-0.031998273,-0.088388346,-0.14388274,-0.020550588,-0.08579858,-0.14482285,-0.0052227303,0.004316143,-0.13908312,0.09917168,-0.07701218,-0.14218768,0.041748818,0.38235226,-0.13817604,0.25075522,0.024400713,0.5628511,-0.1387805,0.15883984,-0.06345531,-0.1404022,0.050093517,0.11270798,0.13003929,-0.1400032,-0.14175585,-0.14641099,-0.1092621,-0.1395353,-0.05813495,-0.13912363,-0.1401955
Acad12,0.27697688,-0.014714703,-0.089357786,-0.03338794,-0.079060614,-0.08978787,-0.0934992,0.026751544,-0.012316573,-0.080088414,-0.085781544,0.1167305,-0.05466517,-0.016907655,-0.04502681,-0.08204084,-0.08098362,0.004073069,-0.0027076986,-0.086176366,-0.090232804,-0.09178891,-0.091773376,-0.09133983,-0.09354824,-0.09234449,-0.060826685,-0.091920294,-0.0919417,0.044866107,0.008302982,-0.07327229,-0.08305195,-0.08030005,-0.0028509824,-0.08160222,-0.043447025,-0.047391184,-0.09045335,-0.08798037,-0.023334675,-0.08566586,0.08179086,-0.01890465,-0.09185216,-0.09031486,0.031937458,-0.053696398,-0.090920016,-0.06930034,-0.07751727,0.9204518,-0.08621036,-0.01790469,0.011668279,-0.08903452,-0.086331785,-0.07915317,-0.07102376,-0.08975606,-0.0892771,0.032656856,-0.088737965
Acad10,-0.08502284,0.055569936,-0.031016668,-0.07555301,0.62756974,-0.111663535,-0.117709085,0.024933286,0.045876145,-0.09586364,-0.10513745,0.09949279,-0.05445056,-0.009126108,0.051268864,-0.09904404,-0.09732188,-0.012395558,-0.04564329,-0.105780594,-0.112388305,-0.07617215,-0.067514144,-0.11419159,-0.11778896,-0.11582814,-0.06448733,-0.11513713,-0.115172,0.03369686,-0.04102655,-0.06101496,-0.10069108,-0.096208386,-0.059507303,0.16101976,-0.08212495,-0.06994516,-0.11274756,-0.10871921,-0.05477858,-0.104949,0.011388889,0.003290635,-0.115026146,0.2763643,0.06177705,0.12316579,-0.11350774,0.041566182,-0.091675386,-0.109434076,0.14745028,0.112760685,0.15869913,-0.11043636,-0.10603376,-0.0943402,-0.08101695,-0.11161171,0.09116694,0.010679258,-0.109953284
Brap,0.4507271,0.08937805,0.057263333,0.14763628,0.036470752,0.251556,-0.678259,0.060232356,0.107066914,-0.65637755,-0.02129362,0.11518819,-0.32492244,-0.07864121,0.0249945,0.14746447,-0.22267781,0.028341193,-0.13997363,-0.66631085,-0.67292947,0.120399304,-0.06413419,0.4037965,-0.678339,-0.6763749,0.15737982,-0.29813853,-0.6757177,-0.13272743,0.013048275,-0.18744712,-0.313336,0.2642772,0.023652535,-0.011148818,-0.011622246,-0.035117086,-0.016215215,-0.14756513,0.08592386,-0.09692718,-0.007366384,0.0040005185,-0.07244075,0.28290012,-0.086286925,-0.170377,-0.11470925,0.02630562,0.20172141,-0.3498761,-0.1143167,0.15387833,0.022193925,-0.6709743,-0.16016777,-0.02029732,-0.10318379,-0.67215157,-0.02965081,-0.20843083,-0.67049044
Atxn2,-0.26387945,0.06582004,-0.01132786,-0.07725622,0.13438715,-0.39696598,-0.4088328,0.0683679,-0.018979246,-0.36595237,0.13484809,-0.08621255,-0.2846626,-0.035997614,-0.058056008,-0.12847126,-0.1630326,-0.023841815,0.0044396506,-0.38541836,-0.39838862,-0.035523325,-0.10681843,-0.4019283,-0.40898958,-0.4051407,-0.30436376,-0.4037843,-0.40385273,0.3124665,-0.04496896,-0.04605442,-0.37542814,-0.034276124,-0.04475737,-0.16494308,-0.13764516,-0.1328785,-0.3990938,-0.11767232,-0.14238903,-0.24805155,0.06699204,-0.011953349,0.22698963,-0.12002257,0.22546211,0.113546945,-0.40058598,0.0303918,0.45656535,0.12154949,0.4022835,-0.02584648,0.3245836,-0.39455715,-0.38591528,-0.18185797,-0.13466327,-0.39686424,0.40820873,0.3907883,-0.39360893
Sh2b3,-0.19555683,-0.063941464,0.09522904,0.06302394,-0.23358855,-0.30608785,-0.33117056,0.113334835,0.19955812,1.8552824,-0.27901143,0.056108847,0.666329,-0.07371279,-0.14276193,-0.0976339,-0.2026241,-0.037548903,-0.07638056,3.6199772,-0.30909488,-0.0073496904,-0.10030687,-0.31657663,-0.331502,-0.3233666,1.4390008,-0.32049966,-0.32064432,0.15561835,-0.117767744,-0.10406477,-0.26056364,-0.15171927,-0.08591747,-0.106191695,-0.12607859,-0.11490481,-0.31058544,-0.13603142,-0.17137001,-0.12976705,0.005753953,0.16913503,0.025661848,0.3431469,0.0012089557,-0.062166486,0.41430816,0.29013205,0.4377033,0.14631109,0.16265471,0.20828101,0.25628453,-0.30099633,-0.28273016,-0.23421411,-0.17376433,-0.30587283,0.029719677,-0.020953719,2.260033
