gene_name,0_A5P,0_A5T,0_A8P,0_A8T,0_C5P,0_C8P,0_NP14B,10_A5P,10_A5T,10_A8P,10_A8T,10_C5P,10_C8P,1_A5P,1_A5T,1_A8P,1_A8T,1_C5P,1_C8P,2_A5P,2_A5T,2_A8P,2_A8T,2_C5P,2_NP14B,3_A5T,3_A8P,3_A8T,3_C8P,3_NP14B,4_A5P,4_A5T,4_A8P,4_A8T,4_C5P,4_C8P,5_A5P,5_A5T,5_A8P,5_A8T,5_C5P,5_C8P,6_A5P,6_A5T,6_A8P,6_A8T,6_C5P,6_C8P,6_NP14B,7_A5P,7_A5T,7_A8P,7_A8T,7_C5P,7_C8P,8_A5P,8_A8T,8_C5P,8_C8P,9_A5P,9_A5T,9_A8T,9_NP14B
Cldnd2,-0.06306893,0.013076535,-0.07667148,-0.001907196,0.65146124,-0.077038854,-0.08020904,-0.010018432,-0.003953764,-0.06875367,-0.07361668,-0.03805673,-0.04703735,-0.022451611,0.020858938,-0.070421405,-0.069518335,-0.010907483,-0.009965637,-0.07395394,-0.07741891,-0.05943808,-0.03152367,-0.07836452,-0.08025093,-0.07922271,-0.05230046,-0.07886035,-0.07887863,-0.05569746,-0.027823368,0.04346561,-0.071285084,-0.06893444,-0.030576255,-0.070046745,0.08726948,-0.022982031,-0.077607304,0.2298149,-0.028212324,0.16063042,0.001181491,0.02659764,-0.07880215,-0.077489,-0.043162875,-0.04620983,-0.078005925,-0.059538588,-0.066557415,-0.07586976,-0.07398298,-0.06675626,-0.06977022,-0.07639534,-0.074086696,-0.06795479,0.048708487,-0.077011675,-0.036147777,-0.077553935,-0.07614203
Zfp658,-0.1083108,-0.11968063,-0.035053447,-0.08793825,-0.11427253,-0.1256373,-0.12956919,-0.023433901,-0.0433385,-0.11536141,-0.121392876,0.049693175,-0.08842728,0.03320551,-0.028729796,0.0340372,-0.11630981,-0.028125754,-0.036981903,-0.12181116,-0.12610868,-0.06955767,-0.032858796,-0.12728149,-0.12962113,4.936494,-0.09495497,-0.12789644,-0.12791912,0.06636357,-0.08052077,-0.026075298,-0.11850106,0.5808654,-0.009556908,-0.11696518,-0.025989043,-0.030417163,-0.12634233,-0.123722374,-0.008985684,0.07024835,0.037832566,0.08885024,-0.12782426,-0.12619561,-0.08362188,0.39078897,-0.12683672,0.00523788,-0.11263746,-0.124187306,0.5030966,-0.049359344,-0.022877276,-0.124839164,-0.12197582,-0.114370584,0.007891678,-0.12560359,0.11665962,-0.002753188,-0.12452499
Zfp719,0.0377636,-0.16876942,-0.0062094913,-0.06970048,-0.16717556,-0.17052495,-0.17168376,0.102216676,0.09362628,-0.16749647,-0.16927405,-0.031243257,1.7251983,-0.07689649,-0.00962657,-0.050333153,-0.10843109,0.04780194,-0.01189551,-0.16939732,-0.17066388,-0.046722006,0.10632462,-0.17100953,-0.17169906,-0.17132322,-0.16148235,0.93041384,-0.17119746,0.104890086,-0.08460337,-0.0572871,-0.16842179,-0.014399608,-0.07366501,-0.034804516,0.05052912,0.007125578,-0.17073274,0.13826042,-0.050926607,0.04112107,-0.02976756,-0.067986004,-0.17116949,0.20646942,0.065075725,0.2536242,0.3171036,0.21884516,-0.0077456525,0.19230258,-0.16940795,-0.06381942,0.100732125,-0.17028973,0.4257421,0.008930633,0.026177477,-0.17051502,-0.009724105,-0.17071323,-0.17019714
Klk13,-0.029705642,-0.044150185,-0.051138826,-0.05182702,-0.037279584,-0.05171769,-0.056712866,0.014946283,0.04504702,-0.03866293,-0.046325468,0.009705433,-0.004445097,-0.018262535,-0.024676606,-0.041290745,-0.039867803,-0.022439493,-0.038936745,-0.046856873,-0.052316535,0.09968253,-0.030844573,-0.05380651,-0.056778863,-0.055158723,-0.0127380425,-0.054587774,-0.05461658,-0.053814307,0.0041622873,-0.029488921,-0.042651627,-0.038947776,-0.031202536,-0.040700402,-0.027311238,-0.033464212,-0.052613374,-0.04928492,-0.036025498,-0.046169758,0.00548932,-0.00044931457,-0.054496072,-0.05242698,0.0016598115,-0.003141199,-0.053241476,-0.024142971,-0.035202354,-0.049875587,-0.04690262,-0.035515677,-0.040264692,-0.050703727,-0.047066048,-0.03740417,-0.04670867,-0.05167487,-0.051030237,-0.052529287,-0.050304584
Klk8,0.45054007,0.12987868,0.11099841,0.15402175,0.4230472,-0.36052194,1.1590282,0.17941661,0.19487537,-0.77140003,-0.010488405,0.3085815,-0.18740769,-0.18248478,-0.20054932,-0.4828976,-0.44577414,-0.14556523,-0.519803,0.14475118,2.2172217,0.20544887,0.33551678,-0.10148442,-1.2180781,1.3694755,-0.31345254,-0.19862348,1.731769,0.44388714,-0.29065815,-0.17831588,0.121995434,-0.17245197,-0.14642063,-0.34162349,-0.2692646,-0.17276964,-0.35502312,-0.34809595,-0.31186843,-0.39149696,0.056780852,0.080990285,-0.34496844,0.29219258,0.08452976,0.120091595,0.01327312,0.234952,-0.16995095,0.65831536,0.43638334,0.032294977,0.17884703,1.7841665,-0.20307046,-0.019279549,-0.22666864,0.46430546,0.24613634,0.42601794,0.7581938
2410002F23Rik,-0.041394554,-0.10483812,0.0743809,0.07572396,0.13363047,0.3958639,-0.42660412,0.009029573,-0.034090616,-0.40957415,0.016040223,-0.0841102,0.07809581,-0.1917472,-0.21163982,-0.24647461,-0.16364832,-0.13124797,-0.23513855,-0.41730508,1.0023063,-0.04896302,-0.058334164,1.0420905,-0.4266664,1.5049872,0.6782362,0.021821687,-0.4246263,0.13688342,-1.4747284e-05,-0.07377579,0.4428345,0.08761458,0.06355766,0.047894828,-0.027460422,-0.109392956,0.67323375,-0.061077617,-0.07608748,-0.31312296,0.104258314,0.11832463,0.6710622,0.09406374,0.020540891,0.22610208,0.03978134,0.06399409,-0.062390234,-0.14680995,0.20206667,-0.028245388,0.11212401,2.8318193,-0.41750243,-0.13041313,-0.08330155,-0.42185083,0.28573942,0.32665697,-0.42055798
Clec11a,-0.112897605,-0.033165846,-0.008823754,0.03728936,-0.11606601,-0.1221059,-0.12419552,0.05138887,0.0023365768,1.0161102,-0.119850166,-0.096410796,-0.10233038,0.003712199,-0.07985485,-0.117744,-0.117148735,-0.06025829,-0.054262977,-0.12007248,-0.12235641,-0.10383935,-0.052104555,-0.122979715,-0.12422313,-0.12354538,-0.10579956,-0.123306535,-0.12331859,0.025044076,0.10721056,-0.04645339,-0.11831329,-0.11676386,-0.065559454,-0.11749704,0.07771667,-0.019816516,-0.122480586,-0.12108819,-0.0111592,0.25472975,0.0036059872,-0.027483663,-0.12326817,-0.12240261,-0.099776514,-0.101784915,-0.12274334,0.19713245,-0.11519704,-0.12133528,-0.12009161,0.00060341076,-0.09186413,-0.12168172,-0.120159976,-0.116118126,-0.00673128,-0.122087985,-0.040509492,0.124453574,-0.121514745
Fam71e1,-0.09282485,-0.068999484,-0.078933775,0.026521437,-0.1002865,-0.114510566,-0.11943169,-0.0017368149,0.043737676,-0.10164934,-0.10919828,0.054839652,-0.06793879,0.0055520833,-0.04375929,-0.1042382,-0.10283635,-0.030213533,0.027955756,-0.10972181,-0.11510053,-0.11716389,0.02501141,-0.11656842,-0.1194967,-0.11790058,-0.07610879,-0.11733809,-0.11736647,0.04274484,0.007869684,-0.022648495,-0.10557891,0.23507527,-0.07450411,0.08318676,-0.007139981,0.014409277,-0.11539297,-0.112113856,-0.030768748,-0.10904488,0.010475691,0.065201595,-0.11724775,-0.11520933,0.011824001,0.08127461,-0.11601176,-0.08734464,-0.09824007,-0.11269577,0.24117228,0.060837932,0.20592105,-0.11351164,-0.10992788,-0.10040924,0.03769991,-0.11446838,-0.1138333,0.13138972,-0.11311841
Spib,-0.04430288,-0.07122484,-0.08425038,-0.08553305,-0.058419313,-0.08532928,-0.09463936,0.038920075,0.01658417,-0.060997605,-0.07527917,0.029152095,1.6831932,0.007814715,-0.015566969,-0.06589538,-0.06324328,-0.030760117,-0.061507955,-0.07626961,-0.08644541,-0.090349,-0.090310045,-0.08922245,-0.09476238,-0.09174273,-0.012678403,-0.09067858,-0.09073228,-0.08923699,-0.04136003,-0.04389895,-0.06843181,-0.06152851,-0.047092814,-0.064795084,-0.03984015,-0.05130816,-0.08699867,-0.08079504,-0.056081925,-0.074988954,0.027743334,0.01022552,-0.09050767,-0.08665126,0.014156541,0.005208343,-0.08816934,-0.03393509,-0.054547735,-0.08189593,-0.076354876,-0.055131715,0.039113306,-0.08343944,-0.07665947,-0.05865151,-0.051485218,-0.08524947,-0.084047996,-0.08684194,-0.082695514
Napsa,-0.20568787,-0.199565,-0.17746536,-0.13061684,0.21558374,-0.26731694,-0.28130236,0.076606244,0.055748843,0.7231422,0.5640769,0.10934674,1.2339715,-0.09371406,-0.11196743,-0.2381237,-0.21076058,-0.015912643,0.83362395,-0.25370768,-0.26899356,-0.15785693,-0.23713182,-0.27316517,-0.28148714,-0.27695107,-0.15818219,-0.27535254,-0.2754332,-0.273187,-0.063892536,-0.11547262,-0.24193388,0.47444415,-0.07808088,0.7080916,-0.08374545,-0.15021926,-0.26982465,0.010100223,-0.04619373,1.0345957,-0.035524134,0.31649673,0.020748384,0.23682979,-0.092432745,0.5887505,-0.2715832,0.17830746,-0.14695297,-0.052641373,0.03486131,-0.12822609,0.74040335,-0.26447803,0.038869075,-0.07949951,0.94222033,-0.26719704,-0.2653922,-0.26958922,-0.26336053
Il4i1,-0.055448767,-0.050769977,-0.008777474,-0.029536426,-0.052995462,-0.048318755,-0.04670075,-0.03587414,0.009111227,-0.052547377,0.4052308,-0.06821457,-0.06363101,0.027101185,0.06744301,-0.05169619,-0.0521571,-0.011586039,-0.052458685,-0.04989324,-0.048124783,-0.047446374,-0.047453143,-0.047642156,-0.046679366,-0.047204155,-0.060944814,-0.047389094,-0.047379762,-0.04763963,-0.05596021,0.014027401,-0.05125538,-0.052455112,-0.054963905,-0.05188741,0.012452414,-0.017638357,-0.04802863,-0.049106766,-0.01793788,-0.05011581,0.023390232,0.05917486,-0.0474188,-0.048089005,0.21352065,-0.06405337,-0.04782518,-0.057250597,-0.053668305,-0.04891544,-0.049878426,-0.053566817,-0.052028544,-0.04864719,-0.04982549,-0.05295511,-0.025487721,-0.048332624,-0.04854143,-0.04805587,-0.048776478
Tbc1d17,0.043268688,0.116617605,-0.026778307,-0.029991074,-0.13890634,-0.43988353,-0.44749102,0.053599235,0.183554,1.0633663,0.02003626,-0.0071082506,-0.36788872,-0.059624083,-0.031410117,0.044690333,-0.07143856,0.02484313,-0.15136006,-0.43248063,-0.4407955,-0.05609374,0.015298877,1.0687212,-0.4475915,2.1670182,0.71607774,0.9734695,-0.44429842,-0.018330632,-0.01309695,-0.07521917,-0.14859158,-0.050761566,-0.10602351,0.10426855,-0.02277884,-0.061440773,-0.18999326,0.18042777,-0.046074077,-0.16993915,0.012104126,0.052508283,0.22955778,-0.30818674,-0.23180717,-0.30400994,0.9103028,-0.01898751,0.16215357,0.11301716,0.052090954,0.018503794,0.14921248,-0.4383393,0.20582199,0.13878502,0.039767414,3.1096666,0.09475001,0.026397534,-0.4377314
Akt1s1,-0.005348941,0.08996877,-0.09347152,-0.079645,0.20474835,-0.3413651,-0.3516569,0.072631255,0.018188003,-0.31446776,0.2811347,-0.059038542,-0.048512384,-0.011345776,-0.12207447,-0.17539342,-0.06302619,-0.08533543,-0.08872832,-0.33135015,-0.34259894,-0.016709134,-0.035031103,-0.3456688,-0.35179287,-0.34845483,2.170733,-0.34727848,-0.34733784,0.13245958,-0.018465836,-0.079476826,-0.32268587,-0.07288526,-0.026491031,0.08794812,0.056635614,-0.089095,-0.34321055,0.0409908,-0.06415927,-0.08873429,0.075636454,-0.010613192,0.2676324,-0.030277561,-0.0041022524,0.16521104,0.5178019,-0.046661165,-0.22281049,-0.10870561,0.2325056,0.106588215,0.059678636,-0.339276,0.056474168,0.13897993,0.051910363,-0.34127688,0.09323505,0.3894036,-0.33845362
Ptov1,-0.11396025,-0.0025160913,-0.11058725,-0.05752362,-0.1198443,2.392471,-0.13494165,0.07408033,-0.0017165939,-0.120919,-0.12687188,-0.083342545,-0.09433582,-0.06328373,0.0046893116,0.04324197,-0.12185504,-0.05339279,-0.085350566,-0.12728472,-0.13152623,-0.055507142,-0.08567585,-0.13268375,-0.13499293,-0.13373427,3.1806428,-0.13329071,-0.13331307,0.1636491,-0.06593275,0.038778756,-0.124017745,-0.12114029,-0.09392678,-0.12250187,-0.012687656,-0.08481289,-0.13175683,-0.12917101,-0.043590162,-0.12675092,0.019095376,0.107461676,-0.13321947,-0.13161203,0.066390015,-0.09332284,-0.1322448,0.24473587,0.07821063,-0.1296299,0.23703122,-0.04653479,0.005545692,-0.13027327,-0.12744722,0.085811056,-0.014548605,-0.13102773,0.0729398,0.23900159,-0.12996317
Fuz,-0.26116806,-0.01170274,0.09885852,0.060944933,0.12075689,-0.29572642,-0.3035687,-0.03770148,0.03311493,0.2182946,-0.28726077,0.16466764,-0.22150967,-0.03212335,-0.010105716,-0.2793564,-0.030791461,-0.017764326,-0.1570722,-0.28809506,-0.29666656,-0.092034,-0.11342019,-0.2990058,7.199515,-0.30112875,-0.23452938,-0.30023235,-0.3002776,0.06914856,-0.0413478,-0.07669107,0.41136473,0.05440568,-0.030991642,-0.27842957,-0.01226103,-0.04486272,-0.2971326,-0.291907,-0.05521513,-0.13690148,-0.019940652,0.06693373,-0.3000884,0.3567466,-0.03239978,0.027051976,-0.00291967,-0.00641606,0.32002965,-0.026471015,-0.28816688,0.18588006,-0.050571475,-0.2941345,0.1909199,0.5120411,0.040797472,-0.29565918,0.041825864,0.1873178,-0.29350787
Prr12,0.023590434,0.15377082,-0.08178131,-0.004879103,-0.3764902,-0.38885316,-0.39313036,0.06946741,0.050547693,-0.0100006955,0.025573866,-0.034132317,0.06802387,0.08416014,0.00960896,0.11264689,-0.08674594,0.009792005,0.1298994,-0.38469097,-0.3893659,0.10396948,0.054857038,-0.39064175,5.196652,-0.3917996,-0.35547593,0.17520699,-0.39133537,0.08877625,0.00048344748,0.08483158,-0.24979128,-0.25280663,-0.03004125,-0.18295638,-0.081132144,-0.13471095,0.54141825,-0.28444222,-0.060121767,-0.20282988,-0.00043916242,-0.0026214367,0.20097433,-0.14549558,-0.07162974,-0.044959754,-0.1261698,-0.09066637,-0.09926539,-0.04235088,0.113310374,-0.0027335072,0.29221815,-0.38798493,-0.048228655,-0.25270653,-0.037573572,-0.38881648,-0.040704455,-0.18425632,-0.38764316
Rcn3,0.7028079,0.16548291,-0.044832945,-0.09568663,0.2484938,-0.46135795,-0.43623838,0.11978421,-0.014349656,-0.26376933,-0.19919229,-0.082339644,-0.52831966,0.3132895,0.08535407,-0.21108957,-0.12534374,-0.1292625,-0.23223335,-0.4858019,-0.45834655,-0.13009252,-0.19567654,-0.45085377,-0.4359065,-0.44405383,-0.65737766,0.23967952,-0.44678015,0.17901403,0.3444924,0.28203985,-0.5069491,0.024943596,-0.095436096,-0.3018647,0.42491308,0.31552413,-0.4568538,0.45012,0.20355852,-0.049620893,-0.14625143,-0.22202101,-0.18323529,-0.11367216,-0.3246428,-0.4406912,-0.14362442,0.19151688,-0.15817088,-0.35652733,-0.23261072,-0.23798437,-0.42421088,-0.46645698,-0.13596126,-0.15205948,-0.1611277,-0.4615733,-0.07817776,-0.09808664,-0.46846417
Fcgrt,0.5167149,0.82869107,0.11105774,0.3216948,0.08229275,-0.4815488,-0.4881153,0.16262513,0.2993771,0.5741121,-0.14314026,-0.1849549,-0.41940576,0.038586944,0.5368626,0.031325065,-0.078304715,-0.270379,-0.37388843,1.4581534,0.4373775,-0.06352904,0.30580503,-0.48429468,-0.48820207,-0.4860723,-0.43030736,0.0061723823,-0.48535958,-0.3382673,-0.04266688,0.32458934,-0.06593187,-0.26979366,-0.23479176,-0.40901998,0.14863406,0.6773366,-0.30228502,0.40981856,-0.2591801,-0.1910288,-0.192087,-0.059219286,0.44043836,0.22275908,-0.265278,-0.41769168,-0.2556463,-0.16701555,0.23398517,-0.24932146,-0.317486,-0.27149832,-0.44608366,-0.48021588,-0.47543392,-0.3728515,-0.39941946,-0.48149252,-0.08551106,-0.08550112,0.5706565
Flt3l,0.2574314,0.25531977,0.26567298,0.100020126,0.1613705,0.06989078,-0.64456564,0.13590834,0.13486378,-0.10678967,-0.11301512,0.012635016,-0.16342822,0.085057735,0.19023524,0.12806989,0.17509846,0.016433245,0.21506406,-0.6039734,-0.62645924,-0.053220425,0.11654774,-0.6325957,-0.6448375,-0.6381649,1.016338,-0.6358134,-0.635932,-0.13404828,-0.11514595,-0.083188005,0.048595402,0.0061903694,-0.09607635,-0.068173625,-0.07316524,0.06712415,-0.6276818,-0.04734377,0.039272748,0.03560299,-0.11639829,-0.067357875,0.22393054,-0.22739348,-0.14060092,-0.22450337,0.47052604,-0.18407445,0.16179338,-0.30063486,-0.24449427,-0.16435628,0.032850783,-0.6198168,0.21848628,0.08068395,0.19930674,2.0603247,-0.2494321,-0.04897365,-0.61817294
Tead2,-0.050713137,-0.016440228,-0.078791216,-0.06088491,-0.060635217,-0.07954954,-0.086093366,0.0077821454,0.048383832,-0.062447436,-0.07248558,0.00091648253,-0.01762111,-0.00050124875,-0.044124957,0.21182097,-0.06402586,-0.007349617,-0.062806144,-0.07318173,-0.08033405,-0.044443063,-0.03582622,-0.082285956,-0.08617982,-0.08405739,-0.028485104,-0.083309434,-0.08334717,0.008413598,-0.048644684,-0.05042923,-0.067672744,-0.06282059,0.018028881,-0.065116584,0.009051578,0.08231245,-0.08072291,-0.07636254,-0.020127777,-0.0722816,0.012662657,-0.012386522,-0.0831893,-0.080478735,-0.009623508,-0.015912967,0.59066516,-0.043425884,0.3147227,-0.07713634,-0.073241666,-0.05832445,-0.064545795,-0.078221224,-0.07345576,-0.06079842,-0.02396614,-0.07949345,-0.038180254,-0.08061276,-0.077698335
Cd37,-0.2733092,0.3832193,0.2998082,0.3304495,0.61169183,0.05033234,-1.6077536,0.31608352,0.46072522,0.1939789,0.12762216,0.33637396,0.24345797,-0.01315123,0.072255135,0.17828454,-0.19437073,-0.11864702,0.10254338,-0.15275486,0.824753,0.15690677,0.22464576,-1.5594659,-1.6088502,-0.6512097,1.1110477,0.3326872,-1.5729247,0.008589362,-0.4114966,-0.28399986,0.3153062,0.16797411,-0.3470477,-0.17945541,-0.22768123,-0.26481792,-0.3437001,0.055404067,-0.23206246,-0.0351382,-0.056884497,-0.070860416,0.07024605,-0.5265164,-0.21417047,0.18144242,0.52810097,-0.2622721,-0.040499922,0.20556273,0.03957782,-0.17835674,0.32288378,0.060590822,-0.18040477,0.26858765,0.05600874,0.1356509,-0.23746105,-0.013634088,0.8815921
Gys1,-0.124675535,-0.1317645,0.062401365,-0.066522285,-0.1283926,-0.1354784,-0.1379299,0.0141836675,0.1003245,-0.12907152,-0.13283207,0.046537604,-0.11227839,-0.02561555,0.016749369,0.024755076,-0.12966283,0.009211081,-0.0075606722,-0.13309287,-0.13577232,-0.05912207,-0.113051705,-0.13650355,-0.1379623,-0.13716719,-0.116348326,-0.13688697,-0.13690111,0.022922222,-0.1043957,0.020425525,-0.13102905,-0.1292113,-0.03511409,-0.13007145,-0.06374477,-0.04973585,-0.13591799,-0.13428448,-0.016722644,0.19043931,-0.043096293,-0.054577187,0.496603,-0.13582651,0.021481035,-0.11163847,-0.13622625,0.05825572,-0.12737316,-0.13457435,0.081727654,0.02450823,-0.01963056,-0.1349808,-0.13319552,-0.12845375,-0.039372314,-0.1354574,-0.05793464,-0.012265843,-0.1347849
Ppp1r15a,0.11988669,0.61135596,0.23135756,0.3704882,0.47665998,-0.6617367,-1.5098077,0.22949517,0.31638524,0.5758164,-0.015576683,0.3948293,-0.46716616,0.10308331,0.030203318,-0.29942253,-0.06676533,0.19847505,-0.9467782,0.8895833,0.63664937,-0.10700992,-0.011201066,-0.4965007,-1.510411,-1.495602,1.1404014,0.01755218,-1.4906465,-0.45360294,-0.23379585,-0.15696952,-0.16002378,-0.4865784,-0.09183571,-0.8970957,-0.15965417,-0.0797458,-0.12048093,-0.16021033,-0.11461203,-0.7804431,-0.13271141,-0.110162705,-0.17168769,0.44753405,-0.17287658,-0.7573694,-0.52992624,0.26624364,0.2763441,0.21797976,0.49684897,0.23580213,-0.8103244,-0.054690108,-0.11817839,0.02634374,-0.9336463,-1.4637576,0.7740771,0.752636,-0.06896801
Dbp,-0.02819969,0.02648002,-0.07969683,-0.11579213,-0.1817274,-0.22414783,-0.23882407,0.14983766,0.06294423,-0.18579179,0.03848635,0.07435886,-0.08525681,-0.087968834,-0.11119318,-0.19351254,-0.129227,-0.11428034,-0.13162455,-0.20986632,1.2999246,-0.029721064,-0.05715601,-0.23028496,-0.239018,-0.23425788,-0.10962221,-0.23258036,-0.23266502,0.25388044,-0.050722945,-0.10976547,0.036879648,-0.18662868,-0.05619449,0.3030898,-0.08503086,-0.08849752,-0.22677942,-0.21700013,-0.118458256,0.0077937217,0.021829557,0.20351298,0.25629514,-0.22623177,-0.067320056,0.066172056,-0.22862484,0.5304517,0.34868485,0.083315015,0.25221324,-0.017711123,0.042778324,-0.22116871,-0.21048088,0.0032947503,-0.13233517,-0.224022,0.02357876,0.1430954,-0.21999599
Fam83e,-0.11249417,-0.11214776,-0.06856653,-0.07423238,-0.11231253,-0.11196628,-0.11184649,0.010534605,-0.023052478,-0.112279356,-0.112095594,-0.06783428,-0.11309997,-0.008825949,0.0051715593,-0.11221634,-0.11225046,0.08157319,-0.068987556,-0.11208285,-0.11195192,-0.05378693,-0.06453979,-0.111916184,-0.111844905,-0.11188376,-0.112901084,-0.11189745,-0.11189676,0.058701124,0.0027664173,-0.06900169,-0.112183705,-0.11227253,-0.062498625,0.041653775,-0.03251088,0.11954186,-0.1119448,0.50083286,-0.020371834,-0.112099335,0.026569357,0.09356236,-0.11189965,-0.11194927,-0.113246374,0.13673986,-0.11192974,-0.11262757,0.01601386,0.37995487,-0.11208176,-0.033249974,0.04151372,-0.11199061,-0.11207783,-0.11230955,0.019853102,-0.11196731,0.0799422,0.011368637,-0.11200017
Emp3,0.12416248,-0.07306739,0.059932627,0.109467134,-0.3775241,0.47822022,1.4938918,0.1868487,0.12751482,-0.5365733,0.08624094,-0.012614201,-0.49044636,0.63501126,0.8377795,1.4259263,1.2605199,0.28275394,0.87217444,0.76105154,0.6577527,0.4877488,0.54260224,-1.0403757,1.1892126,-0.8446462,-0.63434803,-0.6767476,0.35822806,-0.51432353,0.018433798,0.19664781,0.45723966,0.7493489,-0.2617113,0.023512717,0.33664012,0.49876675,0.95662785,0.95481074,0.19284752,0.7172244,-0.4144153,-0.33009925,-0.045864597,-0.3277861,-0.5978392,-0.7823888,-0.18156442,-0.72389144,-0.9429153,-0.9162032,-0.54811305,-0.99864113,-1.0083784,-0.6396606,-0.27081543,-0.3412452,0.03434408,-0.54133385,-0.7521803,-0.44060764,-0.5589988
Ccdc114,-0.104392104,0.0526429,-0.0942225,-0.093895964,-0.10079842,-0.09394784,-0.09157774,-0.0046910387,-0.08660158,-0.100142054,-0.096506335,0.07025151,-0.116377704,0.10248351,-0.025655579,-0.09889521,-0.099570364,-0.004344775,0.023915181,-0.0962542,-0.09366371,-0.073335186,-0.06904386,-0.09295674,-0.09154642,-0.092315145,-0.11244287,-0.09258605,-0.092572376,0.065987095,0.087619506,-0.06851424,0.3478364,-0.1000069,0.0011060294,-0.09917532,0.04070794,-0.035477955,-0.09352286,0.1466542,-0.06495037,-0.09658022,0.010883502,-0.071679845,-0.09262956,-0.0936113,-0.013501978,-0.010784895,-0.09322484,-0.10703147,0.4357505,-0.094821885,-0.096232496,-0.044916302,-0.034380518,-0.09442895,-0.09615495,-0.100739315,-0.032282233,-0.09396816,-0.09427402,-0.09356276,-0.094618335
Kcnc1,-0.0984195,-0.03438374,-0.028536046,-0.0005873546,-0.12086875,-0.16366348,-0.17846923,0.06251882,-0.0015913004,-0.124969,-0.14768086,0.018395375,0.37523615,-0.0012345304,-0.011716639,-0.13275789,0.08338625,-0.0076669767,-0.1257806,-0.14925595,-0.16543844,-0.15214951,-0.08215783,-0.16985476,-0.17866485,-0.17386273,-0.04812734,-0.17217042,-0.17225581,0.012006646,-0.065281995,-0.040459976,-0.13679156,-0.12581329,-0.06563097,-0.1310081,-0.067954764,-0.041173365,-0.16631828,-0.1564527,-0.0940256,-0.14721933,0.032416746,0.0423211,-0.17189862,0.09522193,-0.0054519363,-0.019682188,-0.16817999,-0.08193168,0.71805054,-0.15820344,0.43334928,-0.061905626,0.11003491,-0.16065806,-0.14987594,-0.121238016,-0.11559321,-0.16353653,0.28705993,0.49505323,-0.159475
Saa3,-0.07253,-0.02395915,-0.017638912,0.053066086,0.6059714,-0.097525924,-0.10319822,0.023433195,0.07618345,-0.082701504,-0.091402754,-0.027776506,1.6335808,-0.034308635,-0.038887177,0.19453351,0.059777293,0.07970196,-0.08301244,-0.09200619,-0.09820595,-0.023195919,-0.0768981,-0.09989789,-0.103273176,-0.10143341,-0.053262338,-0.10078506,-0.10081778,-0.05445763,-0.03500542,-0.04678309,-0.0872309,-0.083024964,-0.032009855,-0.08501517,-0.06981102,-0.07679807,-0.098543026,0.17402671,-0.023229277,-0.09122593,0.027531562,-0.012799543,-0.10068093,-0.09833136,0.065611474,-0.04236458,-0.09925627,-0.06621327,-0.07877183,-0.09543411,-0.09205814,0.050983988,-0.0845204,-0.09637451,-0.09224372,-0.08127211,-0.0918379,-0.097477295,-0.015617812,-0.09844753,-0.09592126
Hps5,0.57788795,-0.116915874,0.043234415,-0.08882468,0.082616545,-0.3315734,6.1828985,0.076968595,-0.03308886,1.9847106,-0.055138707,0.07323495,0.39692676,0.05333005,-0.06654572,-0.24799621,0.256602,0.08673012,0.23047535,-0.3280251,-0.33201054,0.021421516,0.09142425,-0.3330982,-0.33526796,-0.3340853,-0.30311897,0.43324327,-0.3336895,-0.026145983,-0.019871263,-0.07714733,0.08943302,0.21558294,-0.042777345,0.14819269,-0.08115414,0.027120627,-0.33222723,-0.09519711,-0.04725976,0.28421205,-0.000501909,-0.15294474,-0.33360156,0.05741218,-0.13994332,0.1978086,-0.33268574,0.19217151,0.16053635,-0.3302287,0.028732236,-0.029847385,0.22817416,-0.3308332,0.06681269,0.09430152,0.07065475,-0.33154213,0.10603789,0.041622773,1.9592918
Ldha,0.026959868,0.20903769,-0.27026746,-0.16277155,-0.16230527,0.33523113,0.9840676,-0.79179066,-0.5560049,-1.3290102,-0.08214096,-0.6762116,-0.36560893,-0.060453203,-0.14042114,-0.2965839,-0.12063414,-0.13811316,-0.0121896,-0.6913376,-0.21174578,-0.4580458,-0.37805957,1.0042895,0.039575897,-1.1556183,0.42827207,0.38297585,-0.42235032,-0.39074633,0.7759933,0.5301141,0.13238685,0.709597,0.6145476,0.56665033,0.56696916,0.4889603,0.32404172,0.6153926,0.46588948,0.59323895,-0.0002514592,0.07469876,-0.30378285,-0.06438634,-0.020568645,0.18624176,-0.11686725,0.18154329,0.18014629,0.0031215467,-0.2837627,0.024392422,-0.6002975,1.3750008,0.84614795,0.3671288,0.26362875,-2.4374988,-0.3846859,-0.7135502,0.29532027
