gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
mt-Cytb,32065.3146659071,-0.374830999111965,0.201951110200214,-1.85604822246512,0.0634466849175795,0.523224964396372
mt-Nd6,4682.3705175634,-0.374510378267114,0.190251010543048,-1.96850664392331,0.0490097724205119,0.474244743667654
mt-Nd5,7476.45467890995,-0.297618405557672,0.22073851552607,-1.34828489196088,0.177566769471493,0.702195927210475
mt-Nd4,20297.7224821947,-0.221669771156876,0.143612749230714,-1.54352432039835,0.122703611286997,0.628896164876695
mt-Nd4l,838.736402999122,-0.252378321052577,0.268530593879685,-0.939849413082721,0.347294808587311,0.825354954485963
mt-Nd3,3326.50284466576,-0.273861994429849,0.232614961063701,-1.17731891868663,0.239068238568074,0.749049666337082
mt-Co3,90918.8310591927,-0.184175644688303,0.137967476124893,-1.33492073538825,0.181902290462392,0.705450554583494
mt-Atp6,62800.5024439065,-0.43844802458764,0.164442023693326,-2.6662772370481,0.00766964161423323,0.203139401015719
mt-Atp8,4718.98042412754,-0.355298872749728,0.258065616844328,-1.37677725957602,0.16858112361865699,0.694322132371615
mt-Co2,55105.4703661045,-0.210500393866771,0.157870382977368,-1.33337482241332,0.182408830573941,0.705450554583494
mt-Co1,68415.4048654321,-0.187203522449614,0.177247517587463,-1.05617006656941,0.290890523755877,0.787038206220411
mt-Nd2,12056.7781862621,-0.453742414519951,0.198099864825844,-2.29047311525856,0.0219939053312996,0.330650733055408
mt-Nd1,38601.7605496439,-0.342660732720635,0.191155577300066,-1.79257512420234,0.0730408869696591,0.547261298439388
Gm15190,0.342688672138476,-0.176902389950055,0.448717947245699,-0.394239613182199,0.693404141938767,NA
Arrb2,668.997315404761,0.359214795354254,0.271431637661837,1.32340798017725,0.185699739387917,0.707790579050563
Usp22,336.61270024423,-0.199764548606352,0.194949297204075,-1.02470001929392,0.305504753948856,0.798348760603169
Gm29257,23.6467686538237,-0.798279369941566,0.534799623987996,-1.49267002842822,0.135523582520124,0.648113916175765
Gm17908,0,NA,NA,NA,NA,NA
Gm17918,0.0380498173786147,0,0.448717947245699,0,1,NA
Odf2l,120.74869093732,-0.856552528697643,0.375325995562794,-2.28215614911847,0.022480122976299,0.332170461001499
Gm33778,0,NA,NA,NA,NA,NA
Mymx,0.131854083945354,0,0.448717947245699,0,1,NA
Wsb2,198.469776549867,-0.191387597899422,0.353023629537912,-0.542138208000232,0.587723299309761,0.917917020144292
Orai3,166.917998608981,0.105733907301856,0.347233073246419,0.30450413698588,0.760743841443611,0.963155982204657
Mpeg1,55.4609839371828,-0.00311857780678452,0.53532756634155,-0.00582555056541736,0.995351909436097,1
Tm9sf3,2135.84676739228,-0.102992943425283,0.120626495374092,-0.853816925592313,0.393206434862327,0.843172457986982
Ivd,284.455811501188,0.628616891658753,0.449219875114553,1.39935235834891,0.161707345888972,0.684814276101054
Wdr81,121.608775638435,-0.0172890926826625,0.3302206634448,-0.0523561805681871,0.958244889040039,0.998910319273326
Alas1,224.734386462151,0.193417854762609,0.284510855134526,0.679825923236408,0.496614690368008,0.889123885341703
Cyp2d11,0.121889199336314,0,0.448717947245699,0,1,NA
D10Wsu102e,3396.71974346816,-0.198474887287774,0.298465673164553,-0.664983966777142,0.506060748065692,0.892046053607313
Arhgap10,146.424941166875,-0.146306207700687,0.250546211132856,-0.583948993038676,0.559254629615323,0.909348611091995
Aldh1l2,13.7271658528351,-0.737282108387348,0.786433638256041,-0.937500727998246,0.348501049462505,0.826071995913777
Acss1,322.491899087607,-0.0530028436725958,0.18927206372506,-0.28003521824324,0.779450485142222,0.968799507852372
Tacc1,1248.32743701286,-0.327636338509871,0.243613819501204,-1.34490046246433,0.178657380886125,0.702195927210475
Srp68,716.885577647423,0.148886366878282,0.179233702711975,0.830682871722733,0.406152804943725,0.852015523958659
Tatdn3,127.418607472766,-0.289194808222912,0.37046536577896,-0.780625761371338,0.435022635632479,0.866940276988324
Kif9,10.7689934929382,-0.40757071262459,0.871736685656905,-0.467538787033451,0.640114448426472,0.935384045918983
Wfdc11,0.149848385443478,0,0.448717947245699,0,1,NA
Rfc5,1393.99418525734,0.653283757440852,0.247242995042191,2.6422740807252,0.00823513847175025,0.211431658617618
Gm19195,11.0975968247349,0.453662995298891,0.82075700837445,0.552737278719549,0.580443322642443,0.917822455989357
Wfdc13,0.631277921909808,-0.156818319855212,0.591516691045559,-0.26511224827489,0.790922992083168,NA
Atp11a,176.98479209695,0.0757603198978811,0.40159756211271,0.188647360056978,0.850369211235619,0.982652792131743
Sema6b,4.37958017145893,-0.699327711003591,0.859434087368607,-0.813707207198139,0.41581270435746,NA
Spint4,0,NA,NA,NA,NA,NA
Hsd3b7,18.5091717609509,0.0197345260598365,0.631175106651728,0.0312663250686876,0.975057145972872,1
Pgm2l1,479.703267062789,0.047706584011441,0.225133623390438,0.211903416704247,0.832182384982738,0.979298553474343
Vipr1,59.4733701378222,1.57276663193034,0.804901775475174,1.95398579038027,0.0507028976757148,0.479090697728142
Spint5,0,NA,NA,NA,NA,NA
Nexn,8.97240375798842,-1.18165624300437,0.867166748104983,-1.36266323124894,0.17298867090394,0.698698625894198
Gm18995,0,NA,NA,NA,NA,NA
Wfdc3,1.35858049738151,-0.125758055328091,0.83427245758198,-0.150739790322915,0.880180983712533,NA
Tpi-rs11,0.111865125037303,0,0.448717947245699,0,1,NA
Rasal3,1569.22654012045,0.0297117632586986,0.227455406255486,0.130626762176518,0.896070570965826,0.988648342173414
