gene_names,P3,P4,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6998072266578674,0.7672469019889832,-0.1872756332159042,0.0460141525378012,-2.571580171585083,-0.1872756332159042,0.0408004375230113,-2.692906141281128,-0.1872756332159042,0.0083951690098606,-3.1803905963897705
Lypla1,0.3465030789375305,0.389991283416748,-0.2038649469614029,0.1744867444987593,-1.9234212636947632,-0.2038649469614029,0.1660531508706094,-2.0117111206054688,-0.2038649469614029,0.0682680428157187,-2.3505799770355225
Gm37988,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Tcea1,0.4837692677974701,0.5884332060813904,-0.3647721111774444,0.0007321052094432,-3.965981721878052,-0.3647721111774444,9.790242861682424e-05,-4.52822732925415,-0.3647721111774444,2.17973602598742e-06,-5.27689266204834
Atp6v1h,0.3083739280700683,0.3767141699790954,-0.3408953845500946,0.0117538704536191,-3.1014773845672607,-0.3408953845500946,0.0200023026681996,-2.967274904251098,-0.3408953845500946,0.0029894604104621,-3.509752988815308
Rb1cc1,0.3172424435615539,0.342422217130661,-0.1293505877256393,0.2587828974904751,-1.693740725517273,-0.1293505877256393,0.5522809428466091,-1.0437301397323608,-0.1293505877256393,0.4062683815679547,-1.2318341732025146
Pcmtd1,0.1591076701879501,0.1539649218320846,0.0512079745531082,0.9981751293303306,-0.5023494958877563,0.0512079745531082,0.9726774648004758,0.2645630538463592,0.0512079745531082,0.9239230196529558,0.3207449913024902
Rrs1,0.1693164408206939,0.278055191040039,-0.7970093488693237,1.3647172711713054e-07,-5.835009574890137,-0.7970093488693237,3.129369426491378e-07,-5.772444725036621,-0.7970093488693237,1.112064113801674e-10,-7.005840301513672
Adhfe1,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Mybl1,0.041702501475811,0.028790732845664,0.5438981652259827,0.9981751293303306,-0.5027003884315491,0.5438981652259827,0.2999217693755085,1.6357755661010742,0.5438981652259827,0.1908211966041177,1.8061747550964355
Vcpip1,0.2249816656112671,0.239034429192543,-0.0979393720626831,0.2149179547586129,-1.8053349256515503,-0.0979393720626831,0.6809430673456812,-0.7740834951400757,-0.0979393720626831,0.5688883147997348,-0.8993608355522156
Sgk3,0.0353042371571064,0.0599265322089195,-0.7812557816505432,0.015864531170873,-2.9918131828308105,-0.7812557816505432,0.0304638700159407,-2.810002326965332,-0.7812557816505432,0.0041066467774416,-3.411317586898804
Mcmdc2,0.0018574126297608,0.0015501993475481,0.2610622048377991,0.9981751293303306,0.0945743545889854,0.2610622048377991,1.0,0.1958988606929779,0.2610622048377991,0.9806551550129146,0.2262553572654724
Ppp1r42,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.520581841468811,0.6137564182281494,-0.3110716640949249,0.0116377801203398,-3.104986429214477,-0.3110716640949249,0.00118585827471,-3.885210037231445,-0.3110716640949249,5.766636167934053e-05,-4.5658392906188965
Cspp1,0.3190971910953522,0.2869817614555359,0.1773715168237686,0.7688646948691975,0.8587140440940857,0.1773715168237686,0.3528136802658334,1.519338607788086,0.1773715168237686,0.2074723607639508,1.7571043968200684
Arfgef1,0.2854610085487366,0.297413557767868,-0.068216934800148,0.6049881509014476,-1.0819025039672852,-0.068216934800148,0.7877737237929183,-0.5923858284950256,-0.068216934800148,0.6946221018735499,-0.6942932605743408
Prex2,0.0019147652201354,0.0030414413195103,-0.6684004068374634,0.9981751293303306,-0.0787827149033546,-0.6684004068374634,0.7845930257409359,-0.598922848701477,-0.6684004068374634,0.6782408912651284,-0.7217184901237488
A830018L16Rik,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.3115593791007995,0.2707624435424804,0.2333345562219619,0.5038824575880487,1.2345550060272217,0.2333345562219619,0.1927942969533647,1.9230011701583865,0.2333345562219619,0.0854668911916734,2.2425291538238525
Tram1,0.9399163722991944,0.9465165734291076,-0.0155937857925891,0.9981751293303306,0.1507223844528198,-0.0155937857925891,0.9751195086543648,-0.2607016563415527,-0.0155937857925891,0.9354504631391156,-0.3025218248367309
Lactb2,0.1557923704385757,0.1485040187835693,0.0745134502649307,0.5831558613389439,-1.1141875982284546,0.0745134502649307,0.849589134739812,0.4869783818721771,0.0745134502649307,0.7761962125090462,0.5620113015174866
Xkr9,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.0252444949001073,0.0144026931375265,0.817476749420166,0.9981751293303306,-0.0507086962461471,0.817476749420166,0.3411141118981626,1.5435651540756226,0.817476749420166,0.2343449741642532,1.677804708480835
Trpa1,0.0,0.0,0.0,0.9981751293303306,0.1328252106904983,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.3733323514461517,0.2758441567420959,0.5107274651527405,0.0020942962409444,3.6636595726013184,0.5107274651527405,5.9600406080730645e-05,4.643725872039795,0.5107274651527405,1.8500796502971436e-06,5.312477111816406
