UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
44	0
196	0
2	3
11	13
1	1
0	1
45	42
11	60
0	43
19	310
3	1
45	6
6	6
0	6
0	0
0	0
14	0
180	0
20	101
0	101
256	283
2	284
0	284
0	0
0	0
0	0
0	0
0	2
3	17
0	17
0	0
4	2
0	3
2	0
1	4
0	4
6	9
13875	950
10	43
0	40
0	3
6	3
5	2
1	5
4	8
4	639
13	407
48	29
5	3
0	3
2	3
4	6
0	0
2	2
0	5
2	16
0	15
9	1076
0	284
41	29
1	0
0	0
0	7
0	1
0	6
1	3
3	12
0	2
1	17
3	5
0	5
0	25
0	18
0	16
1	1363
0	0
0	16
0	0
3	6
0	6
0	0
0	2
0	2
0	14
2	404
0	357
0	47
0	41
0	5
0	4
0	0
3	0
0	0
0	5
0	7
0	2
0	12
0	6
0	36
0	28
1	10
0	6
0	169
0	166
0	0
0	0
0	2
0	1
23	0
13	0
29	0
33	1
25	87
0	11
1125	1
45	178
9507	253
21	0
129	0
47	0
22	0
31	0
26	0
2	9
0	9
0	3
0	3
2	10
0	10
25	0
0	0
0	0
0	0
0	0
18	39
2	39
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	2
4	6
0	0
0	3
0	20
19	50
0	6
0	6
0	0
1	2
0	2
40	0
0	6
0	6
73	5
6	5
35	0
14	0
0	0
0	0
0	0
7	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	5
0	0
0	0
2	7
0	4
7	8
0	0
0	0
0	0
9	22
0	0
5	35
0	164
0	164
27	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	287
1	254
0	75
22	4
0	73
5	35
0	75
0	0
0	0
0	0
0	0
0	0
0	0
0	205
0	205
0	205
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
933	2608
232	2253
0	310
0	0
0	0
0	0
2	9
2	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	30
0	0
1107	1803
125	222
13	1453
0	1010
1	350
0	970
0	0
0	0
0	0
1	312
0	254
0	73
0	65
0	71
7	15
155	41
0	12
0	4
4	0
0	12
0	7
0	6
0	5
2	0
0	1
0	0
0	0
0	7
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
17	31
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
40	84
12	469
0	469
0	0
12	41
0	41
0	0
0	0
0	0
