wilcoxon,t-test,t-test_overestim_var
Tmem108,Tnrc6b,Trim12a
Uqcrh,Irs2,Tnrc6b
Il4ra,Zbtb20,Zbtb20
Utrn,Cd53,Pdk1
Tnrc6b,Ypel3,Ramp1
Klf13,Cmah,Ypel3
Gm8369,Pdk1,Cmah
Cmah,Dph5,Dph5
Cnbp,Eif1,Cd53
Tcp11l2,Ifi213,Tnfsf8
Trim12a,Itpkb,Ifi213
Nsd3,Ramp1,Iigp1
Ddx6,Eif3f,Itpkb
Eif3m,Tnfsf8,Kdm5b
Ctss,Arid5a,Arid5a
B2m,Pdcd4,Eif3f
Ndufa6,Iigp1,Eif1
Gnl3,Rbm39,Pdcd4
Il6ra,Utrn,Igtp
Ypel3,Igtp,Utrn
Klf6,Kdm5b,Ppm1h
Rpl13a,Rpl31,Tcf12
Il2rg,Ppm1h,AB124611
Rbbp6,Chd2,Rbm39
Pik3ip1,Tcf12,Ccnd2
Pdcd4,Elf1,Chd2
Sh3bp5,Ccnd2,Elf1
Vgll4,AB124611,Rpl31
Cd2ap,Bst2,Gramd4
Tdrp,Gramd4,Scml4
Uba52,B2m,Bst2
H2-T23,Scml4,Cebpb
Actn1,Saraf,Gbp8
Atp11b,Cebpb,Kbtbd11
Limd2,Stk17b,Saraf
Nop53,Kbtbd11,Rflnb
Fus,Rbbp6,Oasl2
Cd69,Sidt1,Socs3
Prdx6,Srrm2,Sidt1
Bach2,Gbp8,Frat2
Zfp36,Socs3,Rbbp6
Ccnd2,Kdm7a,Kdm7a
Ccnl1,Frat2,Il6st
Treml2,Eef1g,Trmt1
Sidt1,Trmt1,Stk17b
Prrc2c,Txnip,Srrm2
Arl4c,Itpr2,Dyrk2
Arhgap15,Il6st,Txnip
Rpl41,Rflnb,Itpr2
Gbp2,Oasl2,B2m
Ddx3x,Dyrk2,Zcchc7
Ppm1h,Vgll4,Vgll4
Igtp,Zcchc7,Jmy
Zbtb20,Rpl41,Atp1b1
Mrpl30,Ablim1,Fosl2
Neurl3,Zfp36,Ttc3
Mrpl52,Fosl2,Eef1g
Ythdc1,Ttc3,Igfbp4
Ifi213,Dnajb9,Ablim1
Tmsb10,Ddx6,Dennd2d
4930523C07Rik,Jmy,Dnajb9
Inpp4b,Atp1b1,Rhob
Arid5a,Dennd2d,Zfp36
Eef1d,Nsd3,Rapgef4
Csde1,Klf13,Nsd3
Irs2,Rhob,Ddx6
Eif5,Psme1,Klf13
Matr3,Igfbp4,Ipcef1
Dph5,Ipcef1,Klhl24
Tcf12,Klhl24,Psme1
Zcchc7,Irf7,Tespa1
Ets1,Tespa1,Abcg1
Dusp11,Rapgef4,Akap8l
Itk,Akap8l,Bend4
Arhgap45,Gm8369,Tasor2
Fyb,Bend4,Irf7
Hcst,Tasor2,Mybbp1a
Ramp1,Hspe1,Myc
Tnfsf8,Abcg1,Rpl41
Cd3d,Mybbp1a,Parp8
Samhd1,Myc,Fam169b
Dusp1,Fam169b,Ddx60
Iigp1,Pabpc1,Znrf1
Phf3,Slfn1,Slfn5
Eef2,Gbp4,Gm8369
Pdk1,Znrf1,Pim2
Akap13,Parp8,Gbp4
Txnip,Zeb1,Zeb1
Dgka,Ddx60,Slfn1
Mcl1,Pim2,Pabpc1
Atf4,Uqcrh,Hspe1
Zfp292,Rps2,Dusp10
AB124611,Dusp10,Gbp9
Gm11808,Slfn5,Kmt2c
Ogt,Kmt2c,Timp2
Tra2b,Gbp9,Uqcrh
Taf1d,Zfp292,Ifngr2
Kdm5b,Ddx3x,Crim1
Ipcef1,Rgcc,Mettl1
Crlf3,Timp2,Id3
Slfn1,Kdm6b,Zfp292
Irf7,Mettl1,Als2cl
Kmt2a,Slc25a36,Rgcc
Itpr2,Atp11b,Slc25a36
Tra2a,Sik1,Sik1
Irf1,Crim1,Kdm6b
Cebpb,Uba52,Ddx3x
Gramd4,Id3,Patj
Socs3,Ifngr2,Atp11b
Klf3,Arhgap15,Uba52
Rictor,Als2cl,Fbxl12
Gramd3,Ndufa6,Adgrg5
Scml4,Pcgf5,Zbtb10
Kdm7a,Fbxl12,Hbp1
Jak1,Cd69,Arhgap15
Arid4b,Hbp1,Ikbke
Ifi47,Cxcr4,Pcgf5
Ier2,Dusp1,Pnpla7
Macf1,Cnbp,Ndufa6
Rflnb,Adgrg5,F2rl1
Smg1,Ikbke,Dzip1
Kbtbd11,Patj,Cxcr4
Pik3cd,Ifit1bl1,Ifit1bl1
Oasl2,Pnpla7,Rnf213
Slc38a2,Rnf213,Dusp1
Zc3hav1,Zbtb10,Cnbp
Tespa1,F2rl1,Slc28a2b
Gbp4,Tecpr1,Cd55
Btg2,Dzip1,Lcn4
Fubp1,Lcn4,Cd69
Fam169b,Mbnl2,Tecpr1
4932438A13Rik,Rpl9-ps6,Mbnl2
March7,Il2rg,Rpl9-ps6
Dnajb9,Cd55,Akap9
Tecpr1,Akap9,Rps2
Igfbp4,H2-T23,Il2rg
Atp1b1,Ifi208,Mdn1
H2-Q4,Slc28a2b,Ifi208
Gimap3,Ifit3,Nt5e
Selenow,Prdx6,Ifit3
Gbp8,Klf6,H2-T23
Frat2,Mdn1,Prdx6
Use1,Phf3,Phf3
Rhob,Rpl13a,Pecam1
Dyrk2,Nt5e,Klf6
Kmt2c,Arl4c,Pmepa1
Ncl,Foxo1,Cyth1
Rps2,Cyth1,Rpl13a
Bclaf1,Klf3,Zbtb4
Klhl24,Dgka,Foxo1
Grap2,Pecam1,Maff
Tagap,Crlf3,Slc49a4
Il6st,Sesn3,Crlf3
Jmy,Ogt,Bmyc
mt-Nd4,Zbtb4,Izumo1r
Jmjd1c,Pmepa1,Dgka
Trmt1,Maff,Sesn3
Rapgef4,Smg1,Arl4c
Bend4,Slc49a4,Klf3
Fosl2,Bmyc,Aff3
Gtf2i,Socs1,Tsr1
Dennd2d,Limd2,Ogt
Fosb,Izumo1r,Socs1
Rpl9-ps6,Tsr1,Smg1
Zeb1,Aff3,Eml5
Mbnl1,Ubn2,Gm20696
Myc,Fus,Ubn2
Ttc3,Ythdc1,Crebrf
Foxo1,Ddx3y,Rere
Kdm6b,Gm20696,Ddx3y
Rsrp1,Ccnl1,2410002F23Rik
Znrf1,Eml5,Ythdc1
Abcg1,Crebrf,Limd2
Son,Ikbkb,Fus
Ifit3,Rere,Ikbkb
Ddx21,Tmsb10,Taf4b
Mybbp1a,2410002F23Rik,Ccnl1
Akap9,Chd6,Chd6
Ddx60,Camk2d,Arhgap5
Rhoh,Hexim1,Ppp1r13b
Srpk1,Avl9,Thada
Parp8,Taf4b,Camk2d
Cxcr4,Ppp1r13b,Klf9
Slfn5,Eif3m,Asb13
Ddx3y,Thada,Hexim1
Tomm20,Retreg1,Avl9
Id3,Nop53,Retreg1
Ifit1bl1,Brwd1,Pacsin1
Ddx24,Nlk,Zrsr1
Akap8l,Slc12a7,St8sia1
Crim1,Asb13,Brwd1
Sik1,Arhgap5,Slc12a7
Tasor2,Usp36,Nlk
Gbp9,Pacsin1,Tmsb10
Zfp644,Hdgfl3,Pkd1
mt-Nd1,Il27ra,Usp36
Rgcc,Klf9,Hdgfl3
Ikbkb,Zrsr1,Nop53
Acp5,Rictor,Eif3m
Cdkn1b,Pkd1,Cyth3
Timp2,Kmt2a,Il27ra
Huwe1,Hdac4,Selenop
Rpl36al,St8sia1,Hdac4
Riok1,Selenop,Gm12185
Klhl6,Matr3,Rictor
Pcgf5,Bcl2l11,Kmt2a
Ugcg,Bzw2,Atn1
Pold4,Cyth3,Skil
Ifngr2,Skil,Atxn2
Slc25a36,Rlim,Bcl2l11
Patj,Fosb,Bzw2
Rlim,Tagap,Tlr1
Lcn4,Nisch,Matr3
Dzip1,Pan3,St6gal1
Gtpbp4,Atxn2,Zfp831
Als2cl,Smarca2,Fchsd2
Hnrnph1,Fchsd2,Atxn7
Adgrg5,Atxn7,Nisch
Zbtb10,Klhl6,Rlim
Slc28a2b,Atn1,Zfp318
Gm2000,Gm12185,Fbxo32
Pim2,Prrc2c,Smarca2
Avl9,Stx16,Tk2
Mettl1,Zfp318,Pan3
Ifi208,Pnpla8,Pnpla8
F2rl1,Tlr1,Trio
Nt5e,Zfp831,Ppargc1b
Micos13,Dpp4,Tagap
Dusp10,Tk2,Klhl6
Pnpla7,4932438A13Rik,Stx16
Cd37,St6gal1,Phf1
Hbp1,Nop14,Prrc2c
Ankrd11,Fbxo32,Ctsl
Mbnl2,Phf1,Rnf130
Rnf213,Mrpl52,Fosb
Ikbke,Bbx,Aff4
Izumo1r,Aff4,H2-Oa
Hexim1,Alkbh1,Rnf123
Fbl,Use1,Auts2
Aff3,Rnf123,Dpp4
Stk38,Trim44,Nop14
Ier5,Srm,Cd274
Cyth1,Jmjd1c,Srm
Sesn3,Ppargc1b,Mafk
Cd55,Mafk,Zkscan3
Tnfaip3,Cd274,App
Brd1,Rnf130,Bbx
Pmepa1,Zkscan3,Trim44
Slc49a4,Trio,4932438A13Rik
Slamf6,AC149090.1,Alkbh1
Zbtb4,Cd3d,AC149090.1
S1pr1,Pold4,Use1
Fbxl12,H2-Oa,Mrpl52
Gm20696,Ctsl,Jmjd1c
Pan3,Samhd1,Plekha1
Bmyc,Arid4b,Pold4
Nisch,Auts2,Gpatch4
Eml5,Rnf167,Samhd1
Pacsin1,Gpatch4,Abl2
Llph,Eef1d,Tsc22d1
Ash1l,App,Card6
Nop56,Klf7,Nr1d2
Klrd1,Elk4,Rnf167
H2-Q6,Mgst2,Arid4b
Maff,Abl2,Gigyf1
Cd27,Nr1d2,Slc15a2
Mrpl24,Gigyf1,Kdsr
Esyt2,Card6,Klf7
Dpp4,Kdsr,Dnajb2
Arhgap5,Plekha1,Kctd12
Mdn1,Mpp7,Ralgps2
Bzw2,H2-DMa,H2-DMa
Dock10,Zfp644,Mpp7
Irf2bp2,Ralgps2,Elk4
Pecam1,Ash1l,Macrod1
Eif4b,Elmsan1,Mgst2
Zrsr1,Tsc22d1,Klhdc1
4931406P16Rik,Crtc3,Elmsan1
Cdkal1,Phf21a,Ephx1
Rabep2,Irf1,Crtc3
Ftsj3,Taf1d,Cd3d
Mak16,Slc15a2,Zfp644
Ilrun,Klhdc1,Eef1d
Fxr1,Slamf6,Prrt1
Sec16a,Vps13a,Gbp6
Abca7,Kctd12,Zfp281
Usp19,Zfp281,Ash1l
Vsir,Dnajb2,Zc3h6
Zbtb7a,Gbp6,Phf21a
Kdm5d,Thoc2l,Thoc2l
Pofut2,H2-Q4,Taf1d
Stxbp3,Macrod1,Ift80
Galnt10,Ift80,Irf1
Yipf6,Mrpl30,Slamf6
Rasa2,Cdkn1b,Vps13a
Ncoa6,Zc3h6,Tnfrsf26
Dctn6,Susd6,Bckdha
Rbpj,Ifi47,Vipr1
Tbl1x,Ephx1,P2rx4
Taf3,Rnf111,Susd6
Prkaa1,Cd72,Atad3a
Cd84,Pigp,Rnf111
Arhgef7,Rpl10-ps3,Cd72
Coasy,Prrt1,Tmem42
Rusc1,Msi2,Pigp
Fam91a1,Hcst,Dse
Ireb2,Lztfl1,Rpl10-ps3
Wdr74,P2rx4,Mrpl30
Maf1,Atad3a,Cdkn1b
Arid1b,Bckdha,Hs3st3b1
Gpatch2,Slfn8,Fbxl20
Ncor2,March7,Lztfl1
Snrk,Atf4,Actn2
Rc3h1,Mbp,Slfn8
Zfyve26,Tnfrsf26,Msi2
D10Wsu102e,Csde1,Utp20
Gpr146,4930523C07Rik,H2-Q4
Usp11,Tmem42,Ifi47
Nufip1,Mylip,Ice1
Prr14l,Mga,Mbp
Zup1,Ice1,March7
Dcp1a,Actn2,Mylip
Ubash3a,Epc2,Atf4
Reep3,Dse,Nme4
Slc38a9,Utp20,Abca1
Mrtfa,Hs3st3b1,Mga
Polg2,Vipr1,Klf4
Hsdl1,Fbxl20,Ccr9
Med13l,Mfsd6,4930523C07Rik
Map1s,Klf4,Csde1
Hint2,Ccr9,Mfsd6
Rnf220,Rrp15,Map3k14
Phf20,Map3k14,Rrp15
Ing3,Dtx3l,Pde2a
Dnaja3,Pde2a,Epc2
Prxl2c,Cd7,Aim2
Nbdy,Rfx7,Hcst
Gpatch8,Dusp11,Tspyl2
Arl5c,Irf2bp2,Yeats2
Spice1,Man1a,Zmym2
Xrcc4,Yeats2,Usp28
Ddx10,Aim2,H2-Ob
Phyh,Zmym2,Dtx3l
Mef2a,Pik3cd,Man1a
Dph6,Nme4,Rfx7
Spin1,Tgfbr2,Prdm2
Traf5,Prdm2,Apex1
Fam117a,Gtf2i,Pik3cd
Zmym5,Abca1,Fto
Elp3,Fto,Irf2bp2
Lrpprc,Arhgap45,Igf1r
Cpsf3,Tspyl2,Dusp11
Tmem161a,Apex1,Tgfbr2
Rnf13,Plcxd2,Cd7
Fam193a,H2-Ob,Gtf2i
Pias2,Usp28,Pik3c2a
Pbx2,Zmynd11,Mbtd1
Tcf20,Mbtd1,Tgtp2
Zfp984,Smad4,Galnt6
Zfp62,Hivep2,Zmynd11
Pum3,Pik3c2a,Hivep2
Vps50,Galnt6,Arhgap45
Adar,Adcy7,Jade2
Dyrk1a,Eef2,Dop1a
Morc2a,Dop1a,Smad4
2810004N23Rik,Jade2,Plcxd2
Stx6,Gm11808,Man2a2
Serpini1,Cebpz,Wls
Nup153,Hvcn1,Hvcn1
1600002K03Rik,Tle4,Vps13c
Slc6a6,Crbn,Pou6f1
Patz1,Tgtp2,Btbd11
Exoc4,Ttc19,Xcl1
Cog5,Vps13c,Znrf3
Lars2,Kmt2d,Adcy7
Ptcd3,Man2a2,Sesn1
Endog,Xcl1,Gm11808
St7l,Ccny,Trim13
Tfrc,Igf1r,Kmt2d
2510002D24Rik,Pou6f1,Crbn
2310009B15Rik,Sesn1,Ccny
Il16,Grap2,Cebpz
Ptpmt1,Itk,Ttc19
Ciao3,Znrf3,Hsd17b11
Mfng,Btbd11,Tle4
Nudt14,Wls,Slc6a19
Gpr174,Ifit1,AW549877
Cdc14b,Sbno2,Trim30c
Rrn3,AW549877,Tmie
Gigyf2,Baz2b,Sbno2
Jaml,Pja1,Trat1
Eif2ak2,Trim13,Ldlrad4
Abhd8,Hsd17b11,Eef2
Prpsap2,Fam102a,Grap2
Rcn1,Hagh,Pja1
Thumpd1,Zfp280d,Itk
Pigm,Ppan,Ifit1
Kri1,Zfp945,Baz2b
Cox16,Trat1,Hagh
Mink1,Ldlrad4,Ppan
Kat2a,Nob1,Zfp945
Erich1,Trim30c,Zfp280d
Nfe2l1,Slc6a19,Plcb2
Nek9,Plcb2,Tsc1
Srebf1,Tsc1,Atp8a1
Rbm48,Tmie,Fam102a
Tm9sf4,Atp8a1,Nob1
Ascc1,Huwe1,Insr
Grina,Gm2000,Ppic
Mtfr1l,Gtpbp4,Rreb1
Dcaf5,Ppic,Nckap5l
Crk,Ranbp10,Ranbp10
Nfx1,Rreb1,Huwe1
Ubr2,Cbx7,Gm2000
Ube2q2,Ncf1,Ncf1
Ube2d1,Utp14a,Gtpbp4
Bcap29,Kmt5b,Cbx7
Tnfrsf18,Lysmd2,Lysmd2
Ado,Dcaf8,Kmt5b
Prmt7,Wdr43,Fntb
Ppp1r9b,Insr,Rsad2
Nin,Mia2,Acot2
Tigd2,Hpcal1,Sh3pxd2a
Gatd1,Tnrc6a,Mgmt
Map2k7,Nckap5l,Utp14a
Hps3,Acot2,Dcaf8
Dgkd,Fntb,Kcna2
Riox1,Zdhhc20,Thra
Polg,Hmgxb3,Wdr43
Ccdc174,Dhx30,Filip1l
Scyl3,Rsad2,Mia2
Hibadh,Filip1l,Hmgxb3
Ubr3,Chka,Tnrc6a
Qrich1,Tet3,Hpcal1
Atp13a1,Mxd1,Qtrt2
Rnaset2b,Tob2,Dhx30
Trim12c,Tra2a,Zdhhc20
Bcl7b,2300009A05Rik,Hipk2
Dalrd3,Zer1,Zer1
Pabpc4,Timm9,Fam118a
Rapgef2,Hipk2,Chka
Zfp592,Gm4707,Scmh1
BC029722,Fam118a,Afp
Clk2,Rab3ip,Tet3
1600014C10Rik,Spopl,Spopl
Cwf19l2,Lpp,Gm13212
Prkd2,Epc1,Tob2
Gnpat,Sh3pxd2a,2300009A05Rik
Cyhr1,Thra,Mxd1
Ccdc6,Qtrt2,Sh2b3
Mysm1,Mgmt,Rab3ip
Ly75,Gm13212,Timm9
Crtc2,Kcna2,Gm4707
2210016L21Rik,Eif5,Tra2a
Ltv1,Srcap,Lpp
Adrb2,L3mbtl3,Tgfbr3
Tyk2,Pde4b,L3mbtl3
Dicer1,Ets1,Oas2
Crebzf,Scmh1,Srcap
Fasn,Uvrag,Ccdc28a
Dcaf1,N4bp2l1,Smad1
Scfd2,Ndufaf4,Epc1
Kdm5c,Iqsec1,Rab6b
Cplane1,Sh2b3,Rundc3b
Trim8,Ccdc28a,Calcoco1
Zfp871,Rundc3b,Pde4b
Pdxdc1,Ldlrap1,N4bp2l1
Pwwp2a,Uba7,Ndufaf4
Rara,Afp,Lypd6b
Ndrg3,Msl2,Hs6st1
Ankib1,9930111J21Rik2,Uvrag
Mms19,Smad1,Utp14b
D5Ertd579e,Tgfbr3,Iqsec1
Ifi214,1700056E22Rik,Snx29
Lamb3,Rab6b,Gbp10
Klhl9,Oas2,1700056E22Rik
Mettl9,Calcoco1,Uba7
Sh2b1,Brd1,Crebl2
Rhot1,Snx29,Eif5
Mrpl19,Slc38a2,Ldlrap1
Trmt13,Hs6st1,Cxxc5
Tars2,Amd2,Miga1
Srek1,Trim56,Ets1
Cdk8,Utp14b,Nr2c1
Gnl1,Miga1,Amd2
P4ha1,Cxxc5,Msl2
Sgpp1,Hexa,Cldn10
Mosmo,Xpc,Xpc
Chkb,Trim34a,Trim56
Abce1,Setd7,Hexa
Fiz1,Lypd6b,9930111J21Rik2
Zfp326,Crebl2,Cd3eap
Atm,Cd3eap,Armcx2
Rexo4,Mgat4a,Mgat4a
Nfrkb,Nr2c1,Setd7
Txlng,Gbp10,Trim34a
Ncoa2,Zfp445,Brd1
Xpo7,Ncl,Mast4
Kti12,Mast4,Plscr3
Fem1c,Gngt2,Polr1b
Nifk,Phc3,Arhgap39
Phc2,Fubp1,Rgmb
Tbc1d14,Armcx2,Zfp445
Gzmm,Plscr3,Ttc28
Acbd5,Uvssa,Slc38a2
Relch,Rassf2,Uvssa
Senp7,Ttc28,Ttll3
Ddx17,Arhgap39,Clcf1
Rest,Cldn10,Otud1
Zfp654,Prmt3,Phc3
Yrdc,Foxo3,Sgk3
Mllt6,Clcf1,Gngt2
Smg9,Ddx21,Parp11
Rpap3,Ttll3,Foxo3
Nfkbid,Mcl1,Prmt3
Vps41,Sgk3,Rassf2
Nom1,Parp11,Tgtp1
Rnf139,Polr1b,Fubp1
Bdp1,Fam78a,Pikfyve
Ate1,Smim4,Trmt61a
Cbx4,Fyb,Ncl
Cep164,Otud1,Mapk8
Rsf1,Smim14,Mcl1
Zfp560,Pikfyve,Ahctf1
Tnrc18,Ahctf1,Ddx21
Gmip,Rgmb,Smim4
Rrp7a,Sat1,Fam78a
Eif1a,Grcc10,Eng
Xpa,Asxl2,Smim14
Plcg1,Mapk8,Zhx2
Zfp277,Tgtp1,Grcc10
Bfar,Nol8,Fyb
Wdr36,Per1,Spon1
Scarb2,Zhx2,Mettl27
Map4k2,Trmt61a,Itm2a
Cox10,Orai2,E430018J23Rik
Fbxl3,Tox,Sat1
Upf2,Itm2a,Kcnc1
Usp38,Cdip1,Asxl2
Cep44,Macf1,Per1
Notch1,Tmem243,Nol8
Tmem11,Sdhaf1,Orai2
Unc45a,Fam53b,Zfp710
Ino80d,Mettl27,Cdip1
Rbm33,Kcnc1,Tha1
Faah,Eng,Leng9
Dpp8,E430018J23Rik,Sdhaf1
Retreg3,Leng9,Tox
Tmem168,Spon1,Btla
Golgb1,Ncoa3,Tmem243
Fam172a,Btla,Macf1
Inpp5k,Neu1,Zscan12
Zmiz2,Nr4a3,Neu1
Acyp1,Ldb1,Mtm1
Zfp746,Zfp710,Ivd
Stat6,Tha1,Fam53b
Ccdc9,Riok1,Frat1
Nsmce3,Ivd,Ncoa3
Gbf1,Bicdl1,Nr4a3
Midn,Las1l,Micall1
Rrp1b,Nfkb1,Nacc2
Trib2,Frat1,Bicdl1
Prps2,Mtm1,Ldb1
Cir1,Zscan12,Riok1
Zfp131,Micall1,Las1l
Atg4b,Washc4,Chst15
Ap1ar,Siah1a,Siah1a
Cog8,Zmynd8,Nfkb1
Elovl5,Prpf39,Washc4
Creg1,Akap13,Tnfrsf10b
Gpbp1l1,Cux1,Zmynd8
Bet1l,Rab11fip2,Samd8
Stx4a,Samd8,Cxcr5
Tob1,Pced1b,Mtss1
Jarid2,Nacc2,Akt1s1
Psmg1,Klhdc2,Mbd5
Dmtf1,Pgs1,Prpf39
Lgals8,Akt1s1,Ggt5
Spr,Mbd5,Pced1b
Wdr45b,Btg2,Cnr2
,Samd3,Rab11fip2
,Mtss1,Akap13
,Syne1,Klhdc2
,Chst15,Vwa5a
,Tnfrsf10b,Ttc27
,Rnf114,Cux1
,Cdk13,Tlr7
,Cxcr5,Pgs1
,Ttc27,Micu3
,P2ry10,Samd3
,Ggps1,Syne1
,Jak1,Zfp512b
,C87436,Pprc1
,Tbcel,Ggps1
,Cabin1,P2ry10
,Micu3,Btg2
,Bbc3,Ust
,Hspbp1,Fbxw9
,Galnt11,Bbc3
,Zfp512b,Rnf114
,Zc3hav1,Tbcel
,Ccpg1,C87436
,Rb1cc1,Acss1
,Cnr2,Abcc5
,Vwa5a,Hspbp1
,Tnrc6c,Ccpg1
,Tor1aip2,Galnt11
,Mapk8ip3,Ifit3b
,Tanc1,Cdk13
,Ggt5,Ttyh3
,Ttyh3,Tcn2
,Pprc1,Hlcs
,Atg2a,Elovl6
,Hlcs,Cabin1
,Ust,Ttll4
,Ddx18,Usp53
,Abcc5,Mapk8ip3
,Acss1,Tmem63b
,Foxj3,Tbc1d4
,Usp53,Tanc1
,Hspb11,Tor1aip2
,Nufip2,Pcmtd2
,Csnk1g1,Hspb11
,Rpl36a-ps1,Zc3hav1
,Elovl6,Tnrc6c
,Pcmtd2,Abcc1
,Tlr7,Foxj3
,Ktn1,Gab3
,Ier2,Rpl36a-ps1
,Il21r,Atg2a
,Ifit3b,Clock
,Pura,Rb1cc1
,Clock,Csnk1g1
,Ttll4,Ddx18
,Gab3,Naa25
,Gramd3,Nufip2
,Fbxw9,Maml3
,Tmem63b,Dis3l2
,Naa25,Jak1
