wilcoxon,t-test,t-test_overestim_var
Slc25a4,Gpx1,Rps14
Rack1,Ung,Rps5
Cacybp,Pmm1,Pmm1
Rpl27,Gmps,Psma7
Abce1,Ppat,Rpl36a
Eif2s1,Pdia3,Eif5a
Ung,Hsph1,Slc25a3
Gpx1,Slc25a3,Gmps
Phb2,Rps14,Pdia3
Rpl22,Rps19,Mt1
Manf,Eif2s1,Mcm4
Srm,Cct2,Hsph1
Atp5b,Mcm4,Cacybp
Serbp1,Srm,Cdca7
Naca,Cacybp,Rplp2
Rpl10a,Slc25a4,Eif2s1
Mcm4,Siva1,Mrto4
Ppat,Mt1,Phb2
Mcm3,Mrto4,Mcm3
Chchd2,Naca,Rps17
Rps5,Mcm3,Siva1
Snrpf,Phb2,Cct2
Set,Vcp,Slc25a4
Hspa9,Eif5a,Hells
Rpl36a,Rps17,Fkbp5
Pgk1,Eif4g1,Rps19
Mt1,Fkbp5,Hmgn1
Hsph1,Aprt,Polr2h
Cct2,Hmgn1,Naca
Pmm1,Cdca7,Cct8
Hmgn1,Hells,Mrps18b
Atp5a1,Polr2h,Vcp
Gmps,Rps21,Eif4g1
Eif3c,Cct8,Endog
Siva1,Rpl18,Nsun2
Cisd1,Rars,Prxl2a
Mrto4,Mrps18b,Aprt
Ybx3,Nsun2,Rps21
Ran,Rpl30,Rars
Timm9,Rpsa,Gsto1
Mrps18b,Dtd1,Rpl18
Rps14,Parp1,Lap3
Ranbp1,Eif3b,Dtd1
Lap3,Endog,Parp1
Cdca7,Cisd1,Rpl30
Mettl1,Mrps28,Mettl1
Hells,Rrp1,Cisd1
Rplp2,Galk1,Mrps28
Dtd1,Lap3,Rpl22l1
Endog,Mcm6,Eif3b
Nap1l1,Rpl22l1,Galk1
Metap2,Cdv3,Hadh
Galk1,Gsto1,Umps
Vcp,Umps,Serbp1
Fkbp5,Serbp1,Lman1
Eif4g1,Hadh,Chchd10
Gsto1,Lman1,Cdv3
Aprt,Rpl35,Mcm6
Polr2h,Chchd10,Rrp1
Gapdh,Eif3c,Timm9
Lyar,Abcf2,Mthfd1
Slc25a5,Tomm5,Bri3bp
Psma4,Prxl2a,Abcf2
Tomm5,Mettl1,Rpsa
Mcm6,Rpl38,Lyar
Rpl28,Lyar,Rps27l
Nsun2,Timm9,Atp5b
Mrps28,Eprs,Eif3c
Rpl18,Bri3bp,Set
Chchd10,Rps26,Shmt2
Cct4,Etf1,Manf
Cebpb,Pgk1,Gar1
Parp1,Atp5b,Tsr1
Rps19,Mthfd1,Rpl38
Trmt6,Spcs2,Eprs
Eif3b,Desi2,Tomm5
Mthfd1,Aldoa,Snrpf
Phgdh,Snrpf,Pgk1
Pabpc4,Mrps5,Gcsh
Mrps5,Prdx3,Mrps5
Cdv3,Shmt2,Desi2
Hadh,Gar1,Pabpc4
Rars,Set,Rpl35
Umps,Ubtf,Trmt6
Dnaja2,Mrpl11,Prdx3
Abcf2,Manf,Mrpl11
Atp5pb,Eif5b,Hsp90b1
Bri3bp,Eif3e,Rangrf
Mrpl20,Cct4,Rpl28
Cct7,Rpl28,Etf1
Rpl35,Got2,Cct4
Eif1ax,Rps27l,Ubtf
Ywhae,Mrpl12,Rrp15
Mt3,Mrpl20,Ybx3
Ptges3,Pgd,Mt3
Cct5,Metap2,Metap2
Shmt2,Trmt6,Pgd
Hnrnpm,Pabpc4,Rps26
Atp5g3,Ybx3,Mrpl12
Ndufa12,Hnrnpm,Rpl19
Lman1,Lrrc59,Eif3e
Gcsh,Hdlbp,Got2
Rpf2,Gcsh,Ccne1
Mtap,Phgdh,Phgdh
Cdc6,Ddx18,Rps7
Mrpl12,Hsp90b1,Spcs2
Prxl2a,St13,Mtap
Desi2,Rpl19,Aldoa
Gar1,Ptges3,Eif5b
Tsr1,Mtap,Lrrc59
Cad,Tsr1,Ddx18
Rpsa,Nop56,Hnrnpm
Scd2,Rpf2,Rpf2
Etf1,Rps7,Mrpl20
Nadk,Rpn1,Nop56
Rpl30,Ccne1,Hdlbp
Rrp15,Chchd2,Chchd2
Timm23,Rrp15,St13
Smarca5,Mt3,Ptges3
Rps7,Adap1,Rpn1
Rrp1,Lsm7,Dnph1
Rps21,Dnaja2,Adap1
Mrpl11,Rangrf,Cad
Uchl3,Cdk2ap1,Lsm7
Pgd,Gorasp2,Dnaja2
Nop56,Gspt1,Cdk2ap1
E2f1,Timm23,Apex1
Pa2g4,Atp2a2,Nadk
Aldoa,Ebna1bp2,Gorasp2
Timm13,Strap,Tomm40
Got2,Timm8a1,Timm8a1
Spcs2,Eif1ax,Gspt1
Eprs,Rpl24,Rpl24
Tkt,Nadk,Ebna1bp2
Ddx18,Timm8b,Eif1ax
Eif3e,Atp5g2,Atp2a2
Pno1,Wdr18,Timm23
Gpatch4,Cct5,Rpl37a
Lsm7,Tomm40,Scd2
St13,Cad,Cct5
Ubtf,Psmd7,Ftsj3
Dynll1,Mrps7,Timm8b
Colgalt1,Ddx21,Colgalt1
Ccne1,Timm17a,Strap
Cdc25a,Polr2e,Pa2g4
Strap,Ftsj3,Wdr18
Timm8a1,Hspa8,Psmd7
Hdlbp,Nars,Timm13
Adap1,Timm13,Mrps7
Prdx3,Dnph1,Gpatch4
Eif5b,Wdr43,Uchl3
Gspt1,Apex1,Wdr43
Nasp,Pa2g4,Ddx21
Mecr,Rpl37a,Cct7
Isoc1,Uchl3,Ybx1
Cdk2ap1,Tkt,Timm17a
Eif4a1,Nip7,Nip7
Pitrm1,Cct7,Hspa4
Sdad1,Il2rb,Atp5a1
Rps26,Cebpz,Nars
Znhit6,Chordc1,Polr2e
Ftsj3,Hspa4,Rfc3
Hspa4,Colgalt1,Atp5g2
Gnl3,Scd2,Ppid
Wdr18,Ppid,Tkt
Vim,Uqcrb,Prr5
Wdr43,Serp1,Pitrm1
Psmd7,Atp5a1,Cebpb
Apex1,Srsf6,Cdc6
Exosc2,Suclg1,Il2rb
Lrrc59,Sdhd,Ndufaf4
Sigmar1,Rfc3,Gnl3
Mt2,Mpp6,Cebpz
Timm8b,Smarca5,Hspa8
Dnph1,Tbca,Chordc1
Ndufaf4,Pdia4,Suclg1
Ebna1bp2,Psmc5,Ctsz
Atp2a2,Eno1,Rps15a
Uqcr11,Vdac1,Rps13
Mrpl45,Mcm2,Serp1
Atp5g2,Tars,Mrpl45
Rpn1,Mrpl45,Rps16
Vdac1,Gpatch4,Vdac1
Sdf2l1,Pitrm1,Pdia4
Rpl19,Rps16,Smarca5
Hyou1,Gnl3,Sdhd
Timm17a,Uck2,Bcat1
Ctps,Ipo5,Mpp6
Hnrnpc,Copb2,Grwd1
Rpl38,Rps15a,Psma4
Dnajb11,Bccip,Rpl34
Dut,Rps13,Psmc5
Gorasp2,Uqcc2,Tars
Ptpmt1,Cdc6,Mcm2
Nars,Ybx1,Srsf6
Prr5,Dars,Mecr
Pycrl,Psma4,Ranbp1
Psma5,Eif2s2,Egfl7
Tomm40,Psma5,Eno1
Xpot,Prr5,Ipo5
1500009L16Rik,Rpl29,Hyou1
Wdr75,Mrps33,Uqcrb
Rfc3,Hyou1,Uck2
Slc7a5,Mecr,Dars
Lpgat1,Isoc1,Rpl29
Cebpz,Ndufaf4,Znhit6
Wdr3,mt-Nd1,Bccip
Pinx1,Mrpl48,Slc25a5
Eno1,Ctsz,Copb2
Sdhd,Txnl4a,Phb
Pdap1,Nr2c2ap,Noc2l
Chordc1,Phb,Txnl4a
Ppid,Selenos,Guk1
Heatr1,Ranbp1,Isoc1
Pus1,Guk1,Prelid2
Knop1,Rpl34,Psma5
Fdx1,Mak16,Nr2c2ap
Lrrc42,Slc25a5,Uqcc2
Phb,Noc2l,Tspan4
Psmc5,Rcc2,Exosc2
Ndufb8,Luc7l3,Wdr3
Mrpl48,Lars,Lars
Gusb,Znhit6,Wdr4
Pdia4,mt-Nd5,Ndufa12
Tars,Paics,Xpot
Mpp6,Erp29,Sdad1
Tipin,Ndufa12,Eif2s2
Mrps7,Rpl7l1,Mrpl48
Fam136a,Cebpb,Rapsn
Nip7,Slc35b1,Pus1
Grwd1,Dnajb11,Adk
Uck2,Stip1,Gtpbp4
Luc7l3,Gtpbp4,Dnajb11
Ddx21,Pno1,Mak16
Stip1,Wdr3,Tbca
2810004N23Rik,Bcat1,Zmynd19
Adk,Mrps10,Sigmar1
Gtpbp4,Sigmar1,Rpl7l1
Snrpd2,Mlec,Selenos
Llph,Mrps18a,Mt2
Srsf6,Llph,Pno1
Mcm2,Cdc26,Luc7l3
9130401M01Rik,Adk,Mrps33
Nop16,Snrpa,Mrps10
Hspa8,Pus1,9130401M01Rik
Gnl1,Sdad1,Cdc25a
Mrps10,Exosc2,Stip1
Hook1,Grwd1,Fam136a
Il2rb,Eif4a1,Rcc2
Fkbp3,Egfl7,Erp29
Nr2c2ap,Xpot,Eif4a1
Ctsz,Cdc25a,Pycrl
Noc2l,9130401M01Rik,Paics
Fam98a,Eif4b,Ptpmt1
Erh,Rif1,Mlec
Usp37,Pycrl,mt-Nd1
Zmynd19,Fam136a,Slc35b1
Nop14,Mt2,Nefh
Polr2e,Ddx10,Llph
Erp29,Txn2,Eif4b
Suclg1,Rpl13a,Rif1
Trp53i11,Mrpl3,Rcl1
Rangrf,Ptpmt1,Cdc26
Serp1,Gusb,Slc7a5
Tcp1,Knop1,Fam98a
Mdh2,Ciao2a,Nop16
Mrps33,Srpk1,Mrpl3
Rif1,Wdr4,Atp5g3
Dars,Tufm,mt-Nd5
Rcl1,Gm16286,Mrps18a
Smim10l1,Bzw2,Tufm
Rcc2,Tsfm,Knop1
Copb2,2810004N23Rik,Gusb
Eif2s2,Slc7a5,Bzw2
Wdr46,Fdx1,Snrpa
Bccip,Bola3,Ddx10
Prep,Zmynd19,Tipin
Ddx10,Tspan4,Sdf2l1
Bola3,Polr2f,2810004N23Rik
1190007I07Rik,Fam98a,Txn2
Rps16,Atp5g3,Ccdc58
Dna2,Mrpl35,Tsfm
Uqcrb,Nop10,Erh
Ipo5,Sdf2l1,Ciao2a
Uqcc2,Prelid2,Pqlc1
Pum3,Tipin,Thyn1
Lars,Erh,Fasn
Ppan,Rapsn,1190007I07Rik
Rrs1,Psmd3,Bola3
Txnl4a,Nop16,Gm16286
Mettl16,Uqcr11,Psmd1
Rps15a,Tcp1,Lpgat1
Odc1,Psmd1,Heatr3
Mak16,Dkc1,Fdx1
Bzw2,Ctps,Mrpl35
Emc6,Lpgat1,Dkc1
Dnaja1,Psmd2,Fth1
Creld2,Mphosph10,Uqcr11
Tfrc,Creld2,Ctps
Pqlc1,Thyn1,Rrs1
Nefh,Pum3,Tcp1
Rrp9,Psmd6,Srpk1
Tbca,Snrpa1,Rpl13a
Mrpl3,Rcl1,Polr2f
Wdr4,Sdha,Mphosph10
Kdelr2,Ppie,Pum3
Ccdc58,Nol11,Psmd3
Slc35b1,1190007I07Rik,Nop10
Gart,Fth1,Ppie
Prdx2,Gpi1,Psmd2
Polr2f,Gnl1,Gnl1
Gpi1,Gart,Creld2
Rrp1b,Eif3m,Nol11
Snrpa1,Rad23b,Snrpa1
Eif4b,Arglu1,Gart
Tspan3,Nefh,Utp20
Zfp422,Fasn,Pdap1
Utp20,Srp72,Dap3
Thyn1,Kdelr2,Psmd6
Paics,Rrs1,Sdha
Rpl24,Zbtb32,Lrrc42
Mrps6,Ccdc58,Nifk
Cyp51,Dap3,Spint2
Fasn,Lrrc42,Gpi1
Tufm,Pdap1,Ccne2
mt-Nd1,Bst2,Kdelr2
Ciao2a,Sec31a,Srp72
Heatr3,Mrpl28,Zbtb32
Guk1,Pqlc1,Odc1
Rpl7l1,Gsr,Rrp1b
Spint2,Immt,Mrpl28
Cacna1s,Naa15,Rad23b
Thumpd1,Odc1,Emc6
Myc,Prdx2,Gsr
Dkc1,Heatr3,Wdr75
Cdc26,Ddb1,Arglu1
Psmd2,Spint2,Naa15
Nop58,Brix1,Sec31a
Mphosph10,Nifk,Heatr1
Pelp1,Emc6,Bhlhb9
Zbtb32,Pinx1,Fkbp3
Nol11,Fkbp3,1500009L16Rik
Rpl29,Psat1,Nasp
Mrpl28,Vdac3,Immt
Ppie,Cnih4,Ehd1
Mrps18a,Cul1,Cnih4
Ndufab1,Ndufab1,Pinx1
Paqr4,Ehd1,Brix1
Hk2,Grpel1,Tfrc
Eif3i,Lman2,Ndufab1
Mrpl38,Rrp1b,Prdx2
Bet1,Utp20,Dynll1
Marcksl1,Nop58,Nop14
Pla2g12a,Wdr75,Cul1
Exoc1,Gtf3a,Nop58
Lztfl1,Rnpep,Ddb1
Ufl1,1500009L16Rik,Psat1
Atad3a,E2f1,Marcksl1
Rnmt,Dynll1,Gtf2ird1
Mzt2,Heatr1,Bst2
Pdcd1,Nop14,Phpt1
Vdac3,Timm50,E2f1
Nifk,Sfxn1,Gtf3a
Phpt1,Nasp,Rps19bp1
Ero1l,Bhlhb9,Rpl17
Bhlhb9,Tfrc,Eif3m
2310009B15Rik,Prmt1,Rnpep
Ighm,Mrpl38,Vdac3
Sdha,Mrps15,Shmt1
Mlec,Glo1,Lman2
Shmt1,Eif3i,Mrpl38
Usp10,Nudt5,Prmt1
Cnih4,Pcna,Grpel1
Ints7,Msh2,Rrbp1
Bcat1,Rps19bp1,Sfxn1
Arl6ip6,Bola2,Fdps
Rpl37a,Isyna1,Ppan
Brix1,Rrbp1,Hook1
Gsr,Eif3j1,Timm50
Med9,Fdps,Hnrnpc
Fyttd1,Dcun1d5,Arl6ip6
Selenos,Marcksl1,Msh2
Mrpl35,Sptbn1,Thumpd1
Chmp2b,Ccne2,Nudt5
Ddx56,Tfdp1,Tma16
Cul1,Dnajc3,Wdr46
Tmem14c,Hdac2,Isyna1
Dctpp1,Phpt1,Eif3i
Fdps,Tmbim4,Nop2
Msh2,Thumpd1,Mrps15
Rrbp1,Prep,Bola2
Psmd1,Hnrnpc,Tfdp1
Gm16286,Shmt1,Hdac2
Tsfm,Rpl17,Ddx56
Ltv1,Kpna3,Prep
Nop10,Gtf2f2,Dcun1d5
Ttc3,Hook1,Rpl18a
Rps19bp1,Ints7,Glo1
Isyna1,Arl6ip6,Rpl10-ps3
Mtx2,Ide,Kpna3
Dhx29,1110004F10Rik,Tspan3
Prpf40a,Vdac2,Eif3j1
Srp72,Bet1,Ndufb8
Furin,Wdr46,Dnajc3
Exo1,Hmbs,Tmbim4
Ostc,Psmb2,Bet1
Prmt7,Eef2,Ide
Rps13,Uba1,Ints7
Lman2,Prpf19,Ero1l
Ehd1,Ppan,Hmbs
Psmd6,Ndufa5,Vdac2
Timm10,Dhfr,Gtf2f2
Sec31a,Ssr1,Usp10
Kpna3,Esf1,1110004F10Rik
Rpl34,Uhrf1,Uhrf1
Sfxn1,Cnpy2,Pcna
Polr3h,Ero1l,Prpf19
Bcap29,Mtx2,Dhfr
Rnpep,Ndufb8,Sptbn1
Pdcd11,Tspan3,Mettl16
Tspan31,Hddc2,Hddc2
Hddc2,Rpl10-ps3,Akr1e1
Nol8,Ddx56,Ywhae
Vdac2,Ssr2,Rps24
Ints9,Usp10,Ltv1
Slc7a6,Tma16,Alkbh1
Tma16,Naa20,Lztfl1
Psmd3,Prpf40a,Cacna1s
Lactb,Romo1,Usp37
Grpel1,Usp37,Ipo4
Alkbh1,Mettl16,Tpst1
Rad23b,Rfc1,Cnpy2
Gtf2f2,Acsl5,Tfap4
Esf1,Eif2b1,Mtx2
Farsb,G3bp2,Esf1
Tmem70,Alkbh1,Nap1l1
Hdac2,Med9,Dna2
Srpk1,Ola1,Eif2b1
Dhfr,Ltv1,Uba1
Prmt1,Trp53i11,Ndufa5
Prelid2,Tomm20,Ssr1
Cluh,Lsm12,Bcap29
Ass1,Mrps30,Ssr2
Ubfd1,Rpl18a,Rrp9
Dscc1,Clpp,Bms1
Trdc,Coa5,Cyp51
Gtf3a,Eif2s3x,Trp53i11
Pcgf6,Dna2,Romo1
Coa5,Fh1,Psmb2
Mtif2,Nop2,Clpp
Dap3,Snrpd3,Med9
Crls1,Bcap29,Prpf40a
mt-Nd5,Bms1,Eif2s3x
Cdt1,Nfu1,Mrps30
Txn2,Surf4,Coa5
Psmd12,Cfdp1,Fh1
Xrcc5,Srpr,Rfc1
Xrcc6,Pop5,Mtss1
G6pc3,Uqcrc2,Spr
Uhrf1,Fam162a,Ola1
Cinp,Clns1a,Dhx29
Snrpa,Eif3d,Rpl21
Tmbim4,Akr1e1,Nfu1
Pdcd5,Rrp9,G3bp2
Tspan4,Rtraf,Abhd14a
Srprb,Chaf1b,Surf4
Hnrnpa1,Cacna1s,Atad3a
Bst2,Cinp,Eef2
Prmt5,Cyp51,Clns1a
Fth1,Tmem70,Acsl5
Ssr2,Dhx29,Lsm12
Psmc6,Psmc1,Cinp
Srp9,Pmpcb,Eif3d
Clpp,Rnmt,Tomm20
Ide,Farsb,Slc7a6
Tfdp1,Ywhae,G6pc3
Nat10,Spr,Naa20
Mrps15,Psmd12,Fam162a
Psmg1,Cenps,Srpr
Egfl7,Psmc6,Ydjc
Eif2b3,Rpl21,Pelp1
Eif2s3x,Adam19,Rnmt
1110004F10Rik,Tomm70a,Zfp422
Tnfrsf13c,Pelp1,Dhrs13
Pnn,Lztfl1,Tmem70
Slc7a1,Rps24,Snrpd3
Ccne2,Glrx5,Hnrnpa1
Ddb1,Tspan31,Chaf1b
Smpd4,Pdha1,Cenps
Siah2,Stoml2,Ufl1
Noa1,Trap1,Tomm70a
Eif2b1,Chchd1,Tspan31
G3bp1,Eif3g,Adam19
Chaf1b,Prmt5,Pop5
Gpr180,Gtf2ird1,Prmt5
Mcm5,Mydgf,Psmd12
Nob1,Ufl1,Pmpcb
Rfc1,Tfap4,Ckb
Ndufaf1,Hnrnpa1,Psmc6
Naa20,mt-Nd2,Pdha1
Afg3l2,Prps1,Snrpd2
Snrpd3,Zfp422,Farsb
Pigp,Tmco1,Psmc1
Asns,Exosc7,Rtraf
Pmpcb,Nap1l1,Rrp12
Naa15,G6pc3,Coq4
Nop2,Atad3a,Uqcrc2
Epas1,Ipo4,Naa25
Nln,Rrp7a,2310009B15Rik
Dkkl1,Gde1,Dctpp1
Ttc21b,Cops3,Cfdp1
Immt,Dctpp1,Pnn
Psat1,Slc7a6,Glrx5
Dcun1d5,Rps11,Aldh7a1
Glrx5,Pnn,Gde1
Romo1,Mtss1,Stoml2
Surf4,Abhd14a,Plpp5
Ndufa5,Rdx,Rps11
Ywhaz,Atp6v0b,Chchd1
Srpr,Pgls,Dscc1
Rrp7a,Mrps6,Fkbp4
Trap1,Dhrs13,Akap1
Nudt5,Dscc1,Eif3g
Rtraf,Fkbp4,Rrp7a
Dnaja3,Caprin1,Cd3eap
Rnaseh1,Snrpd2,Mydgf
Polr2l,Spcs3,Mzt2
Naf1,Ubfd1,Naf1
Zbed4,2310009B15Rik,Mtrr
Fam162a,Slc25a39,Prps1
Hnrnpu,Rbmxl1,Tmco1
Cenps,Rrp12,Trap1
G3bp2,Kpnb1,Cops3
Spr,P4hb,Cluh
Mtfr1,Tpst1,Slc25a39
Rapsn,Ydjc,Exo1
Ifi211,Cluh,Exosc7
Psma2,Naa25,Taco1
Utp4,Alad,Fastkd2
Naa25,Rpl36al,Atp6v0b
Timm50,Exo1,Rdx
Slc25a39,Mzt2,Mrps6
Larp4,Pla2g12a,Dut
Arglu1,Afg3l2,Exoc1
Cebpzos,Asf1a,Afg3l2
Rrp12,Ddx1,Caprin1
Cpox,Exoc1,Ubfd1
Rdx,Smim10l1,Grb7
Eif3d,Paqr4,Kpnb1
Lsm12,Cpox,Tubb2b
Akr1e1,Ahsa2,Rbmxl1
Il2ra,Aldh7a1,Pgls
Fkbp4,Rsl24d1,Scarb1
Tmed9,Tmed10,Prmt7
Dnajc3,Cops4,L2hgdh
Prpf19,Dut,Pla2g12a
Rdh14,Naf1,Atp5pb
Eif3j1,Agpat5,Ttc3
Cul2,Tardbp,Spcs3
Spata5,Chmp2b,mt-Nd2
Erich1,Prmt7,Chmp2b
Utp18,Anxa7,Timm10
Mnat1,Timm10,Shq1
Dhrs13,Atp1a1,Smim10l1
Ola1,Mrpl32,Hk2
Mrps30,Atp1b3,Ahsa2
Ifrd2,Hk2,Lig3
Rpl10-ps3,Dld,Ndufaf1
Ssr1,Mcm5,Ddx1
Mtg1,Mtrr,Paqr4
Bms1,Psmg1,Mdh2
Cfap298,mt-Nd4l,Psmg1
Spcs3,Fastkd2,Agpat5
Gde1,Larp4,Alad
Jpt2,Plpp5,Ifi211
Alas1,Etfa,P4hb
Orc1,Ndufaf1,Asns
Hmbs,Taco1,Cops4
Fh1,Srp19,Rsl24d1
Tmco1,Snrpb2,Mcm5
Fkbp1a,Polr2l,Asf1a
Tomm70a,Kcnn4,Cpox
Alg10b,Ttc3,Pcgf6
Cycs,Cabin1,Rpl36al
Gm45716,Mdh2,Fyttd1
Wdr12,Hnrnpu,Tmed10
Rnf149,Mrps25,Hnrnpu
Wdr6,Mrpl42,Nol8
F2rl3,Imp4,Polr2l
Bzw1,Dohh,Larp4
Chek1,Coq4,Erlin1
Nol9,Cebpzos,Atp1a1
Agpat5,Mthfd2,Dld
Fastkd2,Ndufa10,Lsr
Pcna,Cd3eap,Nle1
1810030O07Rik,Timm22,Tardbp
Nomo1,Xrcc5,Cabin1
Exosc7,Fyttd1,Mrpl42
Uba5,Lig3,Dohh
Taco1,Pcgf6,Anxa7
Exosc3,Scarb1,Imp4
Tomm20,Fkbp1a,Etfa
Chchd1,Eif5,Kcnn4
Glo1,Utp18,Mthfd2
Drosha,Ufm1,Ifrd2
Tsen15,Mrpl46,Mrpl32
Pafah1b3,Tubb2b,Xrcc5
Lig3,Mrpl1,Myc
Nfx1,Shq1,Mrps25
Rcn1,Tmem33,Xrcc6
Abcb8,Tfg,Fkbp1a
Ahsa2,Atp5pb,Noc3l
Ndufaf6,Asns,Atp1b3
Tbrg4,Tmem126a,Fbxo22
Cdk6,Rbbp6,Tmem33
Adsl,Tcof1,Nln
Bid,Exosc3,Pdcd5
Eci1,Mmadhc,Snrpb2
Aldh7a1,Nol8,Sqstm1
Uba1,Naa50,Arhgdig
Rrn3,Adss,Dnaja1
Prps1,Tcea1,Mmadhc
Oxr1,Xrcc6,Exosc3
Ndufaf2,Zc3h18,Utp18
Coq3,Chd4,mt-Nd4l
Adam19,Mgat2,Polr3e
BC029722,L2hgdh,Timm22
Psma3,Nln,Zc3h18
Cltb,Dnaja1,Tcof1
Coq4,Pdcd5,Cebpzos
Cnpy2,Cdt1,Gapdh
Mybl2,Fbxo22,Tfg
Acat2,Lactb,Eif5
Stoml2,Sqstm1,Mrpl46
Rpl21,Myc,Ufm1
Asf1a,Nhp2,Irak1bp1
Clns1a,Pcbp1,Noa1
Mydgf,Ahsa1,Podnl1
Dph5,Rbis,Mrpl1
Ankrd49,Rpl39,Srp19
3830406C13Rik,Psma2,Ruvbl1
Ext2,Ifrd2,Rbbp6
Ddx1,Noa1,Pigp
Elac2,Arih1,Polr3h
Ccdc86,Ruvbl1,Rev1
Men1,Ckb,Chd4
Cops3,Runx3,Pcbp1
Guf1,Mrpl27,Ndufa10
Mmadhc,Ifi211,Tmem126a
Flnb,Pigp,Eef1akmt4
Psmg3,Lsr,Psma2
Psmc1,Polr3h,Naa50
Herpud1,Akap1,Ahsa1
Slc39a6,Pabpc1,Tcea1
Sec24a,Grb7,Dkkl1
Dohh,Cldnd1,Mgat2
Rest,Nt5c,Lactb
Pop1,Eif2b3,Rbis
Rpl13a,Dkkl1,Gpr180
Mrpl42,Nus1,Arih1
Rbm14,Galnt7,Mtg1
Caprin1,Ssr3,Nebl
Myl4,Pafah1b3,Cdt1
Pus7,Noc3l,Mdn1
Aars,Txnl1,Nhp2
Mrpl1,Zc3h13,Rpl39
Abhd14a,Irak1bp1,Siah2
Psmb2,Cltb,Pafah1b3
Txnl1,Nle1,Dnaja3
Tnfrsf9,Trim27,Cldnd1
Noc3l,Siah2,Eif2b3
1500011B03Rik,Plec,Pdcd11
Cd3eap,Mcmbp,Adss
Rida,Dnaja3,Nus1
Atp6v0b,Mtg1,Txnl1
Nup43,Pdcd11,Nme4
Mdn1,Mtif2,Rest
Sqle,Polr3e,Tg
Mlh1,Pold3,Jpt2
Pold3,Ak6,Mrpl27
Sqstm1,Jpt2,Wdr6
Pfas,Rest,Cltb
Uap1,Aars,Vim
Aunip,Tmed9,Ssr3
Acsl5,Ddx46,Sec24a
Cul4a,Wdr6,Runx3
Crtam,Podnl1,Fastkd3
Zmpste24,Ass1,Utp4
Alad,Gpr180,Galnt7
Gabarapl1,Ncf4,Mcmbp
Poldip2,Exosc1,Aars
Fbxo22,Adsl,Ttc21b
