wilcoxon,t-test,t-test_overestim_var
Macf1,Klf3,Klf3
Rpl7,Ripor2,Tdrp
Rpl22,Utrn,Pfdn5
Cd8a,Pfdn5,Utrn
Rhoh,Acp5,Rps15
Mycbp2,Scml4,Rps8
Arhgap15,Rps15,Cd3e
Cd53,Stat1,Acp5
Chd3,Cd3e,Ptprc
Stk17b,Pik3ip1,Rps11
Ets1,Trdc,Stat1
Stat1,Trim12a,Trdc
Ramp1,Pdk1,Saraf
Ripor2,Saraf,Rpl35
Klrd1,Rps11,Trim12a
Rsrp1,Actn1,Scml4
H2-T23,Rps8,Pik3ip1
Eif4a2,Rpl35,Jak1
Tespa1,Rps27rt,Rps27rt
Rpl23a,Clec2d,Actn1
Pnrc1,Ptprc,Clec2d
Sp100,Jak1,Pdk1
Rps25,Mycbp2,Mycbp2
Igfbp4,Dgka,Dgka
Ccnd2,Nsg2,Ctss
Ypel3,Ctss,Cd37
Rps27rt,Cd37,Ifi47
Il6st,Ifi47,Macf1
Rpl3,Macf1,Junb
Gimap6,Iigp1,mt-Co1
Acp5,Ifit1bl1,Rpl7
Tnrc6b,Zfp292,Zfp292
Fam189b,Rapgef4,Nsg2
Rpl10a,Pitpnc1,Ogt
Selenow,Zbtb20,Txk
Arhgef1,Txk,Pitpnc1
Psme1,Junb,Iigp1
Utrn,Itpr2,S1pr1
Klf2,Ogt,Ifit1bl1
Gimap3,Inpp4b,Ccnd2
Ssbp2,S1pr1,Zbtb20
Srsf5,Rpl7,Itpr2
Cd27,Ccnd2,Rsrp1
Dgka,Tmem108,Inpp4b
Nsd3,9930111J21Rik2,Skap1
Emb,Tcp11l2,Rapgef4
Trdc,AC149090.1,9930111J21Rik2
S1pr1,Ifi208,Map4k4
H2-Q7,mt-Co1,H2-D1
Il6ra,Map4k4,AC149090.1
Il2rg,Tecpr1,Tecpr1
Ccr9,Foxo1,Tcp11l2
Klf3,Gramd1a,Foxo1
Ssh2,Rsrp1,Gramd1a
Tdrp,Skap1,Ifi208
Rpl10,Zfp36l1,Zfp36l1
Rflnb,Nsd3,Rpl11
Lck,Slfn1,Fxyd5
Ifi47,Rpl22,Tmem108
Rps26,Cd2ap,Rpl22
Ogt,Il27ra,Nsd3
Btg2,Kmt2a,H2-T23
Dock2,Fxyd5,Slfn1
Dock10,Rhoh,Rhoh
Kmt2a,Fam102a,Cd8a
Epsti1,H2-T23,Kmt2a
Top2b,Fam78a,Eef1b2
Bptf,Cd8a,Bcl2
Ifi203,Atp1b1,Cd2ap
Zfp292,Bcl2,Il27ra
Trim12a,H2-Q4,Klk8
Slfn2,Eef1b2,H2-Q4
Scml4,Klk8,Fam78a
Ddx5,Treml2,Fam102a
mt-Co2,H2-D1,Smad7
Actn1,Rpl11,Tnrc6c
Ctss,Ifi213,AB124611
Cd37,AB124611,Pnrc1
B4galnt1,Smad7,Ifi213
Zfp36l1,Tnrc6c,Treml2
Clec2d,Id3,Rasgrp1
Txk,Rasgrp1,Slc44a2
Nsa2,Tasor,Crtc3
Pik3ip1,Crtc3,Tasor
Elf1,Slc44a2,Stk17b
Iigp1,Slc12a7,Id3
Ikzf1,Sh3bp5,Atp1b1
4930523C07Rik,Bach2,Slfn2
Zbtb20,Kbtbd11,Cd53
Map4k4,Pnrc1,Eif4a2
Nsg2,Stk17b,Ets1
Myl12b,Tnik,Kbtbd11
Stk38,Eif4a2,Il2rg
Klk8,Sesn3,Stk38
Slc38a2,Pmepa1,Sh3bp5
mt-Nd1,Cd53,Rps25
Scp2,Stk38,Slc12a7
Rpl15,Ets1,Bach2
Cd2,Il2rg,Sesn3
Ankrd44,Atf7ip,Prkcq
Rinl,Slfn2,Atf7ip
Akap13,Tgfbr2,Tnik
Zfp36l2,Prkcq,Tgfbr2
Ddx6,Itgae,Btg2
Ifit1bl1,Rps25,Rpl23a
Prkcq,Dph5,Pmepa1
Itm2b,Ipcef1,Ipcef1
Atp11b,Rnf167,Rinl
Rpl6,Art2b,Rnf167
Mndal,Dennd2d,Sp100
Pitpnc1,Slfn8,Dph5
Rpl24,H2-DMa,H2-DMa
Tcp11l2,Rinl,Art2b
Ankrd11,Arl5c,Cdkn1b
Ms4a4b,Adcy7,Sp110
Rapgef4,Rpl23a,Zcchc7
Eif3f,Zcchc7,Arl5c
Pdk1,Btg2,Adcy7
Ifi208,Cdkn1b,Itgae
Chd2,Zfp652,Dennd2d
Bcl2,Tanc1,Slfn8
Tmem108,Sp100,Gimap3
Slfn1,Sp110,Klf2
Trbc2,Pecam1,Zfp652
Tut4,Neurl3,Rgcc
Crlf3,Rgcc,Tcf12
Itk,Gm12216,Pecam1
Itpr2,Fam169b,Neurl3
Tmem59,Crebrf,Cd27
Apbb1ip,Rassf2,Crebrf
Stk4,Tcf12,Fam169b
Smad7,Camk2d,Gm12216
Nop53,Cd27,Rpl3
Pnisr,St6gal1,Gimap6
Sept1,Gimap3,Tmem59
Treml2,Tmem59,Camk2d
AC149090.1,Ikbkb,Rassf2
Rpsa,Kmt2c,Tanc1
Clk1,Crlf3,Arhgef1
Tnrc6c,Arhgef1,Ikbkb
Cirbp,Tent5a,Kmt2c
Srrm2,Tut4,Crlf3
Rpl27,Gm20696,Tut4
Bach2,Abcg1,Rpl10a
Son,Git2,Tent5a
Ifi213,Smarca2,Cirbp
Sp110,Rasal3,Rasal3
H2-Q4,Rpl3,Git2
Inpp4b,Cirbp,Smarca2
Tecpr1,Trat1,St6gal1
Zcchc7,Gimap6,Abcg1
9930111J21Rik2,Selenop,Gm20696
Ndufa6,Tmem71,Tasor2
Atp1b1,Tasor2,Tmem71
Id3,Izumo4,Selenop
Gramd1a,Kif1b,Znrf1
Sh3kbp1,Klf2,Izumo4
Trac,Znrf1,Trat1
Trbc1,Chd6,Cd84
Cdk2ap2,Cd84,Bptf
Foxo1,Pik3cd,Pik3cd
Sh3bp5,Arhgap5,Emb
Ifi27l2a,Zfp945,Rps26
Fam102a,Bptf,Cd96
Laptm5,Fchsd2,Chd6
Art2b,Cd96,Kif1b
Pik3cd,Slfn5,Cmah
Selplg,Rpl10a,Fchsd2
AB124611,Dzip1,Selenow
Slc44a2,Cmah,Zfp945
Cmah,Igtp,4932438A13Rik
Rbm5,Ifngr2,Arhgap5
Itgae,4932438A13Rik,Igtp
Slc12a7,Rbm5,Rbm5
Add3,Ppm1h,Itpkb
Cd2ap,Gbp8,Ppm1h
Gm11808,Emb,Ifi203
Pura,Selenow,H2-Q7
mt-Nd3,Actn2,Dock10
Trat1,Filip1l,mt-Co2
Rbm39,Itpkb,Slfn5
Cytip,Sun2,Top2b
Cd226,Dock10,Dzip1
Fam78a,Top2b,Srsf5
Arhgap30,Ifi203,Sun2
Crtc3,Trp53inp1,Ifngr2
Rpl29,Pcmtd1,Ankrd12
Crebrf,Gbp9,Dock2
Rasgrp1,Ankrd12,Gbp8
Ubc,Als2cl,Rabgap1l
Kbtbd11,Ube2h,Ube2h
St6gal1,Rabgap1l,Filip1l
Krit1,St8sia1,Rpl10
Selenop,Srsf5,Pcmtd1
Pmepa1,Rps26,Trp53inp1
Il27ra,Tle4,Tle4
Uqcrh,Card6,Atp11b
Atf7ip,Gbp2,Chd2
Samhd1,Ash1l,Gbp9
Zc3hav1,Il16,Actn2
Cd7,Pacsin1,Gbp2
Kmt2e,Dock2,Ash1l
Tasor,Chd2,Cd226
Sesn3,Klhl24,Als2cl
Neurl3,Atp11b,Il16
Rbbp6,Dyrk2,Klhl24
Git2,Bcl9l,Ifi206
Ncor1,Ift80,Smim14
Itpkb,Smim14,Dyrk2
Cdkn1b,H2-Q7,Itk
Themis,Ifi206,Bcl9l
Tgfbr2,Itk,Kdm7a
Ifngr2,Socs3,Vsir
Use1,Cd226,Psme1
H2-DMa,Kdm7a,St8sia1
Tent5a,Vsir,Card6
Eif3e,Rpl10,Pde7a
Gm12216,mt-Co2,Pacsin1
mt-Nd5,Ikbke,Socs3
Izumo4,Zbtb4,Zeb1
Arl5c,Timp2,Ift80
Ipcef1,Pde7a,Fam53b
Slfn5,Psme1,Ms4a4c
Zbtb4,Zeb1,Zbtb4
Smc4,Mxd4,Prkd2
Leprotl1,Cd55,Pnisr
Als2cl,Ddx60,Krit1
Adcy7,Prkd2,Ikbke
Tmem50a,Maml2,Mxd4
Dph5,Eps8l1,Ddx60
Gm20696,Trim56,Il4ra
Dzip1,Fam53b,Cd55
Abcg1,Il4ra,Trim56
Rgcc,Pnisr,Timp2
Zfp36,Mylip,Maml2
Rasal3,Krit1,Cd7
Ifit3,Cyth1,Mylip
Tmem134,Ms4a4c,Cyth1
Ikbkb,Orai2,Eps8l1
Tnik,Trim12c,Trim12c
Slfn8,Tbcel,Orai2
Tanc1,Ifit3,Gbp4
Ddx60,Cxxc5,Ttc3
Actn2,Gbp4,Ddx6
Gpsm3,Ttc3,Etnk1
Tspo,Akap8l,Heca
Tcf12,Zkscan3,Akap8l
Trp53inp1,Kcna2,Tbcel
Paip2,Heca,Use1
H2-T22,Etnk1,Kdm5b
Mylip,Ddx6,Slc38a2
Pecam1,Kdm5b,Zkscan3
Ankrd12,Cd7,Ifit3
Card6,Zfp318,Socs1
Gimap1,Socs1,Epsti1
Sept6,Ldlrap1,4930523C07Rik
Nipbl,Use1,Phf21a
Vps28,Aff3,Ldlrap1
Arhgap5,Phf21a,Cxxc5
Dennd2d,Slc38a2,Zfp318
Cotl1,Hdac4,Hdac4
Rassf2,Ifit1,Irf9
Mettl23,Irf9,Bnip3l
Ms4a6b,4930523C07Rik,Aff3
Srpk2,Bnip3l,Arid5b
Tapbp,Arid5b,Kcna2
4932438A13Rik,Slc15a2,Lbh
Prpf38b,Idh2,Irf2bp2
Rnf167,Irf2bp2,Hdac7
Tprgl,Lbh,Ifit1
Eps8l1,Epsti1,Zdhhc20
Zfp945,Hdac7,Lck
Ifi27,Tlr1,Klf7
Zfp652,Klf7,Idh2
Idnk,Fyco1,Fyco1
Pacsin1,Thra,Stk4
Fos,Clcf1,Zfp644
Kdm5b,Susd6,Slc15a2
Phf20l1,Zdhhc20,Susd6
St8sia1,Stk4,Smad4
Kmt2c,Gigyf1,Gigyf1
Ier5,Zfp950,Leng8
Psme2,Lck,Fam241a
Slc15a2,Zfp644,mt-Nd1
Cxxc5,Grcc10,Kmt5b
Kcna2,Fam241a,Ankrd44
Ifi206,Leng8,Asxl2
Camk2d,Smad4,Grcc10
Aff3,Kmt5b,Clcf1
Mxd4,Gpr146,Thra
Irf1,Tet3,Zfp950
Gbp8,Bbx,Tlr1
Arl6ip5,Mga,Mga
Lbh,Asxl2,B4galnt1
Filip1l,Rab37,Gpr146
Ifit1,Rictor,Rictor
Uba52,H2-Ke6,Tet3
Cd96,Ankrd44,Bbx
Gimap5,Slc49a4,Rab37
Birc6,Zc3h6,H2-Ke6
Chd6,Uvssa,Elf1
Churc1,Parp8,Rpl15
Mcl1,Setd7,Ifi209
Fam169b,B4galnt1,Rb1cc1
Zfp644,Mgst2,Mgst2
Tlr1,Rb1cc1,Pura
Fus,Pura,Parp8
Fchsd2,Adgrg5,Ddx58
H2-Q6,Elf1,Crebbp
Ash1l,Crebbp,Setd7
Psmb10,Ddx58,Rnf213
Gbp9,Arhgap4,Slc49a4
Cd84,Cux1,Uvssa
Arid1a,Rnf213,Arhgap4
Tle5,Letm2,Cux1
Ppm1h,Patj,Adgrg5
Kdm7a,Auts2,Zc3h6
Il4ra,Ifi209,Letm2
Smarca2,Siah1a,Zfp36
Slc49a4,Ggt5,Arhgef18
Maml2,Slc28a2b,Siah1a
Atp1b3,mt-Nd1,Ddx5
Slc28a2b,Klhdc1,Klhdc1
Zfp318,Rpl15,Dtx1
Parp8,Arhgef18,Il21r
Ms4a4c,Pced1b,Pced1b
Ier2,Slc16a5,Patj
Auts2,Atf7,Ubn2
Bnip3l,Ralgps2,Ikzf1
Cd55,Rnf122,Ms4a4b
Cd247,Il21r,Atf7
Slc14a1,Rab6b,Auts2
Etnk1,Dtx1,Slc28a2b
Crim1,Rere,Thada
Ggt5,Thada,Ralgps2
Ctsw,Dusp10,Lpp
Rpl28,Ubn2,Rere
Tax1bp1,Ddx5,Kmt2d
Vsir,Zfp36,Mbnl2
Znrf1,Lpp,Ggt5
Gbp2,Slc43a2,Fbxl12
Jund,Fbxl12,Dusp10
Tnfsf8,Ikzf1,Elk4
Slc16a5,Mbnl2,Sorl1
Tmem71,Kmt2d,Slc50a1
Patj,Cbx7,Rtp4
Gm4951,Elk4,Akap9
Tasor2,Zfp281,Zfp36l2
Rsbn1l,Zfp1,Zfp281
Ttc28,Sorl1,Gtpbp2
Pde7a,Ap3m2,Slc16a5
Smim14,Rtp4,Cbx7
Clcf1,Slc50a1,Pld3
Prrc2c,Gtpbp2,Slc43a2
Traf3ip3,Pld3,Nsa2
Rictor,Wls,Rnf122
Irf2,Akap9,Rab6b
Dyrk2,Ttc28,Dennd1c
Kif1b,Gsn,Zfp1
Rabgap1l,Slc14a1,Ap3m2
Rnf122,Dennd1c,Irf1
Zc3h6,Lpar6,Irgm1
Igf1r,Nsa2,Wls
Wls,Irgm1,Tnfsf8
Ifi209,Tnfsf8,Gsn
Ube2h,Ldlrad4,Irf2bpl
Zfp831,Ctso,Ttc28
Klhl24,Irf2bpl,Ctso
Tle4,Sesn1,Foxn3
Pcmtd1,Plekha1,Slc14a1
Adgrg5,Cd72,Crim1
Rps12,Igf1r,Jakmip1
R3hdm1,Irf1,Cd72
Sun2,Crim1,Lpar6
Timp2,Tgtp1,Samd9l
Ldlrad4,Parp11,Sesn1
Lypd6b,Rreb1,Sidt1
Rnf130,Zfp36l2,Pim2
Thra,Spata6,Nlrc5
Hp1bp3,Jakmip1,Vps13a
Tgtp1,Sema4b,Rreb1
Phf21a,Lypd6b,Spopl
Atrx,Foxn3,Uvrag
Bcl9l,Spopl,Parp11
Lpp,Cnn3,Spata6
Pdlim1,Samd9l,Sema4b
H2-Ob,Pim2,Plekha1
Rab6b,Matk,Ldlrad4
Fam53b,Nlrc5,Lyst
Crebbp,Macrod1,Igf1r
Bod1l,Uvrag,Ly75
Il16,Vps13a,Matk
Plekha1,Sidt1,Trbc2
Tbc1d10c,Gm12185,Tgtp1
Ift80,Ly75,Pde4b
Phf3,Gm4951,Senp7
Slc6a19,Fam120b,Rpl6
Ppdpf,Ms4a4b,Parp14
Ccdc88c,Slc17a9,Fam120b
Cnn3,Rabgap1,Slc17a9
Gm12185,Trib2,Lypd6b
Grk6,Znrf3,Rabgap1
Jun,Zfp329,Pdlim1
Fbxl20,Lyst,Cnn3
Ttc14,Pde4b,Nlk
Macrod1,Parp14,Trib2
Nfkbie,Kat6b,Phf1
Ccdc91,Fxyd4,Zfp329
Simc1,Senp7,Macrod1
Sik2,Zfp831,Ifi214
C2cd2,Cdk5rap1,Trim34a
Tnks,Nlk,Gm4951
Slx1b,Trim34a,Idnk
Mbp,Mturn,Mndal
Zmynd8,Sox4,Fbxl20
Acot2,Pdlim1,Scp2
Pdp1,Fbxl20,Gm12185
Zfp275,Phf1,Akap13
Zfp617,H2-Oa,Znrf3
Clcn7,Asb13,Clec2i
Vezt,Idnk,Tbc1d1
Mmp16,Ifi214,Taz
Sema4f,Eml5,Zfp831
Dnajc27,Mpp1,Kat6b
Gbp5,AI467606,Cdk5rap1
Ppcdc,Taz,Slc25a36
Gpatch3,Rpl6,AI467606
Lrrc1,Clec2i,Asb13
Nsmce1,Slc25a36,Rpl24
Slc35a5,Tbc1d1,Gpcpd1
Fam49a,Scp2,Hpcal1
Plgrkt,Slc6a19,Clk1
Fpgt,Cep97,Ier5
Ppp1r16a,Pink1,Mpp1
Prdm2,Gpcpd1,Chd8
Serpini1,Dnah8,Fxyd4
AI987944,Apol7e,Tox
Zscan26,Chd8,Pink1
Trip11,Akap13,Acss2
Elmod2,Acss2,Eml5
Pglyrp2,Zfp217,Tmem243
Ccdc191,Hpcal1,Zup1
Snapc4,Mndal,Cep97
Trim32,Plcb2,Mturn
Jmjd1c,Snrk,Sox4
Zfp513,Galnt6,Snrk
Rab5b,Atp8a1,Galnt6
Zfp81,Pnpla8,Phf20l1
Prdm15,Pcmtd2,H2-Oa
Mccc2,Zup1,Dnah8
Aarsd1,Tmem243,Atp8a1
H2aw,Tmie,Gimap8
Ccdc130,Tox,Pcmtd2
4931406C07Rik,Man1a,Man1a
AI467606,Kdm2a,Ubash3a
Shfl,Phf20l1,Plcb2
Ints6l,Wipf2,Apol7e
Ip6k2,Zmynd8,Zmynd8
D2hgdh,Maml3,Stx16
Adgrl1,Clk1,Smpdl3a
Zfp992,Ubash3a,Pnpla8
Zfp65,Elmsan1,Arid5a
Fbxl17,Stx16,Zfp217
Atxn2,Gimap8,Kdm2a
Rgp1,Pnpla7,Ankrd11
Mindy1,Trbc2,Mdm4
Rhobtb2,Atxn7,Tnrc6a
Cipc,Mdm4,Wipf2
Tgfbr1,Ier5,Nisch
Mrm1,Rpl24,Atxn7
Anks1,Rnf130,Rnf130
Atg9a,Ddit4,March7
Pitpnm1,Galnt11,Zmynd11
Mocs3,Dcaf17,Dcaf17
Fnbp1,Smpdl3a,Elmsan1
Adat1,Tnrc6a,Smg1
Cryl1,Nisch,Pnpla7
Cdk19,Rai1,Myl12b
AW554918,Irgm2,Slc6a19
Trib2,Arid5a,Tprgl
Fbxw4,Sfi1,Tspan32
Nthl1,Zer1,Galnt11
Dcaf8,March7,Ddit4
Chd9,BC147527,Rai1
Abl2,Ankrd11,Zer1
Cep97,Tspan32,Srpk2
Slc20a2,Ppp1r13b,Syne1
Neurl4,Zmynd11,Nrip1
Slc11a2,Bcl9,BC147527
Gpt,Syne1,Ppp1r13b
Rsf1,Smad1,Sfi1
A130010J15Rik,Smg1,Tmie
Cyb561d1,Tprgl,Prkacb
Pgap1,Cyp4f13,Rufy2
Haghl,Myl12b,Phc3
Tep1,Pik3c2a,Maml3
Phka2,Rnf144a,Hmg20a
Tspyl4,Dntt,Cyld
Ano8,Rufy2,Irgm2
Ppard,Trim30d,Pan3
Zfyve27,Insr,Tapbpl
Lcp2,Sh3pxd2a,Pik3c2a
Pex11g,Nrip1,Trim30d
Dcp1b,Phc3,Rnf144a
Dguok,Shld1,Hbp1
Neil1,Srpk2,Fto
Rnf103,Prkacb,Shld1
Smurf2,Nfix,Bmt2
Cand2,Hmg20a,Smad1
Slc39a13,Fto,Mau2
Brat1,Bmt2,Cyp4f13
Zfp39,Cyld,Zfp398
Zfp827,Tmem260,Gramd4
Iffo1,Zfp398,Insr
Trpc4ap,Tapbpl,Bcl9
Vps8,Tpcn1,Efr3a
Zbtb5,Hbp1,Cd2
Rpp38,Rab11fip2,Irf2
Zfp580,Prag1,Tmem260
2610301B20Rik,Gramd4,Rab11fip2
Cdk12,Pan3,Trim5
Nsun4,Ampd1,Sh3pxd2a
Zfp180,Tk2,L3mbtl3
Rnf25,H2-Ob,Tpcn1
Kiz,Herc3,Herc3
Smad5,Mau2,Nfix
Syne2,L3mbtl3,Pkd1
Pbxip1,Pkd1,Cic
Trim21,Cic,Dntt
Gpbp1l1,Efr3a,Tk2
Gm13212,Trim5,Cdc42se2
Gm15446,Ppm1k,Prag1
Vps13d,Plekhg2,Gpbp1l1
Dennd1a,Zfp260,Trbc1
Armh3,Irf2,H2-Ob
Gns,Usp28,Plekhg2
Blcap,Baz2b,Ifnar1
Cdip1,Gpbp1l1,Baz2b
Rhbdd1,Lats2,Gatad2b
Phc3,Nr2c2,Nr2c2
Adrb2,Kantr,Zfp260
Pnpla6,Cdc42se2,Rbbp6
Zfp146,Chst15,Add3
Naga,Chd9,Chd9
Armcx3,Thoc2l,Nbeal1
Zbtb40,Zfp395,Ccm2
Epg5,Nbeal1,Thoc2l
Cbx8,Lrrc75b,Ppm1k
Dop1a,Gatad2b,Mppe1
Plekho1,Cd2,Lats2
Dtx3l,Mppe1,Nop53
Trim30a,Eng,Zfp395
9930104L06Rik,Ccm2,Usp28
Plscr3,Vipr1,Apbb1ip
Kctd2,Ifnar1,Ampd1
Zbtb7a,Amigo2,Tsc22d3
Lfng,Stx2,Trbv13-3
Zfp943,Rbbp6,Cbl
Csnk1g2,Add3,Pglyrp2
Wdr47,Nop53,Mbp
Dcun1d3,Cracr2a,Traf3ip3
Cerk,Foxo3,Stx2
Fam168a,Hid1,Gtf2i
Zfp369,Art4,Hid1
Ccdc166,Ephx1,Cracr2a
Thoc2l,Tet1,Kantr
Rfxank,Cbl,Dtx3l
Fryl,Apbb1ip,Chst15
Atxn7l2,Sgms1,Sgms1
Ppp1r12b,Pglyrp2,Stim1
Tmsb15b1,Mbp,Rnf111
Arv1,Traf3ip3,Foxo3
Nufip2,Nipal1,Frat2
Ntrk3,Trbv13-3,Retreg1
Tspan13,Map3k14,Lipa
Dmxl1,Frat2,Lrrc75b
Gtdc1,Tgtp2,Map3k14
Arhgap35,Calcrl,Rnf166
Znrd1as,Dtx3l,Pde3b
Tceanc,Rnf111,Fam117a
Bcorl1,Retreg1,Vipr1
Arl13b,Tha1,Eng
Zswim8,Tsc22d3,Nlrc3
Qtrt2,Stim1,Prdm2
Usp6nl,Lipa,Acss1
Nlrc3,Tec,Fos
Tab1,Nlrc3,Calhm6
Tut1,Pcca,Nipal1
Haao,Pde3b,Amigo2
Ip6k1,Fam117a,Lrif1
E330009J07Rik,Ighd,Tgtp2
Ccm2,Gtf2i,Tet1
AI597479,Acss1,Pcca
Blvrb,Rnf166,Tm6sf1
Mapk8,Rarg,Tha1
Abcd4,Prdm2,Tec
Ap5z1,Lrif1,Trpc4ap
Tango6,Abca3,Ephx1
Brwd1,Map7,Cflar
Rbm12b2,Calhm6,Calcrl
Zfp87,Trpc4ap,Art4
Ranbp6,Usp53,Rcsd1
Ulk3,Cflar,Rarg
9930021J03Rik,Trbc1,Rpl27
Bloc1s1,Rcsd1,Abi3
Zfp758,Jmy,Rprd2
Arhgef12,Rprd2,Abca3
Eif2s3y,Abi3,Usp53
Spindoc,G430095P16Rik,Jmy
Zfp788,AW549877,Iqsec1
Tnfaip8l1,Usp40,Cdc37l1
Vopp1,Prrg1,Ighd
Gramd4,Iqsec1,AW549877
Ubxn11,Tm6sf1,Zfp740
Zfp141,Crebl2,Cnot4
4930402H24Rik,Zfp740,Tcf20
Harbi1,Cdc37l1,Notch1
Mfsd6,Notch1,Map7
Gngt2,Scaper,Brwd1
Mlst8,Mettl8,Apc
Rnf166,Apc,Usp40
Tmem141,Mbd5,G430095P16Rik
Btbd2,Slc25a27,Crebl2
Tut7,Cnot4,Lrp6
Sh2d3c,Tcf20,Scaper
Zfp398,Lrp6,Nudt16
Cdyl2,Brwd1,Prrg1
Slc29a3,Fry,Mettl8
Rc3h2,Nudt16,Dop1a
Tmem8,Fos,Ncf1
B3gnt5,Trim30c,Jun
Sgk3,Hspbap1,Hexa
Rnf13,Ppcdc,Fry
Kansl1,Cacna2d4,Slc12a6
2610044O15Rik8,Ncf1,Ncoa3
Alg2,Slc12a6,Ppcdc
Abcb1a,Rpl27,Mbd5
Irf7,Dnajb14,Slc25a27
Gzf1,Dop1a,Dguok
Gadd45a,Hexa,Rc3h2
Enox2,Ncoa3,Itm2b
Stam,Frat1,Hspbap1
Poli,Vps13d,Ifi27l2a
Rnf111,Rnf123,Vgll4
Slc41a1,Dguok,Vps13d
Gcc1,Fbxo32,Dnajb14
Elac1,Afap1,Jarid2
Zfp692,Rc3h2,Fbxo32
Hrh2,5430403G16Rik,Rnf123
Tmem131l,Ndrg3,Ndrg3
Gm3448,Jun,Kctd2
Dlg4,Kctd2,Galnt10
Rundc1,Carns1,Ankhd1
Smg9,Pias1,Pitpnm1
Fam173a,Galnt10,Trim30c
Stk10,Vgll4,Pias1
Zfp740,Pitpnm1,R3hdm1
Cic,Cyth3,Fam193a
Dpp4,Jarid2,Frat1
Rundc3b,Abcc5,Cyth3
Urgcp,Ankhd1,Slc9a9
