UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
42	0
285	0
3	5
14	10
0	2
0	1
85	77
16	69
0	55
17	336
3	1
35	8
6	14
0	14
0	0
0	0
15	0
218	0
14	118
0	118
330	360
2	364
0	364
0	0
0	0
0	1
1	0
0	1
8	20
0	20
2	1
2	3
0	2
2	0
0	3
0	3
8	11
13514	950
11	93
0	90
0	4
6	1
0	3
2	3
8	12
7	654
6	419
83	45
2	3
0	2
2	5
3	1
0	0
4	4
0	4
2	21
0	19
8	947
0	321
56	45
0	1
0	0
0	6
0	3
1	1
0	5
0	10
0	5
0	21
0	10
0	10
3	44
4	32
0	27
3	1211
0	0
0	19
1	2
0	2
0	2
4	0
2	1
0	1
2	12
10	416
0	376
0	75
0	71
0	6
0	6
1	1
0	4
0	4
0	4
0	6
0	5
0	16
1	10
0	61
2	41
0	7
0	6
2	144
0	143
0	0
0	1
1	2
0	2
57	0
7	0
18	0
34	0
23	97
0	9
1079	0
40	214
10371	302
26	0
66	0
58	0
26	0
34	0
42	0
1	2
0	2
0	1
0	1
0	2
0	2
20	0
1	3
0	3
0	0
0	0
12	27
0	27
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	1
0	0
0	1
2	11
0	2
0	2
0	17
31	78
1	2
0	2
0	0
0	1
0	1
25	0
0	4
0	3
55	4
0	4
35	0
15	0
0	0
0	0
0	0
3	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	5
0	0
0	0
7	14
0	5
11	14
0	1
0	0
0	0
5	49
0	0
4	47
0	259
0	259
15	4
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
5	425
0	387
0	84
39	2
0	84
10	53
0	84
0	0
0	0
0	0
0	0
0	0
0	0
0	302
0	302
0	302
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
1021	2724
297	2322
0	332
0	2
0	2
0	1
0	6
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	39
0	0
1189	1867
199	256
15	1514
0	1071
0	353
1	1015
0	0
0	0
0	0
0	418
0	337
0	113
0	96
0	113
8	20
183	66
0	15
0	5
9	1
0	18
0	6
0	5
3	9
5	3
0	9
0	0
0	0
0	9
0	3
1	0
0	9
0	0
0	0
0	0
0	0
0	0
2	30
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
64	97
33	582
0	582
0	0
9	54
0	54
0	0
0	0
0	0
