paga1,paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_paga1,X_paga2,velocity_paga1,velocity_paga2
-7556.295998064117,53787.96713577045,7.896064,-1.8075354,2.8632646,-1.0173323,0.14288485,-0.6015421,-1.5872691,0.25254604,0.0886089,0.25097367,-1.6503274,-0.5689984,0.23867022,-0.3255573,0.83967394,-2.0064201,1.0009992,-0.60611933,0.45697826,0.625712,-0.5291502,-0.35074353,0.7009448,0.8312543,-0.95968753,0.17333195,-1.5564586,-0.2522202,2.167111,-0.8599508,-7556.295998064117,53787.96713577045,-908.0557883838896,-438.82217039111333
9442.06034782432,40628.41385301934,-6.215057,-0.51784337,1.3631487,-0.9493127,-0.119122565,-0.080774866,-0.28787312,-0.92841023,0.65412956,0.07501724,-0.053530067,0.4264852,0.80662316,1.065797,0.7375483,-0.17076582,-0.66996676,0.23376055,-1.025221,-0.13943161,-0.42255983,0.25501767,-0.42729428,-0.18229252,-0.39008194,0.5310584,0.119775295,0.06884353,-0.5413214,0.3168922,9442.06034782432,40628.41385301934,512.388314117788,-369.96077145027084
8615.661833329163,42032.01689025038,-6.854046,0.47940674,0.8732913,1.2599984,-1.3986822,0.22034578,1.4499917,-3.0243034,0.36150414,-0.67422414,0.4272401,0.48369762,0.42687672,-0.056146592,0.3601907,-0.395515,0.54067665,1.0340997,-0.80655134,-0.25157243,0.22029364,-0.11213342,-0.588558,-0.6845554,0.5635809,0.43524334,-0.2252422,0.18819544,-0.08480473,-0.15329051,8615.661833329163,42032.01689025038,517.650351131697,-379.13474037297254
516.607884093086,67077.79970191445,-0.18588635,-3.5741408,-2.1261992,3.071882,1.5818758,-0.013382223,0.1675504,0.49067384,-1.1233944,1.100312,0.61424696,-1.654472,-0.63518304,-1.5146946,-1.0723718,-0.15226007,0.55399954,-0.22290902,1.6774385,-0.117433935,1.3779383,0.35344118,-1.2813584,0.56150633,0.31673083,0.13900334,-0.28452548,-0.34067184,0.61987597,0.27331436,516.607884093086,67077.79970191445,-749.4040180756401,-54.91370617883792
-22453.943729179296,40992.298876704124,14.027151,-0.31826743,1.5074216,-0.13030998,0.4242453,-2.2162445,0.02827046,1.6288902,-3.6116138,-0.044635247,1.052774,2.3833733,-1.027569,1.8735539,-0.9139604,1.2461329,-1.7843913,-0.8411897,0.7216399,1.3352294,-1.3219879,2.6453788,-0.13980761,-2.564351,-2.2312498,-2.2909005,-1.7155193,0.76026404,1.1134002,1.1558284,-22453.943729179296,40992.298876704124,-359.09122120231586,-361.7443935386943
29698.15504173333,49535.3977869313,-2.9344456,2.0330381,2.7093515,-0.5513335,-0.5175864,4.5727463,-1.2894276,5.348607,1.9485246,-2.0495522,0.4258948,1.2704818,0.59877616,-0.12322575,1.4684975,-0.18045251,-0.3161914,-1.1280335,-1.3554654,0.21467823,-0.99316794,1.2041501,-0.32227868,-2.4486425,-1.1934841,-0.6105583,-1.7885249,-0.021208575,-0.08664559,-1.3590822,29698.15504173333,49535.3977869313,112.5008202970916,72.16805206818123
5955.523278588505,57711.62253679818,-3.7521255,0.9716412,-1.7894117,4.8930697,0.34343824,-2.574795,1.4231255,0.0888166,0.74268234,-0.5725569,2.217984,-1.0418754,-1.8776743,-2.8357732,-1.5096012,0.042262465,0.84312993,-0.6081084,-0.61597204,-0.33626932,0.26888034,0.61474556,-0.629223,0.11814419,0.11042185,-0.3153197,0.7885688,0.57004005,0.35404935,0.40687868,5955.523278588505,57711.62253679818,-138.01252838529223,231.56071404824044
6565.866839151668,60753.47485998993,-5.411151,-0.6962354,-3.1938615,0.3282249,-1.8417754,-0.04844033,0.1528547,1.690024,-1.0688418,0.8081926,-0.20911685,0.87688935,-0.83544964,0.9584448,0.32271305,0.21095784,0.6417079,-0.027270714,0.27625504,-0.13678205,0.67741275,0.05646365,-0.03521637,0.47611344,-0.55909073,0.15980919,0.7199507,-0.9034467,-0.5043286,0.21258135,6565.866839151668,60753.47485998993,-10.870971589300986,-158.58657692564884
2924.809534504515,49933.46789110916,1.9449118,-1.3424152,4.2987714,-0.38049293,1.3745853,-1.6808858,-0.31970885,1.166428,-0.6752717,1.5355277,0.86110675,0.14562565,0.2828007,0.24800368,0.5689868,-0.43504718,0.4431272,-1.3397427,-0.07224065,-1.0787055,0.16607246,1.208517,-0.39786088,0.6850627,0.13964489,-0.83743453,-0.030620309,-0.13728674,0.24521494,0.31430963,2924.809534504515,49933.46789110916,-636.6693257972486,-25.446003377970275
39940.73068352257,57506.28647280916,0.9423664,0.79221314,6.125193,0.086013615,4.7229943,4.6488433,-0.66229177,2.4689422,3.785,-2.5205178,3.3761163,0.65686274,0.7554712,-0.5719748,0.48772377,0.45564827,0.061210718,-0.6769831,-0.10083342,-0.39745045,1.1795108,-0.96870035,-1.7574481,-0.83689475,1.1285322,-0.84933835,-0.48396972,-1.342065,-0.5324024,0.12510839,39940.73068352257,57506.28647280916,-18.348413741918325,100.34772997943972
-14086.942878797418,52573.277161401405,11.54881,-2.8379414,-1.7647207,-1.795462,2.1615753,-3.0006542,-0.09538132,0.5156197,-0.009129369,-0.44015706,0.8391906,0.90405005,0.52831954,0.35853386,2.3418894,-0.9298468,0.5247803,-1.258188,-1.2661296,1.2073356,-0.29929563,-1.1635485,-0.4931494,-0.8499013,0.62895197,1.2540039,0.39924031,-3.132798,0.05934879,-0.2103565,-14086.942878797418,52573.277161401405,-423.38761541358406,-419.01441011492386
7385.613082798724,49097.15277650156,-5.800511,-1.6303918,0.63466173,-0.17369361,-0.27743638,-1.5104275,0.79850155,0.64294493,0.9867996,0.3749739,-1.599602,-0.06616635,-0.7793787,0.27100536,-1.1521469,0.9961098,-1.7095486,-0.29271436,0.3585684,0.15965596,0.86470765,1.2036881,-0.1524952,-0.17905277,-0.45622358,0.7889467,0.64794344,0.48525304,-0.21678184,-0.36392272,7385.613082798724,49097.15277650156,370.0132843521393,-451.3790031196722
-3278.8975957749485,52991.502359891914,-2.7905343,-1.8958765,-1.3662537,-1.1390016,-2.0686772,-2.9120057,2.791398,2.300508,3.424914,-1.4983528,1.1083338,0.41258395,0.43106055,-1.3065797,0.67383176,-0.40304655,-1.0518622,-0.29432908,-0.2848514,0.1394689,-0.41475415,1.1221995,-0.8539314,-2.1187434,0.48918134,-0.11461395,-1.047474,-0.08625352,0.23680697,0.21245717,-3278.8975957749485,52991.502359891914,-199.6719171543394,167.00470450982206
15292.90770064461,69665.21621572947,-2.7155004,-0.4218167,-5.393645,-6.760904,1.9516138,-0.46024013,0.09286597,0.6124459,-3.0941062,0.24001212,0.59034204,-0.0030065593,-0.3643334,0.11095581,-0.44989005,0.20377806,0.9834842,-0.1478956,-0.07555599,0.5111538,-0.047826603,-1.0219426,0.37878978,-0.4791686,0.011120068,0.66066474,1.0655262,-0.70774394,-1.418013,0.5565409,15292.90770064461,69665.21621572947,-165.75702902213126,51.65803616590247
