wilcoxon,t-test,t-test_overestim_var
Hibch,Grb2,Bri3bp
Gprin3,Ccdc58,Ccdc58
Pdcd5,Paip2,Ftl1
Slc39a7,Fnta,Cebpz
Psma6,Bri3bp,Cenpf
Pim2,Mrpl1,Synj2
Trim35,Edf1,Cops2
Sdad1,Akap13,Paip2b
Ctdnep1,Bora,6330403K07Rik
Ascc1,Ctsl,Zfp386
Snx20,Mettl27,Thoc7
Itpkb,Grtp1,Bora
Pygb,Melk,Tpx2
Thoc5,Cebpz,Shmt2
Scyl2,Bach2,Uck2
Ncapd2,Zfp386,Ldlrad4
Sms,Cnga1,Anxa5
Wdr3,Shmt2,Plxnc1
Larp1b,Cops2,Tmem97
Anxa5,Fhit,Dusp19
Pdrg1,Tmem97,Bach2
Lcp1,Uck2,Cyb5r4
Clec2i,Thoc7,Rad21
Rap2c,Plxnc1,Melk
Tmem131l,Dusp19,Gpatch4
Tmem11,Top1mt,Aamp
Dnah8,Anxa5,Akr7a5
Pum1,Ftl1,Oxct1
Icam2,Atg10,Atg10
Sec31a,Gstt3,Rbm17
Wdr82,Akr7a5,Mrpl30
Haus1,Rad21,Imp3
Fem1c,Gpatch4,Plscr1
Hmgcr,Nckap5l,Mrpl27
Nop10,Lrrc8d,Ctsl
Mydgf,Oxct1,Mcee
Nfkbiz,Plagl1,Grtp1
Kti12,Plscr1,Cab39l
Ndufs4,Cyb5r4,Rangap1
Dkc1,Mcee,Cnga1
Ddx21,Gmpr,Tsfm
Spr,Aldh2,Ndufa12
Gadd45gip1,Aamp,Utp23
Huwe1,Slc12a2,Atg7
Vbp1,Cab39l,Lrrc8d
Snrpb2,Mrpl27,Dcun1d5
Zwint,Supt3,Ddx21
Pop7,Eid2,Lcp1
Ddx3y,Rangap1,Gstt3
Ntpcr,Rbm17,Smchd1
Cks1b,Atg7,Jak1
Rpl10-ps3,Tsfm,Mettl27
Rad21,Utp23,Eif3c
Desi1,Imp3,Top1mt
Atf4,Gemin8,Supt3
Fam92a,S100a3,Rnf213
Smchd1,Ankrd55,Pdap1
Nudt1,Mrpl30,Ddb1
Usp39,Ddx21,Rbbp8
Cpsf3,Fhl3,Ints11
Akr7a5,Larp1b,Il16
Scand1,Chchd6,Larp1b
Hnrnph2,Isoc2b,Gemin8
Ttc5,Rnf213,Isoc2b
Srrt,Dcun1d5,Slc12a2
Cd83,Ndufa12,Mettl16
Nub1,Kif11,Zc3h14
Eif3c,Jak1,Pdia4
Tspan3,Rbbp8,Rnf19a
Anapc1,Pik3r2,Ankrd55
Pdap1,Smchd1,Klhdc4
Ptpmt1,Mettl16,Zmynd8
Chid1,Lcp1,Eid2
Xlr4c,Ddb1,Nckap5l
Mllt3,Pdap1,Ubap2l
Zfp326,Klhdc4,Vbp1
Nudt5,Cd68,Cd68
Tkt,Eif3c,Bsg
Arl6ip6,Mpp7,Fxr1
Mrpl34,Il16,Fhit
Ppan,Qsox2,Kif11
Srek1,Ints11,Cdc40
Rps23,Pdia4,Snu13
Mdn1,Rnf19a,Nfkbiz
Chordc1,Zc3h14,Chchd6
Plxdc2,Zmynd8,Mpp7
Tpi1,Cep162,Snrpd1
Hvcn1,Fxr1,Cep162
Cand1,Vbp1,Akap9
Thoc7,Srp54a,Acadm
Atp6v1c1,Ubap2l,Mydgf
Brd9,Snrpd1,Srp54a
Taf12,Bsg,Aldh2
Setd2,Ccdc148,Exosc3
Lsm3,Acadm,S100a3
Wsb1,Mmab,Fhl3
Cbll1,Nfkbiz,Zc3h12d
Faap20,Snu13,Ptpn11
Tacstd2,Cdc40,mt-Atp8
Abcg1,Akap9,Usp16
Ccng1,Zc3h12d,Gmpr
Hspa4,Mydgf,Snrpb2
Ndel1,Rflnb,Plagl1
Pfdn4,Exosc3,Las1l
Ddx18,mt-Atp8,Smc4
Rbm10,Usp16,Pik3r2
Pdia4,Ptpn11,Gadd45gip1
Vrk1,Las1l,Qsox2
Ppie,Tpd52,Prmt5
Ndufa9,Ccdc171,Elf1
Pus1,Snap47,Mmab
Parp2,Prmt5,Hbs1l
Ruvbl2,Snrpb2,Ccdc148
Dcun1d5,Smc4,Tspan31
Aimp2,Fubp3,Lsm3
Ftl1,Gadd45gip1,Tpd52
Mrrf,Nufip1,Trps1
Twistnb,Lsm3,Nufip1
Isoc2b,Hbs1l,Rbbp6
Ahi1,Vav3,Retreg1
Rps27l,Tspan31,Fibp
Mtap,Retreg1,Sdhaf4
Gpn3,Dync2li1,Fubp3
0610010K14Rik,Ccdc28a,Snap47
Cwf19l2,Elf1,Smarca5
Bora,Sdhaf4,Rnf4
4833420G17Rik,Fibp,Alkbh1
Maip1,Trps1,Taf12
Tnfaip8l2,Rbbp6,Vav3
Ints8,Tdrp,Ccdc171
Elk4,Alkbh1,Trp53
D10Wsu102e,Smarca5,Lyrm2
Polr2b,Map7,Rflnb
Gipc1,Rnf4,Pfdn4
Msi2,Gm1673,Ccdc28a
Tbc1d10a,Sox5,Mppe1
Srsf5,Slc2a6,Cct7
4930523C07Rik,Fastkd2,Hint2
Ascc3,Taf12,Rpa1
Prpsap1,Elmsan1,Ddx27
Wwp2,Lyrm2,Huwe1
Parp8,Mppe1,4930523C07Rik
Tbxa2r,Hspe1-rs1,Fastkd2
Ak2,Pfdn4,Mthfd2
Sypl,Dusp4,Xlr4a
Eef1d,Trp53,Elmsan1
Naa50,Tfb2m,Tfb2m
Hacd3,Hint2,Atf4
Art3,Ddx27,Ddx1
Hnrnpa0,Xlr4a,Klk8
Ndufa7,Nt5dc2,Knstrn
Paip2,Mthfd2,Ubl5
Sash3,Huwe1,Map7
Nxf1,Cyth3,Pdha1
Ivns1abp,Vkorc1,Dusp4
Nkapd1,Rpa1,Zwint
Rfc1,4930523C07Rik,Pi4k2a
Cdk5rap2,Selenop,Sms
3830406C13Rik,Knstrn,Hspe1-rs1
Ubr2,Ddx1,Cct6a
Galk2,Cct7,Vkorc1
Safb,Zwint,mt-Nd6
Napa,Pi4k2a,Kbtbd11
Brap,Klk8,Ndufa9
Ddit3,Atf4,Pnp
Dck,Kbtbd11,Dync2li1
Ppif,Pdha1,Arpc3
Ssbp3,Sms,Lpxn
Casp8,Tm7sf2,Babam1
Esyt2,mt-Nd6,Thap12
Akirin2,Cct6a,Dazap1
Ypel3,Abca3,Nt5dc2
Exosc3,Babam1,Cyth3
Vta1,Zfp296,Selenop
Eed,Pnp,Ttll12
Ppp2r5d,Thap12,Usp24
Ebna1bp2,Ttll12,Sox5
Mrps5,Ubl5,Scyl2
Pnp,Scyl2,Tbxa2r
Aifm1,Cenpe,Dck
Isoc1,Ndufa9,Tagln2
Gnl2,Tbxa2r,Bag4
Ube2f,Usp24,Slc2a6
Vrk3,Zbtb20,Il2rg
2210016L21Rik,Lpxn,Tkt
Zfp280d,Dck,Gm1673
Oat,Arpc3,Abca3
Faah,1110051M20Rik,Cenpe
Tsta3,Dazap1,Zbtb20
Stt3b,Tm4sf5,Tdrp
Mrps14,Bag4,Zfp296
Gfer,Frat1,Ctss
Pym1,Tagln2,2210016F16Rik
Max,Tkt,Scand1
Cd68,2210016F16Rik,Dkc1
Il7r,Ctss,Hnrnpa0
Fasn,Kit,Cox14
Gcn1,Efcab2,Rgs2
Bag6,Dkc1,Parp3
Cenpm,Il2rg,Kdm2b
Tmem97,Areg,1110051M20Rik
Cmah,Parp3,Frat1
Med31,Rgs2,Klhl6
Parp3,Suv39h2,Nifk
Rrp9,Fasn,Rbm39
Trappc1,Hnrnpa0,Tm7sf2
Tnf,Fem1c,Fasn
Nudcd2,Kdm2b,Tra2b
Mrto4,Scand1,Fem1c
Cdk12,Nifk,Ddx46
Coq5,Patj,Nudt5
Htatsf1,Cox14,Cdk12
Wdr46,Mdn1,Fam169b
Cul4b,Klhl6,Hnrnph1
Exosc7,Ksr1,Thoc5
Psmd6,Thoc5,Srrt
Cep162,Milr1,Eif2b5
Ythdf1,Nudt5,Hibch
Dctn4,Hibch,Mdn1
Pitpnm1,Fam169b,Ikbke
Prpf4,Cdk12,Fyb
Crnkl1,Ikbke,Suv39h2
Pmpcb,Ddx46,Ksr1
Cct6a,Eif2b5,Efcab2
Rbbp6,Srrt,U2surp
Sept1,Wdr82,Fus
Tfb2m,Hnrnph1,Wdr82
2310009A05Rik,Tra2b,Milr1
Ubap2l,Rbm39,Pgs1
Ppp5c,Pnpla7,Hspa4
Khsrp,Trpm6,Tm4sf5
Snu13,Dbf4,Psmd6
Poldip3,Pgs1,Ruvbl1
Trmt112,Atxn2,Ddx18
Mrpl48,Trib2,Itpkb
Pou6f1,Ruvbl1,Trib2
Trp53,Fyb,Dbf4
Tor3a,Pde10a,Rpgrip1
Fyb,Ddx18,Casp8
Rnaset2b,Ints8,Atxn2
Pex3,Fus,Ints8
Dnajb9,Trim37,Cdk2ap2
Cox14,Hspa4,Med8
Ptgr2,Psmd6,Ptrhd1
Prcc,Bub1b,Pnpla7
Chmp5,U2surp,Trmt1
Ccdc86,Rpgrip1,Spr
Stxbp2,Sorbs1,Trim37
Isyna1,Fbxo36,Pdia6
Nars,Trmt1,Mrrf
Arpc3,Itpkb,U2af1
Bphl,Nek2,Srpk1
Mrps22,Mrrf,Bdh1
Rbm4b,Pdia6,Patj
Bbip1,Med8,Clcn3
Ly9,Spr,Abcf1
Tmem242,Ptrhd1,Ak2
Rbm15,Casp8,Kit
Diablo,Cdk2ap2,Bub1b
Eif2ak2,Gprasp1,Pbdc1
Smc4,Bdh1,Mtif2
Zrsr2,Pgap1,Ruvbl2
Mbnl2,Slc5a3,Ctdnep1
Rbm39,Ruvbl2,Pdzd11
Dbf4,Clcn3,Areg
Ctdsp2,U2af1,Matr3
Pcbd2,Hmgn3,Mllt3
Rbfa,Mtif2,Nek2
Pds5b,Dlg3,Tbc1d10a
Zfp260,Pex11g,Ndufv2
Smarcd1,Ak2,Pgap1
Copb1,Tmem121,Gprasp1
Yme1l1,Pdzd11,Slc5a3
Srpk1,Srpk1,Pex11g
Pstk,Ctdnep1,Sorbs1
Cdk2ap2,Tbc1d10a,Tbc1d1
Prxl2a,Elp1,Nhp2
Cdc20,Il6ra,Elp1
Ints9,Pbdc1,Pdrg1
Bcl2,Abcf1,Inf2
Sh2b3,Matr3,Gtf2h5
Hk2,Ivd,Smim10l1
Cnot1,Mllt3,BC031181
Cdk2ap1,Inf2,Napa
Rmnd1,Zfp608,Rmnd1
Fas,Tbc1d1,Fundc1
Cep120,Ndufv2,Ivd
Hypk,Rmnd1,Tpi1
Bcat2,Nhp2,Larp4
Pacsin1,Pdrg1,Stat4
Xpo1,Wnt3,Atp11b
Oxsr1,Zbtb18,Ebna1bp2
Med8,Smim10l1,Smap2
Pithd1,Fundc1,Eif2s2
Psen1,Abhd6,Ddx23
Pex13,Napa,Pin1
Mnat1,Tpi1,Trpm6
Anapc15,Slc11a2,Ing3
Snrnp200,Plk1,Dlg3
Foxp1,Slc28a2b,Pde10a
Ahctf1,Larp4,Fbxo36
Tcf20,BC031181,Hmgn3
Edf1,Rrad,Sdad1
Tgif2,Atp11b,Tmem121
Spata2,Cipc,Sun2
Prxl2c,Ddx23,Idh3g
Inf2,Gtf2h5,Slc11a2
Mybbp1a,Ing3,Snx20
Gtf3c1,Sdad1,Psmc6
Rpf2,Eif2s2,Pim2
Hnrnph1,Smap2,Rrad
Klhl9,Wdr46,Wdr46
Gpr107,Ebna1bp2,Cox7c
Whamm,Pim2,Il6ra
Eif2s2,Stat4,Abhd6
Kif23,Pin1,Pum1
Psmg2,Snx20,Cipc
Mgst2,Prcc,Dpp9
Cryzl1,Sun2,Prcc
U2surp,Kif4,Rfc1
Tlk2,Optn,Echs1
Mrps30,Idh3g,Med10
Desi2,Dpp9,Plk1
Mrps28,Rfc1,Ifih1
Zfpm1,Aimp2,Aimp2
Stx11,Abcg1,Abcg1
Ubl5,Psmc6,Rps27l
Nt5e,Ifih1,Hibadh
Frrs1,Echs1,Spata2
Hspa9,Nckipsd,Med11
Prkcsh,Sox4,Kif4
Cdk11b,Spata2,Gprin3
Uggt1,Pum1,Cnot1
Dhrs4,Rps27l,Mgst2
Ttc32,Mgst2,Mtch2
Imp3,Cox7c,Txnl1
Dyrk2,Hibadh,Nudt21
Eif2b4,Bckdhb,Rpl17
Ksr1,Med11,Snrpd2
Elavl1,Gprin3,Avl9
Gramd1b,Med10,Zfp608
Tox,Ssx2ip,Chordc1
Dalrd3,Map1b,Parp2
Snrpd1,Cnot1,Kti12
Cenpf,Rpl17,Hk2
Tor1aip2,Hk2,Eef1d
Dhx8,Mtch2,Esyt2
Rbck1,Parp2,Ube2j2
Impa1,Nudt21,Zbtb18
Paip2b,Avl9,Ssx2ip
Tagln2,Kti12,Hnrnph2
Cmpk2,Shcbp1,Wnt3
Mtch2,Chordc1,Impa1
Cdc16,Ccnf,Copb1
Rrad,Txnl1,Nckipsd
Lage3,Esyt2,Rbm25
Fubp3,Eef1d,Nudt1
Pbxip1,Bhlhb9,Nudcd2
Tcp11l2,Snrpd2,Tmem134
Cdca7l,Prxl2a,Slc28a2b
Pafah1b3,Ube2j2,Ppp4c
Vcpkmt,Hnrnph2,Fchsd2
Dnajc15,Fchsd2,Prxl2a
Tarbp2,Coro1b,Slc38a2
Ano6,Nudt1,Osgep
Tapt1,Cenpi,Shcbp1
Smarcd2,Impa1,Bhlhb9
Cd22,Fcgrt,Atp5j2
March6,Nudcd2,Desi1
Fastkd2,Dtwd1,Xpo1
Vps53,Copb1,Eif4g1
Sik3,Xpo1,Tnfaip8l2
Pnrc2,Osgep,Elavl1
Tomm34,Isoc1,Optn
Abcf1,Arl6ip6,Arl6ip6
Acbd6,Med31,Czib
Cdc123,Soat2,Isoc1
Farsb,Arhgap19,Med31
Rad23b,Gsn,Bbip1
Ecd,Rbm25,Ccnf
Fam114a2,Slc38a2,Nars
Ccna2,Desi1,Sdha
Pin1,Cacna1d,Stt3b
B9d2,Tmem134,Bckdhb
Prkd2,Fam229b,Gsn
Stat5b,Pcyox1l,Dtwd1
Ccdc25,Ppp4c,Coq5
Jak1,Eif4g1,Btla
N4bp2,Elavl1,Twistnb
Cdc34,Czib,Sox4
Ints13,Tnfaip8l2,Hmgcr
Morf4l2,Atp5j2,Ascc1
Sft2d2,Tox2,Cenpi
Bms1,Srm,Hypk
Lap3,Coq5,Max
Plekhf2,Stt3b,Coro1b
Ccdc47,Bbip1,Tox2
Elmsan1,Osgepl1,Fcgrt
Pdhb,Dpy19l3,Srm
Hdlbp,Nars,Eif3h
Btbd1,Btla,Dpy19l3
1700025G04Rik,Ascc1,Fgfr1op2
Bop1,Twistnb,Arhgap19
Mpp7,Tmem216,Pygb
Stmn1,Hmgcr,Ezr
Nop16,Sdha,Ahi1
Tlr1,Zbtb17,Zbtb17
Cdk17,Tspan6,Pcyox1l
Mapk8,Hypk,Rbfa
Ndufv2,Abhd14a,Gspt1
Noc2l,Cmpk2,Cnot6l
Sem1,Ahi1,Osgepl1
Slc9a9,Pygb,Map1b
Naa15,Max,Tpd52l2
Mrpl30,Rbfa,Eif1a
Glg1,Mrto4,Copa
Rpl36a-ps1,Tmem106c,Sash3
Washc2,Ralgps2,Mrto4
Ggnbp2,Fgfr1op2,Cmpk2
Ndufb5,N4bp2,Soat2
Chchd5,Scpep1,Pdcd4
Slc38a2,Gspt1,Oat
Drg1,Dusp23,Abhd14a
Tra2b,Oat,Tmem216
Zbtb17,Copa,N4bp2
Ccnt1,Cnot6l,Tmem106c
Cdc73,Eif1a,Scpep1
Slc25a12,Tpd52l2,Ddit3
Dazap1,Naf1,Ywhaz
Smarca5,Ezr,Ggnbp2
Supt3,Sash3,Naf1
Trim59,Ddit3,Ndufaf6
Ppm1m,Zfp239,Ubac2
Atp11b,Eif3h,Rbck1
Mettl9,AU022252,Tspan6
Rrp15,Ndufaf6,Arf4
Atxn2,Iqcb1,Elk4
Bsg,Pdcd4,AU022252
Parvg,Prkab2,Ddx3y
Snap47,Sfmbt2,Mnat1
Smndc1,Mnat1,Ralgps2
U2af1,Dus4l,Tspan3
Gspt1,Zan,Sf3b1
Trim25,Ccdc85c,Nub1
Usp36,Ubac2,Rfx7
Katna1,Trib1,Prpsap1
Kdm7a,Ggnbp2,Brd9
Ndufaf6,Elk4,Dusp23
Atg10,Rbck1,Daxx
Agpat1,Arf4,Ivns1abp
Rcl1,Tspan3,Trappc1
Amz2,As3mt,Sri
Treml2,Aldh1b1,Cox7a2
Gtpbp4,Ywhaz,Trib1
Usp19,Ddx3y,Pus1
Usp10,Gpm6b,Smg7
Stk11,Daxx,Pcbd2
Cxcr5,Hspa1a,Fam229b
Elf1,Lyrm4,As3mt
Rmnd5a,Rfx7,Ndufaf3
Sdha,Zfp260,Cacna1d
Stat4,Ivns1abp,Zfp260
Hdgfl2,Klf9,Lyrm4
Chchd10,Nub1,Zfp239
BC031181,Dclk1,Fam92a
Pdia6,Prpsap1,Tor3a
Idh3g,Trappc1,Dus4l
Rnf125,Pcbd2,Rangrf
Eif2s3x,Brd9,Prkab2
Ranbp9,Rangrf,Fam49b
Nup98,Tor3a,Oxsr1
Cxxc1,Pus1,Cnp
Nudt21,Smg7,Pmpcb
Fam129a,Cox7a2,Iqcb1
Lipa,Tmem158,Mbp
Rcc2,Sf3b1,Grk2
Psmd10,Oxsr1,Sfmbt2
Chtop,Ndufaf3,Il4ra
Ddx46,Kif5c,Zan
Clasp1,Fam92a,Cdc34
Eif4g1,Il4ra,Tmem131l
Alkbh5,B230217C12Rik,Tapt1
Hmbs,Sri,Gatd3a
Utp14a,Mbp,Dnajc7
Ddx55,Tapt1,Cryzl1
Ttc1,Mcrip2,Klf9
Tex10,Pmpcb,Chmp5
Gtf2h5,Cryzl1,Gpm6b
Elp1,Fam49b,Dnajb9
Tpd52,Dnajb9,Gipc1
Rev3l,Tmem131l,Cenpm
Clk4,Cdc34,Elp6
Bud23,Rnf185,Topors
Ankfy1,Gipc1,Ccdc85c
Trim37,Elp6,Lsm6
Ubqln1,Gatd3a,Hvcn1
Net1,Cenpm,Aldh1b1
Matr3,Cnp,Mrps21
Phyh,Grk2,Snrpe
Chka,Chmp5,Pdhb
Kpnb1,Hvcn1,Pop7
Drosha,Acad8,Gtpbp4
Echdc1,Dnajc7,B230217C12Rik
Eci1,Topors,Srek1
Fbxw7,Lsm6,Hspa1a
Ift46,Rpl36a-ps1,Mcrip2
Cat,Chchd10,Tmem158
Plrg1,Mgmt,Pbxip1
Shkbp1,Mrps21,Ypel3
Ercc3,Kif2c,Rpl36a-ps1
2610507B11Rik,Pdhb,Rnf185
Golgb1,Pop7,Kif5c
Cox6c,Gtpbp4,Chchd10
Ube2j2,Pbxip1,Acad8
Kif11,Coq8b,Pym1
Fbxo9,Utp14b,Ssbp3
BC029722,Srek1,Znrd1
Naa30,Snrpe,Dclk1
Tomm6,Ypel3,Sem1
Wdr70,Ssbp3,1810058I24Rik
Mpst,Gcnt1,Naa50
Dnm1l,Pym1,Ppie
D030056L22Rik,Stmn1,Cdk11b
Sdhaf1,Ttc27,Crnkl1
Abraxas2,Nudt2,Khsrp
Phc2,Znrd1,Stmn1
Svbp,Ext1,Lsm12
Tomm5,Crnkl1,Slc39a7
Gatd1,Ppan,Coq8b
Rnf2,Ptgr2,Nudt2
Ppp4c,Ppie,Ppan
Msrb2,Sem1,Usp9x
Snapc1,Slc39a7,Ptgr2
Pdcd4,Drosha,Exosc7
Mrps11,Khsrp,Safb
Sdr39u1,Naa50,Denr
Ift80,Exosc7,Rps27rt
Atp5j2,Usp9x,Cdk2ap1
Heatr1,Ms4a6c,Ext1
Trappc6a,1810058I24Rik,Kif2c
Mpp6,Cd81,Drosha
Scaf4,Lsm12,Ube2m
Trib1,Cdk11b,Ttc27
Bhlhb9,Safb,Snw1
Ice1,Denr,Hdlbp
Aga,Gadd45g,Sec31a
Nob1,Icam4,Mrpl48
Cenpe,Atad3a,Hspa9
Psmc1,A830005F24Rik,Ascc3
Ccnb1,Cdk2ap1,0610010K14Rik
Hdgf,Rps27rt,Gcnt1
Lclat1,P4ha1,P4ha1
Azin1,Ndrg2,Ubr2
Ndufaf8,Hdlbp,Atad3a
Suclg2,Sestd1,Rbm10
Atg2a,Mrpl48,Ms4a6c
Trap1,Cpt2,Rps27
Copa,Snw1,Tomm5
Selenot,Sec31a,Bst2
Togaram1,0610010K14Rik,Gadd45g
Cct7,Ube2m,Cpt2
Yju2,Ascc3,Surf6
Eif3h,Hspa9,Pdia3
Wdr6,Rbm10,Mtap
Txlna,Trpm1,Dalrd3
Cherp,Aspm,Ewsr1
Gsn,Surf6,Gpn3
Slc25a39,Ubr2,Ndrg2
Cox19,Rps27,Dguok
Zfr,Bst2,Bcat2
Rnpep,Sostdc1,Cand1
Ccdc34,Mcoln3,Utp14b
Nhp2,Dalrd3,Poldip3
Cyc1,Tomm5,Mgmt
Srm,Mtap,Acbd6
Srebf2,Pdia3,A830005F24Rik
Hmmr,Gk,March5
Mta1,Bcat2,Aspm
Zc3hc1,Gpn3,Icam4
March5,Cand1,Cd81
Cox7c,Pomt1,Sestd1
Arf4,Mpp5,Ppp5c
Mtrex,Poldip3,Eif4e2
H2-Oa,Dguok,Gk
Bola3,Dhx34,Foxp1
Actr6,Ewsr1,Atad2b
Tbc1d7,Klhl3,9530068E07Rik
Elp6,Trp53inp2,Dnajb6
Immp1l,Acbd6,Dhx34
Dnttip2,March5,Trpm1
Lsm12,Ppp5c,Ttc21b
Lsm6,Ttc21b,Drg1
Gar1,Taf1c,Trim35
Zbtb20,Acadsb,Ndufc1
Gnl3l,Aurka,Ttc5
Naf1,Mfsd2a,Smndc1
Ppp2r2d,Foxp1,Hdgf
Cnot6l,Atad2b,Taf1c
Celsr1,9530068E07Rik,Pacsin1
Txndc12,Dlgap5,Trp53inp2
Eif3j1,Acsl1,Icam2
Pnpo,Gm20696,Supt16
Mboat1,Pacsin1,Rsf1
Vamp7,Drg1,Prkcsh
Nudt2,Eif4e2,4833420G17Rik
Clpp,Trim35,Vrk1
Acad9,Dnajb6,Aurka
Ist1,Ttc5,Mpp5
Med10,Arxes2,Mcoln3
Zc3h13,Kdm4d,Nmral1
Rbm26,Nmral1,Gpr107
Flywch1,Icam2,Akirin2
Erich1,Ndufc1,Acsl1
Pcgf5,Smndc1,Acadsb
Polr2d,Hdgf,Dlgap5
Ndufs1,Vrk1,Ndel1
Milr1,Pja1,Cdc123
Mrps18b,Supt16,Pja1
Ubqln2,Zfp946,Yme1l1
Abcc1,Rsf1,Pomt1
Eipr1,Prkcsh,Ints9
Ywhaz,Gpr107,Pnpo
Nebl,Pnpo,Taf10
Ripk3,Ints9,Wsb1
Ndufc1,4833420G17Rik,Htatsf1
Naa35,Wdr6,Wdr6
Zpr1,Ndel1,Sostdc1
Qdpr,Akirin2,Mfsd2a
Rps27rt,Dlc1,Uhrf1bp1l
Drg2,Wsb1,Arxes2
Cox7a2,Stard5,Setd2
Prep,Cdc123,Gnl2
Snrpa,Yme1l1,Echdc1
Spty2d1,Htatsf1,Snrpa
Denr,Zfp846,Nup37
Smim8,Epm2aip1,Stard5
Dyrk1a,Nup37,Desi2
Orc3,Acbd7,Zfp946
Zfp91-1,Ly6k,Epm2aip1
Cnp,Gnl2,3830406C13Rik
P4ha1,Echdc1,Rcl1
Upf2,Uhrf1bp1l,Chtop
Rtca,Abcc1,Selenot
Psmc6,Cd3eap,Cyc1
Cul3,Dbp,Rrp9
Pdcd2,Rcl1,Abcc1
Plin3,Dthd1,Dctn4
Ltv1,Dbt,Gm20696
Stambpl1,Rrp9,Anapc1
Plpbp,Taf10,Dbt
Ufl1,Plscr3,Prpf4
Tmem141,Setd2,Aifm1
Meaf6,Snrpa,Gtf2a2
Rspry1,Ect2,Cd3eap
Gtf2f2,Prpf4,Ndufab1
Nmral1,Desi2,Zfp280d
Pja1,Ptrh1,Tmem11
Atm,Aifm1,Klhl3
Cbx7,Ccnb1ip1,Zfp846
Prr7,Selenot,Pdcd6
Tkfc,3830406C13Rik,Pitpnm1
Arl5b,Chtop,Cbll1
Tradd,Cyc1,Yipf5
Tox2,Cryz,Kdm4d
Ptbp2,Anapc1,Wdr3
Rnf20,Zfp280d,Naa15
Polr3k,Dctn4,Noc2l
Pus3,Pitpnm1,Mrpl35
Arhgap5,Armc6,Tmem242
Fgfr1op2,Ndufab1,Ptrh1
Hspa13,Bex2,Mybbp1a
Hdgfl3,Tmem11,Rpl10-ps3
Usp14,Rasgef1a,Plscr3
Becn1,Cbll1,Sypl
Ankrd55,Noc2l,Ect2
Appl1,Gtf2a2,Dnajc2
Fus,Tmem242,Dbp
Cep55,Mybbp1a,Ptp4a2
Dguok,Wdr3,Ppif
Dbt,Yipf5,Rars2
Polg2,Pdcd6,Dcaf11
Rras,Rars2,Cryz
Izumo1r,Dzip1,Sdhd
Neu1,Sypl,Ly6e
Sephs2,Naa15,Armc6
Vps26a,Rpl10-ps3,Rcc2
Mrpl35,Mrpl35,Sf3b6
Mzt1,Ppif,Trip12
Sod1,Dnajc2,Eif3i
Mapkap1,Diaph3,Ccnb1ip1
Dpy19l3,Krt10,Rad23b
Lyrm9,Apol8,Sdr39u1
Nefh,Sdr39u1,Stambpl1
Bcor,Stambpl1,Sod1
Cbfa2t3,Dcaf11,D030056L22Rik
Pnpla7,Rcc2,Rpl30
Maea,Ptp4a2,Diaph3
Preb,Ly6e,Dlc1
Xlr4b,D030056L22Rik,Ly6k
Taf7,Ccdc90b,Dzip1
Etfdh,Sdhd,Rbm15
Cd2bp2,Ckap2,Arpc1a
Ewsr1,Fam83d,Cpsf3
Strada,Rad23b,Ccdc90b
Znrd1,Trip12,Bex2
Rars2,Tsen2,Hacd3
Tigd2,Sf3b6,Ckap2
Larp7,Usp28,Krt10
Atg101,Sod1,Tsta3
Trip12,Foxm1,Rasgef1a
Pgm1,Tgfbr3,Tdp1
Htra2,Eif3i,Vta1
Msmo1,Rbm15,Sar1b
Cdpf1,Rpl30,Acbd7
Dars,Rabl2,Zfand2a
Nmrk1,Tdp1,Cdc16
Ly6e,Mex3b,Bola3
Sec13,Zfand2a,Ppm1m
Trim28,Cpsf3,Tacc1
Tbl1x,Hacd3,Tsen2
Smim3,Arpc1a,Tomm34
Mrps7,Ppm1m,Foxm1
Fbxl6,Gucy1a1,Usp28
Lrrc8d,Tanc1,Eed
Utf1,Cdc16,Pex3
Zmym5,Myl6b,Dthd1
Rangrf,Tsta3,Psmg2
Atp6v1h,Wipf3,G3bp2
Ccdc43,Ttc30b,Ccng1
Thoc2,Clba1,Ccdc12
Tmem134,Vta1,Ube2f
Fam49b,Pex3,Smdt1
Snrpd2,Bola3,Apol8
Pou2f2,Insr,Rap2c
Actr5,Tomm34,Tanc1
Dnph1,Prnp,Fam83d
Nudt9,Cep70,2310009A05Rik
Zfp593,Mrps27,Mrps27
Rictor,Ppfibp1,Gfer
Hbp1,Psmg2,Thoc2
Grhpr,Sar1b,Mrps5
Wdr18,Tacc1,Polr2b
Usp11,Eed,Msmo1
Golph3,Parp12,Mex3b
Btaf1,Ncapg,BC029722
Xrcc6,Ccng1,Ythdf1
1110012L19Rik,Axl,Ncapg
Izumo4,3110082I17Rik,Ccnt1
Zdhhc6,Msmo1,Ppfibp1
Gmppa,BC029722,Anapc15
Fam117b,Ube2f,Axl
Exoc3,2310009A05Rik,Cep70
Klrc2,G3bp2,Cep120
Acot13,Unc5a,Usp39
Ehmt1,Rap2c,Parp12
Dnajc7,Mrps5,Phyh
Slc39a6,Gfer,Nt5c
Zdhhc3,Ccdc12,Diaph2
St3gal6,Polr2b,Clec2i
Lyrm4,Thoc2,Polr3k
Txnrd2,Diaph2,Maip1
Tomm70a,Smdt1,Rmnd5a
Gtf2h1,Ythdf1,Myl6b
Kif3b,Phyh,Tgfbr3
Exosc9,Endov,Zc3h3
