wilcoxon,t-test,t-test_overestim_var
Rps8,Eif1,Ypel3
Cd3d,Il6ra,Gbp2
Tnrc6b,Ablim1,Pik3ip1
Chd3,Tcp11l2,Sh3bp5
Rbm39,Cd3d,Klf3
Fam189b,Klf3,Igtp
Mycbp2,Zbtb20,Tdrp
Pdcd4,Pik3ip1,Ablim1
Eif3f,Rpl4,Klf6
Ddx6,Gbp2,Arid5a
Srrm2,Igtp,Bach2
Il2rg,Klf13,Irf7
Utrn,Utrn,Arhgap15
Atp11b,H2-T23,Cmah
Arhgap15,Arhgap15,Utrn
Cd69,Arid5a,Neurl3
Nsd3,Cmah,Klf13
Ypel3,Sh3bp5,Sidt1
4930523C07Rik,Naca,Treml2
Akap13,Hcst,Eif1
Cmah,Sidt1,Itpr2
Kif1b,Irf7,Txnip
Rplp0,Mycbp2,H2-T23
Gm8369,Tdrp,Kdm7a
Jak1,Eif3e,Ubc
Ets1,Neurl3,Rpl4
Ssbp2,Itpr2,Mycbp2
Psme1,Txnip,Cd2ap
Klf3,Rps8,Inpp4b
Npm1,Bach2,Hcst
Ctss,H2-Q4,Naca
Ptprc,Fyb,H2-Q4
Vgll4,Atp11b,Atp11b
H2-Q7,Kdm7a,Cd3d
Rpl14,Ddx6,Fyb
Arhgap45,Treml2,Eif3e
Sidt1,Inpp4b,Slfn1
Tmem108,Cd2ap,Ddx6
Gramd3,Slfn1,Rps8
H2-Q4,Cd69,Ifi213
Igtp,Vgll4,Vgll4
Mcl1,Ifi213,Irs2
Gbp2,Nsa2,Kbtbd11
Itk,Rbm39,Ramp1
Rpl28,Nsd3,Scml4
Il4ra,Kbtbd11,Nsd3
Rpsa,Il2rg,Iigp1
Rbbp6,Tecpr1,Nsa2
Zbtb20,Ppm1h,Ifi208
Nop53,Irs2,Cd69
Son,Rbbp6,Tecpr1
Il6ra,Srrm2,Kdm5b
Pik3ip1,Ifi208,Tespa1
Tcp11l2,Scml4,Rbm39
Arid5a,Grap2,Rhob
Txnip,Ramp1,Ppm1h
Irf7,Ccnd2,Il2rg
Klk8,Tespa1,Gbp8
Zfp36,4932438A13Rik,Rbbp6
Grap2,Foxo1,AB124611
Itpr2,Klk8,Gbp4
Bst2,AB124611,Foxo1
Ifi47,Cdkn1b,Grap2
Macf1,Npm1,4932438A13Rik
Uqcrh,H2-Q7,Cdkn1b
H2-D1,Zfp36,Ccnd2
Klrd1,Iigp1,Dyrk2
Tdrp,4930523C07Rik,Srrm2
Sh3bp5,Jak1,Klk8
Btg2,Gbp4,Zfp36
Ugcg,Rplp0,4930523C07Rik
Gimap3,Rhob,Fam169b
Prrc2c,Kdm5b,Akap8l
Slfn1,Gbp8,Actn1
Ifi213,Eif3f,Pdk1
Neurl3,Ifi47,Ifit1bl1
Csde1,Dyrk2,Sik1
Dgka,Psme1,Ifi47
4932438A13Rik,Actn1,Kmt2c
Bach2,Fam169b,Oasl2
Ndufa6,Kmt2c,Eif3f
Ccnd2,Gm8369,Il6st
Ppm1h,Zfp292,Gramd4
Kdm7a,Akap8l,Lcn4
Kmt2a,Sik1,Zfp292
Ythdc1,Pdk1,Jak1
Inpp4b,Ipcef1,Klhl24
Eif3m,Rpsa,Ipcef1
Arid4b,Klhl24,Frat2
Treml2,Ifit1bl1,Socs3
Tecpr1,Klrd1,Psme1
Ighm,Crlf3,Crlf3
Crlf3,Gramd4,Rflnb
Dusp11,Dgka,Gm8369
H2-Q6,Arid4b,Rplp0
Ubb,Socs3,Sesn3
Cdkn1b,Rpl28,Ddx60
Pik3cd,Frat2,Igfbp4
Zfp292,Kmt2a,H2-Q7
Cd2ap,Arhgap45,Dgka
Uba52,Lcn4,Arid4b
Dusp1,Il6st,Cyth1
Bptf,Tcf12,Atp1b1
Zc3hav1,Gramd3,Abcg1
Ddx3x,H2-D1,Tcf12
S1pr1,Sesn3,Ifit3
Mbnl1,Itk,Npm1
Foxo1,Oasl2,Kmt2a
Samhd1,Ighm,Tnfsf8
Actn1,Cyth1,Arhgap45
Mrpl30,Akap13,Gramd3
Use1,Tnfsf8,Rpsa
Ier2,Abcg1,Itk
Kbtbd11,Ddx60,Rpl28
AB124611,Dph5,Rapgef4
Tmsb10,Rflnb,Dph5
Ogt,Hexim1,Zeb1
Irs2,Ifit3,Hexim1
Kmt2c,Ptprc,Fbxl12
Ifi208,Zeb1,Gbp9
Tespa1,Atp1b1,Znrf1
Gbp4,Ets1,Klrd1
Irf1,Igfbp4,Ighm
Gm11808,Rnf213,Rnf213
Ipcef1,Pold4,Akap13
Stk38,Macf1,Adgrg5
March7,Dusp1,Pold4
Iigp1,Pik3cd,Phf21a
Pabpc1,Use1,Fosl2
Scml4,Fbxl12,Use1
Ankrd11,Znrf1,9930111J21Rik2
Ramp1,Btg2,Dusp10
Cd8b1,9930111J21Rik2,Tgfbr2
H2-T22,Gbp9,Zdhhc20
Rictor,Zdhhc20,Pik3cd
Rhoh,Tgfbr2,Ets1
Tagap,Phf21a,Slc12a7
Prdx6,Son,Dusp1
Tnfaip3,Sun2,Macf1
Tcf12,S1pr1,Sun2
Fam169b,Rpl14,Mbnl2
Rhob,Nop53,F2rl1
Gbp8,Adgrg5,Btg2
Dyrk2,Dusp10,Crim1
Cytip,Rapgef4,Trmt1
Cd37,Fosl2,Parp8
Gtf2i,Mcl1,Ptprc
Ccnl1,Tagap,Dennd2d
Smg1,Mbnl2,S1pr1
Klhl24,Tnrc6c,H2-D1
Kdm5b,Stk38,Als2cl
Zcchc7,Mgst2,Mgst2
Bcl11b,Trmt1,Son
Acp5,Slc12a7,Nop53
Tnrc6c,Dennd2d,Ikbke
Ripor2,Smg1,Slfn5
Jmjd1c,Bst2,Tagap
Pdk1,Atf7ip,Mcl1
Pold4,Ogt,Tnrc6c
Sik1,Fam102a,Hbp1
Riok1,Zcchc7,Fam102a
Socs3,Cxcr4,Stk38
Phf3,Ubb,Ifngr2
Slc38a2,Ikbke,Cxcr4
Tnfsf8,Ugcg,Socs1
Sun2,Parp8,Smg1
Akap8l,Hbp1,Atf7ip
Eif5,March7,Rpl14
Gramd4,Ikbkb,Zcchc7
Ifit1bl1,Crim1,Ubn2
Limd2,Kdm6b,Ogt
Ifi209,F2rl1,Plcxd2
Zdhhc20,Rictor,Ikbkb
Dph5,Socs1,Ugcg
Frat2,Avl9,Cd55
Tgfbr2,Plcxd2,Avl9
Atf7ip,Als2cl,March7
Lcn4,Ubn2,Kdm6b
Hexim1,Il21r,Il21r
9930111J21Rik2,Smad4,Bst2
Sesn3,Slfn5,Gm20696
Cyth1,Tmem71,Smad4
Il6st,Ddx3x,Rgcc
Mrpl52,Rgcc,Rictor
Oasl2,Ddx3y,Patj
Rsrp1,Cd55,Zbtb4
Ifit3,Tnik,Tmem71
Rnf213,Ifngr2,Nlk
Ifi203,Gtf2i,Ddx3y
Atf4,Ifi206,Slc28a2b
Abcg1,Pan3,Nt5e
Ikbkb,Bptf,Tnik
Zeb1,Nlk,Dzip1
Rflnb,Tob2,Tob2
Ddx60,Ube2h,Jmy
Prkcq,Ythdc1,Pnpla7
Rnf138,H2-Q6,Pim2
Fus,Gm20696,Gramd1a
Avl9,Gramd1a,Chd6
Matr3,Uqcrh,Ddx3x
Atp1b1,Irf1,Pmepa1
Phf21a,Cd37,Pan3
Mgst2,Hpcal1,Crebrf
Igfbp4,Chd6,Thada
Ifi206,Pim2,Susd6
Ddx3y,Susd6,Ube2h
Tra2a,Gimap3,Ifi206
Stk4,Jmy,Hdac4
Cd3g,Csde1,Gtf2i
Skap1,Jmjd1c,Zbtb10
Cd8a,Akap9,Maff
Esyt2,Hdac4,Selenop
Tax1bp1,Crebrf,Hpcal1
Kdm6b,Pnpla7,Slfn8
Znrf1,Pcf11,Ythdc1
Akap9,Zbtb4,Bptf
Ier5,Klf7,Klf7
Wnk1,Uba52,Mxd1
Fbxl12,Cd7,H2-Q6
Ikzf1,Patj,Cd37
Ash1l,Ash1l,Irf1
Gbp9,Thada,Pcf11
Adgrg5,Zc3hav1,Akap9
Rapgef4,Nt5e,Camk2d
Cxcr4,Irf2bp2,Aff3
Tmem71,Slfn8,Rere
Ube2h,Camk2d,Slc49a4
Irf2bp2,Mxd1,Slc25a36
Dock10,Slc25a36,Gimap3
Bclaf1,Dzip1,Jmjd1c
Cirbp,Tmsb10,Ubb
Slco3a1,Samhd1,Irf2bp2
Fosl2,Slc28a2b,Ash1l
Fxyd5,Selenop,Izumo1r
Trbc2,Prrc2c,Pecam1
Cd7,Skil,Uqcrh
Cbl,Pmepa1,Skil
Cd6,Rere,Cd7
Plcxd2,Maff,Csde1
Sf3b1,Zbtb10,Uba52
Tra2b,Pecam1,Bcl9l
Zfp644,Bcl9l,Id3
Pan3,Cbl,Samhd1
Tnik,Ttc3,St8sia1
Rpl9-ps6,Tasor2,Zc3hav1
Parp8,Aff3,Ttc3
Ifi27l2a,Rnf114,Fchsd2
Mbnl2,Tle4,Tasor2
Ubn2,Fchsd2,Mylip
Gpr183,Ndufa6,Ift80
Slc12a7,Ifi209,Rnf114
Dusp10,Dusp11,Pkd1
Il21r,Id3,Cyth3
Klhl6,Rasgrp1,Cbl
mt-Nd2,Slc49a4,Zfp831
Fam102a,Slco3a1,Aff4
Ikbke,Dtx3l,Prrc2c
Dock2,Aff4,Tle4
Pcf11,Ift80,Rasgrp1
Eef2,Riok1,Lpp
Ankrd44,Nlrc5,Dtx3l
Zfp36l2,Izumo1r,Phf1
Crim1,Mylip,Gm12185
Als2cl,Lpp,Card6
Sugt1,Klhl6,Ifit1
Crebbp,Elk4,Nlrc5
Hpcal1,Pkd1,Ndufa6
F2rl1,Dnajb9,Dusp11
Trmt1,Phf1,Pde2a
Smad4,Mbp,Samd3
Gramd1a,St8sia1,Ifi209
Gimap5,Mdm4,Trp53inp1
Slfn5,Rpl9-ps6,Map3k14
Hbp1,Cyth3,Slco3a1
Rpl13a,Kmt2d,Dnah8
Dennd2d,Trp53inp1,Tmsb10
Rlim,Card6,Riok1
Tle4,Kmt5b,Timp2
Socs1,Myc,Dnajb9
Gm20696,Zfp831,Klhdc1
Tob2,Gpr132,Mfsd6
Eef1d,Samd3,Kmt5b
Cd55,Elmsan1,Elmsan1
Rgcc,Ifit1,Elk4
Rasal3,Dnah8,Klhl6
Ddx24,Dpp4,Mbp
Gnl3,Acp5,Mdm4
Nipbl,Timp2,Ip6k1
Huwe1,Mfsd6,Csnk1g1
Nlk,Csnk1g1,Kmt2d
Micos13,Pde2a,Gbp6
Tut7,Rlim,H2-DMa
Idnk,Bend4,Orai2
Ifngr2,Hivep2,Rpl9-ps6
Lck,Map3k14,Myc
Jmy,Ip6k1,Gpr132
Dzip1,Rb1cc1,Retreg1
Sp100,Gm12185,Cbx7
Senp6,Orai2,Bend4
Zbtb4,Klhdc1,Dpp4
Susd6,Retreg1,Sesn1
Slc25a36,Ier2,Zrsr1
Fosb,Rasal3,Zc3h6
Camk2d,H2-DMa,Slc15a2
Slc28a2b,Smarca2,Hivep2
Mdm4,Gbp6,Rlim
Patj,Cbx7,Rb1cc1
Arid4a,Gm11808,Pou6f1
Aff3,Sesn1,Smarca2
Pmepa1,Ddx58,St6gal1
Nt5e,Zrsr1,Bmyc
Pim2,Phf3,Rasal3
Cd27,Zfp281,Klf9
Pitpnc1,Fam78a,Acp5
Elk4,Zc3h6,Zfp281
Crebrf,Nisch,Dse
Rbm5,Rnf167,Gm11808
Slfn8,Crebbp,Ddx58
Mxd1,Cd8b1,Fam78a
Klf7,Pou6f1,Ier2
Selenop,Parp14,Nr1d2
Id3,Cd6,Auts2
Zbtb10,Tnfaip3,Rnf167
Chd6,Bmyc,H2-Oa
Hdac4,Adcy7,Asb13
Rb1cc1,Slc15a2,Ppp1r13b
Izumo1r,Esyt2,Nisch
Pnpla7,Zfp644,Parp14
Dnajb9,Klf9,Phf3
Nisch,Bbx,Sbno2
Thada,Rnf138,Art2b
Dpp4,Il27ra,Rassf2
Pecam1,Crbn,Bbx
Taf1d,Art2b,Zfp945
Rasgrp1,Rassf2,Tsc22d1
Rere,Asb13,Adcy7
Samd3,Zfp945,Cd274
Krit1,Sbno2,App
Rnf114,Rnf111,Trio
N4bp2l2,H2-T22,Crebbp
Phf20l1,Ppp1r13b,P2rx4
Cyld,Atxn7,Tlr1
Kmt2e,St6gal1,Atxn7
Lpp,Dse,Rnf111
Cnbp,P2rx4,Actn2
Pde3b,Cd274,Ttc28
Arhgef1,Nr1d2,H2-Ob
Pnisr,H2-Oa,Il27ra
Hivep2,Ankrd11,Eml5
Mndal,Pced1b,Rnf138
Cdk12,Actn2,Crbn
Mbp,Irgm1,Cd6
Skil,Gm4707,Hs3st3b1
Maff,Gpr183,Pced1b
Mylip,Atxn2,Tk2
Tasor2,Eml5,Zfp644
Kdm5a,Stx16,Atxn2
Gpr132,Bcl11b,Rnf130
Myc,Rnf130,Esyt2
Nlrc5,Btbd9,Tnfaip3
Rpl7a,Auts2,Gm4707
Dnah8,Pde4b,Fbxo32
Gatad2b,Uba7,Macrod1
Slc49a4,Ier5,Irgm1
Bcl9l,Tk2,H2-T22
St8sia1,Tsc22d1,Tnfrsf26
Cyth3,Rfx7,Uba7
Ttc3,Fbxo32,Tgtp2
Card6,Ncoa3,Btbd9
Kmt2d,Tlr1,Rreb1
Resf1,Mpp7,Mpp7
Brd1,Trio,Atn1
Zc3h6,Mdn1,Ankrd11
Pde2a,Mrpl30,Plcb2
Ift80,Hs3st3b1,Btbd11
Supt4a,Gatad2b,Pde4b
Sp110,Pnpla8,Stx16
Mfsd6,App,Pnpla8
Fchsd2,Prdx6,Ncoa3
Phf1,Cep97,Trat1
Ifit1,Rreb1,Letm2
Slc44a2,Zmynd11,Ralgps2
Timp2,H2-Ob,Taf4b
Sept6,Ralgps2,Gpr183
Ncor1,Ttc28,Mdn1
Dtx3l,Ifnar1,Cep97
Nr4a1,Letm2,Bcl11b
Adcy7,Prdm2,Ldlrad4
Add3,Tnfrsf26,Rfx7
Bend4,Macrod1,Vipr1
Zfp831,Tgtp2,Zkscan3
Zrsr1,Cyld,Zer1
Psenen,Plcb2,Foxo3
Zmynd11,Atn1,Ier5
Pkd1,Zkscan3,Cd8b1
Gm12185,Rgs2,Ldlrap1
Smarca2,Gigyf1,Prdm2
Aff4,Gtpbp2,Gigyf1
Elmsan1,Heca,Rnf123
Slamf6,Ldlrap1,Gatad2b
Prpf38b,Btbd11,Zmynd11
Gm2000,Rnf123,Ifnar1
Hnrnph1,Zer1,Zfp318
Trp53inp1,Washc4,Fam193a
Rfx7,Sp140,Washc4
Map3k14,Taf4b,Rab3ip
Gbp6,Fam193a,Prdx6
Tnrc6a,Ranbp10,Ranbp10
Top2b,Irf2bpl,Mrpl30
Rnf167,Ddit3,Irf2bpl
Ddx58,Pgs1,Hmg20a
Sesn1,Tut7,Gtpbp2
Ubxn1,Eif3m,Pkp4
Crbn,Tnrc6a,Heca
Orai2,Cirbp,Ddit3
P2rx4,Pkp4,Dnajb2
Klf9,Zfp318,Fbrs
Pou6f1,Rab3ip,Cyld
Csnk1a1,Ripor2,Rab6b
Ccm2,Mga,Mga
Art2b,Cdk12,Sp140
Il27ra,Rtp4,Rgs2
Klhdc1,Fbrs,Pgs1
Bmyc,Hmg20a,Abca1
Parp14,Foxo3,Arhgap5
Rgs2,Fam53b,Fam118a
Fam78a,Cux1,Mafk
Acin1,Rhoh,Rab11fip2
Rpl31,Ldlrad4,Mgat4a
St6gal1,Msi2,Ncf1
Slc15a2,Mafk,Ctsl
Msi2,Prpf39,Kctd12
Malt1,Arid4a,Zmym2
Irf2,Trat1,Ccpg1
Pacsin1,Mbnl1,Pacsin1
Kmt5b,Slc44a2,Fam53b
Cbx7,Ppp1r10,Tnrc6a
Rnf130,Zmym2,Crtc3
Fbxo32,Pacsin1,Rtp4
Dse,Crtc3,Abl2
Auts2,Mppe1,Tspyl2
Csnk1g1,Rab11fip2,Cd72
Ist1,Tbcel,Cirbp
Phf12,Xpr1,Tut7
Tatdn2,Mgat4a,Cux1
Dus2,Cd72,Tbcel
Ilvbl,Ccpg1,Cdk12
Ing3,Ncf1,Mppe1
Ptbp2,Ccm2,Ppp1r10
Hspbp1,Vipr1,Prpf39
Ipo8,Tet3,Xpr1
Trim24,Pde3b,Trim14
Gapvd1,Abl2,Pde4d
Flot1,Pde4d,Eif3m
Nit2,Jakmip1,Arid4a
Med20,Fam118a,Ephx1
Rgs14,AC149090.1,Ripor2
Dlg1,Zmynd8,Igf1r
Nxf1,Arhgap5,Vps13c
Tmem203,Pitpnc1,Slc44a2
Trrap,Senp6,Trim34a
Sharpin,Sat1,Msi2
Terf2ip,Dnajb2,Pik3c2a
Plekha3,Smim14,Jakmip1
Tcf20,Prkcq,Mbnl1
Armc8,Vps13c,AC149090.1
Ubl3,Pik3c2a,Tet3
Cop1,Kctd12,Rsad2
Gosr1,Ctsl,Tmie
Ano6,Trim34a,Iqsec1
Prr14,Iqsec1,Rhoh
Atf2,Krit1,Zmynd8
Fem1c,Man1a,Pde3b
Exoc2,Tspyl2,Ccm2
Ap3d1,Fosb,Sat1
Ube4b,Stk4,Nme4
Gmip,Tmem243,Stat2
Mllt10,Slc38a2,Man1a
Wdr46,Zswim6,Senp6
Mindy2,Trim14,Slc6a19
Rnf20,Rab6b,Zswim6
Gnpat,Kdm3a,Smim14
Fnbp4,Abca1,Kdm3a
Ralgapa2,Ccnl1,Atf7
Akap11,Arl5c,Tgfbr3
Trmt13,Btbd7,Pitpnc1
Vps41,Galnt6,Krit1
Trim8,Stat2,Tmem243
Ankfy1,Ubxn6,Cd86
Surf2,Ephx1,Filip1l
Atp13a1,Brwd1,Clcf1
Uckl1,Rsad2,Bbc3
Marf1,Srcap,Btbd7
Aftph,Kidins220,Srcap
Med15,Atf7,Ubxn6
Naa30,Apc,Prkcq
Mcm3ap,Ubald1,Galnt6
Pik3c3,Ifi27l2a,Kidins220
Lrch1,Cebpb,Mettl27
2300009A05Rik,Idnk,Atp8a1
Erich1,P2ry10,Brwd1
Rsrc1,Filip1l,Stk4
Pik3r5,Cd86,AW549877
Rnf31,Clcf1,Arl5c
Stk25,Bbc3,Apc
Oxa1l,Atp8a1,P2ry10
Rexo4,H2-Ke6,Ubald1
Idh2,Msl2,Slc38a2
Sertad2,Mapk8ip3,Oas2
Dennd4c,Irf9,Usp32
Spin1,Itch,Ppargc1b
Chm,Mef2d,Pja1
Axin1,Atg2a,Rrad
Ddx49,Taok1,Zhx2
Pip5k1a,Igf1r,Uvssa
Tmx4,Nme4,Frat1
Suco,Pja1,Cebpb
Tmem245,Arid5b,Mapk8ip3
Lrch3,AW549877,Fosb
Mllt6,Nr4a1,H2-Ke6
Madd,Birc3,Itch
Gsdmd,Uvssa,Trim30c
Rnf113a2,Usp32,Ccnl1
Ilrun,Trim26,Itga6
Slc30a9,Rrad,Msl2
Pofut2,Trpc4ap,Trim13
Swt1,Kdm5a,Idnk
0610030E20Rik,Tmie,Hsd17b11
Inpp5d,Itga6,Taok1
Eefsec,Gngt2,Wls
Fyttd1,Rpl10-ps3,Atg2a
Lipa,Slamf6,Birc3
Rnasel,Slc6a19,Bmt2
Qtrt1,Tgfbr3,Cxxc5
Nudcd3,Gnl3,Kcnc1
Smg6,Bmt2,Irf9
Fam98c,Ppargc1b,Mef2d
Zfp326,Pabpc1,Plekha1
Med16,Stxbp3,Tgtp1
Bdp1,Dlgap4,Gngt2
Tnfrsf18,Pcgf5,Arid5b
Fbxo28,Frat1,Crebl2
Nkapd1,Epc2,Trpc4ap
Rasa1,Resf1,Snx29
Trappc8,Mettl27,Trim26
Yju2,Il17ra,Armcx2
Retreg3,Hsd17b11,Kcna2
Zfx,Wls,Parp11
N6amt1,Rsrp1,Rpl10-ps3
Whamm,Zhx2,Kdm5a
Cbx4,Kdsr,Ttyh3
Wdr45b,Mbtd1,Ivd
Icam2,Aff1,Gab3
Rapgef1,Atf4,Stxbp3
Mettl16,Trim13,Pcgf5
Cspp1,Plekha1,Insr
Mtmr3,Coq10b,Dlgap4
Mtln,Parp11,Aff1
Prkca,Rprd2,Nr4a1
Zfp24,Oas2,Kdsr
Kansl3,Huwe1,Lpar6
Nfat5,Gab3,Lypd6b
Tigd2,Ttyh3,Fbxl20
Phf23,Tsc1,Fam168a
Heatr6,Hdgfl3,Mbtd1
Pml,Fam168a,Tsc1
Sbf1,Tanc1,Il17ra
Zranb1,Ankrd12,Tanc1
Pcsk7,Trim30c,Rprd2
Usf1,Ivd,Slamf6
Clp1,Rbm5,Resf1
Tmem168,Leng8,Gnl3
Tmem131l,Cxxc5,Epc2
Atg4b,Etnk1,Pabpc1
2510002D24Rik,Sorl1,Coq10b
Rbm48,Pcmtd1,Mgmt
Acbd3,Kcnc1,Gbp10
Nufip1,Cytip,Hdgfl3
Dicer1,Snx29,Pcmtd1
Myb,Grcc10,Sh3pxd2a
,Usp36,Cldn10
,Fbxl20,Setd7
,Taf7,Nckap5l
,Armcx2,Atf4
,Crebl2,1700056E22Rik
,Setd7,Leng8
,Ldb1,Etnk1
,Zfp652,Rsrp1
,Lpar6,Trim30d
,Numa1,Zfp652
,Tgtp1,Hmbox1
,Per1,Ankrd12
,Yeats2,Mtm1
,Syne1,Grcc10
,Insr,Utp14b
,Atad2b,Sgms1
,Hmbox1,Syne1
,1700056E22Rik,Huwe1
,Mia2,Yeats2
,Trim30d,Usp36
,Gpr174,Sorl1
,Kcna2,Prrt1
,Zyg11b,Rbm5
,Mau2,Amd2
,Hipk1,Taf7
,Clec2d,Yes1
,Amd2,Per1
,Dguok,Ankzf1
,Matr3,Hipk2
,Prrt1,Ldb1
,Lypd6b,Atad2b
,N4bp2,Calcoco1
,Sgms1,Numa1
,Hipk2,Zyg11b
,Nr4a3,Ppic
,Nckap5l,Gpr174
,Hvcn1,Cytip
,Ppic,Mia2
,Jarid2,Mau2
,Rcor1,Bckdha
,Mtm1,Acot2
,C87436,Hipk1
,Acot2,N4bp2
,Limd2,Chst15
,Ankzf1,Clec2d
,Mgmt,Cxcr5
,Ttc19,Tha1
,Phc3,Eng
,Bckdha,Stx2
,Spopl,Znrf3
,Sh3pxd2a,Nr4a3
,Gbp10,Ifi27l2a
,Pde7a,Micall1
,Cldn10,Dguok
,Znrf3,Rgmb
,Utp14b,Spopl
,Calcoco1,Scmh1
,Yes1,Ifit3b
,Rundc3b,Rundc3b
,Vps13a,C87436
,Senp7,Hvcn1
,Efr3a,Matr3
,Micall1,Rcor1
,Kat2b,Jarid2
,Sfxn3,Mbd5
,Stx2,Acss1
,Epc1,Phc3
,Dcaf11,Ttc19
,Herc3,Senp7
,Ifi203,Zfp1
,Tha1,Thra
,Vps37a,Tcaim
,Utp14a,Sfxn3
,Wdr26,Arhgap39
,Vps13d,Cacna2d4
,Helz2,Dcaf11
,Mbd5,Kat2b
,Arhgap39,Apol7e
,Scmh1,Pde7a
,Rbm26,Vps13d
,Ice1,Herc3
,Ccr9,Cnr2
,Nipbl,Efr3a
