gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Zap70,0.53254527,0.000270466413929,4.123753,0.53254527,3.8763665890269227e-07,5.620458,0.53254527,0.0024906530282879,3.6501997,-0.007143572
Tmem131,-0.11107504,0.9184735440247016,0.6707145,-0.11107504,0.8155220223760654,-0.35731652,-0.11107504,0.9141684961256032,-0.23763193,0.0012814216
Vwa3b,-0.3692869,0.9981504476998344,-0.02406571,-0.3692869,0.8642222210133732,-0.26652858,-0.3692869,0.9330328023680526,-0.18654251,0.0039226296
Gm37020,,,,,,,,,,
Cnga3,,,,,,,,,,
Inpp4a,0.5868935,0.2757248794196987,1.6514703,0.5868935,0.1457948469247817,1.8418614,0.5868935,0.4101341074222963,1.4265841,-0.019708069
4930439A04Rik,,,,,,,,,,
Coa5,0.41076517,0.0124664167363217,3.0073543,0.41076517,0.0620941794020849,2.2955933,0.41076517,0.306999753275459,1.6440648,0.016696887
Unc50,0.5426022,0.0036896445212683,3.400063,0.5426022,0.0046028457094631,3.3043742,0.5426022,0.0672384970392221,2.4643009,0.011458136
Mgat4a,-1.2128774,0.9981504476998344,-0.49069047,-1.2128774,0.0072126985674067,-3.1386783,-1.2128774,0.2743273478952148,-1.7240084,-0.0038623142
2010300C02Rik,0.76696724,0.860077158046768,0.747756,0.76696724,0.3237952558185867,1.2972468,0.76696724,0.639720947483493,0.97403795,0.003880841
4930556I23Rik,0.17705768,0.9981504476998344,0.053522766,0.17705768,0.9490974812995296,0.103976786,0.17705768,0.9766592616750378,0.06984695,-0.002590466
Tsga10,-0.89782894,0.9981504476998344,-0.09516895,-0.89782894,0.4484101067875374,-1.0336047,-0.89782894,0.7718380880114161,-0.6257862,-0.00036033362
Gm26805,,,,,,,,,,
Lipt1,-0.9342186,0.9981504476998344,0.06399291,-0.9342186,0.3523335691722659,-1.2322494,-0.9342186,0.7629756087214712,-0.6662055,0.0022486863
Mitd1,0.40181825,0.0013636057340496,3.6935396,0.40181825,0.0171482158531751,2.8371723,0.40181825,0.1956508411654962,1.9306159,0.008157598
Mrpl30,-0.031420365,0.9206717104501102,-0.6665733,-0.031420365,0.828577586402326,-0.33147147,-0.031420365,0.9196235423119112,-0.22323549,0.011583736
Lyg2,,,,,,,,,,
Gm15457,,,,,,,,,,
Lyg1,,,,,,,,,,
Txndc9,0.2841465,0.0678729396827143,2.3602366,0.2841465,0.0749207964396067,2.203055,0.2841465,0.3612779482664646,1.5255768,-0.027702112
Eif5b,0.55206525,3.559301664264557e-05,4.604989,0.55206525,4.315431411726866e-06,5.1357484,0.55206525,0.0026887400040195,3.6241946,0.034675032
Rev1,0.45810184,0.5519538746898245,1.1706249,0.45810184,0.4061800612775781,1.1201125,0.45810184,0.7083042125108426,0.8203315,-0.004956561
Gm5099,,,,,,,,,,
Aff3,-1.7741152,0.8254301670636821,-0.794481,-1.7741152,6.137214549806795e-05,-4.477025,-1.7741152,0.0915666707251797,-2.3292902,-0.0034662802
Gm16150,,,,,,,,,,
Gm16151,,,,,,,,,,
Gm16152,-3.6583757,0.4084982656170435,-1.3920606,-3.6583757,2.8279627228745013e-14,-8.073598,-3.6583757,0.0069019902830064,-3.3498306,-0.010138182
Lonrf2,,,,,,,,,,
Chst10,0.49204272,0.4942365974475806,1.2561831,0.49204272,0.2992383713934358,1.357519,0.49204272,0.625151048405793,1.0058261,0.0065692454
Gm37707,,,,,,,,,,
Nms,,,,,,,,,,
Pdcl3,0.43896914,0.0078999199452557,3.1573744,0.43896914,0.0110026111399012,3.00254,0.43896914,0.1279912909260193,2.1599457,-0.025619583
Gm37821,,,,,,,,,,
Npas2,,,,,,,,,,
Rpl31,-0.42786387,8.862091445828421e-25,-10.671814,-0.42786387,3.1538167294909606e-31,-13.279692,-0.42786387,5.240616651372699e-13,-8.093286,-0.03340565
Tbc1d8,,,,,,,,,,
Cnot11,0.6246531,0.0029438952105778,3.4672594,0.6246531,0.0078118402369861,3.124526,0.6246531,0.0982427464197198,2.2904572,0.006697387
Rnf149,0.35265443,0.1712973847320833,1.917287,0.35265443,0.2899632184101339,1.3815719,0.35265443,0.6324920716759411,0.98854023,0.010479486
Creg2,,,,,,,,,,
D930019O06Rik,,,,,,,,,,
Rfx8,,,,,,,,,,
Gm3646,,,,,,,,,,
1700066B17Rik,,,,,,,,,,
Map4k4,-0.73671186,0.0852735425603817,-2.2610047,-0.73671186,1.3661307530131076e-05,-4.8561335,-0.73671186,0.0158916088772999,-3.0458825,-0.008243578
Il1r2,1.0444283,0.9981504476998344,0.22276409,1.0444283,0.5536707530762884,0.83377844,1.0444283,0.7718380880114161,0.63786066,0.00027159622
Gm16894,,,,,,,,,,
Il1r1,,,,,,,,,,
Il1rl2,0.32336766,0.9981504476998344,0.3622358,0.32336766,0.7682477026419093,0.44329455,0.32336766,0.8885086477459465,0.30528423,0.002315168
Il1rl1,2.2536705,0.7095881130745917,0.95059556,2.2536705,0.0408879608929208,2.489978,2.2536705,0.0936723090571064,2.3174272,0.011873205
Il18r1,0.80515105,1.8159143100424861e-07,5.6648965,0.80515105,2.5305250797954653e-06,5.2585373,0.80515105,0.0012737778748261,3.8414311,-0.0005023709
Il18rap,0.9255291,4.925283946149777e-08,5.898052,0.9255291,1.7009381843518938e-06,5.3464828,0.9255291,0.0008531448599947,3.9529424,0.0068415627
Gm35801,,,,,,,,,,
Slc9a4,,,,,,,,,,
Slc9a2,,,,,,,,,,
Gm37623,,,,,,,,,,
Gm37915,,,,,,,,,,
Mfsd9,-22.60904,0.9981504476998344,-0.20112059,-22.60904,0.0025233685887569,-3.4618747,-22.60904,0.4926926008322044,-1.2666595,-0.002629098
Tmem182,,,,,,,,,,
4930448I06Rik,,,,,,,,,,
Gm28634,,,,,,,,,,
Gm29260,,,,,,,,,,
Gm9915,,,,,,,,,,
Gm29664,,,,,,,,,,
Gm28175,,,,,,,,,,
Gm28140,,,,,,,,,,
Pantr1,,,,,,,,,,
Pou3f3,,,,,,,,,,
Dalir,,,,,,,,,,
Mrps9,0.70165664,9.9468324224781e-06,4.8837767,0.70165664,9.239004402851482e-06,4.970076,0.70165664,0.0028492084162625,3.6059191,0.03211638
Gpr45,,,,,,,,,,
Tgfbrap1,0.2127859,0.8254301670636821,0.794481,0.2127859,0.7147878510603481,0.54031336,0.2127859,0.858705213097615,0.38130534,-0.004891617
Gm28782,,,,,,,,,,
8430432A02Rik,,,,,,,,,,
AI597479,-0.18904033,0.9981504476998344,0.12392278,-0.18904033,0.8212220035523308,-0.34558758,-0.18904033,0.9146991132044028,-0.2357886,-0.0036220923
Fhl2,1.5076019,4.015534412852994e-12,7.3617635,1.5076019,2.752576122614205e-11,7.447545,1.5076019,7.564685454656204e-08,6.049738,0.026621487
Gm29040,,,,,,,,,,
Nck2,-0.12127312,0.9981504476998344,0.18346198,-0.12127312,0.853672729794762,-0.286441,-0.12127312,0.9287728979946756,-0.20048682,-0.008762737
1500015O10Rik,,,,,,,,,,
Gm29155,0.84050894,0.9981504476998344,0.08446439,0.84050894,0.7866086141602123,0.40991294,0.84050894,0.8901114584601189,0.29829478,-0.0010978538
Gm29157,,,,,,,,,,
Gm29156,,,,,,,,,,
Uxs1,0.9587082,0.1346251564132766,2.0416787,0.9587082,0.0349185194122945,2.5557797,0.9587082,0.1597760890879198,2.0433033,-0.0028048232
