comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
P1,2017_IMMUNITY_WOLSKI_curated_human---progressor_DEG_pepstim_up,-1.2623226893641284,0.40107229993804827,0.16629827070602002,37,0.3967773315348576,0.7791122668763192
P1,2017_IMMUNITY_WOLSKI_curated_human---chronic.up_late,-1.2739457318050564,0.42145593869731796,0.18502943650126155,41,0.375247822180056,0.7327591737964854
P1,2017_IMMUNITY_WOLSKI_curated_human---chronic.up_early,-1.2395854089533196,0.4565140601723158,0.21155529617741464,38,0.3405458420919667,0.6745760978588733
P1,2017_IMMUNITY_WOLSKI_curated_human---chronic:escape.up_early,-1.2050437110021153,0.486543759271032,0.24299710224920656,44,0.31287809361701335,0.6143989053510014
P1,2017_IMMUNITY_WOLSKI_curated_human---escape:resolver.up_late,1.2201892684256102,0.486543759271032,0.24920534011443102,42,0.31287809361701335,0.6034426556028296
P1,2017_IMMUNITY_WOLSKI_curated_human---AM12,-1.1834054695046543,0.5009791752861674,0.27215276823739526,49,0.30018032652052656,0.5651872438414471
P1,2017_IMMUNITY_WOLSKI_curated_human---resolver.up_late,1.1734008241546603,0.5009791752861674,0.30019782393669636,50,0.30018032652052656,0.5225924601797247
P1,2017_IMMUNITY_WOLSKI_curated_human---AM09,-1.1317189034613078,0.5009791752861674,0.30490789643179184,36,0.30018032652052656,0.5158313282343341
P1,2017_IMMUNITY_WOLSKI_curated_human---AM06,-1.1496718365609364,0.5009791752861674,0.3054751068818094,51,0.30018032652052656,0.5150241745682245
P1,2017_IMMUNITY_WOLSKI_curated_human---AM01,1.10280799850147,0.5392388533051428,0.3419563459983832,30,0.26821882350516074,0.4660293322540783
P1,2017_IMMUNITY_WOLSKI_curated_human---AM08,-1.0631287108256975,0.5937931034482758,0.40157345647340514,70,0.22636485078132015,0.396235001261707
P1,2017_IMMUNITY_WOLSKI_curated_human---AM07,1.0169901092421758,0.5937931034482758,0.4146576663452266,17,0.22636485078132015,0.38231030080945444
P1,2017_IMMUNITY_WOLSKI_curated_human---controller_DEG_pepstim_down,1.0336948431240258,0.5937931034482758,0.42,19,0.22636485078132015,0.37675070960209955
P1,2017_IMMUNITY_WOLSKI_curated_human---CM06,-0.9771997347883045,0.6857431801680323,0.5122820414916635,32,0.1638385028340694,0.2904908684410073
P1,2017_IMMUNITY_WOLSKI_curated_human---progressor_DEG_pepstim_down,-0.9863207287987005,0.6857431801680323,0.5184887459807074,74,0.1638385028340694,0.2852606657195321
P1,2017_IMMUNITY_WOLSKI_curated_human---escape:resolver.up_early,0.888321875732791,0.7099045072574484,0.5585323238206173,62,0.14880006643631372,0.2529516879902529
P1,2017_IMMUNITY_WOLSKI_curated_human---progressor_vs_controller_pepstim_up,-0.9233725923554394,0.7099045072574484,0.5916699104710004,29,0.14880006643631372,0.22792051632157362
P1,2017_IMMUNITY_WOLSKI_curated_human---chronic:escape.up_late,-0.9196250390922709,0.7099045072574484,0.5917207792207793,32,0.14880006643631372,0.22788317951043202
P1,2017_IMMUNITY_WOLSKI_curated_human---CM03,-0.9114180906284243,0.7099045072574484,0.6060160427807486,21,0.14880006643631372,0.21751587880577358
P1,2017_IMMUNITY_WOLSKI_curated_human---all.down_early,0.8250262961873577,0.71476453829395,0.6450502152080344,43,0.1458370023405562,0.19040647553700477
P1,2017_IMMUNITY_WOLSKI_curated_human---chronic:resolver.up_late,0.8448914710353455,0.71476453829395,0.646624760863624,32,0.1458370023405562,0.1893476691946959
P1,2017_IMMUNITY_WOLSKI_curated_human---AM11,-0.876439988009108,0.71476453829395,0.664597846738442,31,0.1458370023405562,0.1774410701459741
P1,2017_IMMUNITY_WOLSKI_curated_human---AM04,-0.8576848341743257,0.71476453829395,0.6798979754503427,80,0.1458370023405562,0.16755625203379249
P1,2017_IMMUNITY_WOLSKI_curated_human---AM03,-0.7866606487715893,0.7833735770955502,0.7658015267175573,71,0.10603108113526223,0.115883772169123
P1,2017_IMMUNITY_WOLSKI_curated_human---escape.up_late,0.6983594546832416,0.7833735770955502,0.7833735770955502,30,0.10603108113526223,0.10603108113526223
P2,2017_IMMUNITY_WOLSKI_curated_human---CM05,-2.2018048730274073,0.001070915502154891,1.0984182776801405e-4,40,2.9702447947102217,3.959232249050996
P2,2017_IMMUNITY_WOLSKI_curated_human---CM02,-1.991992123665502,0.001070915502154891,1.1748120300751879e-4,48,2.9702447947102217,3.930031614950973
P2,2017_IMMUNITY_WOLSKI_curated_human---AM10,-2.4951610240050432,0.001070915502154891,1.2143290831815422e-4,69,2.9702447947102217,3.9156636035057732
P2,2017_IMMUNITY_WOLSKI_curated_human---AM05,-2.1401594521930187,0.001070915502154891,1.2610340479192938e-4,59,2.9702447947102217,3.8992731873176036
P2,2017_IMMUNITY_WOLSKI_curated_human---controller_DEG_pepstim_up,-2.2539239415227246,0.001070915502154891,1.305994514823038e-4,69,2.9702447947102217,3.8840586470939384
P2,2017_IMMUNITY_WOLSKI_curated_human---controller_vs_progressor_pepstim_up,-1.8297929905124881,0.002228381977281374,3.261046796021523e-4,52,2.65201036268742,3.486642969023512
P2,2017_IMMUNITY_WOLSKI_curated_human---all.down_late,-1.7440760676442526,0.0066182405165456015,0.0011299435028248588,56,2.1792574539923466,2.9469432706978256
P2,2017_IMMUNITY_WOLSKI_curated_human---all.up_early,-1.6612304961300617,0.013261169570467482,0.0025875452820424355,57,1.8774181715872986,2.5871120413150903
P2,2017_IMMUNITY_WOLSKI_curated_human---AM06,-1.616590771311497,0.04371002132196162,0.01011139674378749,48,1.359418981659329,1.9951888487392448
P2,2017_IMMUNITY_WOLSKI_curated_human---chronic.up_late,-1.6047296161607982,0.04371002132196162,0.010660980810234541,55,1.359418981659329,1.9722028383790644
P2,2017_IMMUNITY_WOLSKI_curated_human---CM01,-1.5004956896514245,0.04684949396016977,0.01307031344547985,32,1.3292950957365615,1.8837139972694945
P2,2017_IMMUNITY_WOLSKI_curated_human---resolver.up_late,1.411749994006181,0.04684949396016977,0.013712047012732615,50,1.3292950957365615,1.8628977064086722
P2,2017_IMMUNITY_WOLSKI_curated_human---chronic:escape.up_early,-1.5679970935017804,0.05802012333657903,0.018396624472573838,37,1.2364213523286192,1.735261856741518
P2,2017_IMMUNITY_WOLSKI_curated_human---progressor_DEG_pepstim_up,-1.5485721483145634,0.05993395591452128,0.02046525323910483,29,1.2223270559403037,1.6889828769818012
P2,2017_IMMUNITY_WOLSKI_curated_human---escape:resolver.up_early,1.4723454150532953,0.09029519071310116,0.03303482587064677,25,1.0443353803884172,1.4810279780524713
P2,2017_IMMUNITY_WOLSKI_curated_human---chronic.up_early,-1.4736927529468709,0.09569502074688796,0.03734439834024896,47,1.019110659071733,1.4277745331355436
P2,2017_IMMUNITY_WOLSKI_curated_human---chronic:resolver.up_early,-1.4803209806487916,0.10786067557613385,0.044722719141323794,52,0.9671368638729241,1.3494717992143856
P2,2017_IMMUNITY_WOLSKI_curated_human---AM13,1.4565826057471074,0.1443121395940987,0.06335654909009211,35,0.840697134346732,1.1982084859631614
P2,2017_IMMUNITY_WOLSKI_curated_human---escape:resolver.up_late,1.3343515103756982,0.2862012262188681,0.13262983654045107,32,0.5433285098531565,0.877358765620063
P2,2017_IMMUNITY_WOLSKI_curated_human---escape.up_early,1.2778416189450734,0.37669056152927116,0.18375149342891278,41,0.4240152614720935,0.7357691225278478
P2,2017_IMMUNITY_WOLSKI_curated_human---CM06,-1.2246319142184288,0.3805534500870999,0.19491762077631947,33,0.41958433640292564,0.7101488983887418
P2,2017_IMMUNITY_WOLSKI_curated_human---AM09,-1.193946768409319,0.4329926763028844,0.23233753362593798,38,0.3635194493005449,0.6338806251980742
P2,2017_IMMUNITY_WOLSKI_curated_human---AM04,1.1777964702915846,0.4383921700393449,0.2517619420516836,32,0.3581372112277782,0.5990099200031744
P2,2017_IMMUNITY_WOLSKI_curated_human---resolver.up_early,1.205850993301861,0.4383921700393449,0.2581967213114754,28,0.3581372112277782,0.5880492768851477
P2,2017_IMMUNITY_WOLSKI_curated_human---AM08,-1.2215977120106452,0.4383921700393449,0.2706641682281907,83,0.3581372112277782,0.5675692343321254
P2,2017_IMMUNITY_WOLSKI_curated_human---AM11,-1.1452708804799225,0.4383921700393449,0.27800479075665774,44,0.3581372112277782,0.5559477199766958
P2,2017_IMMUNITY_WOLSKI_curated_human---AM01,1.1256312500488337,0.46989850916264975,0.30944535969247666,29,0.3279959328520465,0.5094160254127946
P2,2017_IMMUNITY_WOLSKI_curated_human---AM02,-1.0898593399882455,0.47555604868306506,0.3247699844664835,14,0.32279829008456246,0.48842411546207865
P2,2017_IMMUNITY_WOLSKI_curated_human---AM12,-1.1254883054221732,0.48590748644321025,0.3436906611427585,44,0.31344640965086823,0.4638322684716476
P2,2017_IMMUNITY_WOLSKI_curated_human---progressor_vs_controller_pepstim_up,1.0668718924124678,0.4886996904024768,0.35758513931888547,23,0.3109579361028667,0.4466205381029398
P2,2017_IMMUNITY_WOLSKI_curated_human---AM07,-1.1005248970213215,0.5426233900565155,0.4102762217500483,45,0.2655014896869617,0.3869236525724245
P2,2017_IMMUNITY_WOLSKI_curated_human---chronic:escape.up_late,-1.012516036712324,0.6002747751250745,0.47313947757516017,26,0.22164990627624473,0.32501081399377757
P2,2017_IMMUNITY_WOLSKI_curated_human---CM04,1.002412211861196,0.6002747751250745,0.4938321536905966,17,0.22164990627624473,0.30642063632433453
P2,2017_IMMUNITY_WOLSKI_curated_human---AM03,1.0018782225094331,0.6002747751250745,0.4994938246608625,44,0.22164990627624473,0.3014698766718122
P2,2017_IMMUNITY_WOLSKI_curated_human---escape.up_late,-0.9999185968660996,0.6002747751250745,0.5124296860823807,23,0.22164990627624473,0.2903657186457046
P2,2017_IMMUNITY_WOLSKI_curated_human---progressor_DEG_pepstim_down,-0.9150924103675943,0.7169518230033508,0.6295186738566008,69,0.14451002662894324,0.20099138258139143
P2,2017_IMMUNITY_WOLSKI_curated_human---chronic:resolver.up_late,-0.8465703814458996,0.7224738943488943,0.6519886363636364,60,0.1411778409521105,0.18575997360485097
P2,2017_IMMUNITY_WOLSKI_curated_human---all.up_late,-0.7428792196695634,0.8216805979746021,0.7699214365881033,42,0.0852969677325335,0.11355358833012308
P2,2017_IMMUNITY_WOLSKI_curated_human---all.down_early,-0.689893915694798,0.8216805979746021,0.7976598749243494,52,0.0852969677325335,0.09818225392749742
P2,2017_IMMUNITY_WOLSKI_curated_human---controller_DEG_pepstim_down,-0.7483794604749416,0.8216805979746021,0.8016396077800997,30,0.0852969677325335,0.09602083312430658
P2,2017_IMMUNITY_WOLSKI_curated_human---CM03,0.7108163558199457,0.8612796469939327,0.8612796469939327,11,0.06485581552929127,0.06485581552929127
P3,2017_IMMUNITY_WOLSKI_curated_human---CM05,-2.881769679836154,0.002774957698815567,1.9813750743015652e-4,38,2.5567436328335575,3.703033304733686
P3,2017_IMMUNITY_WOLSKI_curated_human---AM10,-3.1618661402392165,0.002774957698815567,2.021835826930853e-4,70,2.5567436328335575,3.6942541120252783
P3,2017_IMMUNITY_WOLSKI_curated_human---controller_DEG_pepstim_up,-2.7752307941196754,0.002774957698815567,2.030456852791878e-4,71,2.5567436328335575,3.6924062348336304
P3,2017_IMMUNITY_WOLSKI_curated_human---chronic:resolver.up_early,-1.932732460238682,0.003415955009373047,4.134794293983874e-4,44,2.466487857921468,3.383546091724474
P3,2017_IMMUNITY_WOLSKI_curated_human---controller_vs_progressor_pepstim_up,-1.9323362247997082,0.003415955009373047,4.1657987919183504e-4,53,2.466487857921468,3.3803017103051847
P3,2017_IMMUNITY_WOLSKI_curated_human---CM06,-1.8615994256750987,0.0059487536635617075,0.0010135819987837015,36,2.2255740147312584,2.9941411111261225
P3,2017_IMMUNITY_WOLSKI_curated_human---AM09,-1.8155217081362252,0.0059487536635617075,0.0010156408693885843,51,2.2255740147312584,2.993259831436737
P3,2017_IMMUNITY_WOLSKI_curated_human---CM02,-1.5872303617010541,0.009105715131773762,0.002028397565922921,36,2.040685940523976,2.69284691927723
P3,2017_IMMUNITY_WOLSKI_curated_human---CM01,1.691040276595212,0.009105715131773762,0.002155594748187341,25,2.040685940523976,2.6664328831740063
P3,2017_IMMUNITY_WOLSKI_curated_human---all.up_early,-1.8428518906664255,0.009105715131773762,0.002413515687851971,67,2.040685940523976,2.6173498739219823
P3,2017_IMMUNITY_WOLSKI_curated_human---all.down_late,-1.8503970551248101,0.009105715131773762,0.0024429967426710096,68,2.040685940523976,2.6120771120854864
P3,2017_IMMUNITY_WOLSKI_curated_human---AM06,1.7060678203117836,0.04447574638948255,0.013017291626190013,34,1.3518767548772324,1.8854793655493431
P3,2017_IMMUNITY_WOLSKI_curated_human---escape:resolver.up_early,1.5692850521304469,0.04868187693510085,0.015435717076983196,25,1.3126326858478266,1.8114731902607253
P3,2017_IMMUNITY_WOLSKI_curated_human---chronic.up_early,-1.6097689353969673,0.04916804077349723,0.016789087093389297,59,1.3083170969409041,1.7749729179824016
P3,2017_IMMUNITY_WOLSKI_curated_human---AM08,1.4454522382263644,0.055074215864060715,0.02014910336490026,50,1.2590516775332692,1.6957442751973233
P3,2017_IMMUNITY_WOLSKI_curated_human---AM12,1.6104452559034939,0.06684348841736422,0.02608526377262994,41,1.1749408932957188,1.5836047673595295
P3,2017_IMMUNITY_WOLSKI_curated_human---AM11,1.5164401442831092,0.07499913714752475,0.031097203207510266,47,1.1249437330646241,1.5072786684060855
P3,2017_IMMUNITY_WOLSKI_curated_human---chronic.up_late,-1.5618092386244942,0.08544013923238984,0.03751030502885408,32,1.0683380525930313,1.4258494042094605
P3,2017_IMMUNITY_WOLSKI_curated_human---progressor_DEG_pepstim_up,-1.493487448151141,0.10119426751592356,0.047099252071962805,30,0.9948440888471691,1.3269859893381621
P3,2017_IMMUNITY_WOLSKI_curated_human---AM02,1.3437027876342902,0.10119426751592356,0.04936305732484077,20,0.9948440888471691,1.3065979499029234
P3,2017_IMMUNITY_WOLSKI_curated_human---escape:resolver.up_late,1.4035122808257798,0.20467900893432808,0.10483558994197292,32,0.6889266945697393,0.9794912565555556
P3,2017_IMMUNITY_WOLSKI_curated_human---AM05,1.2623853291211282,0.22239879261363635,0.1193359375,19,0.6528675748357473,0.9232287507332765
P3,2017_IMMUNITY_WOLSKI_curated_human---all.up_late,-1.3327587589583247,0.30295111511601713,0.1699481865284974,43,0.518627444593952,0.7696834652960947
P3,2017_IMMUNITY_WOLSKI_curated_human---chronic:resolver.up_late,1.2521680196268268,0.36952585061137694,0.21630781499202553,54,0.43235517462998224,0.6649277896381117
P3,2017_IMMUNITY_WOLSKI_curated_human---controller_DEG_pepstim_down,1.1451105547071587,0.49029935433378985,0.29896302093523774,18,0.30953867866786794,0.5243825267155657
P3,2017_IMMUNITY_WOLSKI_curated_human---chronic:escape.up_early,-1.0535950449736837,0.660294325295345,0.41872323067509687,24,0.18026243512666887,0.3780729438755864
P3,2017_IMMUNITY_WOLSKI_curated_human---progressor_vs_controller_pepstim_up,0.9756537443472663,0.7041640563560507,0.49151550614394385,24,0.1523261470088405,0.30846277665885513
P3,2017_IMMUNITY_WOLSKI_curated_human---progressor_DEG_pepstim_down,1.0062528150513181,0.7041640563560507,0.4935064935064935,76,0.1523261470088405,0.3067071285556717
P3,2017_IMMUNITY_WOLSKI_curated_human---escape.up_early,0.9765343573476997,0.7041640563560507,0.49806725937379204,32,0.1523261470088405,0.3027120058296199
P3,2017_IMMUNITY_WOLSKI_curated_human---escape.up_late,-0.962372109861625,0.7077892708828936,0.5295561464512171,40,0.1500960249588478,0.2760879868289635
P3,2017_IMMUNITY_WOLSKI_curated_human---AM13,0.9515931919075278,0.7077892708828936,0.5379601226993865,31,0.1500960249588478,0.26924991603152265
P3,2017_IMMUNITY_WOLSKI_curated_human---CM03,0.9282086714664576,0.7077892708828936,0.5665700483091788,42,0.1500960249588478,0.246746388159865
P3,2017_IMMUNITY_WOLSKI_curated_human---AM03,0.9289709865985845,0.7077892708828936,0.5696840472959875,39,0.1500960249588478,0.24436594180069576
P3,2017_IMMUNITY_WOLSKI_curated_human---AM01,0.9102028650111189,0.7143231105733432,0.5923655063291139,45,0.14610529887151807,0.22741023854899844
P3,2017_IMMUNITY_WOLSKI_curated_human---resolver.up_early,-0.8375612732932189,0.7557843885075006,0.6546349466776046,33,0.12160208311901752,0.18400081426765252
P3,2017_IMMUNITY_WOLSKI_curated_human---AM07,0.8353229623824047,0.7557843885075006,0.6636155606407322,28,0.12160208311901752,0.1780834390714658
P3,2017_IMMUNITY_WOLSKI_curated_human---resolver.up_late,-0.7468502391382092,0.9226039270412002,0.8325937878176685,82,0.03498470115990716,0.07956683381264766
P3,2017_IMMUNITY_WOLSKI_curated_human---CM04,-0.5707959898631666,0.9696479970424358,0.9104111270198405,30,0.013385895307775921,0.04076244298131304
P3,2017_IMMUNITY_WOLSKI_curated_human---chronic:escape.up_late,-0.5870915777389468,0.9696479970424358,0.9223480947476828,24,0.013385895307775921,0.03510514500101222
P3,2017_IMMUNITY_WOLSKI_curated_human---all.down_early,-0.47981310764284746,0.9933680768444716,0.9691395871653382,27,0.0028898007259958317,0.013613666117768902
P3,2017_IMMUNITY_WOLSKI_curated_human---AM04,0.40678116485809374,0.9986127625842252,0.9986127625842252,26,6.028878257870868e-4,6.028878257870868e-4
P4,2017_IMMUNITY_WOLSKI_curated_human---CM05,1.8282548669586163,0.0015769230769230769,1.28915817970865e-4,30,2.8021894912510823,3.889693791444185
P4,2017_IMMUNITY_WOLSKI_curated_human---CM02,1.7893325739965373,0.0015769230769230769,1.409046075806679e-4,40,2.8021894912510823,3.851074805228887
P4,2017_IMMUNITY_WOLSKI_curated_human---AM05,2.1557371536544836,0.0015769230769230769,1.497005988023952e-4,52,2.8021894912510823,3.824776462475546
P4,2017_IMMUNITY_WOLSKI_curated_human---controller_DEG_pepstim_up,2.028522394234141,0.0015769230769230769,1.5384615384615385e-4,50,2.8021894912510823,3.8129133566428557
P4,2017_IMMUNITY_WOLSKI_curated_human---AM09,1.8405665693754443,0.01357840702102997,0.0016559032952475575,48,1.8671511772246003,2.780965029608317
P4,2017_IMMUNITY_WOLSKI_curated_human---AM10,1.5915278204558003,0.04522131108233827,0.006617752841317796,36,1.344656850491972,2.179289456828064
