wilcoxon,t-test,t-test_overestim_var
Nt5e,Kctd12,Tlr1
Snrnp48,Ahctf1,Tpd52
Dkc1,Fosl2,Ttc27
Cnbp,Prmt3,Ythdc1
Cyth3,Tsc22d1,Tagap
Rcsd1,Rrp15,Tspyl2
Pcbp2,Eif4b,Pkp4
Coq5,Tgfbr3,Klhdc1
F2rl1,Klhdc1,Sgk3
Pigp,Slc6a19,Pus7
Fosl2,Cebpz,Pja1
Tasor2,Tra2b,Ikbke
Parp8,Thada,Slc15a2
Ppic,Vars,Mphosph10
Ugcg,Tpd52,Rrp15
Slc25a36,Gpx1,Prmt3
Runx3,Utp14b,Lmo4
Nudc,Atf4,Thada
Pik3cd,Rbbp6,Fosl2
Tsr1,Lmo4,Rpgrip1
Mrto4,Sgk3,Hspa1b
Akap8l,Tspyl2,Rcc2
Slc12a7,Znrf1,Armcx2
Ccr9,Ttc27,Ahctf1
Nop14,Tlr1,Ptges3
March7,H2-Ob,Cldn10
Ddx60,Nop14,Pfdn5
Itpr2,Neurl3,Smad1
Aff3,Pigp,Arhgap5
Cdkn2d,Mpp7,Vars
Atn1,Tmem243,Kmt2c
Ikzf2,Mtss1,Eif4b
St8sia1,Slc15a2,Ccnd2
Fam189b,Ddx60,Cebpz
Pja1,Pold4,Zrsr1
Set,Pus7,Arhgap39
Skil,Ppa1,Mpp7
Srsf6,Cd55,Pigp
Pde3b,Tasor2,Nop14
Mpp7,Cxxc5,Znrf1
Tut4,Numa1,Elovl6
Plcxd2,Tmie,Abl2
Mia2,Mettl16,Gpx1
Zfp869,Dkc1,Eng
Prmt3,Dusp1,Ddx60
Cd55,Rabac1,Cd55
Mettl16,Hnrnpdl,Ldhb
Cux1,Cabin1,Ppargc1b
Retreg1,Cct4,Gadd45g
Zcchc7,Kcna2,Zscan12
Washc3,Cct3,Tmem243
Dhx9,Slc25a36,Mettl16
Zfp53,Rbm6,Afp
Brd2,Zrsr1,Neurl3
Thada,Elf1,Maml3
Cyth1,Abl2,Tasor2
Eml5,Sh3pxd2a,Ppp1r13b
Nsmce1,Skil,Atf4
Rrp15,Gadd45g,Cnr2
Pik3c2a,Zfp53,Gbp6
Klf9,Mgmt,Wls
Cd7,Ppp1r13b,Rgmb
Gm12185,Arl4c,Tra2b
Atxn2,Arhgap5,Dkc1
Pkp4,Mrto4,Rbbp6
Skp1a,Armcx2,Spon1
Jmy,Akap8l,Nacc2
Eomes,Sf3b3,Slc25a36
Timm9,Elovl6,Skil
Epb41l2,Gbp6,Plekha1
Utp3,Eif3m,Pold4
Trim12a,Jmy,Zfp53
Zmynd8,Retreg1,E430018J23Rik
Utp20,Arhgap39,Ppa1
Ddx18,Fus,Numa1
Ikbkb,Ppargc1b,Chst15
Rnf130,Clk1,Tubb2a
Prrc2c,Timm9,Cabin1
BC005624,Smad1,Rabac1
Aim2,Pnpla8,Trim13
Usp9x,Mpp1,Rbm6
Ilf2,Hspa1b,Dusp1
Aimp1,Pa2g4,Zc3h6
,Gbp4,Cnn3
,Hspbp1,Trat1
,Slamf6,Gbp10
,Cdip1,Plscr3
,Riok1,Retreg1
,Rsl1d1,Mpp1
,N4bp2,Jmy
,Wls,Pnpla8
,Rcsd1,Tmem9
,S1pr1,Cct4
,Zc3h6,Mrto4
,Plekha1,Cct3
,Csde1,Timm9
,Atic,Cdip1
,Cldn10,Akap8l
,Tmem9,Hnrnpdl
,Phb,Oas2
,Zscan12,Hspbp1
,Cux1,Klra6
,Snrnp48,Shf
,Cyth1,Dmrta1
,Nsd3,Thra
,Eomes,Amacr
,Plscr3,Bend5
,Timm8a1,Mocs3
,Trim13,Atic
,Gm5617,Arl4c
,Afp,N4bp2
,Ldhb,Trim30c
,Tubb2a,Sf3b3
,Tma16,Lypd6b
,Tfrc,Cxcr5
,Ranbp10,Tma16
,E430018J23Rik,Elf1
,Sesn1,Tgtp1
,Eng,Gbp4
,Trat1,Pa2g4
,Txlna,Syde2
,Nsmce1,Slamf6
,Atp5g2,Gm5617
,Cltb,Tlr7
,Sdhaf1,Fus
,Zmynd8,Sil1
,Crlf3,Phb
,Tra2a,Tfrc
,Prdx6,Timm8a1
,Spon1,Rcsd1
,Sil1,Ets2
,Pcbp2,Tfdp2
,Mia2,Sesn1
,Rgmb,Eomes
,Itfg2,Riok1
,Nufip1,Eif3m
,Nacc2,Lrrc40
,Ppan,Clk1
,Maml3,Cux1
,Washc3,Snrnp48
,Chd6,Cyth1
,Cnr2,Itfg2
,Mocs3,S1pr1
,Naa25,Naa25
,Thra,Rsl1d1
,Trim30c,Sdhaf1
,Oas2,Ranbp10
,Huwe1,Grwd1
,Gbp10,Cltb
,Selenop,Txlna
,Chst15,Ppan
,Zfp869,Frmd4a
,Tfdp2,Qtrt2
,Grwd1,Mthfd1
,Pde3b,Nufip1
,Dgka,Nedd4l
,Ets2,Drc1
,Klf6,Mrm3
,Mthfd1,Nsd3
,Hsf1,Insr
,Trim44,Tgtp2
,Mgat4a,Nsmce1
,Ftsj3,Pou2af1
,Pkd1,Snx9
,Tgtp1,Zmynd8
,Cxcr5,Csde1
,Gar1,Fbxw9
,Tgtp2,Chd6
,Rere,Blvrb
,Cdkn2d,Otud1
,Usp9x,Selenop
,Mrm3,Mgat4a
,Qtrt2,Crlf3
,Klra6,Ahr
,Cnn3,Pkd1
,Ilf2,Washc3
,Amacr,Mia2
,Lypd6b,Tubb3
,Plcxd2,Tra2a
,Shf,Tha1
,Lrrc40,Prdx6
,Rbm39,Arrdc4
,Otud1,Dse
,Nudc,Hsf1
,Rrs1,Trim44
,Gcn1,Zhx2
,Lztfl1,Nle1
,Nedd4l,Zfp354c
,Dmrta1,Ftsj3
,Zfp280d,Rere
,Nr1d2,Nr1d2
,Stip1,Acsl3
,Insr,Zfp869
,Ccdc86,Sox4
,Dse,Gar1
,Mrpl38,Ddc
,Abhd11,Atp5g2
,Snrpg,Huwe1
,Blvrb,Pde3b
,Skp1a,Eef2k
,Spice1,Gcn1
,Cd72,Dgka
,Snx9,Kcnc1
,Snrpf,Rrp12
,Ddx18,Gemin6
,Cnbp,Abhd11
,Ddit3,Ccdc86
,Tbl1x,Ext1
,Bend5,Xkrx
,Tha1,Usp9x
,Bicdl1,Ly6k
,Itpr2,Lztfl1
,Tlr7,Plat
,Tut4,Ilf2
,Nle1,Pcbp2
,Nip7,Poli
,Klhl24,Cdkn2d
,Yeats2,Spice1
,Runx3,Msl3l2
,Smchd1,Mrpl38
,Zhx2,Parp11
,Mga,Cd72
,Syde2,Rrs1
,Hif1an,Zfp280d
,Poli,Mgat5
,Parp11,Plcxd2
,Rrp12,Telo2
,Frmd4a,Tnfrsf10b
,Srrm2,Gm4951
,Pou2af1,Stip1
,Fam122a,Bicdl1
,Fbxw9,Klf6
,Pik3cd,Ramp3
,Eif1a,Rbm39
,Fasn,Ddit3
,Mgat5,Hirip3
,Gemin6,Tbl1x
,Cd7,Fasn
,Kat8,Yeats2
,Heatr1,Dglucy
,Kcnc1,Skp1a
,Ext1,Nr2c1
,Hirip3,Nudc
,Tubb3,Kat8
,Tfb2m,Klra7
,Nop16,Ddx18
,Gnl2,B430306N03Rik
,Tomm34,Rell2
,Nup98,Nip7
,Telo2,Luzp1
,Fam189b,Rmi2
,Dnaja1,Galnt9
,Ahr,Zfp831
,Zbtb4,Heatr1
,Zcchc7,Hif1an
,Fto,Fam122a
,Ldlrap1,Mga
,Nlk,Snrpf
,Idh2,Rgs12
,Aff4,Ccdc91
,Zfp831,Adcy6
,Ggps1,Nop16
,Nob1,Eif1a
,Ikbkb,Pard6g
,Drc1,Rab6b
,Eef2k,Smyd5
,Jade2,Tfb2m
,Gpr146,Zbtb4
,Prps2,
,Zkscan3,
,Ing3,
,Zfp354c,
,Atf7ip,
,Smarca2,
,Ptcd3,
,Washc4,
,Arrdc4,
,Tnfrsf10b,
,BC005624,
,Luzp1,
,AB124611,
,Nr2c1,
,Hmg20a,
,Ly6k,
,Rpap3,
,Rcor1,
,Nom1,
,H2-DMa,
,Smyd5,
,Brd2,
,Rab6b,
,Adgrl1,
,Msl3l2,
,Ccdc117,
,Atad2,
,Trmt61a,
,Irf2bpl,
,Klra7,
,Hnrnpu,
,Utp3,
,Rmi2,
,Ccdc91,
,Dglucy,
,Lrp6,
,March7,
,Srcap,
,Acsl3,
,Sox4,
,Cep44,
,Nol8,
,Tmem216,
,Ivd,
,Abcg1,
,Rell2,
,Shmt2,
,Mid1,
,Cep128,
,Galnt6,
,Ankzf1,
,Cnga1,
,Ddc,
,Xpc,
,Cacna2d4,
,Zfp451,
,Hmgxb3,
,Dph6,
,Ntpcr,
,Cd274,
,Odf2l,
,Tnfrsf12a,
,Traf4,
,Ncapd3,
,Xkrx,
,Ddx56,
,Rab11fip2,
,Plat,
,Stt3b,
,Wdr74,
,Ramp3,
,Dhx30,
,Mtf2,
,Kdsr,
,Srsf6,
,B430306N03Rik,
,Polr1b,
,Pura,
,Fbxl12,
,Usp36,
,H4f16,
,Ccdc102a,
,Ccdc28a,
,Trim12a,
,Aimp1,
,Pibf1,
,Gm4951,
,Dennd6b,
,Elmsan1,
,Rgs12,
,Tsen34,
,Itk,
,Fam118a,
,Galnt9,
,Riox1,
,Hlcs,
,Coasy,
,Ggt5,
,Car2,
,Ugcg,
,Ltb,
,Ccm2,
,Psmg1,
,Slc7a1,
,Pde11a,
,Fmo5,
,Thoc2l,
,Dhx9,
,Dyrk1a,
,Spef2,
,Egr3,
,Mettl9,
,Bcl9,
,Akt1s1,
,Dnajc27,
,Jpt2,
,Top1mt,
,Ncoa3,
,Parp1,
,Mapk8,
,Ift88,
,Gspt1,
,Slpi,
,Tfap4,
,Dlg4,
,Smg1,
,Elk4,
,Spaca1,
,Adcy6,
,Pard6g,
,2410004B18Rik,
,Asap1,
,Mfsd6,
,Miga1,
,Serbp1,
,Slc16a5,
,Mtm1,
,Trmt10a,
,Trp53,
,Arrb1,
,Hsd17b11,
,Epc1,
,Ccdc90b,
,Atp8a2,
,Nucks1,
,Hdgfl3,
,Maco1,
,Dnajb9,
,Dnajb1,
,Car12,
,Zc3hc1,
,Filip1l,
,Khk,
,Lbh,
,Zmat1,
,Vwa5a,
,Slf2,
,Syt6,
,Lmna,
,E130208F15Rik,
,Afdn,
,Irf2bp2,
,Cct6a,
,Pum3,
,Creg1,
,Itgae,
,Igsf3,
,Tsc1,
,Pprc1,
,Zfp395,
,2410002F23Rik,
,Rangrf,
,Ccp110,
,Lrig1,
,Dgcr6,
,Mpp5,
,Gart,
,Erf,
,Cep97,
,Hs3st3b1,
,Zfp318,
,Arl2,
,Wbp11,
,Smurf2,
,Pdcd11,
,BC049715,
,Pex6,
,Aff1,
,Zfp326,
,Rev1,
,Ccny,
,Set,
,Mafk,
,Anp32a,
,Vps13c,
,Afap1,
,Epop,
,Ddx6,
,Gatad2b,
,Arhgap35,
