wilcoxon,t-test,t-test_overestim_var
Mif,Il2rb,Cdk1
Ywhah,Dhfr,Ppil1
Pdia6,Hmmr,Ywhae
Rad51,Tacc3,Tmem97
Ccne1,Hint1,Snrpd1
Casp3,Pdia3,Il2rb
Eif1ax,Atpif1,Psat1
Srsf3,Uchl3,Cdc20
Cenpw,Rfc3,Dynll1
Cdca7,Rpa2,Manf
Acot7,Hsph1,Rpa2
Tubb4b,Ppil1,Nsd2
Tacc3,Hmgb1,Uchl3
Fignl1,Cd48,Hspa5
Cmtm7,Ywhah,Atpif1
Dhfr,Gins2,Cenph
Ube2c,Ube2c,Prdx4
Tagln2,Lrrc59,Nme1
Aldoa,Dek,Chaf1a
Snrpe,Cmtm7,Kif11
Prdx4,Ppa1,Prdx1
Ncapg2,Sept11,Lrrc59
Tmem97,Erh,Mrpl18
Cdk1,Tuba1b,Prelid1
Cenpa,Tubb4b,Cox5a
Siva1,Slc25a5,Hmgb1
Cenph,Psat1,Cenpk
Ccnb1,Cox5b,Tubb4b
Cenpm,Nsd2,Mad2l1
Cdc20,Tcp1,Acot7
Tcp1,Hspa8,Cenpm
Crip1,Rilpl2,Ppa1
Cox7c,Ncapg2,Ywhah
Hmgn2,Etfb,Pdia3
Btf3,Ccnb1,Sept11
Klrk1,Pa2g4,H1f5
H1f5,Tfdp1,Cdc45
Kif11,Calr,Ncapg
Mt3,Fignl1,Pmm1
Il2rb,Cdk1,Tuba1b
Cenpk,1810037I17Rik,Tfdp1
S100a10,Canx,Cd48
Psma4,Dtymk,Bub1
Chaf1a,Cnih4,Cdc6
Rfc3,Ndufb8,Cmtm7
Atpif1,Stip1,Erh
Mad2l1,Dpy30,Mt3
Bcl2a1d,Acot7,Cdca7
Serbp1,Mad2l1,Rilpl2
Calm1,Tmem97,Hspa8
Nsd2,Pmm1,Dek
Rbm3,Pdap1,Prim1
Cisd1,Selenoh,Hmgb3
Eif4a1,Cdc20,Cnih4
Orc6,Mcm2,Knl1
Hmgb3,Lyar,Mcm2
Atp5a1,Rfc5,Rfc5
Gzmk,Anp32e,Bub1b
Osbpl3,Dnmt1,Mcm10
Sumo2,Prdx4,Hint1
Mcm7,Tmem14c,E2f8
Cdc45,Timm23,Fen1
Hsph1,Phgdh,Etfb
Rfc4,Prim1,Pa2g4
Psat1,Chaf1a,Dtymk
Bcl2a1b,Crip1,Stip1
Bub1,Aldoa,Tcp1
Pa2g4,Rexo2,Mybl2
Mapre2,Fen1,Gzmk
Knl1,Ube2l3,Lyar
Selenoh,Snrpa1,Bcl2a1d
Slc25a3,Ssr2,Ska1
1810037I17Rik,Psma4,Dnmt1
Ube2l3,Hdgf,Canx
Canx,Hat1,Shcbp1
Anp32e,Mpp6,Mpp6
Ncapg,Tmpo,Slc25a5
Mybl2,Eno1,Dpy30
Klrc1,Cenph,Calr
Cenpe,Cenpk,Rad51ap1
Cdk2ap1,Set,Hat1
Prim1,Cycs,Selenoh
Mcm4,Phf5a,Plk1
Eno1,Cenpm,Pdap1
Mcm10,Kif11,Anp32e
Cenps,S100a10,Cox5b
Bub1b,Fkbp2,Phgdh
Havcr2,Ube2n,Nek2
E2f8,Eif2s1,1810037I17Rik
Uchl3,Cdca7,Rexo2
Cycs,Hmgb3,Cenpe
Ly6c2,Cdc45,Nuf2
Atp5g1,Ndufab1,Snrpa1
Cdc6,Txnl1,Fkbp2
Cct8,Calm3,Chaf1b
Npm1,Dnajb11,Ndufb8
Ppa1,Sdhd,Tmpo
Tmem14c,Ncapg,Cenps
Hnrnpa1,Atp5b,H2ac8
Plk1,Lsm2,Set
H2ac8,Atp5pb,Ssr2
Cox8a,Prelid3b,Trip13
Rpa2,Nudc,H4c9
Cct6a,Ptges3,Crip1
Ccdc50,Usp1,Prelid3b
Snrpb,Mrpl20,Usp1
Pmm1,Metap2,Eno1
Ndufb8,Cct6a,Ly6c2
Chaf1b,H1f5,Hdgf
Slamf7,Fkbp1a,Plp2
Shcbp1,Ly6a,Havcr2
H4c9,Mif,Osbpl3
Ppil1,Hprt,Aldoa
Atad5,Btf3,Tmem14c
Ska1,Pfkp,Cycs
Rfc5,Srsf3,Psma4
Plk4,Cdc6,Chchd10
Nek2,Ssrp1,Esco2
Tmpo,Knl1,Timm23
Rbbp8,Cmc2,Ube2l3
Pdap1,Dbi,Odc1
Fen1,Bub1,Lsm2
Syce2,Cct8,Syce2
Erh,Tagln2,Dnajb11
Rexo2,Snrpe,Eif2s1
Phgdh,Calm1,Phf5a
Mrpl20,Cacybp,Batf
Ncapd2,Bub1b,Sdhd
Sept11,Krtcap2,Ube2n
Rps2,Gars,Cmc2
Rad51ap1,Mt3,S100a10
Ncl,Efhd2,Atad5
Tfdp1,Reep5,Cct6a
Ccdc34,Rbm3,Ccdc34
Tnfrsf9,Ly6c2,Ipo5
Calm3,Bsg,Txnl1
Rilpl2,Eif4e2,Ndufab1
Hdgf,Snrpb,Bcl2a1b
Timm23,Odc1,Calm3
Incenp,Batf,Mapre2
Ndufab1,Chchd10,Metap2
Trip13,Kdelr2,Mrpl20
Cbx3,Ipo5,Ssrp1
Cenpf,Plp2,Nudc
Snrpa1,Rpn1,Rnaseh2b
Tubb5,Mcm10,Gars
Pycard,Nucks1,Cacybp
Lrrc59,Magoh,Ptges3
Nudc,Nudt21,Mif
Ssrp1,Chaf1b,Rpn1
Stk39,E2f8,Creld2
Lyar,Shcbp1,Cdkn3
Cip2a,Ska1,Pfkp
Dlgap5,Rnaseh2b,Kdelr2
Esco2,Cox7c,Map2k3
Dbi,Psma1,Cenpf
Hnrnpd,Mybl2,Atp5b
Dtymk,Bcl2a1d,Efhd2
Krtcap2,Vdac1,Srsf3
Eif2s1,Ppih,Ppih
Cdkn3,Atp5g3,Carhsp1
Nucks1,Atp5g1,Racgap1
Cacybp,Cox8a,Atp5pb
Dpy30,Ccdc34,Hprt
Cnih4,Polr2f,Dbi
Plp2,Atp5a1,Kif4
Hprt,Gzmk,Tagln2
Odc1,Hif1a,Vdac1
Mcm2,Psmb2,Plk4
Nuf2,Uqcrb,Prr5
Rpl41,Sumo2,Cdca5
Pfn1,Cdc34,Rbbp8
Carhsp1,Strap,Fkbp1a
Chchd10,Psmd13,Eif4e2
Etfb,Hpf1,Reep5
Cdc42,Idh3a,Cct8
Atp5g3,Eif4a1,Dscc1
Batf,Baz1a,Incenp
Mpp6,Map2k3,Cdc34
E2f2,Higd1a,Dlgap5
Ssr2,H4c9,Myl4
Pola1,Pdcd5,Fbxo5
Uck2,Rad51ap1,Ccdc50
Dnmt1,Hnrnpd,Ly6a
Map2k3,Racgap1,Cip2a
Cep55,Tkt,Pycard
Creld2,U2af1,Btf3
Tcf19,Vdac3,Hpf1
Hspe1,Paics,Idh3a
Coq7,Creld2,Cep55
Stip1,Etf1,Hif1a
Metap2,Plk1,Nudt21
Chchd2,Pycard,Uck2
Prdm1,Arf1,Hist1h2ap
Adam19,Serbp1,Snrpe
Kif22,Cenps,Zdhhc2
Phf5a,Nek2,Paics
Fkbp1a,Nans,Strap
Dscc1,Rpa3,Umps
Ckap2,Ywhaq,Slc43a3
Cenpv,Cenpe,Magoh
Knstrn,Trip13,Tcf19
Ptges3,Atad2,Npm1
Psma7,Nhp2,Prdm1
Uqcrb,Cbx3,Cbx5
Ly6a,Cbx5,Nans
Rcc1,Bcl2a1b,Nucks1
Hat1,Snx3,Snrpb
Arl6ip1,Rfc2,Bsg
Lsm2,Atad5,Rpa3
H3f3b,Itga4,Atad2
Ipo5,Emc8,Polr2f
Umps,Nuf2,Etf1
Pdcd5,Phb2,Klrk1
Marcksl1,Uck2,Emc8
Dbf4,H2ac8,Baz1a
Psmb2,Osbpl3,Psmd13
Runx2,Npm1,Vdac3
Nudt4,Slc25a3,Rbm3
Dnajb11,Arl6ip1,Psma1
Ndc80,Mrpl42,Calm1
Itgb1,Syce2,Atp5g1
Aurkb,Pfn1,Pdcd5
Reep5,Mapre2,Rfc2
Txnl1,Cdc42,U2af1
Prc1,Hnrnpa1,Mt2
Hmbs,Rbbp8,Cox7c
Ptms,H3f3b,Eif4a1
Ube2n,Ndufa12,Dnph1
Myl4,Eloc,Chek1
Ywhaq,Ccdc50,Ncapd2
Snrpf,Supt16,Krtcap2
Magoh,Psmc1,Atp5a1
Rgs1,Ciao2a,Tkt
Txndc5,Esco2,Kif22
Polr1d,Polr1d,Tnfrsf9
Psma1,Umps,Nhp2
Dck,Eif3b,Cbx3
U2af1,Incenp,Psmb2
Slc43a3,Havcr2,Uqcrb
Pmf1,Plk4,Atp5g3
Nudt21,Ncl,Gsr
Tkt,Srp19,Supt16
Fbxo5,Hras,Hnrnpd
Phb2,Rbbp7,Serbp1
Myo1f,Polr3k,Higd1a
Kif4,Vdac2,Ywhaq
Cdca5,Gsr,Sumo2
Fkbp2,Fbxo5,Psmc1
Tbx21,Dlgap5,Rcc1
Polr2f,Timm8b,Phb2
Cfl1,Mrps7,Ckap2
Srsf2,Cyc1,Dck
Racgap1,Ndufc2,Mrpl42
Fxn,Got2,Itga4
Phlda1,Uchl5,Snx3
Pold3,Uqcr11,Dbf4
Bsg,Kmt5a,Polr3k
Cct2,Lman2,Knstrn
Ak6,Fkbp4,Hras
Usp1,Lsm6,Cox8a
Rnpep,Pnp,Tbx21
Wdhd1,Abcf1,Ncl
Rnaseh2b,Cenpf,Eif3b
Nhp2,Dck,Slamf7
Ahsa2,Ncapd2,Pnp
Prelid3b,Ostc,Adam19
Cox7a2,St13,Uchl5
Stx11,Ppid,Arf1
Nup62,Cdkn3,Itgb1
H2-Q10,Psma5,Hnrnpa1
Sdhd,Rab5if,Cenpv
Hip1r,Carhsp1,Nudt4
Klhdc4,Psmd8,E2f2
Ppia,Mrpl12,Ppid
Nup93,Psmb7,Arl6ip1
Zdhhc2,Cct2,Mrps7
Gnptab,Pim1,Ak6
Rbm14,Dbf4,Depdc1a
Vdac2,Lsm5,Slc25a3
Nudt1,Psma7,Timm8b
Gzma,Nudt5,Ndufa12
Cldnd1,Prmt1,Pola1
Cmc2,Uqcrfs1,Bspry
Gnpda1,Cdv3,H2-Q10
Hist1h2ap,Cip2a,Stk39
Cct5,Dscc1,Coq7
Gars,Mdh2,Dna2
Bspry,Srsf9,Kmt5a
Efhd2,Psma6,Eloc
Sap30,Cct5,Got2
Ncaph,Adam19,Ciao2a
Glrx,P4hb,Klrc1
Prr5,Ddx1,Rbbp7
Vdac1,Eif2s2,Cyc1
Tubg1,Kif4,Fkbp4
Supt16,Ak6,Melk
Mt2,Sae1,Marcksl1
Itga4,Myl4,Nudt5
Ehd4,Tcf19,Hmbs
Bri3bp,Cep55,Aurkb
Fh1,Aurkaip1,Ddx1
Ctla4,C1qbp,Pgrmc1
Chsy1,Smarca5,H3f3b
Mms22l,Dph3,Stx11
Kpna3,Nudt4,Srp19
Cdc34,Rangap1,Pfn1
Arhgap11a,Gng2,Lman2
Snx3,Tmed2,Polr1d
Ndufb9,Aprt,Vdac2
Ppp1ca,Naa50,Mrpl12
Mdh2,Cdca5,Mthfd2
Desi1,Mrpl13,Glrx
Depdc1a,Pgrmc1,Lsm6
Rpn1,Slc25a4,Cdc42
Chek1,Srsf2,P4hb
Tex30,Rcc1,C1qbp
Ddx1,Psmd14,St13
Pigf,Coq7,Srsf9
Strap,Pebp1,Sae1
Nusap1,H2-Q10,Rangap1
Arf1,Rad21,Ndufc2
Nr4a2,Sar1b,Psmb7
H1f4,Hmbs,Abcf1
Mrps22,Psmd1,Psmd1
Ppih,Mthfd2,Pmf1
Hpf1,Prdm1,Pim1
Emc8,Itgb1,Ccne2
Cbx5,Eif3c,Cdv3
Gsr,Knstrn,Prmt1
Icos,Naa20,Lsm5
Syngr2,Akt1,Uqcr11
Pacsin2,Prr5,Naa50
Slc25a4,Slc43a3,Tsfm
Got1,Klrk1,Ncaph
Pgrmc1,Rwdd1,Ostc
Hif1a,Micos10,Fkbp5
Melk,Hist1h2ap,Mrpl13
Kdelr2,Cox7a2,Psma5
Vdac3,Prdx2,Ndc80
Lsm6,Tsfm,Arhgap11a
Atad2,Ube2m,Rad21
Ostc,Txnl4a,Exo1
B4galt5,Zdhhc2,Gng2
Ndufc2,Cenpv,H1f4
Pfkp,Psmd7,Tex30
Ndufa12,Pmf1,Prc1
Lap3,Cdk4,Kif20a
Cit,Chchd2,Dph3
Cdk2,Mrps36,Rnpep
Cd44,Psmc3,Psmd8
Hnrnpa2b1,Kif22,Sar1b
Snu13,Bag1,Rab5if
Cinp,Tnfrsf9,Naa20
Ube2e3,Cct3,Cct2
Rpl7a,Pola1,Fh1
Rbbp7,Tmem167,E2f1
Cct3,Ndufb9,Bak1
Il2ra,Mrpl28,Akt1
Lcp1,Eif6,Psmd14
Tufm,Snrnp40,Aprt
Lsm5,Bak1,Smarca5
Spdl1,Topbp1,Cct5
Rom1,Mtch1,Uqcrfs1
Psmd13,Lsm3,Psma6
Nup37,E2f2,Spdl1
Atp5c1,Snu13,Txnl4a
Sytl3,Atp5c1,Psma7
Apoo,Cct7,Cit
E2f1,Fh1,Cdk4
Uqcr11,Prkar1a,Mdh2
Ap1s1,Gdi2,Psmd7
C1qbp,Ckap2,Cpsf2
Lman1,Tex30,Mrpl28
Baz1a,Banf1,Topbp1
Smarca5,Psmc6,Cct3
Bak1,Fkbp5,Mrpl27
Psmb3,Cpsf2,Brca1
Dynll2,Psmb4,Srsf2
Gtf2e2,Hdlbp,Timm8a1
Ide,Rnpep,Mtch1
Tmem238,Hspe1,Tmem163
Rora,Glrx,Eif2s2
Slc35b1,Cox17,Magohb
Cyc1,Psmb3,Ube2m
Tmem109,Lsm12,Hdlbp
Tmed2,Sf3b6,Anapc15
Paics,Mrpl54,Aurkaip1
Higd1a,Cyb5b,Spc25
Kif20a,Mrpl27,Cyb5b
Eif4e2,Arhgdia,Slc25a4
Rfwd3,Elof1,Snrnp40
Fkbp4,Stk39,Ctla4
Uchl5,Mbd2,Ptms
Eif2b1,Pfdn1,Mrps36
Eloc,Snrpf,Bri3bp
Impa2,Ssr1,Hspe1
Pole3,Suz12,Pebp1
Dnph1,Chek1,Psmc3
Med9,Timm8a1,Il2ra
Hmgn5,Rtn3,Lsm3
Gsto1,Hspa4,Gzma
Mapk6,Ppp1ca,Tmed2
Ccne2,Anapc15,Lrr1
Timm50,Lcp1,Aspm
Fkbp5,Mt2,Eif3c
Il18rap,Slamf7,Rwdd1
Psmd8,Magohb,Elof1
Idh3a,Dcun1d5,Prdx2
Psmc1,Smarcc1,Aunip
Rpa3,Psmd6,Lsm12
Atp5j,Dnph1,Parp1
Rfc2,Uba2,Mrto4
Reep4,Acp1,Rtn3
Adk,Exosc8,Ssr1
Brca1,Tmco1,Ndufb9
Eif2s2,Pgp,Psmc6
Mrpl42,Dnajc15,Smarcc1
Snrpd2,Psma3,Cox7a2
Magohb,Psmb6,Cox17
Psma3,Bola3,Micos10
Psma5,Uqcr10,Tmem167
Micos10,Parp1,Hmgn5
Ptrhd1,Hspa9,Actb
Nrm,Clic1,Pfdn1
Cct7,Npm3,Rpl41
Mthfd1,Uqcrq,Suz12
Cox19,Psmd2,Pgp
Alad,Ppp1cc,Nup62
Hnrnpc,Actb,Eif6
Atp2a2,Pfdn4,Hspa4
Pebp1,Ak2,Atp2a2
Nup43,Mrto4,Nusap1
Pop4,Cfl1,Bag1
Ndufa4,Hnrnpc,Mrpl54
Ppid,Grpel1,Snu13
Sypl,Timm17a,Chchd2
Mthfd2,Tbx21,Rgs1
Nans,Marcksl1,Dynll2
Spc25,Pcbp1,Tmco1
Nelfe,Depdc1a,Cct7
Cpox,Atp5k,Desi1
Aars,Ap2s1,Pfdn4
Etf1,Bspry,Banf1
Pdzd11,Hmgn5,Acp1
Cfap20,Sf3b5,Phlda1
Aprt,Rpl41,Txndc5
Lman2,Atp2a2,Uba2
Mrpl12,Dnajc2,Hspa9
Apip,Ndc80,Tubg1
Pold1,Ahsa1,Snrpf
Tsfm,Arpc5,Psmd6
Ube2g2,Snrpa,Ak2
Eif3b,Mtch2,Rps2
Actb,Bri3bp,Kpna3
Mrpl16,Tmem126a,Ap1s1
Clic1,Gmps,Nudcd2
Banf1,Dynll2,Psmb4
Tars,Nudcd2,Gdi2
Uqcr10,Stoml2,Ckap2l
Ints7,Melk,Psmd2
Haus4,Desi1,Sgo1
Cdt1,Psmb5,Cinp
Dna2,Pomp,Sf3b6
Mbnl3,Klrc1,Atp5c1
Eif3c,Rbm8a,Psmb3
Thoc6,Atp5j,Rom1
Mrps25,Cwc15,Dcun1d5
Hnrnpu,Nup62,Gmps
Pnp,Aurkb,Exosc8
Psmc3ip,Tomm5,Anxa1
Hras,Tbcb,Prkar1a
Capg,Arhgap11a,Stoml2
Dnajc15,Bzw1,Bola3
Eea1,Psmc4,Ppp1ca
Prep,Hnrnpa2b1,Tmem126a
Psma6,Atp5d,Fxn
Pim1,Sfr1,Pbk
Polr2l,Mrpl4,Timm17a
Rab5if,Dna2,Snrpa
Timeless,Rbmxl1,Mbd2
Polr3k,Psmd12,Pold3
Ormdl2,Gspt1,Diaph3
Mrpl27,Ncaph,Mtch2
Klrc2,Cd28,Ppat
Sephs2,Ap1s1,Arhgdia
Sf3b6,Commd1,Grpel1
Diaph3,Gtf3a,Atp5k
H2ax,Atp5o-1,Timm50
Aurkaip1,Stx11,H2ax
Hip1,Rps2,Ahsa1
Cse1l,Rbm17,Kif2c
Pole,Vps29,Cenpp
Ung,Timm13,Uqcr10
Nudt5,Kpna3,Pacsin2
Get4,Tubg1,Npm3
Ripk3,H1f4,Rbmxl1
Pomp,Timm50,Tbcb
Pno1,Snrpd2,Dnajc2
Cdk4,Mrps12,Rbm14
Timm8b,Txndc5,Sap30
Hnrnpa3,Selenok,Lcp1
Atp5j2,Glipr1,Tubb5
Ciao2a,Sptssa,Icos
Ppat,Ssb,Ube2e3
Tmem167,Cinp,Ap2s1
Mns1,Arpc4,Ahsa2
Gtf2f2,Glrx3,Ncald
Kmt5a,Xpo1,Cd28
Zfp367,Snrpc,Runx2
Psmb4,Eif4a3,Cfl1
Morf4l2,Rsl1d1,Psmb6
Hirip3,Eif4h,Ppp1cc
Srsf9,Ppat,Glipr1
Mif4gd,Swi5,Hnrnpc
Mycbp,Dnajb6,Wdhd1
Capn2,Raly,Mrpl4
Ncald,Abracl,Lman1
Snrnp25,Ccne2,Hip1
Tuba1c,Ddost,Psma3
Prmt1,Ndufa4,Commd1
Gna15,Rars,Pcbp1
Unc119,Kif20a,Xpo1
Tdg,Ube2e3,Tomm5
Cdv3,Capza2,Lap3
Srp19,Pold3,Gspt1
Cdc25b,Atp5j2,Psmd12
Mphosph6,Ptms,Mms22l
Lsm3,G3bp1,Ehd4
Pmaip1,Rac1,Dnajc15
St13,H2ax,Rad54l
Zfpm1,Prc1,Pole
Comt,Atic,Ide
Gdi2,Fxn,Psmc4
Thoc3,E2f1,Rars
Psmb6,Mlec,Gtf3a
Rangap1,Tubb5,Clic1
Timm8a1,Uqcc2,Rbm8a
Pcbp1,Lman1,Mxd3
Tmem33,Sms,Uqcrq
Cenpp,Calm2,Sf3b5
Ckap2l,Exosc3,Mrps12
Uqcrfs1,Mrpl51,Psmb5
Lrr1,Edf1,Bard1
Cdc25a,Spdl1,Aurka
Mrps7,Sec11c,Tubb3
Nup88,Cit,Mlec
Arhgdia,Dnajc9,Rbm17
Ube2m,Mrps25,Pbdc1
Golt1b,Vmp1,Rsl1d1
Bard1,Ahsa2,Vps29
Ctps,Ide,Pomp
Aspm,Hnrnpu,Sfr1
Dbr1,Pbdc1,Atp5j
Atp5d,Zfp706,Sptssa
Psmd1,Azin1,Mrps25
Ppp2cb,Rrbp1,Bzw1
Dennd4a,Mrps24,2610318N02Rik
Gins4,Sfpq,Klhdc4
Atp5o-1,Exo1,Nup93
Got2,Mif4gd,Nudt1
G3bp1,Pdia4,Lamc1
Lpgat1,Ctla4,Dkkl1
Kif23,Rbbp4,Eif4a3
Mrps6,Lap3,Mif4gd
Fam92a,Ptbp1,Vmp1
Rnf126,Hnrnpa3,Atic
Polr2d,Tomm22,Ppia
Rwdd1,Chordc1,Cwc15
Slc16a1,Brca1,Timm13
Psmd7,Vcp,Snrpd2
Tceal9,Sumo3,Glrx3
Zmynd19,Blmh,Myo1f
Wdr5,Phlda1,Pdia4
Mrpl1,Ube2i,Arpc5
Anxa1,Spc25,Azin1
Snx10,Ftl1,Eif4h
Cpsf2,Icos,Ddost
Hnrnpll,Ebna1bp2,Sephs2
Ckap5,Myo1g,Exosc3
Hnrnpf,Sephs2,Hnrnpa2b1
Arl6ip6,Surf4,Snrpc
Timm13,Esd,Arpc4
Prim2,Polr2j,Ssb
Nup107,Morf4l2,Tuba1c
Prkar1a,Ppia,Got1
P4hb,Cox6b1,Cldnd1
Dstn,Ccdc124,Sgo2a
Sephs1,Bcas2,Morf4l2
Azin1,Phf11b,Rrbp1
Pmvk,Wdhd1,Ercc6l
Rad21,Rbm14,Nup37
Dera,Rgs1,Atp5o-1
Atp5k,Gzma,Phf11b
Ftl1,Klhdc4,Ect2
Pbdc1,Uqcrc1,Chordc1
Psmb7,Il2ra,Spag5
Cisd3,Eri1,Selenok
Mrpl45,Tuba1c,G3bp1
Anapc15,Nup93,H1f3
Abracl,D8Ertd738e,Mrpl51
Nup54,Smc3,Dnajb6
Abcf1,Nudt1,Capza2
Pgd,Ssna1,Sms
Uqcrq,Gar1,Myo1g
Hspa4,Lrr1,Sec11c
Mxd3,Taf12,Gins1
Srp68,M6pr,Pole3
Ptrh2,Tmem163,Nt5dc2
Ndufaf2,Sap30,Dnajc9
Mrpl13,Pole3,Raly
Galk1,Psmc2,Sumo3
Cox4i1,Pacsin2,Atp5d
Akip1,Rom1,Swi5
Slc29a1,Mydgf,Blmh
Sgo1,Sec61g,Tg
Usp50,Eif4g1,Mrps22
Emp1,Aspm,Surf4
Cd160,Rpa1,Abracl
Capza2,Mms22l,Ndufa4
Asrgl1,Tmem33,Ebna1bp2
Mrto4,Pin1,Galk1
Parp1,Nusap1,Uqcc2
Gde1,Sdhb,Mthfd1
Naa50,Cldnd1,Tmem33
Ppp1cc,Got1,Hip1r
Ssb,Mrpl40,Gnptab
Dusp5,Acadl,Hnrnpu
Lzic,Snf8,Syngr2
Mtx2,Cox4i1,Pigf
Aimp2,Ebp,Zfp706
Mrpl54,Adprh,Atp5j2
Tssc4,Galk1,Orc1
Exo1,Runx2,Sfpq
Vma21,Zcchc17,Ptbp1
Gng2,Cbx1,Rac1
Psmb5,Aunip,E2f7
Rps19bp1,Nptn,Tufm
Stoml2,Eif3i,Cenpn
Gemin6,Rab1a,Eri1
Cox6b1,Nup37,Sytl3
Mbd2,Tpm4,Gar1
Nkg7,Rdx,Ccdc124
Topbp1,Diaph3,Vcp
Nop9,Capzb,Rbbp4
Elovl1,Ndufs5,Taf12
Mrpl50,Actl6a,Mis18bp1
Cdkn2aipnl,Kpnb1,Calm2
Hdlbp,Ckap2l,Bcat1
Ruvbl1,Txndc17,H3c3
Aurka,Impdh2,Rpa1
Dph3,C1d,Chsy1
Orc2,Ehd4,Adk
Npm3,Gnb1,Hnrnpa3
Akt1,Arpp19,Polr2j
Ppp1r8,Tufm,Mrps24
Atp2b4,Mrps22,Cdk2
Tmem183a,Ndufb6,Brip1
Tstd3,Syngr2,Acadl
Txnl4a,Sytl3,Nptn
Sae1,Park7,M6pr
Rtca,Arpc1a,Atp2b4
Itpa,Gadd45gip1,Ruvbl1
Sfpq,Sgo1,Rora
Tmem163,Cenpp,Pdcd1
Ero1l,Erp29,Tomm22
Ube2t,Myo1f,Adprh
Glipr1,Hip1r,Ssna1
Znhit3,Prr13,Asns
Arpc5,Sfxn1,Edf1
Mrpl49,Ruvbl1,Csrp2
Sec11c,Gnptab,Gnpda1
Ipo7,Actn4,Mydgf
