wilcoxon,t-test,t-test_overestim_var
Hdgf,Pwp1,Emc9
Cep192,Itpr3,Commd8
Nrbf2,Opa3,Pimreg
Ttk,Bag4,Apip
Dctpp1,Cars,H3c3
Mrpl51,Lipa,Ttc9c
Sf3b5,Fbxo38,Rfwd3
Sfxn1,Mdm1,Oat
Maz,Fancd2,Anxa1
Hnrnpm,Sft2d2,Zwint
Rpp30,Fam83d,Rcbtb2
H4c9,Irf2bp1,Hspa14
Erh,Josd2,Prpf38a
Myo1f,Tbc1d22b,Calm2
Rbbp4,Pabpc4,Thap12
Nup153,Noa1,Ywhaq
Ssbp4,Itfg2,Gsk3a
Set,Ankle2,Eif2b1
Rif1,H2bc4,2610318N02Rik
Pfdn6,Nup133,Haus8
G3bp1,Patl1,Jpt1
Nsmce2,Hist1h2ap,Rpp30
Nfatc3,Tmem80,Luc7l
Gpsm2,Ckap5,D030056L22Rik
Rnaseh2c,Dpagt1,Bola1
Gsk3a,Nrros,Tmem41b
Med8,Tnrc18,Eif3l
Gatad1,Gse1,Nedd1
Magohb,Zc3h12a,Pbk
Sapcd2,Vkorc1l1,Clic1
Tmem97,Terf2ip,G2e3
Ep300,Ddb2,Triap1
Prim1,Cnpy3,Lin9
Sumo2,Tollip,Stil
Utp23,Rpp14,Zbtb25
Atg4d,Tiparp,Xpo6
Cdc73,Alg8,Srsf3
Jak2,Zcchc18,Ptpn2
Ddx42,Lztr1,C330007P06Rik
Arhgef18,Tubd1,Actn1
Ppwd1,Bcl2l1,Ppil1
H1f3,Klc1,Mrpl58
Ggnbp2,Ess2,Psph
Ybx1,Phospho2,Cyfip2
Dpy30,Slc30a7,Paxip1
Siva1,Sec24a,Eif4h
Csnk1g2,Pgm3,Skap1
Cdc27,Rnf157,H3f3a
Calm2,Notch2,Hdgf
H3f3a,Arfip1,Parpbp
Lsm6,Gpn1,Rasgrp2
Ptpn2,Csrp2,Sit1
Prdx4,Tubb5,Cebpg
Hmgn5,Elp6,Dctpp1
Mrpl17,Dele1,Cep192
Mcm2,Slc25a40,Ranbp1
Uqcr11,Pdik1l,Rhno1
Chaf1a,Arl5b,Urod
Snrnp25,Ckap2l,Mcm2
Glrx5,Caml,Cnih4
Smarca4,Pphln1,Pkmyt1
Rps19,Foxk2,Fzr1
Herc4,Sfn,Cenpw
Smchd1,Chtf18,Cox5a
H3c3,Tbl2,Nup153
Tubg1,Gnl2,Tdp1
Wdr76,Capn7,H1f1
Ndufs8,Suv39h2,Arid1a
Magoh,Ctc1,Zcchc17
Rhno1,Cog6,Naa40
Gsk3b,Fbxo7,Ass1
Cyfip2,Rtel1,Taf12
U2af1,Ipo9,Srrt
Snx6,H3c11,Nelfa
Cdk4,Hspbp1,Uap1
Gtf3c2,Kbtbd11,Myo1f
Dbi,Pgm2l1,Magt1
Celf1,Rcbtb1,Sf3b5
Naa50,Polq,Pds5b
Fxn,Retreg1,Tinf2
Cnih4,Spice1,Hnrnpc
Snrnp200,Pigm,Traf2
Cenpp,F8a,Pdap1
Asf1a,Dgcr8,Cep97
Srsf7,Rnf2,Rfc4
Ssrp1,Hist1h2an,Wipi2
Cox5b,Rassf3,Tpm4
Aimp2,Mus81,Mcm10
Ddx27,2310009B15Rik,Ptbp1
Cenpw,Uckl1,Cdc73
Hnrnpc,Slc25a33,Arhgef18
Ptbp1,Mtfmt,Dnajc2
Ccnq,Cpsf1,Ly6e
Nup107,Gpr146,Pknox1
Rcc1,Sigmar1,Ticrr
Hdlbp,Kdm3a,Mad1l1
Prkar1a,Tmem245,Ndufs8
Hspa14,Grhpr,Ddx42
Cdv3,Phpt1,Tsn
Samd1,Med7,Nup43
Lyar,H2ac15,Chaf1a
Hsp90b1,Rttn,Ppp1cb
Ppp2ca,Abhd5,Snrpg
Rp9,Endog,Atg4d
Dcaf15,Rrm2,Vps35l
Swi5,Cbwd1,Cldnd1
Dnajc2,Ankle1,Psip1
Ppp1ca,Unkl,Pex13
Skap1,Hdhd5,Gemin6
Coro1c,Pdss1,Nxn
Bag6,N4bp2,Lrr1
Micos10,Mast2,Pole
Ccz1,Mto1,Gsk3b
Atad5,Cc2d1a,Phf10
Ipo5,Ddias,Mastl
Tcf19,Tube1,Tfdp1
Cdc25c,Rrad,Net1
Commd8,Cpne3,Tex10
Zcchc17,Cenpu,Arl6ip6
Caprin1,Nrm,Vps52
Rdx,Mtfr1,Rad51
Ddx46,Dalrd3,Magoh
Dazap1,Nudt18,Macroh2a1
Shc1,Eri2,Dazap1
Anapc11,Sec16a,Abhd17b
Gnb2,Dyrk2,Hax1
Mrpl58,Atg2a,Ybx1
Ctdnep1,Slc25a10,Nup160
Eef1d,Polr3gl,Il12rb2
Gclm,Phtf1,Cars2
Rab5if,Vhl,Ppp2r5a
Clic1,Nfe2l2,Sirt7
Ppp1cb,Fam98a,Zwilch
Prpf4,Ctdp1,Tubg1
Rbm42,Ulbp1,Pdzd11
Rcbtb2,Rgcc,Timm21
Trp53,Gnpat,Aimp2
B4galt1,Commd9,Fancl
Oat,Gmeb2,Hpf1
Cenpn,Syne3,Haus7
Nsd2,Washc5,Glrx5
Nudc,Mettl14,Atp8b4
Taf12,Otud6b,Rpa1
Ap1m1,Ska1,Herc4
Ap1s1,Dedd,Zfp524
Syce2,Tmem237,Slc16a1
Snrpc,Piezo1,Manbal
Rhoa,Mllt1,Smchd1
Zwint,Abcb1a,Nfatc3
Smc3,Scap,Cox5b
Cops2,Nsl1,Nup155
Arhgef2,P4ha1,Ccnq
Nsun2,Ppcs,Gtf3c2
Trappc1,Nomo1,Exosc10
Tle5,Rfxank,Cdk19
Emc3,Ccdc51,Anln
Mrpl14,Grpel2,Prrc2a
Cmah,Grcc10,Eme1
Myg1,Ezh2,Mns1
Ccne1,Thap2,Snrpc
Eif3l,Zbtb22,Ezr
Brip1,Papss1,Entpd5
Bard1,Pde6d,0610009B22Rik
Mrpl18,Itgam,Troap
St13,Txnrd2,Tecpr1
Pds5b,Sclt1,Eif5a
Asnsd1,Cdk5,Cenpp
Pimreg,Abhd11,Cyb561d2
Cdk9,Ube2c,Atad5
Hpf1,Dars2,Slbp
Ska3,Patz1,Gen1
Prrc2a,Bap1,Ncoa4
Trim28,Cntrob,Slc38a1
H2bc11,Amz2,Fkbp4
Cyb5b,Sumf2,Dcaf1
BC004004,Pkig,Ccdc61
Cyb561d2,Ppih,Pa2g4
Srrm1,Tuba1b,Kri1
Prpf38a,Scpep1,Rel
Rasgrp2,Rabggta,Pfdn6
Ppp1r7,Ado,Cux1
H2bu2,Zdhhc8,Wee1
Sirt7,Pex11b,Mtmr14
Magt1,Gstcd,Ppp1cc
Tmem234,Sirt6,Haus5
Rabggtb,Gm12216,Lonp1
Pdap1,Ddx56,Itgb3bp
Mms22l,Alas1,Nup98
Tcp1,Dimt1,Smc3
Blm,Elp4,St13
Sass6,Nop16,Cep135
Cstf2,Actr8,Cdk4
Hells,Umad1,Nap1l1
Pdzd11,Cks2,Bloc1s6
Nup98,Uty,Rbbp4
Sit1,Ipp,Chchd5
Pola1,Pdxdc1,Tle5
Anxa1,Hsdl1,Gnb2
Nup37,Stau1,Cenpi
Rom1,Pank3,Zfp266
Rnf4,Fbxo42,Hif1an
Polr3c,Nudcd1,Ctdnep1
Cdk5rap3,Agap2,Arpp19
Rad51ap1,H2bc3,Brca2
Hnrnpu,Zfp101,Gtpbp1
Rpl14,Smc2,G3bp1
Cinp,Tfe3,Pcmt1
Cpsf7,Ranbp10,Birc3
Atp8b4,Slc37a1,Hyls1
,Fam91a1,Xrcc1
,Chek1,Vps26a
,Ftsj1,Bcl2
,Galt,Cd48
,Golph3l,Celf1
,Traf3,Hmgn5
,Tubgcp5,Sf3b6
,Palm,Pigp
,Crip2,Kntc1
,H2ac10,Baz1b
,Jpt2,Adar
,Rad54b,Nudt4
,Rps6ka5,Trappc3
,H2aw,Tdp2
,Paip2b,Med8
,Srcap,Hsp90b1
,Ncapg2,Mtmr12
,Tent5a,Gcat
,Mgst3,Opa1
,S100pbp,Pi4ka
,Vps50,Prpf4
,B3glct,Smndc1
,Zbtb24,Cmss1
,Plekhg3,Mcm3
,Alg10b,Nfic
,Dna2,Wdr3
,Cnpy4,Mid1
,Osgin2,Arhgef2
,Acaca,Rab5if
,Usp36,Bcl10
,Snx11,Nploc4
,Zdhhc12,Etf1
,Osbpl5,Isoc1
,Zfp518a,Ngdn
,Fam45a,Set
,Usp45,Lsm6
,Fbxl15,Mtfr2
,Dennd1a,Lap3
,Mcat,Chkb
,Tamm41,Cd47
,Tasor2,Rif1
,Lrrc40,Rpain
,Slfn8,Dsn1
,Fkrp,Sik3
,E2f7,Elp2
,Dusp4,Tfip11
,Xpo5,Esyt2
,Fam72a,Numa1
,Dkkl1,Rnf4
,Gclc,Map3k4
,Nbn,Npm3
,Cchcr1,Rasgrp1
,Dzip3,Tipin
,Galnt10,Eef1d
,Paox,Atg16l1
,Msto1,Pgrmc2
,Slc27a4,Pip4k2c
,Mrrf,Trappc1
,Gzmm,Dut
,Ndc1,Prep
,Kif15,Ddx39b
,4931406P16Rik,Mis12
,Klf11,Lnpk
,Crtam,Pif1
,Slf2,Bcat2
,Pacs2,Nprl2
,Gng12,Thap11
,Wdr46,Creb3
,Tsen54,Idh2
,Med12l,H2bc11
,Cep76,Sun1
,Gpkow,Nudcd2
,Cdc25b,Abcd1
,Lsm14b,Cnot11
,H2ac18,Trp53i11
,Nf2,H2ac4
,Oxr1,U2af1
,Prcp,Per1
,Ofd1,Rmi2
,2310057M21Rik,Ndufa12
,Nif3l1,Asnsd1
,Cox11,Sh3bp1
,Camkk2,Xab2
,H4c8,Prkar1a
,Glb1,H2bc18
,Ptpn9,Fgfr1op2
,Bpnt1,Hprt
,Kifc5b,Fcgrt
,Wdr53,Poc5
,Piga,Mcm4
,Lancl1,Trav14-1
,Slc30a6,Sp4
,Zcchc2,Abcf1
,Sft2d3,Zswim6
,Prkd3,Traf1
,Nt5dc2,Nhlrc2
,Arhgef7,E2f3
,Smpd4,Fbxo8
,Strip1,Tex264
,Znrf1,Cdv3
,Kat2a,Itgb7
,Slc25a45,Rara
,Msra,Cpsf7
,Cacna1s,Rad54l
,Ahcy,Gbp2
,Cdkn1a,Siva1
,Fbxo45,Rab2a
,Trub2,Fnta
,Rell1,Snx6
,Spg11,Rbm42
,Rp2,Tk1
,Pim3,Cyb5b
,Hs2st1,Slc25a51
,Acap3,Nfkbid
,Tmpo,Gatad1
,BC052040,Cdk2ap2
,Hbp1,Gbp3
,Fuom,Mis18a
,Gpr160,Gas2l3
,Mief1,Rps19
,Usp11,Cep128
,Ppan,Dscc1
,Zfp180,Gnl3
,R3hcc1,Ppp1ca
,Dcp1a,Mcm5
,Tnfrsf1a,Wbp11
,Bmi1,Cep57l1
,Fbxw5,Fdft1
,Zfp110,Mrpl2
,Xlr4c,Stt3b
,Scrn3,Map3k7
,Bdh1,H1f3
,Rhbdf2,Cdc34
,Fanca,Ncbp2
,Slc9a1,Ctcf
,Bcdin3d,Ccdc77
,Btf3l4,Calm3
,Gins3,Sirt1
,Tbc1d5,Tprkb
,Ogfod2,Uhrf1bp1l
,Cln3,Fam110a
,Tmem50b,Ubap1
,Usp12,Cstf1
,Papolg,Cdkn2c
,Spata6,BC004004
,Stmn1,Cops7a
,Rad21,Strn
,Spata24,Ndufb9
,Popdc2,Nfya
,Cd79b,Stambp
,Zfp825,Med25
,Cxcl10,Creg1
,Plbd2,Wdr5
,Cd55,Scyl1
,Brwd3,Srrm1
,Hmgb2,Utp3
,Mfap3,Psmc3
,Rbks,Cenpt
,BC030867,Mpdu1
,Pusl1,Haao
,Pdhx,Ssrp1
,Lcmt2,Dnajc17
,Mpp7,Pwp1
,Enkd1,Itpr3
,Dusp12,Opa3
,Mcm7,Polr3c
,Mvk,Psmb6
,Mutyh,Rnf187
,Selenoo,Bag4
,Evi2,Hnrnpm
,Taf8,Ppp1r7
,Dusp22,Cars
,Cbx6,Lipa
,Coq6,Fbxo38
,Rfx3,Mrpl22
,Kbtbd4,Mdm1
,Cenpo,Micos10
,Clybl,Fancd2
,Rufy1,Ddx27
,Slc39a3,Sft2d2
,Ube2s,Fam83d
,Uhrf1,Irf2bp1
,Cbx7,Josd2
,Yars2,Rp9
,Pnpla8,Map7d1
,Zbed3,Mrpl17
,Slc25a32,Tbc1d22b
,H2-DMa,Tmem97
,Uqcc1,Pabpc4
,Cmc4,Rbmxl1
,Echdc1,Suz12
,Trim39,Uqcr11
,Slc7a5,Zfp622
,Hdgfl3,Noa1
,Tmem107,Itfg2
,Mipep,Ankle2
,Mon1a,H2bc4
,Cipc,Nup133
,Gtf3c5,Patl1
,Tkfc,Snrnp40
,Gss,Taf15
,Scrib,Tmem80
,Tfeb,Mtrex
,Dhcr24,Dpagt1
,Bub1b,Smarca4
,Isg20,Nup37
,Polr3h,Nrros
,Pex5,Tnrc18
,Mlycd,Naa50
,Klhl2,Trappc8
,Elmsan1,Hnrnpf
,LTO1,Larp4
,Gm20604,Gse1
,Zmym2,Nelfb
,Zc3h12d,Paics
,Pcbp4,Ipo5
,Ptges2,Zc3h12a
,Cmc2,Emc3
,Tmem43,Cox6a1
,Ccdc84,Vkorc1l1
,Rabgef1,Terf2ip
,Adat2,Mrpl14
,Prc1,Ddb2
,Fadd,Cdk9
,Ccdc130,B4galt1
,Slc25a37,Gltp
,Setd4,Cnpy3
,Pik3c2a,Rpl22l1
,Josd1,Lrrc8c
,Spc24,Frmd8
,Ap4b1,Tollip
,Abraxas1,Sdhaf4
,Iqgap3,Rpp14
,Ikbke,Tiparp
,Hdac5,Alg8
,Ambra1,Mrpl51
,Trp53rkb,Zcchc18
,Gtpbp3,Lmf2
,Cep95,Lztr1
,Fam168a,Gar1
,Gm8797,Drg1
,Dlgap5,Aldh9a1
,Zranb3,Tubd1
,Lmtk2,Safb
,Tuba1c,Bcl2l1
,Sap18b,Klc1
,Klf4,Sfxn1
,Alg3,Ppwd1
,Ldlrap1,Cherp
,Ppp4r1,Nudc
,Eri3,Ganab
,H2bc9,Cd69
,Vps33b,Ess2
,Arl4d,Phospho2
,Snrnp35,Slc30a7
,Dop1a,Sec24a
,Usp32,Zcchc9
,Polr1a,Skp1a
,Cd2ap,Pgm3
,Tanc1,Rnf157
,Efcab11,Notch2
,Taf6l,Ripk3
,Hmga1,Arfip1
,Cers6,Gpn1
,Stk35,Samd1
,Rai1,Nup205
,Pias3,Csrp2
,Atmin,Prdx2
,Jmjd7,Ddost
,Uevld,Mapk14
,Ap4e1,Csnk1a1
,Zfp942,Satb1
,Zbtb43,Elp6
,Zfp41,Tor1a
,Praf2,Atg101
,D6Wsu163e,Dele1
,Cracr2a,Trpm7
,Ipmk,Swi5
,Enoph1,Dbi
,Gpc1,Snrnp200
,Il15ra,Mrpl16
,Faap100,Eml3
,Fancg,Csnk2a2
,Gla,Slc25a40
,Trp53bp1,Ash2l
,Pde4dip,Pdik1l
,AW554918,Arl5b
,Zbtb2,Caml
,Sult2b1,Pphln1
,Lnx2,Hnrnpul2
,Pqlc1,Foxk2
,0610010F05Rik,Ddx47
,Gba2,Sfn
,Zfp64,Chtf18
,Sprtn,Jtb
,Sbk1,Rap1gds1
,Irak2,Coro1c
,Nemp1,Cdc123
,Slx4ip,Tbl2
,Tonsl,Gnl2
,Capn15,Capn7
,Poll,Suv39h2
,Slx4,Ctc1
,Tubgcp6,Morc3
,Zbtb33,Cog6
,Dtx2,Fbxo7
,Tec,Mphosph8
,Slc52a2,Rtel1
,Smpd2,Trim28
,H2ax,Pop4
,Ap3m2,Mpc1
,Pxmp2,Ipo9
,Eml2,H3c11
,Elac2,Tomm70a
,Cep72,Mrpl40
,Tmem129,Hspbp1
,Dvl3,Snrnp25
,Prss16,Kbtbd11
,Syne2,Magohb
,Osbpl7,Pgm2l1
,Lmnb1,Supt16
,Alkbh6,Rom1
,Nln,Rcbtb1
,Oas1c,Polq
,Plk4,Mtch1
,Rnf144a,Dnm1l
,Snx25,Retreg1
,Tnfrsf13c,Ndufs3
,Arfgef2,Gpr183
,Zfp236,Spice1
,Hexa,Gsap
,Tada2a,Txndc9
,Zfp429,Pigm
,Ube3b,Ccz1
,Mettl17,Tcp1
,Slc35a2,Map2k1
,Nbas,F8a
,Nkiras1,Uqcrfs1
,Mcm8,Fam120a
,Trim56,Sdf2l1
,Lrrc8d,Ubtf
,Aplf,Dgcr8
,Mrm2,Icam1
,Hlcs,Nolc1
,Rnf170,Rnf2
,Vps39,Hist1h2an
,Naa25,Haspin
,Fam177a,Znrd1
,Traf3ip1,Rassf3
,H2bc15,Mus81
,Abhd17c,2310009B15Rik
,Pop1,Nsd2
,Zfp280c,Cep83
,Gm10184,Uckl1
,Snupn,Slc25a33
,Pogz,Usp39
,Sytl1,Mtfmt
,Brf2,Cpsf1
,Timm29,Gpr146
,Knstrn,Sigmar1
,Haus3,Kdm3a
,Etfrf1,Hnrnpu
,Trp53bp2,Tmem245
,Wdr77,Grhpr
,Zfand2a,Anapc4
,Slc17a9,Phpt1
,Zfp217,Ddx46
,Pdlim7,Fam192a
,Tpcn1,Med7
,Lyrm4,H2ac15
