paga1,paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_paga1,X_paga2,velocity_paga1,velocity_paga2
-8402.621848549532,53880.26592252071,6.0239205,-2.5591848,-2.4094105,-1.26326,0.38160214,-0.7019213,0.23227571,-1.5182027,-2.7740655,-1.0901918,1.2738205,1.493875,0.088387646,-1.062419,-0.094623655,-0.8350183,1.3569561,-0.88742787,-3.7405133,-0.67185587,0.77572566,-0.13086298,-1.1906372,-0.46153364,0.5397704,1.5680989,0.50097525,0.3525784,-0.6779371,1.2160857,-8402.621848549532,53880.26592252071,-866.8334421356168,-717.0809815204144
-414.94260480598984,67257.46528774763,-2.7970836,2.4294925,-0.5561859,-1.9623659,1.4579887,-0.5946276,0.53448117,-0.2541597,-0.33006987,0.19879611,-0.39908245,1.6007277,-1.0419518,0.22418514,0.105810754,0.061038956,-0.42058766,0.75142294,-0.88996226,0.3956347,-1.4674242,-0.041541383,0.7042,-0.824526,-0.778544,-0.5722569,0.38316205,-0.87380475,1.1034799,-1.2609437,-414.94260480598984,67257.46528774763,-1069.7138751918226,-53.59732140316061
-23096.12699425718,40765.73818096189,12.170357,-2.6825795,1.7524201,-2.7846239,2.9018223,-1.6297519,0.45521662,2.2576535,-0.5002183,-2.54913,1.5833164,-1.3101393,-1.1435659,-0.47391176,0.15839037,-2.1223276,2.8697333,-2.49216,-2.2513633,-0.26983237,3.7911248,0.9579725,-0.8946474,0.07389461,-2.059964,2.697628,-1.8789023,0.94420457,-0.70941776,-1.4987842,-23096.12699425718,40765.73818096189,-351.63938044170635,-521.6104235094082
5079.875472640669,57892.24802041879,-5.979635,0.3053359,3.7330897,-1.9389048,1.7850003,0.22674733,-0.8159873,-2.5677352,1.2570596,0.12753406,-0.2937241,0.88266164,-1.571515,-0.62412363,-0.30283186,-0.4147702,-1.0812681,1.422086,-0.19159997,-0.054847617,0.49288014,-0.46862638,0.94265884,1.2435951,-0.37921312,0.6012843,-0.7570826,-0.64277464,1.006736,-1.0061123,5079.875472640669,57892.24802041879,-109.55074972709434,527.2913726959976
5672.734091318025,60851.96953004622,-7.426495,-0.20650956,1.2540436,1.6084487,-1.0630422,-0.08823162,-0.39105326,0.9970384,-0.50559163,-0.99591225,-0.7677459,0.91478384,1.5432531,-0.05175052,0.17710303,0.46821007,-0.068533555,0.7347165,0.29740724,0.11713234,0.072380535,-0.19527838,-0.5387265,1.3250698,-0.73996866,-0.053884305,0.5139958,0.41070923,0.4002712,-0.33471555,5672.734091318025,60851.96953004622,-203.0347744315954,195.18779454258677
-14896.579012148997,52481.03594800309,9.533403,-0.6038893,-3.6162255,-0.4131744,2.860588,0.9598236,1.1928802,1.078089,0.32968393,-2.116278,1.6785752,0.9526988,-1.3630875,0.973644,-0.36362278,0.43222806,0.627074,2.2597659,-0.65087193,0.98741686,-0.7207737,-0.93390054,0.43041673,2.1538928,2.267238,0.054456312,1.4958835,-0.28289917,2.2544358,0.23727387,-14896.579012148997,52481.03594800309,-740.3204920499547,-869.8613187160078
-4167.1963566046215,52941.802857541436,-4.608655,-4.2621136,-0.22524156,0.5884865,-0.28152928,3.2140703,-2.7377198,-0.63836074,0.5480355,-0.26001248,2.000738,0.33284694,-0.29843614,1.1115121,-0.77117294,0.0083253225,1.2961445,-0.48811758,1.6181034,0.8247499,-0.45488316,-1.3415222,0.5443827,-0.18825863,-0.3545656,-0.65788054,-0.50195056,0.07350876,0.7023928,-0.91088116,-4167.1963566046215,52941.802857541436,-535.3940803050368,268.2462526555623
14237.70095633164,69876.94640072207,-4.389923,-0.9242013,-2.1602318,5.5287313,1.9411008,0.5924376,1.706445,5.1681623,0.8341391,-3.8491492,-2.419991,0.30360416,-1.0933169,0.610155,1.4732882,0.83599347,-0.5671267,-1.4112163,-0.39296937,-0.650947,-0.6237082,-0.5096948,-0.37894827,0.29440904,1.2312338,-0.37767902,-0.26970643,1.1996721,-1.0535141,-0.11999135,14237.70095633164,69876.94640072207,-137.86603100427845,187.8005799137814
150.52838085653283,51784.65145878749,-3.9976451,-0.53374535,-0.17627048,1.2670858,-0.26598343,-0.62473375,0.9494155,2.5312128,1.7653266,-0.9989796,0.31492501,-0.24587236,0.04825386,-0.16495591,-0.5151179,-0.0844776,0.004994117,-0.17307398,1.519241,0.32469675,0.18088911,0.24239026,-0.012721241,0.22182415,1.6785482,0.034988195,-0.23265466,-0.291591,-0.44100547,-0.21968867,150.52838085653283,51784.65145878749,-597.9130784205479,72.82900059931481
5167.247370493137,50383.05312675539,-8.149349,-3.0780828,1.4032347,2.5892103,-0.7956724,0.8082932,-1.6169989,-0.734839,-0.31577823,0.6614195,0.23062702,0.5290689,1.2772676,0.31039295,0.034113742,0.7024175,0.13583423,0.09303769,-0.076246955,-0.83775556,0.5796759,0.087077215,-0.068404995,0.8641735,0.36182728,-0.64237165,0.29677877,-0.4135286,0.25364563,-0.015919598,5167.247370493137,50383.05312675539,-142.59334663075882,72.67365480616819
-24217.33566573552,38325.85894715481,11.163852,-1.8848634,-1.4868046,-4.025426,3.2806768,0.18410753,0.7691858,3.1324165,1.622004,-2.1460235,2.4979868,-0.2906271,0.7606198,-0.01371798,-0.36629072,-2.1686015,2.220938,0.054378103,-1.2136385,-0.4553232,0.12134147,-1.6864501,1.2903649,1.5339785,0.5568287,1.6113607,0.46053794,-2.051078,2.3106017,0.38310486,-24217.33566573552,38325.85894715481,-285.1454157990204,-367.9637125441004
-1281.772766697394,65569.94059996215,-4.025087,2.1009226,-0.18107404,-0.09486924,-1.1579424,-0.036677778,1.8121426,0.39449194,0.7747841,-0.15019225,0.032396458,-1.123999,0.2700017,-0.036232207,-0.42228535,-0.27492717,-1.0675282,-0.38666654,0.21907699,0.57625854,-0.91689193,0.8498076,1.0865941,-0.22857542,0.07884849,0.22035772,0.52814186,-0.4804898,0.40341344,-0.7703513,-1281.772766697394,65569.94059996215,-991.3771719366655,229.7097785478906
-25054.354165140147,30465.22896673712,11.128154,-4.3811183,-0.74245507,-1.0166363,-2.7346513,-1.2508497,0.06952249,-1.1475475,0.99020267,-0.8475804,-0.9423162,0.587856,0.3793718,0.25938067,2.811194,-0.22295642,-0.8185722,0.24165799,4.0475206,0.4749882,-2.5498211,2.2368536,-2.5640144,0.7425902,1.6856974,-0.7510382,1.1427453,-0.061186895,1.6162815,-3.617915,-25054.354165140147,30465.22896673712,-259.5390368029252,-66.6045448380957
-8486.623584258796,59668.365914267975,10.428393,5.341704,-3.045324,-0.11697822,0.98810875,-0.18836394,-1.5490739,0.5782947,1.7671163,0.76131195,3.0925348,2.1953797,-1.5094372,-1.3514562,1.2863473,0.77189386,0.7212125,1.4526271,-2.107447,0.8207468,-0.44885024,-0.41459385,-0.85465294,-1.8482404,-0.8678938,-0.53772104,-2.612181,-2.6342375,1.7800955,-0.71442795,-8486.623584258796,59668.365914267975,-1121.5257079512899,-1026.8228229787958
-9130.999371581278,56301.67041467416,7.575717,2.878111,-3.316019,0.23773758,-1.5696967,-0.098768786,-1.2698606,1.1099387,2.312051,2.001694,2.703496,1.3653159,0.7924111,-0.87184274,0.9110335,2.3528898,-0.9147,-0.0511573,1.0056273,0.6039307,-1.5391117,1.3022468,-1.0188864,-0.09526367,2.5382407,-1.5078536,0.20107839,2.516454,-1.499455,-0.9143294,-9130.999371581278,56301.67041467416,-848.4111998463674,-827.4758937821708
1342.0128907554558,68881.92473500535,-2.4157438,-0.868013,-1.0474774,-0.16630496,2.9972796,1.4935864,0.11426992,0.80780697,-1.2131116,-0.27012196,0.75040036,0.9845475,2.1880205,-0.32602474,-0.08367857,-0.5614041,0.1074769,0.46418887,-0.62725717,-0.6762107,0.3908075,-1.1938031,0.10032811,0.3059942,-0.32435906,0.74805033,-0.7285118,-0.98532873,-1.7326785,0.38215002,1342.0128907554558,68881.92473500535,-615.3625649040185,63.719462749895335
1874.2454618987647,58275.93230695042,-6.8398213,-1.0138423,0.26600912,0.73733467,-0.12440374,-1.0289426,1.0688629,-0.40277514,-0.578521,0.7157985,-1.1952965,-1.025798,-0.17990942,0.2482774,-0.87009513,-0.11170252,-0.58465016,-1.0163435,0.419407,0.02202056,-0.5198061,0.45192632,0.02570221,0.058664236,-0.07618651,-1.0148778,-0.18950537,-0.1496471,0.76607895,-0.5871648,1874.2454618987647,58275.93230695042,-512.2338462566265,411.65314259560313
-9703.038147543251,46540.87525535592,0.7447137,-4.6085157,-1.3529494,-1.1945997,-1.5057535,0.12504503,-1.4951192,-0.9175775,0.18830442,1.1199573,0.026429987,1.4551975,0.7856053,0.27084824,1.4905076,2.1866395,0.5501043,2.8933146,1.1697155,-1.3828764,-0.536621,-0.4742284,-1.1285753,0.08716585,2.0816007,0.40000084,0.7594055,0.82866436,-0.21961583,0.8567596,-9703.038147543251,46540.87525535592,-560.8640912541201,32.73634671671103
-15199.389055855734,30889.699455361817,10.418568,-2.6832318,-2.1791775,1.3702965,-5.036846,0.61081564,1.7709239,1.4719089,-0.35453704,1.3186795,-3.8829808,-0.7471847,3.2446234,1.1589855,-4.73235,1.5435687,-0.83331853,0.8246392,2.8728466,-0.57942235,-0.54257435,2.1833234,-0.6726139,-1.6315762,-3.1675658,1.4666704,-0.53005993,-2.0718696,1.7144302,3.0063152,-15199.389055855734,30889.699455361817,-834.084828068006,-360.4786246785449
-9842.185439188615,58312.81742014903,2.8282206,0.24905904,-4.3023095,-1.2089509,0.9365709,-2.953218,1.2509844,1.4833021,0.34591302,0.035331182,-0.01825437,0.36872748,-1.1568909,0.097747624,-0.7553107,-0.05897845,0.10314856,-0.28681114,-0.36310855,-1.4902759,-0.04680925,-0.9884472,-0.71096295,0.3407828,-0.8538884,-0.28187835,0.8129902,-0.271092,0.16419545,-0.736907,-9842.185439188615,58312.81742014903,-597.1769639194531,-597.0660924342874
-2431.540998865246,59350.587124330945,-2.7257826,-2.0090594,-2.2885077,-2.0534534,1.2896047,1.8799714,-0.46208045,-0.6428109,-1.167516,1.1008499,0.39935237,1.8690693,0.8039512,0.69137675,0.08080584,0.19757362,0.7049953,-0.6752636,0.623674,-0.37813324,0.5941313,0.020331647,-1.0561167,-0.5630649,0.7612115,0.65687597,-0.55811423,-1.0617296,-0.33103424,0.4918329,-2431.540998865246,59350.587124330945,-839.9608459438965,384.3041914835162
4500.017387897362,68795.07214627725,14.658448,3.5880532,5.791706,16.027002,12.787146,-9.261814,-0.4977536,-15.209011,-9.801325,-5.379876,16.304033,-7.95495,-2.654518,27.451387,-1.8111764,-1.9294684,-6.2024913,2.0156753,1.1357018,4.825836,0.5672821,-3.393376,-1.0429478,2.9833608,0.9599974,-0.8478319,0.82009214,0.33462152,-3.754197,-0.27218294,4500.017387897362,68795.07214627725,-101.30263043336026,-169.51240026284964
-17555.426591546686,47048.42378039083,7.2216253,-2.0832417,-0.09857021,-0.022058573,-2.899066,-0.68919754,1.2062374,0.19836244,-1.3902286,0.7448402,-2.165403,0.26458785,1.592305,-0.27002177,-0.25699535,0.6973555,-1.7810109,1.6852454,0.6556134,-1.1466607,-0.39734945,-1.3651785,-1.4345776,0.13284066,-0.2792501,2.022375,0.8098775,0.9570366,-0.97992814,0.37565154,-17555.426591546686,47048.42378039083,-341.2483401842809,-401.84805158592934
93.81635857906055,63672.836716113416,-6.9426274,-0.640634,0.13037528,-1.1325443,-0.9209044,1.1882746,-0.30111337,0.70769966,-1.0891392,0.296137,0.53243893,0.026367342,0.9150403,0.38401362,-0.58101165,0.10750866,-0.22210851,-0.82284135,-0.23093432,0.112604074,-1.1234565,-0.105278365,1.212268,0.13541521,0.0017379742,0.01591224,-1.0750754,-0.075563684,-0.4858142,0.04112932,93.81635857906055,63672.836716113416,-449.21401767111166,487.4099268538878
-5768.6644557766995,58387.8688869982,-4.2999406,-1.2031636,-1.2594659,-1.8312321,1.267145,0.12900452,0.54077,-2.6429815,1.2218578,1.2236453,-0.12919766,0.61937946,-0.041384462,0.29616007,0.2597545,0.2222302,0.13229996,-0.33107683,0.79363537,-0.411145,-0.099302575,0.68800086,-0.53962475,-0.17251496,0.7090769,-0.17698255,-0.02130993,-0.18718153,0.24285999,-0.06656774,-5768.6644557766995,58387.8688869982,-674.511497970344,397.59429716815237
-26.371110655908407,55975.721851311115,-8.271999,-0.6833168,0.44088548,1.0341288,-1.2711663,-0.19668889,0.10774631,0.45926592,-0.44464108,-0.18329939,0.6307401,-0.021403434,0.023248727,0.21553952,0.11661908,0.9982241,0.17781837,0.05800142,1.0175482,-0.512893,0.17443009,1.0988045,-0.17470519,-1.1013162,0.6209001,-1.1590295,-0.06907436,-0.70129937,0.013711485,0.3044989,-26.371110655908407,55975.721851311115,-355.31455589938156,229.981518298366
